Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
1,5:18,1,10,CLE 28,6,0,Nick Chubb right tackle for 7 yards (tackle by Brian Poole and Neville Hewitt),0.810,1.210
1,4:43,2,3,CLE 35,6,0,Baker Mayfield pass complete short right to Nick Chubb for 6 yards (tackle by Steve McLendon),1.210,1.660
1,4:03,1,10,CLE 41,6,0,Baker Mayfield pass incomplete short left intended for Pharaoh Brown,1.660,1.120
1,3:58,2,10,CLE 41,6,0,Nick Chubb up the middle for 5 yards (tackle by Folorunso Fatukasi),1.120,1.090
1,3:16,3,5,CLE 46,6,0,Baker Mayfield pass complete short left to Odell Beckham for no gain (tackle by Darryl Roberts and Blake Cashman),1.090,-0.320
1,2:43,4,5,CLE 46,6,0,"Jamie Gillan punts 37 yards, fair catch by Braxton Berrios at NYJ-17. Penalty on Steve McLendon: Offensive Holding, 8 yards",-0.320,0.380
1,2:38,1,10,NYJ 9,6,0,Le'Veon Bell left guard for 2 yards (tackle by Eric Murray and Larry Ogunjobi),-0.380,-0.630
1,2:05,2,8,NYJ 11,6,0,Trevor Siemian pass complete short left to Demaryius Thomas for -1 yards (tackle by Joe Schobert and Eric Murray),-0.630,-1.300
1,1:23,3,9,NYJ 10,6,0,"Trevor Siemian pass complete short left to Le'Veon Bell for 3 yards (tackle by Jermaine Whitehead). Penalty on Myles Garrett: Roughing the Passer, 15 yards",-1.300,0.810
1,1:03,1,10,NYJ 28,6,0,"Trevor Siemian pass complete short right to Robby Anderson for 31 yards (tackle by Denzel Ward). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",0.810,-0.040
1,0:37,1,20,NYJ 18,6,0,Trevor Siemian pass complete short left to Le'Veon Bell for 1 yard (tackle by Olivier Vernon),-0.040,-1.010
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,19,NYJ 19,6,0,Trevor Siemian sacked by Morgan Burnett for -10 yards,-1.010,-3.640
2,14:16,3,29,NYJ 9,6,0,"Penalty on NYJ: Delay of Game, 4 yards (no play)",-3.640,-4.110
2,14:08,3,33,NYJ 5,6,0,Le'Veon Bell up the middle for 4 yards (tackle by Joe Schobert),-4.110,-2.490
2,13:33,4,29,NYJ 9,6,0,"Lac Edwards punts 52 yards, returned by Jarvis Landry for 8 yards (tackle by Thomas Hennessy)",-2.490,-2.060
2,13:23,1,10,CLE 47,6,0,Baker Mayfield pass complete deep left to Odell Beckham for 21 yards (tackle by Jamal Adams),2.060,3.450
2,12:44,1,10,NYJ 32,6,0,Baker Mayfield sacked by Tarell Basham for -10 yards,3.450,1.550
2,11:57,2,20,NYJ 42,6,0,Baker Mayfield pass complete short left to Nick Chubb for 13 yards (tackle by Jamal Adams),1.550,2.610
2,11:17,3,7,NYJ 29,6,0,Baker Mayfield pass complete short middle to D'Ernest Johnson for 5 yards (tackle by Tarell Basham and Kyle Phillips),2.610,1.990
2,10:28,4,2,NYJ 24,6,0,"Baker Mayfield pass incomplete short right intended for Taywan Taylor (defended by Nate Hairston). Penalty on Nate Hairston: Defensive Holding, 5 yards (no play)",1.990,4.310
2,10:23,1,10,NYJ 19,12,0,"Nick Chubb left tackle for 19 yards, touchdown",4.310,7.000
2,10:16,,,NYJ 15,13,0,Austin Seibert kicks extra point good,0.000,0.000
2,10:16,,,CLE 35,13,0,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,10:16,1,10,NYJ 25,13,0,"Trevor Siemian pass incomplete deep left intended for Robby Anderson (defended by Greedy Williams). Penalty on Eric Murray: Defensive Offside, 5 yards (no play)",0.610,1.340
2,10:11,1,5,NYJ 30,13,0,Le'Veon Bell right tackle for 8 yards (tackle by Eric Murray),1.340,1.470
2,9:36,1,10,NYJ 38,13,0,Le'Veon Bell up the middle for -1 yards (tackle by Sheldon Richardson and Daniel Ekuale),1.470,0.790
2,9:00,2,11,NYJ 37,13,0,Ty Montgomery up the middle for no gain (tackle by Christian Kirksey),0.790,0.100
2,8:20,3,11,NYJ 37,13,0,"Penalty on Brandon Shell: False Start, 5 yards (no play)",0.100,-0.560
2,7:58,3,16,NYJ 32,13,0,"Trevor Siemian pass incomplete deep middle intended for Ryan Griffin (defended by Greedy Williams). Penalty on Myles Garrett: Roughing the Passer, 15 yards (no play)",-0.560,2.060
2,7:47,1,10,NYJ 47,13,0,Le'Veon Bell up the middle for 6 yards (tackle by Joe Schobert),2.060,2.330
2,7:14,2,4,CLE 47,13,0,Le'Veon Bell up the middle for 6 yards (tackle by Joe Schobert),2.330,2.850
2,6:39,1,10,CLE 41,13,0,Le'Veon Bell right tackle for 7 yards (tackle by Denzel Ward and Myles Garrett),2.850,3.250
2,6:02,2,3,CLE 34,13,0,Le'Veon Bell right end for 5 yards (tackle by Sheldon Richardson),3.250,3.640
2,5:22,1,10,CLE 29,13,0,Le'Veon Bell up the middle for no gain (tackle by Joe Schobert),3.640,3.100
2,4:47,2,10,CLE 29,13,0,"Luke Falk pass complete short left to Le'Veon Bell for no gain (tackle by Christian Kirksey). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",3.100,1.750
2,4:19,2,20,CLE 39,13,0,Luke Falk pass complete short right to Le'Veon Bell for 1 yard (tackle by Denzel Ward and Morgan Burnett),1.750,1.220
2,3:38,3,19,CLE 38,13,0,Ty Montgomery up the middle for 10 yards (tackle by Greedy Williams),1.220,1.590
2,3:00,4,9,CLE 28,13,3,Sam Ficken 46 yard field goal good,1.590,3.000
2,2:56,,,NYJ 35,13,3,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,2:56,1,10,CLE 25,13,3,Nick Chubb right end for -2 yards (tackle by Nate Hairston),0.610,-0.210
2,2:17,2,12,CLE 23,13,3,Baker Mayfield pass incomplete short left intended for Damion Ratley (defended by Neville Hewitt),-0.210,-0.890
2,2:07,3,12,CLE 23,13,3,Baker Mayfield pass complete deep right to Damion Ratley for 21 yards (tackle by Nate Hairston and Neville Hewitt),-0.890,1.860
2,2:00,1,10,CLE 44,13,3,Baker Mayfield pass incomplete short right intended for D'Ernest Johnson (defended by Brian Poole),1.860,1.320
2,1:54,2,10,CLE 44,13,3,Baker Mayfield pass incomplete short middle intended for Odell Beckham (defended by Blake Cashman),1.320,0.630
2,1:49,,,,,,Timeout #1 by Cleveland Browns,,
2,1:49,3,10,CLE 44,13,3,D'Ernest Johnson left end for 6 yards (tackle by Jamal Adams),0.630,-0.060
2,1:03,4,4,CLE 50,13,3,Penalty on CLE: Delay of Game (Declined),-0.060,-0.060
2,1:03,4,4,CLE 50,13,3,"Jamie Gillan punts 40 yards, fair catch by Braxton Berrios at NYJ-10",-0.060,0.380
2,0:57,1,10,NYJ 10,13,3,Le'Veon Bell up the middle for 2 yards (tackle by Sheldon Richardson and Morgan Burnett),-0.380,-0.630
2,0:53,,,,,,Timeout #2 by Cleveland Browns,,
2,0:53,2,8,NYJ 12,13,3,Luke Falk pass incomplete short middle intended for Josh Bellamy,-0.630,-1.190
2,0:49,3,8,NYJ 12,13,3,"Penalty on NYJ: Delay of Game, 5 yards (no play)",-1.190,-1.770
2,0:49,3,13,NYJ 7,13,3,Le'Veon Bell up the middle for no gain (tackle by Jermaine Whitehead),-1.770,-2.490
2,0:43,,,,,,Timeout #3 by Cleveland Browns,,
2,0:43,4,13,NYJ 7,13,3,Lac Edwards punts 33 yards downed by Rontez Miles,-2.490,-2.920
2,0:35,1,10,NYJ 40,13,3,Baker Mayfield pass incomplete deep middle intended for Odell Beckham (defended by Marcus Maye),2.920,2.370
2,0:28,,,,,,Timeout #4 by Cleveland Browns,,
2,0:28,2,10,NYJ 40,13,3,"Baker Mayfield pass incomplete short left intended for D'Ernest Johnson. Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",2.370,1.020
2,0:25,2,20,CLE 50,13,3,Baker Mayfield pass incomplete short left intended for Jarvis Landry,1.020,0.370
2,0:20,3,20,CLE 50,13,3,Baker Mayfield pass complete deep middle to Jarvis Landry for 25 yards (tackle by Marcus Maye),0.370,3.910
2,0:06,1,10,NYJ 25,13,3,Baker Mayfield spiked the ball,3.910,3.360
2,0:05,2,10,NYJ 25,16,3,Austin Seibert 43 yard field goal good,3.360,3.000
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,16,3,"Austin Seibert kicks off 61 yards, returned by Trenton Cannon for 20 yards (tackle by Sione Takitaki and Sheldrick Redwine). Penalty on Bronson Kaufusi: Illegal Double-Team Block, 12 yards",0.000,-0.350
3,14:56,1,10,NYJ 12,16,3,Luke Falk sacked by Myles Garrett for -9 yards,-0.350,-1.440
3,14:15,2,19,NYJ 3,16,3,Le'Veon Bell up the middle for 2 yards (tackle by Jermaine Whitehead and Joe Schobert),-1.440,-2.240
3,13:36,3,17,NYJ 5,16,3,Luke Falk pass complete short right to Le'Veon Bell for 7 yards (tackle by Christian Kirksey and Denzel Ward),-2.240,-2.490
3,13:00,4,10,NYJ 12,16,3,"Lac Edwards punts 49 yards, returned by Jarvis Landry for 6 yards (tackle by Neville Hewitt)",-2.490,-1.930
3,12:49,1,10,CLE 45,16,3,Baker Mayfield pass incomplete short right,1.930,1.380
3,12:41,2,10,CLE 45,16,3,Nick Chubb left end for 8 yards (tackle by Darryl Roberts),1.380,1.750
3,12:04,3,2,NYJ 47,16,3,Baker Mayfield sacked by Neville Hewitt for -2 yards,1.750,0.000
3,11:17,4,4,NYJ 49,16,3,Penalty on CLE: Delay of Game (Declined),0.000,0.000
3,11:07,4,4,NYJ 49,16,3,"Jamie Gillan punts 36 yards, fair catch by Braxton Berrios at NYJ-13",0.000,0.320
3,11:01,1,10,NYJ 13,16,3,"Penalty on Ryan Kalil: False Start, 5 yards (no play)",-0.320,-0.570
3,11:01,1,15,NYJ 8,16,3,Luke Falk sacked by Myles Garrett for -6 yards,-0.570,-1.580
3,10:22,2,21,NYJ 2,16,3,Le'Veon Bell up the middle for 6 yards (tackle by Jermaine Whitehead),-1.580,-2.010
3,9:42,3,15,NYJ 8,16,3,Luke Falk pass complete short left to Ty Montgomery for 9 yards (tackle by Joe Schobert),-2.010,-2.320
3,9:09,4,6,NYJ 17,16,3,Lac Edwards punts 49 yards out of bounds,-2.320,-1.200
3,9:01,1,10,CLE 34,16,3,Nick Chubb up the middle for 2 yards (tackle by Steve McLendon and Henry Anderson),1.200,0.930
3,8:30,2,8,CLE 36,16,3,Baker Mayfield pass complete short middle to Nick Chubb for 4 yards (tackle by Brian Poole),0.930,0.760
3,7:44,3,4,CLE 40,16,3,"Penalty on CLE: Delay of Game, 5 yards (no play)",0.760,0.100
3,7:25,3,9,CLE 35,16,3,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,0.100,-1.040
3,7:18,4,9,CLE 35,16,3,"Jamie Gillan punts 41 yards, returned by Braxton Berrios for 5 yards (tackle by KhaDarel Hodge)",-1.040,-0.870
3,7:10,1,10,NYJ 29,16,3,Luke Falk pass complete deep right to Robby Anderson for 36 yards,0.870,3.250
3,6:55,1,10,CLE 35,16,3,Le'Veon Bell right guard for 1 yard (tackle by Chad Thomas and Morgan Burnett),3.250,2.840
3,6:19,2,9,CLE 34,16,3,Luke Falk pass complete short right to Le'Veon Bell for 4 yards (tackle by Denzel Ward and Christian Kirksey),2.840,2.680
3,5:51,3,5,CLE 30,16,3,Luke Falk pass complete short middle to Robby Anderson for 10 yards (tackle by Denzel Ward),2.680,4.240
3,5:15,1,10,CLE 20,16,3,Luke Falk pass complete short right to Ty Montgomery for 4 yards (tackle by Joe Schobert),4.240,4.280
3,4:35,2,6,CLE 16,16,3,Le'Veon Bell up the middle for 4 yards (tackle by Mack Wilson and Morgan Burnett),4.280,4.340
3,3:55,3,2,CLE 12,16,3,Luke Falk pass incomplete short right intended for Robby Anderson,4.340,2.760
3,3:49,4,2,CLE 12,16,3,Luke Falk pass complete short left to Le'Veon Bell for 1 yard (tackle by Joe Schobert and Greedy Williams),2.760,0.370
3,3:43,1,10,CLE 11,22,3,"Baker Mayfield pass complete short middle to Odell Beckham for 89 yards, touchdown",-0.370,7.000
3,3:32,,,NYJ 15,23,3,Austin Seibert kicks extra point good,0.000,0.000
3,3:32,,,CLE 35,23,3,"Austin Seibert kicks off 62 yards, returned by Trenton Cannon for 16 yards (tackle by KhaDarel Hodge)",0.000,0.150
3,3:27,1,10,NYJ 19,23,3,Le'Veon Bell left end for 8 yards (tackle by Morgan Burnett),0.150,0.750
3,3:01,2,2,NYJ 27,23,3,Le'Veon Bell left guard for no gain (tackle by Joe Schobert),0.750,-0.030
3,2:21,3,2,NYJ 27,23,3,Luke Falk pass incomplete short right intended for Jamison Crowder,-0.030,-1.570
3,2:17,4,2,NYJ 27,23,3,Lac Edwards punts 40 yards downed by Trenton Cannon,-1.570,-1.140
3,2:07,1,10,CLE 33,23,3,Baker Mayfield pass incomplete deep left intended for Taywan Taylor,1.140,0.590
3,2:02,2,10,CLE 33,23,3,Nick Chubb left tackle for -2 yards (tackle by Jamal Adams),0.590,-0.360
3,1:22,3,12,CLE 31,23,3,Baker Mayfield pass complete short left to D'Ernest Johnson for 10 yards (tackle by Neville Hewitt),-0.360,-0.650
3,0:43,4,2,CLE 41,23,3,"Jamie Gillan punts 47 yards, fair catch by Braxton Berrios at NYJ-12",-0.650,0.350
3,0:36,1,10,NYJ 12,23,3,Luke Falk pass complete short right to Le'Veon Bell for 17 yards (tackle by Larry Ogunjobi),-0.350,0.870
Quarter,Time,Down,ToGo,Location,CLE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 29,23,3,Luke Falk pass complete short middle to Robby Anderson for 20 yards (tackle by Jermaine Whitehead),0.870,2.190
4,14:22,1,10,NYJ 49,23,3,Luke Falk pass incomplete short right intended for Robby Anderson,2.190,1.650
4,14:17,2,10,NYJ 49,23,3,Le'Veon Bell right guard for -1 yards (tackle by Daniel Ekuale),1.650,0.830
4,13:40,3,11,NYJ 48,23,3,Luke Falk pass complete short left to Le'Veon Bell for 8 yards (tackle by Chad Thomas and Christian Kirksey),0.830,0.330
4,12:55,4,3,CLE 44,23,3,Luke Falk pass complete short right to Jamison Crowder for 1 yard (tackle by Denzel Ward). Penalty on Kelvin Beachum: Illegal Use of Hands (Declined),0.330,-1.800
4,12:50,1,10,CLE 43,23,3,Nick Chubb left tackle for 15 yards (tackle by Marcus Maye),1.800,2.790
4,12:16,1,10,NYJ 42,23,3,Nick Chubb up the middle for no gain (tackle by Steve McLendon and Neville Hewitt),2.790,2.240
4,11:37,2,10,NYJ 42,23,3,Baker Mayfield pass complete short left to Odell Beckham for 12 yards (tackle by Darryl Roberts),2.240,3.580
4,11:01,1,10,NYJ 30,23,3,"Baker Mayfield pass complete short middle to Pharaoh Brown for 5 yards (tackle by Jamal Adams) Penalty on CLE: Illegal Shift, 5 yards (no play)",3.580,3.250
4,10:40,1,15,NYJ 35,23,3,Nick Chubb right end for 1 yard (tackle by Kyle Phillips),3.250,2.490
4,10:00,2,14,NYJ 34,23,3,Baker Mayfield pass short middle intended for Odell Beckham is intercepted by Darryl Roberts at NYJ-23 and returned for 13 yards,2.490,-1.330
4,9:50,1,10,NYJ 36,23,3,Luke Falk pass complete short left to Le'Veon Bell for 2 yards (tackle by Larry Ogunjobi),1.330,1.060
4,9:27,2,8,NYJ 38,23,3,Luke Falk pass complete short middle to Jamison Crowder for 3 yards (tackle by Joe Schobert),1.060,0.760
4,8:51,3,5,NYJ 41,23,3,Luke Falk pass complete deep left to Jamison Crowder for 30 yards (tackle by Greedy Williams),0.760,3.640
4,8:14,1,10,CLE 29,23,3,Le'Veon Bell right guard for no gain (tackle by Sheldon Richardson),3.640,3.100
4,7:34,2,10,CLE 29,23,3,"Luke Falk pass complete short left to Robby Anderson for 1 yard (tackle by Olivier Vernon and Greedy Williams). Penalty on Myles Garrett: Defensive Offside, 5 yards (no play)",3.100,3.780
4,7:09,2,5,CLE 24,23,3,"Luke Falk pass complete short right to Le'Veon Bell for 17 yards (tackle by Joe Schobert). Le'Veon Bell fumbles (forced by Joe Schobert), recovered by T.J. Carrie at CLE-6 and returned for 4 yards (tackle by Ryan Griffin)",3.780,0.380
4,6:59,1,10,CLE 10,23,3,Baker Mayfield pass complete short left to Odell Beckham for 6 yards (tackle by Darryl Roberts),-0.380,-0.230
4,6:31,2,4,CLE 16,23,3,Nick Chubb left end for -5 yards (tackle by Folorunso Fatukasi),-0.230,-1.300
4,5:49,3,9,CLE 11,23,3,Baker Mayfield pass complete short left to Nick Chubb for 13 yards (tackle by Jamal Adams),-1.300,0.540
4,5:08,1,10,CLE 24,23,3,D'Ernest Johnson right guard for 2 yards (tackle by Neville Hewitt and Steve McLendon),0.540,0.270
4,4:26,2,8,CLE 26,23,3,"D'Ernest Johnson up the middle for 1 yard (tackle by Folorunso Fatukasi and Steve McLendon). Penalty on Jamal Adams: Defensive Offside, 5 yards (no play)",0.270,0.940
4,4:22,2,3,CLE 31,23,3,"Penalty on Jamal Adams: Encroachment, 5 yards (no play)",0.940,1.330
4,4:22,1,10,CLE 36,23,3,D'Ernest Johnson right tackle for no gain (tackle by Steve McLendon and Tarell Basham),1.330,0.790
4,3:36,2,10,CLE 36,23,3,Baker Mayfield pass complete short right to Damion Ratley for 29 yards (tackle by Rontez Miles),0.790,3.250
4,3:27,1,10,NYJ 35,23,3,Baker Mayfield pass complete short left to Jarvis Landry for no gain (tackle by Brian Poole),3.250,2.700
4,2:42,2,10,NYJ 35,23,3,Nick Chubb up the middle for 2 yards (tackle by Bronson Kaufusi),2.700,2.280
4,2:00,3,8,NYJ 33,23,3,Baker Mayfield sacked by and Bronson Kaufusi for -8 yards,2.280,0.530
4,1:13,4,16,NYJ 41,23,3,Penalty on CLE: Delay of Game (Declined),0.530,0.530
4,1:13,4,16,NYJ 41,23,3,Jamie Gillan punts 30 yards downed by Tavierre Thomas,0.530,0.370
4,1:05,1,10,NYJ 11,23,3,Luke Falk pass complete short middle to Jamison Crowder for 6 yards (tackle by Joe Schobert and Mack Wilson),-0.370,-0.160
4,0:43,2,4,NYJ 17,23,3,Luke Falk pass complete short left to Robby Anderson for 15 yards (tackle by Jermaine Whitehead),-0.160,1.070
4,0:20,1,10,NYJ 32,23,3,Luke Falk pass incomplete short middle intended for Ryan Griffin (defended by Chris Smith),1.070,0.530
4,0:16,2,10,NYJ 32,23,3,Luke Falk pass complete short right to Josh Bellamy for 5 yards (tackle by Denzel Ward),0.530,0.500
4,0:10,3,5,NYJ 37,23,3,"Luke Falk pass complete short right to Ty Montgomery for 2 yards (tackle by Mack Wilson). Penalty on Mack Wilson: Lowering the Head to Initiate Contact, 15 yards",0.500,2.520
4,0:02,1,10,CLE 46,23,3,Ty Montgomery up the middle for 15 yards (tackle by Mack Wilson),2.520,1.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
