Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,4:15,1,10,MIN 21,0,7,Patrick Ramsey pass incomplete intended for Ladell Betts is intercepted by Kevin Williams at MIN-20 and returned for 7 yards. Penalty on Cory Raymer: Offensive Holding (Declined),4.170,-0.740
1,4:04,1,10,MIN 27,0,7,Daunte Culpepper pass complete to Randy Moss for 8 yards (tackle by Sean Taylor),0.740,1.280
1,3:29,2,2,MIN 35,0,7,Michael Bennett up the middle for 3 yards (tackle by Demetric Evans),1.280,1.470
1,2:53,1,10,MIN 38,0,7,Daunte Culpepper pass complete to Michael Bennett for 7 yards (tackle by Walt Harris),1.470,1.870
1,2:12,2,3,MIN 45,0,7,Michael Bennett up the middle for 6 yards (tackle by Shawn Springs),1.870,2.320
1,1:36,1,10,WAS 49,0,7,Daunte Culpepper up the middle for 14 yards (tackle by Antonio Pierce),2.320,3.250
1,1:05,1,10,WAS 35,0,7,Onterrio Smith up the middle for 3 yards (tackle by Renaldo Wynn),3.250,3.110
1,0:27,2,7,WAS 32,0,7,Onterrio Smith up the middle for 4 yards (tackle by Lemar Marshall),3.110,2.940
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,WAS 28,0,7,Daunte Culpepper pass complete to Onterrio Smith for 7 yards (tackle by Sean Taylor),2.940,4.170
2,14:21,1,10,WAS 21,0,7,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Ryan Clark),4.170,5.370
2,14:01,1,8,WAS 8,0,7,Michael Bennett right guard for 2 yards (tackle by Demetric Evans),5.370,4.950
2,13:25,2,6,WAS 6,0,7,"Daunte Culpepper pass incomplete intended for Jermaine Wiggins. Penalty on Cornelius Griffin: Roughing the Passer, 3 yards (no play)",4.950,6.510
2,13:18,1,3,WAS 3,0,7,Moe Williams up the middle for 1 yard (tackle by Sean Taylor),6.510,5.720
2,12:35,2,2,WAS 2,0,7,Moe Williams right guard for 1 yard (tackle by Marcus Washington),5.720,5.170
2,11:54,3,1,WAS 1,0,7,"Penalty on Randy Moss: False Start, 5 yards (no play)",5.170,4.040
2,11:41,3,6,WAS 6,0,7,Daunte Culpepper pass incomplete intended for Nate Burleson,4.040,2.990
2,11:36,4,6,WAS 6,3,7,Morten Andersen 23 yard field goal good,2.990,3.000
2,,,,MIN 30,3,7,"Jose Cortez kicks off 56 yards, returned by James Thrash for 36 yards (tackle by Dontarrious Thomas). Penalty on Moe Williams: Offside on Free Kick, 5 yards",0.000,2.590
2,11:24,1,10,MIN 45,3,7,Patrick Ramsey pass incomplete intended for Rod Gardner,2.590,2.040
2,11:21,2,10,MIN 45,3,7,Patrick Ramsey pass incomplete intended for Taylor Jacobs (defended by Kevin Williams),2.040,1.360
2,11:17,3,10,MIN 45,3,7,Patrick Ramsey pass incomplete intended for Chris Cooley,1.360,0.270
2,11:11,4,10,MIN 45,3,7,"Tom Tupa punts 30 yards, fair catch by Nate Burleson",0.270,0.220
2,11:04,1,10,MIN 15,3,7,Daunte Culpepper pass complete to Michael Bennett for 5 yards (tackle by Lemar Marshall),-0.220,0.080
2,10:24,2,5,MIN 20,3,7,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",0.080,-0.710
2,10:14,2,10,MIN 15,3,7,Michael Bennett right guard for 2 yards (tackle by Joe Salave'a),-0.710,-1.120
2,9:32,3,8,MIN 17,3,7,Daunte Culpepper up the middle for 10 yards (tackle by Marcus Washington),-1.120,0.740
2,8:54,1,10,MIN 27,3,7,Michael Bennett left end for no gain (tackle by Marcus Washington),0.740,0.200
2,8:11,2,10,MIN 27,3,7,Onterrio Smith up the middle for 1 yard (tackle by Marcus Washington),0.200,-0.360
2,7:31,3,9,MIN 28,3,7,Daunte Culpepper pass incomplete intended for Nate Burleson,-0.360,-1.500
2,7:23,4,9,MIN 28,3,7,"Darren Bennett punts 41 yards, returned by Antonio Brown for 5 yards (tackle by Mike Nattiel)",-1.500,-1.330
2,7:12,1,10,WAS 36,3,7,Ladell Betts left guard for 4 yards (tackle by Kenny Mixon),1.330,1.330
2,6:37,2,6,WAS 40,3,7,Ladell Betts up the middle for 4 yards (tackle by E.J. Henderson),1.330,1.160
2,5:59,3,2,WAS 44,3,7,Patrick Ramsey pass complete to Chris Cooley for 6 yards (tackle by Antoine Winfield),1.160,2.260
2,5:22,1,10,WAS 50,3,7,Patrick Ramsey pass complete to Ladell Betts for 5 yards (tackle by Chris Claiborne),2.260,2.390
2,4:45,2,5,MIN 45,3,7,Laveranues Coles for 6 yards,2.390,2.980
2,4:16,1,10,MIN 39,3,7,Ladell Betts up the middle for 1 yard (tackle by E.J. Henderson),2.980,2.580
2,3:35,2,9,MIN 38,3,7,Patrick Ramsey pass complete to James Thrash for 15 yards (tackle by Brian Williams),2.580,4.040
2,3:08,1,10,MIN 23,3,7,Patrick Ramsey pass complete to Laveranues Coles for 14 yards (tackle by Terrance Shaw),4.040,5.140
2,2:31,1,9,MIN 9,3,7,Ladell Betts right end for 2 yards (tackle by Kenny Mixon),5.140,4.760
2,2:00,2,7,MIN 7,3,7,Patrick Ramsey pass complete to Laveranues Coles for 3 yards (tackle by E.J. Henderson),4.760,4.490
2,1:23,3,4,MIN 4,3,13,"Patrick Ramsey pass complete to Robert Royal for 4 yards, touchdown",4.490,7.000
2,,,,MIN 2,3,14,Jeff Chandler kicks extra point good,0.000,0.000
2,,,,WAS 30,3,14,"Jeff Chandler kicks off 65 yards, returned by Kelly Campbell for 22 yards (tackle by Taylor Jacobs). Penalty on Dontarrious Thomas: Low Block, 14 yards",0.000,-0.320
2,1:10,1,10,MIN 13,3,14,Daunte Culpepper pass incomplete intended for Randy Moss,-0.320,-0.770
2,1:00,2,10,MIN 13,3,14,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Sean Taylor),-0.770,-1.420
2,0:51,,,,3,14,Timeout #1 by Minnesota Vikings,0.000,-1.420
2,0:51,3,10,MIN 13,3,14,Daunte Culpepper pass complete to Jermaine Wiggins for 13 yards (tackle by Walt Harris),-1.420,0.670
2,0:43,1,10,MIN 26,3,14,Daunte Culpepper pass complete to Marcus Robinson for 7 yards (tackle by Garnell Wilds),0.670,1.070
2,0:36,2,3,MIN 33,3,14,Daunte Culpepper pass complete to Randy Moss for 12 yards (tackle by Garnell Wilds),1.070,1.930
2,0:29,,,,3,14,Timeout #2 by Minnesota Vikings,0.000,1.930
2,0:29,1,10,MIN 45,3,14,Daunte Culpepper pass incomplete intended for Randy Moss,1.930,1.380
2,0:25,2,10,MIN 45,3,14,Daunte Culpepper pass complete to Jermaine Wiggins for 14 yards (tackle by Antonio Pierce),1.380,2.850
2,0:14,,,,3,14,Timeout #3 by Minnesota Vikings,0.000,2.850
2,0:14,1,10,WAS 41,3,14,Daunte Culpepper sacked by Shawn Springs for -10 yards,2.850,0.960
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,3,14,"Jeff Chandler kicks off 64 yards, returned by Kelly Campbell for 21 yards (tackle by Sean Taylor)",0.000,0.740
3,14:56,1,10,MIN 27,3,14,Daunte Culpepper pass complete to Jermaine Wiggins for 3 yards (tackle by Walt Harris),0.740,0.600
3,14:20,2,7,MIN 30,3,14,Daunte Culpepper pass complete to Marcus Robinson for 6 yards (tackle by Garnell Wilds),0.600,0.700
3,13:44,3,1,MIN 36,3,14,Moe Williams left guard for 2 yards (tackle by Antonio Pierce),0.700,1.470
3,13:08,1,10,MIN 38,3,14,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,1.470,0.920
3,13:03,2,10,MIN 38,3,14,Daunte Culpepper sacked by Demetric Evans for -5 yards,0.920,-0.430
3,12:30,3,15,MIN 33,3,14,Daunte Culpepper pass complete to Randy Moss for 16 yards (tackle by Ryan Clark),-0.430,2.190
3,11:55,1,10,MIN 49,3,14,Michael Bennett left end for 1 yard (tackle by Antonio Pierce),2.190,1.780
3,11:12,2,9,WAS 50,3,14,Daunte Culpepper sacked by Lemar Marshall and Demetric Evans for -8 yards,1.780,0.040
3,10:33,,,,3,14,Timeout #1 by Minnesota Vikings,0.000,0.040
3,10:33,3,17,MIN 42,3,14,Daunte Culpepper sacked by Cornelius Griffin for -8 yards,0.040,-1.110
3,10:14,4,25,MIN 34,3,14,Darren Bennett punts 38 yards,-1.110,-0.810
3,10:06,1,10,WAS 28,3,14,Ladell Betts right guard for 2 yards (tackle by Darrion Scott),0.810,0.530
3,9:28,2,8,WAS 30,3,14,Patrick Ramsey pass complete to Taylor Jacobs for -1 yards (tackle by Brian Williams),0.530,-0.300
3,8:45,3,9,WAS 29,3,14,Patrick Ramsey pass incomplete intended for Rod Gardner,-0.300,-1.440
3,8:41,4,9,WAS 29,3,14,"Tom Tupa punts 38 yards, returned by Nate Burleson for 6 yards (tackle by James Thrash)",-1.440,-1.530
3,8:30,1,10,MIN 39,3,14,Daunte Culpepper pass complete to Nate Burleson for 6 yards (tackle by Lemar Marshall),1.530,1.800
3,7:52,2,4,MIN 45,3,14,Daunte Culpepper pass complete to Onterrio Smith for 6 yards (tackle by Marcus Washington),1.800,2.320
3,7:16,1,10,WAS 49,3,14,Daunte Culpepper pass complete to Onterrio Smith for 24 yards (tackle by Walt Harris),2.320,3.910
3,6:27,1,10,WAS 25,3,14,Onterrio Smith left end for -3 yards (tackle by Ron Warner),3.910,2.960
3,5:48,2,13,WAS 28,9,14,"Daunte Culpepper pass complete to Randy Moss for 28 yards, touchdown",2.960,7.000
3,,,,WAS 2,10,14,Morten Andersen kicks extra point good,0.000,0.000
3,,,,MIN 30,10,14,"Jose Cortez kicks off 49 yards, returned by Mike Sellers for 12 yards (tackle by Corey Chavous)",0.000,1.140
3,5:36,1,10,WAS 33,10,14,Patrick Ramsey pass complete to James Thrash for 4 yards (tackle by Chris Claiborne),1.140,1.130
3,4:59,2,6,WAS 37,10,14,Patrick Ramsey pass incomplete intended for Robert Royal,1.130,0.430
3,4:54,3,6,WAS 37,10,14,Patrick Ramsey pass complete to Rod Gardner for 9 yards (tackle by Terrance Shaw),0.430,1.990
3,4:16,1,10,WAS 46,10,14,Ladell Betts left guard for 2 yards (tackle by Chris Claiborne),1.990,1.720
3,3:38,2,8,WAS 48,10,14,Patrick Ramsey pass complete to James Thrash for 31 yards (tackle by Terrance Shaw),1.720,4.170
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
3,3:18,1,10,MIN 21,10,14,Ladell Betts right end for no gain (tackle by Kevin Williams),4.170,3.630
3,2:38,2,10,MIN 21,10,14,"Patrick Ramsey sacked by Kevin Williams for -6 yards. Patrick Ramsey fumbles (forced by Kevin Williams), recovered by Kenechi Udeze at MIN-23",3.630,-0.340
3,2:31,1,10,MIN 21,10,14,"Penalty on Adam Goldberg: False Start, 5 yards (no play)",0.340,-0.220
3,2:24,1,15,MIN 16,10,14,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Walt Harris: Illegal Contact, 5 yards (no play)",-0.220,0.340
3,2:15,1,10,MIN 21,10,14,Onterrio Smith right end for no gain (tackle by Lemar Marshall),0.340,-0.200
3,1:42,2,10,MIN 21,10,14,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Walt Harris),-0.200,-0.890
3,1:37,3,10,MIN 21,10,14,Daunte Culpepper pass complete to Jermaine Wiggins for 6 yards (tackle by Antonio Pierce),-0.890,-1.570
3,0:55,4,4,MIN 27,10,14,Darren Bennett punts 44 yards,-1.570,-1.470
3,0:46,1,10,WAS 38,10,14,Ladell Betts right tackle for 4 yards (tackle by Kenny Mixon),1.470,1.460
3,0:08,2,6,WAS 42,10,14,Ladell Betts left end for 1 yard (tackle by Spencer Johnson),1.460,0.890
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,WAS 43,10,14,Patrick Ramsey sacked by Kevin Williams and Keith Newman for -5 yards,0.890,-0.850
4,14:39,4,10,WAS 38,10,14,"Tom Tupa punts 38 yards, returned by Nate Burleson for 8 yards (tackle by Rock Cartwright)",-0.850,-1.070
4,14:28,1,10,MIN 32,10,14,Daunte Culpepper pass complete to Onterrio Smith for 6 yards (tackle by Lemar Marshall),1.070,1.340
4,13:43,2,4,MIN 38,10,14,"Daunte Culpepper pass complete to Randy Moss for 62 yards. Penalty on Adam Goldberg: Offensive Holding, 10 yards (no play)",1.340,-0.010
4,13:29,2,14,MIN 28,10,14,Daunte Culpepper pass incomplete intended for Onterrio Smith,-0.010,-0.690
4,13:24,3,14,MIN 28,10,14,Daunte Culpepper pass incomplete intended for Nate Burleson,-0.690,-1.500
4,13:20,4,14,MIN 28,10,14,Darren Bennett punts 43 yards,-1.500,-0.870
4,13:11,1,10,WAS 29,10,14,Ladell Betts right tackle for 5 yards (tackle by Brian Russell and E.J. Henderson),0.870,1.000
4,12:34,2,5,WAS 34,10,14,Patrick Ramsey pass complete to Chris Cooley for 12 yards (tackle by Terrance Shaw),1.000,1.990
4,12:11,1,10,WAS 46,10,14,Ladell Betts up the middle for 8 yards (tackle by Brian Williams),1.990,2.530
4,11:34,2,2,MIN 46,10,14,Patrick Ramsey pass complete to Taylor Jacobs for 45 yards (tackle by Willie Offord),2.530,6.970
4,10:44,1,1,MIN 1,10,20,"Ladell Betts up the middle for 1 yard, touchdown. Penalty on MIN: Defensive 12 On-field (Declined)",6.970,7.000
4,,,,MIN 2,10,21,Jeff Chandler kicks extra point good,0.000,0.000
4,,,,WAS 30,10,21,"Jeff Chandler kicks off 62 yards, returned by Mewelde Moore for 18 yards (tackle by Mike Sellers)",0.000,0.670
4,10:36,1,10,MIN 26,10,21,Daunte Culpepper pass complete to Randy Moss for 2 yards (tackle by Cornelius Griffin),0.670,0.400
4,9:54,2,8,MIN 28,10,21,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.400,-0.300
4,9:50,3,8,MIN 28,10,21,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Sean Taylor),-0.300,1.660
4,9:33,1,10,MIN 41,10,21,Daunte Culpepper pass complete to Jermaine Wiggins for 5 yards (tackle by Shawn Springs),1.660,1.800
4,8:54,2,5,MIN 46,10,21,Daunte Culpepper pass incomplete intended for Nate Burleson,1.800,1.090
4,8:48,3,5,MIN 46,10,21,Daunte Culpepper pass incomplete intended for Randy Moss,1.090,-0.320
4,8:43,4,5,MIN 46,10,21,"Darren Bennett punts 42 yards, fair catch by Antonio Brown",-0.320,0.320
4,8:35,1,10,WAS 13,10,21,Ladell Betts right tackle for 5 yards (tackle by Kenny Mixon),-0.320,-0.140
4,7:51,2,5,WAS 18,10,21,Ladell Betts up the middle for 5 yards (tackle by Chris Claiborne),-0.140,0.480
4,7:06,1,10,WAS 23,10,21,Ladell Betts left tackle for 13 yards (tackle by Brian Williams and Chris Claiborne),0.480,1.330
4,6:22,1,10,WAS 36,10,21,Ladell Betts up the middle for 2 yards (tackle by Willie Offord),1.330,1.060
4,5:38,2,8,WAS 38,10,21,Ladell Betts right end for 4 yards (tackle by Chris Claiborne),1.060,0.890
4,4:55,3,4,WAS 42,10,21,Ladell Betts right end for 27 yards (tackle by Willie Offord),0.890,3.510
4,4:07,1,10,MIN 31,10,21,Rock Cartwright left guard for 2 yards (tackle by Spencer Johnson and Willie Offord),3.510,3.240
4,3:28,2,8,MIN 29,10,21,Rock Cartwright up the middle for -2 yards (tackle by Darrion Scott),3.240,2.280
4,2:42,3,10,MIN 31,10,21,Patrick Ramsey sacked by Keith Newman for -8 yards,2.280,0.660
4,2:42,4,18,MIN 39,10,21,"Penalty on Tom Tupa: Delay of Game, 5 yards (no play)",0.660,0.330
4,2:06,4,23,MIN 44,10,21,"Tom Tupa punts 44 yards, touchback",0.330,-0.280
4,1:58,1,10,MIN 20,10,21,Daunte Culpepper pass complete to Jermaine Wiggins for 1 yard (tackle by Garnell Wilds),0.280,-0.130
4,1:28,2,9,MIN 21,10,21,Daunte Culpepper pass complete to Moe Williams for 8 yards (tackle by Garnell Wilds),-0.130,0.230
4,1:02,3,1,MIN 29,10,21,Daunte Culpepper pass complete to Nate Burleson for 17 yards (tackle by Antonio Pierce),0.230,1.990
4,1:02,1,10,MIN 46,10,21,Daunte Culpepper spiked the ball,1.990,1.450
4,0:44,2,10,MIN 46,10,21,Daunte Culpepper pass incomplete intended for Marcus Robinson,1.450,0.760
4,0:37,3,10,MIN 46,10,21,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,0.760,-0.320
4,0:31,4,10,MIN 46,10,21,Daunte Culpepper pass complete to Jermaine Wiggins for 16 yards (tackle by Chris Clemons),-0.320,3.050
4,0:21,,,,10,21,Timeout #3 by Minnesota Vikings,0.000,3.050
4,0:21,1,10,WAS 38,10,21,Daunte Culpepper pass incomplete intended for Nate Burleson (defended by Shawn Springs),3.050,2.510
4,0:12,2,10,WAS 38,16,21,"Daunte Culpepper pass complete to Marcus Robinson for 38 yards, touchdown",2.510,7.000
4,,,,,18,21,"Two Point Attempt: Daunte Culpepper pass complete to Onterrio Smith, conversion succeeds",1.000,1.000
4,,,,MIN 30,18,21,"Morten Andersen kicks onside 15 yards and returned for 5 yards. Penalty on Larry Ned: Offside on Free Kick, 5 yards",0.000,2.920
4,0:01,1,10,MIN 40,18,21,Patrick Ramsey kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
