Quarter,Time,Tm,Detail,TAM,CAR
1.0,4:57,Buccaneers,Martin Gramatica 32 yard field goal,3,0
2.0,10:52,Panthers,Shayne Graham 20 yard field goal,3,3
3.0,8:44,Panthers,Shayne Graham 47 yard field goal,3,6
,1:36,Panthers,Shayne Graham 39 yard field goal,3,9
4.0,10:05,Buccaneers,Martin Gramatica 52 yard field goal,6,9
,1:55,Buccaneers,Martin Gramatica 53 yard field goal,9,9
,0:05,Buccaneers,Martin Gramatica 47 yard field goal,12,9
