Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3,15:00,,,TEN 35,6,6,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,JAX 20,6,6,Blake Bortles pass complete short left to Julius Thomas for 3 yards (tackle by Wesley Woodyard),0.280,0.140
3,14:30,2,7,JAX 23,6,6,T.J. Yeldon middle for 2 yards (tackle by DaQuan Jones),0.140,-0.300
3,13:46,3,5,JAX 25,6,6,Blake Bortles pass complete short right to T.J. Yeldon for 9 yards (tackle by Karl Klug),-0.300,1.200
3,13:09,1,10,JAX 34,6,6,"T.J. Yeldon middle for 1 yard (tackle by Da'Norris Searcy). Penalty on Jurrell Casey: Taunting, 15 yards",1.200,2.260
3,12:32,1,10,,6,6,"Blake Bortles pass incomplete short left intended for Allen Robinson. Penalty on Marcedes Lewis: Offensive Holding, 10 yards (no play)",2.260,1.600
3,12:26,1,20,JAX 40,6,6,Blake Bortles pass complete deep middle to Allen Robinson for 20 yards (tackle by Perrish Cox),1.600,2.920
3,11:50,1,10,TEN 40,6,6,T.J. Yeldon middle for 9 yards (tackle by Coty Sensabaugh),2.920,3.590
3,11:04,2,1,TEN 31,6,6,Blake Bortles pass complete short left to Clay Harbor for 7 yards,3.590,3.970
3,10:39,1,10,TEN 24,6,6,T.J. Yeldon right end for no gain (tackle by Sammie Lee Hill),3.970,3.430
3,10:04,2,10,TEN 24,6,6,Blake Bortles pass complete deep left to Allen Robinson for 17 yards,3.430,5.600
3,9:40,1,7,TEN 7,6,6,Denard Robinson middle for 5 yards (tackle by Michael Griffin),5.600,5.720
3,9:16,2,2,TEN 2,6,6,Denard Robinson middle for no gain (tackle by Avery Williamson and Wesley Woodyard),5.720,4.950
3,8:38,3,2,TEN 2,6,6,Denard Robinson right end for no gain (tackle by Wesley Woodyard),4.950,3.250
3,8:13,4,2,TEN 2,6,9,Jason Myers 20 yard field goal good,3.250,3.000
3,8:13,,,JAX 35,6,9,"Jason Myers kicks off 68 yards, returned by Dexter McCluster for 22 yards (tackle by Peyton Thompson)",0.000,-0.150
3,8:05,1,10,TEN 19,6,9,Marcus Mariota sacked by Aaron Colvin for -7 yards,0.150,-1.290
3,7:22,2,17,TEN 12,6,9,Marcus Mariota pass complete short left to Dexter McCluster for 9 yards (tackle by Jonathan Cyprien),-1.290,-0.810
3,6:49,3,8,TEN 21,6,9,Marcus Mariota pass complete short left to Anthony Fasano for 8 yards (tackle by Aaron Colvin),-0.810,0.870
3,5:51,1,10,TEN 29,6,9,"Marcus Mariota pass incomplete deep right intended for Harry Douglas. Penalty on Davon House: Defensive Pass Interference, 15 yards (no play)",0.870,1.860
3,5:46,1,10,TEN 44,6,9,"Marcus Mariota pass incomplete deep left intended for Harry Douglas. Penalty on Aaron Colvin: Defensive Pass Interference, 33 yards (no play)",1.860,4.040
3,5:38,1,10,JAX 23,6,9,Marcus Mariota pass incomplete deep left intended for Delanie Walker,4.040,3.500
3,5:32,2,10,JAX 23,12,9,"Marcus Mariota left end for 23 yards, touchdown",3.500,7.000
3,5:32,,,JAX 23,13,9,Ryan Succop kicks extra point good,0.000,0.000
3,5:32,,,TEN 35,13,9,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,5:22,1,10,JAX 20,13,9,Blake Bortles pass complete short right to Allen Hurns for 6 yards (tackle by Coty Sensabaugh),0.280,0.540
3,4:46,2,4,JAX 26,13,9,Blake Bortles pass complete short right to T.J. Yeldon for 6 yards (tackle by David Bass),0.540,1.070
3,4:11,1,10,JAX 32,13,9,T.J. Yeldon right end for 5 yards (tackle by David Bass),1.070,1.200
3,3:31,2,5,JAX 37,13,9,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,1.200,0.500
3,3:27,3,5,JAX 37,13,9,Blake Bortles pass incomplete short right intended for Allen Hurns (defended by Coty Sensabaugh),0.500,-0.910
3,3:23,4,5,JAX 37,13,9,"Bryan Anger punts 46 yards, returned by Harry Douglas for -1 yards (tackle by Hayes Pullard). Penalty on Phillip Supernaw: Offensive Holding, 8 yards",-0.910,0.380
3,3:13,1,10,TEN 8,13,9,Antonio Andrews middle for 6 yards (tackle by Thurston Armbrister),-0.380,-0.320
3,2:30,2,4,TEN 14,13,9,Marcus Mariota pass incomplete deep middle intended for Harry Douglas,-0.320,-0.720
3,2:25,3,4,TEN 14,13,9,Marcus Mariota right end for 6 yards,-0.720,0.280
3,1:43,1,10,TEN 20,13,9,Antonio Andrews middle for 3 yards (tackle by Aaron Colvin),0.280,0.140
3,1:00,2,7,TEN 23,13,9,Marcus Mariota pass complete short middle to Phillip Supernaw for 8 yards (tackle by Paul Posluszny),0.140,1.000
3,0:23,1,10,TEN 31,13,9,Antonio Andrews middle for 26 yards (tackle by Aaron Colvin),1.000,2.720
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 43,13,9,Marcus Mariota pass complete short right to Jalston Fowler for 2 yards (tackle by Thurston Armbrister),2.720,2.450
4,14:23,2,8,JAX 41,13,9,Antonio Andrews middle for 4 yards (tackle by Aaron Colvin),2.450,2.280
4,13:42,3,4,JAX 37,13,9,Marcus Mariota left end for 2 yards (tackle by Jonathan Cyprien),2.280,2.280
4,13:02,3,4,JAX 37,13,9,Timeout #1 by Tennessee Titans,2.280,0.990
4,13:02,4,2,JAX 35,13,9,Ryan Succop 53 yard field goal no good,0.990,-1.800
4,12:58,1,10,JAX 43,13,9,Blake Bortles pass complete short left to Allen Robinson for 10 yards (tackle by Perrish Cox),1.800,2.460
4,12:20,1,10,TEN 47,13,9,Blake Bortles sacked by Jurrell Casey for -4 yards,2.460,1.370
4,11:37,2,14,JAX 49,13,9,Blake Bortles pass complete deep left to Allen Robinson for 28 yards (tackle by Michael Griffin),1.370,4.040
4,10:55,1,10,TEN 23,13,9,Blake Bortles pass incomplete short right intended for Julius Thomas is intercepted by Zach Brown at TEN-12,4.040,0.350
4,10:49,1,10,TEN 12,13,9,Antonio Andrews middle for 3 yards (tackle by Telvin Smith),-0.350,-0.500
4,10:12,2,7,TEN 15,13,9,"Antonio Andrews left end for 6 yards (tackle by Telvin Smith). Penalty on Roy Miller: Defensive Holding, 5 yards",-0.500,0.670
4,9:46,1,10,TEN 26,13,9,Antonio Andrews middle for 1 yard (tackle by Jonathan Cyprien),0.670,0.270
4,9:01,2,9,TEN 27,13,9,Antonio Andrews middle for 1 yard (tackle by Paul Posluszny),0.270,-0.300
4,8:16,3,8,TEN 28,13,9,Marcus Mariota sacked by Jared Odrick for -9 yards,-0.300,-2.140
4,7:36,4,17,TEN 19,13,9,"Brett Kern punts 42 yards, out of bounds",-2.140,-1.530
4,7:28,1,10,JAX 39,13,9,Blake Bortles pass incomplete short left intended for Julius Thomas,1.530,0.990
4,7:23,2,10,JAX 39,13,9,T.J. Yeldon middle for 1 yard (tackle by Michael Griffin and Sammie Lee Hill),0.990,0.430
4,6:41,3,9,JAX 40,13,9,Blake Bortles sacked by Avery Williamson for -5 yards,0.430,-1.040
4,6:04,4,14,JAX 35,13,9,"Bryan Anger punts 59 yards, returned by Harry Douglas for 9 yards (tackle by Hayes Pullard)",-1.040,0.220
4,5:50,1,10,TEN 15,13,9,Antonio Andrews middle for 4 yards (tackle by Paul Posluszny),-0.220,-0.110
4,5:15,2,6,TEN 19,13,9,Marcus Mariota left end for -1 yards (tackle by Telvin Smith),-0.110,-1.000
4,4:29,3,7,TEN 18,13,9,Marcus Mariota pass complete short left to Delanie Walker for 6 yards (tackle by Jonathan Cyprien),-1.000,-1.770
4,3:49,4,1,TEN 24,13,9,"Brett Kern punts 44 yards, returned by Rashad Greene for 63 yards (tackle by Daimion Stafford)",-1.770,-6.060
4,3:34,1,5,TEN 5,13,15,"Blake Bortles pass complete short middle to Julius Thomas for 5 yards, touchdown",6.060,7.000
4,3:34,,,TEN 5,13,16,Jason Myers kicks extra point good,0.000,0.000
4,3:34,,,JAX 35,13,16,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,3:30,1,10,TEN 20,13,16,"Marcus Mariota pass complete short right to Phillip Supernaw for 8 yards (tackle by Davon House). Phillip Supernaw fumbles (forced by Davon House), recovered by Davon House at TEN-28 (tackle by Phillip Supernaw)",0.280,-3.710
4,3:19,1,10,TEN 28,13,16,T.J. Yeldon middle for 3 yards (tackle by Sammie Lee Hill),3.710,3.570
4,2:37,2,7,TEN 25,13,16,Blake Bortles pass complete short right to Allen Hurns for 6 yards (tackle by Wesley Woodyard),3.570,3.570
4,2:28,2,7,TEN 25,13,16,Timeout #2 by Tennessee Titans,3.570,3.720
4,2:28,3,1,TEN 19,13,16,T.J. Yeldon middle for no gain (tackle by Avery Williamson),3.720,3.720
4,2:22,3,1,TEN 19,13,16,Timeout #3 by Tennessee Titans,3.720,2.340
4,2:21,4,1,TEN 19,13,19,Jason Myers 36 yard field goal good,2.340,3.000
4,2:21,,,JAX 35,13,19,"Jason Myers kicks off 65 yards, touchback",0.000,-0.280
4,2:19,1,10,TEN 20,13,19,Marcus Mariota pass complete short middle to Antonio Andrews for 13 yards (tackle by Aaron Colvin),0.280,1.140
4,2:01,1,10,TEN 33,13,19,"Marcus Mariota pass incomplete short right intended for Rico Richardson. Penalty on Harry Douglas: Illegal Shift, 5 yards (no play)",1.140,0.810
4,1:56,1,15,TEN 28,13,19,Marcus Mariota pass complete short middle to Delanie Walker for 8 yards (tackle by Paul Posluszny),0.810,1.000
4,1:35,2,7,TEN 36,13,19,Marcus Mariota pass complete short left to Dorial Green-Beckham for 13 yards (tackle by Demetrius McCray),1.000,2.190
4,1:10,1,10,TEN 49,13,19,Marcus Mariota pass incomplete deep right intended for Rico Richardson,2.190,1.650
4,1:05,2,10,TEN 49,13,19,Marcus Mariota pass complete short middle to Antonio Andrews for 3 yards (tackle by Telvin Smith),1.650,1.360
4,0:41,3,7,JAX 48,13,19,Marcus Mariota pass complete short middle to Delanie Walker for 8 yards (tackle by Telvin Smith),1.360,2.920
4,0:28,1,10,JAX 40,13,19,Marcus Mariota spiked the ball,2.920,2.370
4,0:28,2,10,JAX 40,13,19,Marcus Mariota pass incomplete deep left intended for Harry Douglas (defended by Aaron Colvin),2.370,1.680
4,0:22,3,10,JAX 40,13,19,Marcus Mariota pass complete deep middle to Dorial Green-Beckham for 17 yards (tackle by Demetrius McCray),1.680,4.040
4,0:05,1,10,JAX 23,13,19,Marcus Mariota spiked the ball,4.040,4.040
4,0:05,1,10,JAX 23,13,19,Timeout #1 by Jacksonville Jaguars,4.040,3.500
4,0:05,2,10,JAX 23,13,19,Marcus Mariota sacked by Andre Branch for -2 yards,3.500,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
