Quarter,Time,Tm,Detail,TEN,JAX
1.0,9:06,Titans,Ryan Succop 47 yard field goal,3,0
2.0,14:50,Jaguars,Jason Myers 31 yard field goal,3,3
,10:58,Titans,Ryan Succop 49 yard field goal,6,3
,0:31,Jaguars,Jason Myers 32 yard field goal,6,6
3.0,8:10,Jaguars,Jason Myers 20 yard field goal,6,9
,5:22,Titans,Marcus Mariota 23 yard rush (Ryan Succop kick),13,9
4.0,3:30,Jaguars,Julius Thomas 5 yard pass from Blake Bortles (Jason Myers kick),13,16
,2:19,Jaguars,Jason Myers 36 yard field goal,13,19
