Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"Toby Gowin kicks onside 8 yards, recovered by Keyuo Craver (onside kick successful). Penalty on Keyuo Craver: Illegal Touch Kick, 5 yards (no play)",0.000,0.000
1,15:00,,,NOR 25,0,0,"Toby Gowin kicks off 72 yards, returned by Andre' Davis for 26 yards (tackle by Keyuo Craver)",0.000,0.870
1,14:50,1,10,CLE 29,0,0,Tim Couch pass complete to Quincy Morgan for 11 yards (tackle by Sammy Knight),0.870,1.600
1,14:14,1,10,CLE 40,0,0,Tim Couch pass incomplete intended for Quincy Morgan (defended by Dale Carter),1.600,1.050
1,14:09,2,10,CLE 40,0,0,William Green left tackle for -3 yards (tackle by Kenny Smith and Grady Jackson),1.050,-0.030
1,13:27,3,13,CLE 37,0,0,Tim Couch pass incomplete intended for Kevin Johnson is intercepted by Dale Carter at NOR-38 and returned for 25 yards,-0.030,-3.120
1,13:17,1,10,CLE 37,0,0,Aaron Brooks pass complete to Boo Williams for 6 yards (tackle by Earl Holmes),3.120,3.380
1,12:38,2,4,CLE 31,0,0,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Corey Fuller),3.380,4.440
1,12:29,1,10,CLE 17,0,0,Curtis Keaton left tackle for 2 yards (tackle by Darren Hambrick),4.440,4.150
1,11:30,2,8,CLE 15,0,0,Aaron Brooks pass incomplete,4.150,3.340
1,11:21,3,8,CLE 15,0,0,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Brant Boyer),3.340,2.440
1,11:14,4,8,CLE 15,0,3,John Carney 33 yard field goal good,2.440,3.000
1,11:14,,,NOR 30,0,3,"John Carney kicks off 70 yards, touchback",0.000,0.280
1,11:09,1,10,CLE 20,0,3,William Green left guard for 5 yards (tackle by Sammy Knight),0.280,0.410
1,10:35,2,5,CLE 25,0,3,Kevin Johnson pass incomplete intended for Quincy Morgan (defended by Darrin Smith),0.410,-0.300
1,10:28,3,5,CLE 25,0,3,Tim Couch pass incomplete intended for Andre' Davis (defended by Keyuo Craver),-0.300,-1.700
1,10:23,4,5,CLE 25,0,3,"Chris Gardocki punts 49 yards, returned by Michael Lewis for 7 yards (tackle by Brant Boyer)",-1.700,-1.140
1,10:12,1,10,NOR 33,0,3,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Earl Little),1.140,0.590
1,10:04,2,10,NOR 33,0,3,"Curtis Keaton left guard for 4 yards (tackle by Kenard Lang). Curtis Keaton fumbles (forced by Kenard Lang), recovered by Curtis Keaton at NOR-37",0.590,0.430
1,9:21,3,6,NOR 37,0,3,Aaron Brooks sacked by Mark Word for -7 yards,0.430,-1.370
1,8:59,4,13,NOR 30,0,3,"Toby Gowin punts 45 yards, returned by Dennis Northcutt for no gain. Penalty on CLE: Offensive Holding, 10 yards",-1.370,0.220
1,8:47,1,10,CLE 15,0,3,William Green left tackle for 3 yards (tackle by Darrin Smith and Charles Grant),-0.220,-0.280
1,8:10,2,7,CLE 18,0,3,Tim Couch pass complete to Kevin Johnson for 3 yards,-0.280,-0.630
1,7:38,3,4,CLE 21,0,3,"Tim Couch sacked by Charles Grant for -6 yards. Penalty on Dale Carter: Defensive Offside, 5 yards (no play)",-0.630,0.670
1,7:11,1,10,CLE 26,0,3,Tim Couch pass complete to Quincy Morgan for 46 yards (tackle by Jay Bellamy),0.670,3.710
1,6:47,1,10,NOR 28,0,3,William Green right tackle for 1 yard (tackle by Sammy Knight and Darrin Smith),3.710,3.300
1,6:09,2,9,NOR 27,0,3,"Penalty on Kenny Smith: Defensive Offside, 5 yards (no play)",3.300,3.980
1,5:48,2,4,NOR 22,0,3,William Green left guard for no gain (tackle by Norman Hand),3.980,3.270
1,5:05,3,4,NOR 22,0,3,"Penalty on Charlie Clemons: Defensive Offside, 4 yards (no play)",3.270,4.370
1,4:49,1,10,NOR 18,0,3,William Green right end for 17 yards (tackle by Fred Thomas),4.370,6.970
1,4:23,1,10,NOR 18,,,Timeout #1 by Cleveland Browns,4.370,6.970
1,4:23,1,1,NOR 1,0,3,Tim Couch pass incomplete intended for William Green (defended by Sedrick Hodge),6.970,5.910
1,4:16,2,1,NOR 1,0,3,William Green left guard for no gain (tackle by Norman Hand),5.910,5.170
1,3:30,3,1,NOR 1,6,3,"William Green right guard for 1 yard, touchdown",5.170,7.000
1,3:30,,,NOR 1,7,3,Phil Dawson kicks extra point good,0.000,0.000
1,3:30,,,CLE 30,7,3,"Phil Dawson kicks off 66 yards, returned by Michael Lewis for 28 yards (tackle by Michael Jameson). Penalty on Michael Jameson: Face Mask (15 Yards), 15 yards",0.000,2.060
1,3:29,1,10,NOR 47,7,3,"Penalty on Spencer Folau: False Start, 5 yards (no play)",2.060,1.730
1,3:29,1,15,NOR 42,7,3,Curtis Keaton left guard for 2 yards (tackle by Dwayne Rudd and Courtney Brown),1.730,1.110
1,2:50,2,13,NOR 44,7,3,Aaron Brooks pass complete to David Sloan for 14 yards (tackle by Earl Holmes),1.110,2.790
1,2:10,1,10,CLE 42,7,3,Curtis Keaton left tackle for 2 yards (tackle by Orpheus Roye and Earl Little),2.790,2.510
1,1:30,2,8,CLE 40,7,3,Aaron Brooks pass complete to Joe Horn for 15 yards (tackle by Earl Little),2.510,3.910
1,0:53,1,10,CLE 25,7,3,Aaron Brooks pass complete to Boo Williams for 13 yards (tackle by Robert Griffith). Penalty on Chris Akins: Illegal Use of Hands (Declined),3.910,4.780
1,0:33,1,10,CLE 12,7,3,Aaron Brooks left guard for 1 yard (tackle by Kenard Lang),4.780,4.270
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,CLE 11,7,3,Curtis Keaton right end for 3 yards (tackle by Courtney Brown),4.270,3.930
2,14:17,3,6,CLE 8,7,3,Aaron Brooks pass incomplete intended for Boo Williams,3.930,2.960
2,14:11,4,6,CLE 8,7,6,John Carney 27 yard field goal good,2.960,3.000
2,14:11,,,NOR 30,7,6,"John Carney kicks off 65 yards, returned by Andre' Davis for 16 yards (tackle by Michael Lewis)",0.000,0.340
2,14:02,1,10,CLE 21,7,6,Tim Couch pass incomplete intended for Kevin Johnson,0.340,-0.200
2,13:54,2,10,CLE 21,7,6,William Green middle for 23 yards (tackle by Jay Bellamy and Sammy Knight),-0.200,1.860
2,13:16,1,10,CLE 44,7,6,Tim Couch left end for 3 yards,1.860,1.720
2,12:43,2,7,CLE 47,7,6,Tim Couch pass incomplete intended for Andre' Davis,1.720,1.030
2,12:39,3,7,CLE 47,7,6,Tim Couch pass complete to Kevin Johnson for 4 yards (tackle by Dale Carter),1.030,0.000
2,12:00,4,3,NOR 49,7,6,"Chris Gardocki punts 33 yards, fair catch by Michael Lewis",0.000,0.140
2,11:55,1,10,NOR 16,7,6,Curtis Keaton left tackle for -3 yards (tackle by Alvin McKinley),-0.140,-0.990
2,11:16,2,13,NOR 13,7,6,Aaron Brooks pass complete to Michael Lewis for 14 yards (tackle by Robert Griffith),-0.990,0.740
2,10:34,1,10,NOR 27,7,6,Aaron Brooks pass complete to James Fenderson for 3 yards (tackle by Daylon McCutcheon),0.740,0.600
2,10:34,2,7,NOR 30,7,6,James Fenderson left guard for 3 yards (tackle by Brant Boyer),0.600,0.300
2,9:15,2,7,NOR 30,,,Timeout #1 by New Orleans Saints,0.600,0.300
2,9:15,3,4,NOR 33,7,6,Aaron Brooks pass complete to Boo Williams for 12 yards (tackle by Devin Bush). Penalty on Corey Fuller: Defensive Holding (Declined),0.300,1.930
2,8:50,1,10,NOR 45,7,6,Aaron Brooks pass incomplete intended for James Fenderson,1.930,1.380
2,8:47,2,10,NOR 45,7,6,Aaron Brooks pass complete to Michael Lewis for 41 yards (tackle by Corey Fuller),1.380,4.650
2,8:14,1,10,CLE 14,7,6,Curtis Keaton left end for 1 yard (tackle by Earl Holmes and Robert Griffith),4.650,4.160
2,7:29,2,9,CLE 13,7,6,"Aaron Brooks sacked for -10 yards. Aaron Brooks fumbles, recovered by Courtney Brown at CLE-15",4.160,0.140
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
2,7:21,1,10,CLE 16,7,6,William Green left end for 3 yards (tackle by Grady Jackson and Darrin Smith),-0.140,-0.180
2,6:38,2,7,CLE 19,7,6,William Green left guard for 3 yards (tackle by Norman Hand),-0.180,-0.570
2,5:58,3,4,CLE 22,7,6,Tim Couch pass complete to Dennis Northcutt for 8 yards (tackle by Keyuo Craver),-0.570,0.940
2,5:16,3,4,CLE 22,,,Timeout #2 by Cleveland Browns,-0.570,0.940
2,5:16,1,10,CLE 30,7,6,Tim Couch pass complete to Mark Campbell for 4 yards (tackle by Darrin Smith),0.940,0.930
2,4:32,2,6,CLE 34,7,6,Tim Couch pass incomplete intended for Quincy Morgan (defended by Norman Hand),0.930,0.230
2,4:27,3,6,CLE 34,7,6,Tim Couch sacked by Jay Bellamy for -6 yards,0.230,-1.500
2,4:12,4,12,CLE 28,7,6,"Chris Gardocki punts 36 yards, muffed catch by Michael Lewis, recovered by Andra Davis and returned for no gain",-1.500,3.180
2,4:05,1,10,NOR 36,7,6,Tim Couch pass incomplete intended for Quincy Morgan (defended by Ken Irvin),3.180,2.640
2,3:58,2,10,NOR 36,13,6,"Dennis Northcutt left tackle for 36 yards, touchdown",2.640,7.000
2,3:58,,,NOR 36,14,6,Phil Dawson kicks extra point good,0.000,0.000
2,3:58,,,CLE 30,14,6,"Phil Dawson kicks off 64 yards, returned by Michael Lewis for 19 yards (tackle by Chris Akins)",0.000,0.610
2,3:45,1,10,NOR 25,14,6,Aaron Brooks pass complete to Michael Lewis for 59 yards (tackle by Robert Griffith and Devin Bush),0.610,4.510
2,2:56,1,10,NOR 25,,,Timeout #3 by New Orleans Saints,0.610,4.510
2,2:56,1,10,CLE 16,14,6,Curtis Keaton right end for 4 yards (tackle by Gerard Warren),4.510,4.570
2,2:20,2,6,CLE 12,14,6,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Earl Holmes),4.570,3.730
2,2:15,3,6,CLE 12,14,6,Aaron Brooks pass incomplete intended for Michael Lewis,3.730,2.660
2,2:11,4,6,CLE 12,14,12,"John Carney 30 yard field goal good. Penalty on Kenard Lang: Unsportsmanlike Conduct, 6 yards",2.660,3.000
2,2:06,1,6,CLE 6,14,12,Aaron Brooks pass incomplete intended for Donte' Stallworth (defended by Courtney Brown),5.830,4.950
2,2:00,2,6,CLE 6,14,12,Aaron Brooks pass complete to James Fenderson for 4 yards (tackle by Corey Fuller),4.950,4.950
2,1:53,3,2,CLE 2,14,12,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Anthony Henry at CLE-1,4.950,0.380
2,1:45,1,10,CLE 1,14,12,Penalty on Quincy Morgan: False Start (no play),-0.380,-0.380
2,1:45,1,10,CLE 1,14,12,Tim Couch middle for 1 yard (tackle by Kenny Smith),-0.380,-0.710
2,1:00,2,9,CLE 2,14,12,Tim Couch middle for 1 yard (tackle by Charlie Clemons),-0.710,-1.190
2,0:17,3,8,CLE 3,14,12,Tim Couch kneels for -1 yards,-1.190,-2.490
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,14,12,"Phil Dawson kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,14,12,Aaron Brooks pass complete to James Fenderson for 7 yards (tackle by Earl Holmes and Darren Hambrick),0.280,0.680
3,14:28,2,3,NOR 27,14,12,Curtis Keaton left tackle for 2 yards (tackle by Orpheus Roye),0.680,0.230
3,13:50,3,1,NOR 29,14,12,Aaron Brooks for 1 yard (tackle by Earl Holmes),0.230,0.940
3,13:37,1,10,NOR 30,14,12,James Fenderson right guard for 1 yard (tackle by Dwayne Rudd),0.940,0.530
3,12:41,2,9,NOR 31,14,12,Aaron Brooks pass complete to Lamont Hall for 4 yards (tackle by Devin Bush),0.530,0.370
3,11:47,3,5,NOR 35,14,12,Aaron Brooks pass incomplete intended for Boo Williams (defended by Devin Bush),0.370,-1.040
3,11:47,4,5,NOR 35,14,12,Fred McAfee right end for 11 yards (tackle by Frisman Jackson),-1.040,1.990
3,10:54,1,10,NOR 46,14,12,Curtis Keaton left guard for 2 yards (tackle by Orpheus Roye),1.990,1.720
3,10:20,2,8,NOR 48,14,12,Aaron Brooks pass complete to Jerome Pathon for 16 yards (tackle by Robert Griffith),1.720,3.180
3,9:41,1,10,CLE 36,14,12,Aaron Brooks pass complete to Jerome Pathon for 8 yards (tackle by Daylon McCutcheon and Anthony Henry),3.180,3.720
3,9:03,2,2,CLE 28,14,12,James Fenderson left tackle for 11 yards (tackle by Earl Little),3.720,4.440
3,8:24,1,10,CLE 17,20,12,"James Fenderson right end for 17 yards, touchdown",4.440,-7.000
3,8:24,1,,CLE 17,21,12,"Two Point Attempt: Aaron Brooks pass incomplete, conversion fails",1.000,-1.000
3,8:24,,,NOR 30,21,12,"John Carney kicks off 69 yards, returned by Andre' Davis for 20 yards (tackle by Fred McAfee)",0.000,0.340
3,8:12,1,10,CLE 21,21,12,Tim Couch pass complete to Dennis Northcutt for 40 yards (tackle by Jay Bellamy),0.340,2.980
3,7:44,1,10,NOR 39,21,12,William Green left tackle for 1 yard (tackle by Willie Whitehead),2.980,2.580
3,7:09,2,9,NOR 38,21,12,William Green right end for 10 yards (tackle by Jay Bellamy),2.580,3.710
3,6:38,1,10,NOR 28,21,12,"Dennis Northcutt right end for 4 yards (tackle by Dale Carter). Penalty on Dale Carter: Personal Foul (Offsetting), Penalty on Kevin Johnson: Offensive Holding (Offsetting) (no play)",3.710,3.710
3,6:16,1,10,NOR 28,21,12,William Green left tackle for -1 yards (tackle by Grady Jackson),3.710,3.030
3,5:38,2,11,NOR 29,21,12,Tim Couch pass complete to James Jackson for 5 yards (tackle by Dale Carter),3.030,3.010
3,4:53,3,6,NOR 24,21,15,"Tim Couch pass complete to Kevin Johnson for 24 yards, touchdown",3.010,-7.000
3,4:53,,,NOR 24,21,12,Phil Dawson kicks extra point good,0.000,0.000
3,4:53,,,CLE 30,21,15,"Phil Dawson kicks off 70 yards, returned by Michael Lewis for 27 yards (tackle by Earl Little)",0.000,0.740
3,4:39,1,10,NOR 27,21,15,Aaron Brooks middle for 7 yards (tackle by Dwayne Rudd),0.740,1.140
3,4:03,2,3,NOR 34,21,15,Aaron Brooks pass complete to Jerome Pathon for 13 yards (tackle by Robert Griffith),1.140,2.060
3,3:27,1,10,NOR 47,21,15,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Daylon McCutcheon),2.060,1.520
3,3:19,2,10,NOR 47,21,15,James Fenderson middle for -1 yards (tackle by Robert Griffith),1.520,0.700
3,3:19,3,11,NOR 46,21,15,Aaron Brooks pass complete to Joe Horn for 18 yards (tackle by Robert Griffith),0.700,3.180
3,2:25,1,10,CLE 36,21,15,Aaron Brooks pass complete to Jerome Pathon for 2 yards (tackle by Dwayne Rudd),3.180,2.910
3,1:43,2,8,CLE 34,21,15,Aaron Brooks pass complete to Donte' Stallworth for 18 yards (tackle by Earl Little),2.910,4.510
3,1:06,1,10,CLE 16,21,15,James Fenderson right tackle for 1 yard (tackle by Courtney Brown),4.510,4.050
3,0:28,2,9,CLE 15,21,15,Aaron Brooks pass incomplete intended for Jerome Pathon,4.050,3.220
3,0:25,3,9,CLE 15,21,15,Aaron Brooks pass incomplete intended for Donte' Stallworth is intercepted by Earl Little at CLE-0,3.220,-0.280
3,0:13,1,10,CLE 20,21,15,William Green left end for 1 yard (tackle by Darrin Smith),0.280,-0.130
Quarter,Time,Down,ToGo,Location,CLE,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CLE 21,21,15,William Green right end for 8 yards (tackle by Fred Thomas),-0.130,0.230
4,14:19,3,1,CLE 29,21,15,Tim Couch pass complete to Darnell Sanders for 9 yards (tackle by Charlie Clemons),0.230,1.470
4,13:34,1,10,CLE 38,21,15,William Green right end for 2 yards (tackle by Charles Grant and Darrin Smith),1.470,1.190
4,12:51,2,8,CLE 40,21,15,Dennis Northcutt left end for -1 yards (tackle by Fakhir Brown),1.190,0.370
4,12:09,3,9,CLE 39,21,15,Tim Couch pass incomplete intended for Dennis Northcutt is intercepted by Fred Thomas at NOR-29 and returned for 31 yards,0.370,-2.920
4,11:55,1,10,CLE 40,21,15,Aaron Brooks pass complete to Donte' Stallworth for 6 yards (tackle by Earl Holmes),2.920,3.180
4,11:17,2,4,CLE 34,21,15,Aaron Brooks pass incomplete intended for Joe Horn,3.180,2.480
4,11:11,3,4,CLE 34,21,15,James Fenderson right guard for 3 yards (tackle by Tyrone Rogers),2.480,1.410
4,10:18,4,1,CLE 31,24,15,John Carney 48 yard field goal good,1.410,-3.000
4,10:18,,,NOR 30,24,15,"John Carney kicks off 67 yards, returned by Andre' Davis for 18 yards (tackle by Mel Mitchell)",0.000,0.340
4,10:11,1,10,CLE 21,24,15,William Green right guard for 3 yards (tackle by Norman Hand),0.340,0.210
4,9:38,2,7,CLE 24,24,15,William Green right end for 17 yards (tackle by Fred Thomas and Jay Bellamy),0.210,1.660
4,9:04,1,10,CLE 41,24,15,William Green right end for 5 yards (tackle by Sedrick Hodge and Jay Bellamy),1.660,1.800
4,8:21,2,5,CLE 46,24,15,William Green middle for no gain (tackle by Norman Hand and Grady Jackson),1.800,1.090
4,7:39,3,5,CLE 46,24,15,James Jackson middle for 8 yards (tackle by Jay Bellamy),1.090,2.520
4,6:58,1,10,NOR 46,24,15,James Jackson left guard for 3 yards (tackle by Sammy Knight),2.520,2.380
4,6:18,2,7,NOR 43,24,15,Tim Couch pass complete to Steve Heiden for 8 yards (tackle by Charlie Clemons),2.380,3.250
4,5:49,1,10,NOR 35,24,15,"William Green left end for 3 yards (tackle by Fred Thomas). William Green fumbles (forced by Fred Thomas), recovered by Ross Verba at NOR-39",3.250,2.160
4,5:13,2,14,NOR 39,24,15,Tim Couch pass complete to Dennis Northcutt for 20 yards (tackle by Jay Bellamy),2.160,4.310
4,4:37,1,10,NOR 19,24,15,William Green right tackle for 2 yards (tackle by Roger Knight and Willie Whitehead),4.310,4.030
4,3:54,2,8,NOR 17,24,15,William Green right end for 2 yards (tackle by Roger Knight and Willie Whitehead),4.030,3.580
4,3:35,2,8,NOR 17,,,Timeout #1 by New Orleans Saints,4.030,3.580
4,3:35,3,6,NOR 15,24,15,William Green left tackle for 4 yards (tackle by Willie Whitehead),3.580,2.820
4,3:29,3,6,NOR 15,,,Timeout #2 by New Orleans Saints,3.580,2.820
4,3:28,4,2,NOR 11,0,,Phil Dawson 28 yard field goal good,2.820,-3.000
4,3:28,,,CLE 30,24,15,"Phil Dawson kicks off 69 yards, returned by Michael Lewis for 29 yards (tackle by Earl Little)",0.000,0.940
4,3:18,1,10,NOR 30,24,15,Aaron Brooks pass complete to Boo Williams for 12 yards (tackle by Devin Bush),0.940,1.730
4,2:53,1,10,NOR 42,24,15,Aaron Brooks pass incomplete intended for Jerome Pathon,1.730,1.190
4,2:48,2,10,NOR 42,24,15,Aaron Brooks pass incomplete intended for Joe Horn is intercepted by Anthony Henry at CLE-43 and returned for 4 yards,1.190,-2.060
4,2:41,1,10,CLE 47,24,15,William Green right end for 2 yards (tackle by Dale Carter),2.060,1.790
4,2:25,1,10,CLE 47,,,Timeout #3 by New Orleans Saints,2.060,1.790
4,2:24,2,8,CLE 49,24,15,William Green right end for -1 yards (tackle by Charlie Clemons),1.790,0.960
4,2:00,3,9,CLE 48,24,15,William Green right end for 3 yards (tackle by Kenny Smith and Charlie Clemons),0.960,0.000
4,0:56,3,9,CLE 48,,,Timeout #1 by Cleveland Browns,0.960,0.000
4,0:50,4,6,NOR 49,24,15,"Chris Gardocki punts 34 yards, out of bounds",0.000,0.220
4,0:50,1,10,NOR 15,24,15,Aaron Brooks pass incomplete intended for James Fenderson,-0.220,-0.710
4,0:45,2,10,NOR 15,24,15,Aaron Brooks pass complete to James Fenderson for 13 yards (tackle by Orpheus Roye),-0.710,0.810
4,0:23,1,10,NOR 28,24,15,"Aaron Brooks pass complete to James Fenderson for 6 yards (tackle by Orpheus Roye). James Fenderson fumbles (forced by Orpheus Roye), recovered by Lewis Sanders at NOR-34 and returned for 13 yards (tackle by Donte' Stallworth)",0.810,-4.170
4,0:15,1,10,NOR 21,24,15,Tim Couch kneels for -1 yards,4.170,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
