Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,HOU 50,7,0,David Carr pass incomplete intended for Andre Johnson (defended by Eric Hicks),0.960,-0.060
2,14:57,4,11,HOU 50,7,0,"Chad Stanley punts 40 yards, fair catch by Dante Hall",-0.060,0.380
2,14:49,1,10,KAN 10,7,0,Priest Holmes left end for 15 yards (tackle by Matt Stevens),-0.380,0.610
2,14:17,1,10,KAN 25,7,0,Trent Green pass complete to Tony Gonzalez for 22 yards (tackle by Matt Stevens),0.610,2.060
2,13:57,1,10,KAN 47,7,0,Dante Hall right end for 2 yards (tackle by Matt Stevens),2.060,1.790
2,13:19,2,8,KAN 49,7,0,Priest Holmes right guard for 15 yards (tackle by Eric Brown),1.790,3.180
2,12:33,1,10,HOU 36,7,0,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Aaron Glenn),3.180,4.110
2,11:54,1,10,HOU 22,7,0,Trent Green pass incomplete intended for Eddie Kennison (defended by Kailee Wong),4.110,3.560
2,11:49,2,10,HOU 22,7,0,Trent Green pass incomplete intended for Tony Gonzalez (defended by Matt Stevens),3.560,2.870
2,11:43,,,,7,0,Timeout #1 by Kansas City Chiefs,0.000,2.870
2,11:43,3,10,HOU 22,7,0,Trent Green pass incomplete intended for Dante Hall is intercepted by Marcus Coleman at HOU-4,2.870,0.380
2,11:34,1,10,HOU 4,7,0,Stacey Mack up the middle for 13 yards (tackle by Greg Wesley),-0.380,-0.060
2,10:55,1,10,HOU 17,7,0,Stacey Mack up the middle for 3 yards (tackle by Eric Hicks),-0.060,-0.060
2,10:17,2,7,HOU 20,7,0,Stacey Mack left guard for 6 yards (tackle by Greg Wesley),-0.060,-0.120
2,9:32,3,1,HOU 26,7,0,David Carr pass complete to Andre Johnson for 5 yards (tackle by Scott Fujita),-0.120,1.000
2,8:47,1,10,HOU 31,7,0,David Carr pass complete to Stacey Mack for 10 yards (tackle by Shawn Barber),1.000,1.660
2,8:05,1,10,HOU 41,7,0,Tony Hollings left end for 14 yards (tackle by Jerome Woods),1.660,2.590
2,7:33,1,10,KAN 45,7,0,"Penalty on David Carr: Delay of Game, 5 yards (no play)",2.590,2.260
2,7:14,1,15,HOU 50,7,0,David Carr pass complete to Corey Bradford for 6 yards (tackle by Eric Warfield),2.260,2.180
2,6:36,2,9,KAN 44,7,0,David Carr pass complete to Corey Bradford for 1 yard (tackle by Eric Warfield),2.180,1.620
2,5:54,3,8,KAN 43,7,6,"David Carr pass complete to Andre Johnson for 43 yards, touchdown",1.620,7.000
2,,,,KAN 2,7,7,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,7,7,"Kris Brown kicks off 67 yards, returned by Dante Hall for 28 yards (tackle by Ramon Walker)",0.000,1.000
2,5:39,1,10,KAN 31,7,7,Trent Green pass complete to Priest Holmes for 14 yards (tackle by Steve Martin),1.000,1.930
2,4:57,1,10,KAN 45,7,7,Priest Holmes right end for 1 yard (tackle by Jamie Sharper and Corey Sears),1.930,1.520
2,4:18,2,9,KAN 46,7,7,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Kenny Wright),1.520,2.650
2,3:39,1,10,HOU 44,7,7,Priest Holmes left end for 6 yards (tackle by Gary Walker and Kailee Wong),2.650,2.920
2,3:02,2,4,HOU 38,7,7,Trent Green pass incomplete (defended by Kailee Wong),2.920,2.210
2,2:53,3,4,HOU 38,7,7,Trent Green pass complete to Eddie Kennison for 14 yards (tackle by Aaron Glenn),2.210,3.970
2,2:21,1,10,HOU 24,7,7,Priest Holmes right end for 7 yards (tackle by Marcus Coleman),3.970,4.460
2,2:00,2,3,HOU 17,7,7,Priest Holmes left end for 4 yards (tackle by Troy Evans and Matt Stevens),4.460,4.710
2,1:24,1,10,HOU 13,7,7,Priest Holmes right end for 4 yards (tackle by Matt Stevens),4.710,4.770
2,0:48,2,6,HOU 9,7,7,Priest Holmes right end for -1 yards (tackle by Matt Stevens and Gary Walker),4.770,3.650
2,0:39,,,,7,7,Timeout #2 by Kansas City Chiefs,0.000,0.000
2,0:39,,,,7,7,Timeout #1 by Houston Texans,0.000,3.650
2,0:39,3,7,HOU 10,7,7,"Penalty on Jason Dunn: False Start, 5 yards (no play)",3.650,3.030
2,0:39,3,12,HOU 15,7,7,"Trent Green pass complete to Dante Hall for 5 yards (tackle by Aaron Glenn). Penalty on Kenny Wright: Roughing the Passer, 5 yards",3.030,6.060
2,0:29,,,,7,7,Timeout #2 by Houston Texans,0.000,6.060
2,0:29,1,5,HOU 5,7,7,Trent Green pass incomplete intended for Marc Boerigter,6.060,5.150
2,0:24,2,5,HOU 5,7,7,Trent Green pass incomplete intended for Marc Boerigter (defended by Aaron Glenn),5.150,4.260
2,0:19,,,,7,7,Timeout #3 by Houston Texans,0.000,4.260
2,0:19,3,5,HOU 5,13,7,"Priest Holmes left end for 5 yards, touchdown",4.260,7.000
2,,,,HOU 2,14,7,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,14,7,"Jason Baker kicks off 57 yards, returned by J.J. Moses for 22 yards (tackle by Lyle West)",0.000,1.270
2,0:05,1,10,HOU 35,14,7,Stacey Mack up the middle for 1 yard (tackle by John Browning and Jerome Woods),1.270,0.860
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,7,"Jason Baker kicks off 64 yards, returned by J.J. Moses for 21 yards (tackle by Monty Beisel)",0.000,0.740
3,14:52,1,10,HOU 27,14,7,David Carr pass complete to Jabar Gaffney for 15 yards (tackle by Jerome Woods),0.740,1.730
3,14:16,1,10,HOU 42,14,7,Tony Hollings left tackle for 4 yards (tackle by Eric Hicks),1.730,1.730
3,13:42,2,6,HOU 46,14,7,David Carr pass complete to Stacey Mack for 6 yards (tackle by Shawn Barber),1.730,2.390
3,13:06,1,10,KAN 48,14,7,Stacey Mack left guard for 4 yards (tackle by Eric Hicks and Shawn Barber),2.390,2.390
3,12:27,2,6,KAN 44,14,7,Stacey Mack right guard for 5 yards (tackle by Monty Beisel and Greg Wesley),2.390,2.340
3,11:46,3,1,KAN 39,14,7,David Carr pass incomplete intended for Andre Johnson is intercepted by Dexter McCleon at KAN-5,2.340,0.380
3,11:38,1,10,KAN 5,14,7,Trent Green pass complete to Omar Easy for 5 yards (tackle by Marcus Coleman),-0.380,-0.420
3,10:58,2,5,KAN 10,14,7,Priest Holmes right end for -3 yards (tackle by Eric Brown),-0.420,-1.190
3,10:17,3,8,KAN 7,14,7,Priest Holmes right guard for 12 yards (tackle by Jamie Sharper),-1.190,0.150
3,10:04,1,10,KAN 19,14,7,Dante Hall left end for 6 yards (tackle by Jay Foreman),0.150,0.480
3,9:20,2,4,KAN 25,14,7,Trent Green pass incomplete intended for Dante Hall,0.480,-0.290
3,9:14,3,4,KAN 25,14,7,Trent Green pass complete to Dante Hall for 12 yards (tackle by Matt Stevens),-0.290,1.400
3,8:34,1,10,KAN 37,14,7,Trent Green pass incomplete intended for Priest Holmes,1.400,0.860
3,8:24,2,10,KAN 37,14,7,Priest Holmes left end for -3 yards (tackle by Corey Sears and Charlie Clemons),0.860,-0.230
3,7:38,3,13,KAN 34,14,7,Trent Green right end for 4 yards (tackle by Jamie Sharper and Kenny Wright),-0.230,-0.850
3,6:54,4,9,KAN 38,14,7,"Jason Baker punts 48 yards, returned by J.J. Moses for 7 yards (tackle by Gary Stills). Penalty on Steve Foley: Unnecessary Roughness, 10 yards",-0.850,0.370
3,6:43,1,10,HOU 11,14,7,"David Carr pass incomplete intended for Andre Johnson. Penalty on Dexter McCleon: Defensive Pass Interference, 5 yards (no play)",-0.370,-0.140
3,6:40,1,10,HOU 16,14,7,David Carr pass complete to Stacey Mack for 6 yards (tackle by Shawn Barber),-0.140,0.280
3,6:00,2,4,HOU 22,14,7,Tony Hollings right end for 2 yards (tackle by Eric Downing and Eric Hicks),0.280,-0.320
3,5:24,3,2,HOU 24,14,7,David Carr right end for 10 yards (tackle by Eric Warfield),-0.320,1.200
3,4:47,1,10,HOU 34,14,7,"Tony Hollings left guard for -1 yards (tackle by Jerome Woods). Tony Hollings fumbles (forced by Jerome Woods), recovered by Dexter McCleon at HOU-33 (tackle by Jabari Holloway)",1.200,-3.450
3,4:38,1,10,HOU 32,14,7,Trent Green pass complete to Priest Holmes for 16 yards (tackle by Marcus Coleman),3.450,4.510
3,3:58,1,10,HOU 16,14,7,Trent Green pass complete to Eddie Kennison for 1 yard (tackle by Aaron Glenn),4.510,4.050
3,3:14,2,9,HOU 15,20,7,"Trent Green pass complete to Eddie Kennison for 15 yards, touchdown",4.050,7.000
3,,,,HOU 2,21,7,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,21,7,"Jason Baker kicks off 68 yards, returned by J.J. Moses for 27 yards (tackle by Gary Stills)",0.000,0.870
3,3:07,1,10,HOU 29,21,7,Stacey Mack right tackle for 2 yards (tackle by Mike Maslowski),0.870,0.600
3,2:40,2,8,HOU 31,21,7,Stacey Mack left guard for no gain (tackle by Shawn Barber),0.600,-0.100
3,1:58,3,8,HOU 31,21,7,David Carr pass incomplete intended for Corey Bradford (defended by Eric Warfield),-0.100,-1.310
3,1:50,4,8,HOU 31,27,7,"Chad Stanley punts 42 yards, returned by Dante Hall for 73 yards, touchdown",-1.310,-7.000
3,,,,HOU 2,28,7,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,28,7,"Jason Baker kicks off 68 yards, returned by J.J. Moses for 33 yards (tackle by Jason Baker)",,
3,1:21,1,10,HOU 35,28,7,David Carr pass complete to Stacey Mack for 10 yards (tackle by Jerome Woods),1.270,1.930
3,0:40,1,10,HOU 45,28,7,Stacey Mack up the middle for no gain (tackle by Vonnie Holliday),1.930,1.380
3,0:04,2,10,HOU 45,28,7,David Carr pass incomplete intended for Corey Bradford,1.380,0.700
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,HOU 45,28,7,David Carr pass incomplete intended for Jabar Gaffney (defended by Jerome Woods),0.700,-0.390
4,14:55,4,10,HOU 45,28,7,"Chad Stanley punts 40 yards, fair catch by Dante Hall",-0.390,0.220
4,14:47,1,10,KAN 15,28,7,"Trent Green pass complete to Johnnie Morton for 50 yards (tackle by Marcus Coleman). Penalty on Aaron Glenn: Unnecessary Roughness, 15 yards",-0.220,4.240
4,14:11,1,10,HOU 20,28,7,Trent Green pass incomplete intended for Johnnie Morton,4.240,3.690
4,14:04,2,10,HOU 20,34,7,"Derrick Blaylock up the middle for 20 yards, touchdown",3.690,7.000
4,,,,HOU 2,35,7,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,35,7,"Jason Baker kicks off 73 yards, returned by J.J. Moses for 24 yards (tackle by Monty Beisel)",0.000,0.340
4,13:53,1,10,HOU 21,35,7,David Carr pass complete to Andre Johnson for 11 yards (tackle by Dexter McCleon),0.340,1.070
4,13:31,1,10,HOU 32,35,7,David Carr sacked by Vonnie Holliday for -9 yards,1.070,-0.690
4,13:12,2,19,HOU 23,35,7,Stacey Mack right guard for 4 yards (tackle by Jerome Woods),-0.690,-0.820
4,12:49,3,15,HOU 27,35,7,David Carr pass incomplete intended for Andre Johnson,-0.820,-1.570
4,12:45,4,15,HOU 27,35,7,"Chad Stanley punts 47 yards, fair catch by Dante Hall",-1.570,-0.670
4,12:36,1,10,KAN 26,35,7,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by Matt Stevens at tm_-50 and returned for 12 yards (tackle by Tony Richardson),0.670,-3.050
4,12:24,1,10,KAN 38,35,7,David Carr pass complete to Andre Johnson for 14 yards (tackle by Dexter McCleon),3.050,3.970
4,11:55,1,10,KAN 24,35,7,David Carr pass complete to Stacey Mack for 3 yards (tackle by Scott Fujita),3.970,3.840
4,11:31,2,7,KAN 21,35,7,David Carr pass incomplete intended for Corey Bradford,3.840,3.140
4,11:25,3,7,KAN 21,35,7,"David Carr pass complete to Stacey Mack for 8 yards (tackle by Shawn Barber). Stacey Mack fumbles (forced by Shawn Barber), recovered by Shaunard Harts at KAN-9 and returned for 7 yards (tackle by Todd Washington)",3.140,0.140
4,11:16,1,10,KAN 16,35,7,Larry Johnson left end for 6 yards (tackle by Jerry DeLoach),-0.140,0.280
4,10:33,2,4,KAN 22,35,7,Larry Johnson right end for 2 yards (tackle by Eric Brown and Jay Foreman),0.280,-0.320
4,9:54,3,2,KAN 24,35,7,Trent Green pass complete to Marc Boerigter for 27 yards (tackle by Matt Stevens),-0.320,2.320
4,9:26,1,10,HOU 49,35,7,Larry Johnson up the middle for 2 yards (tackle by Steve Martin),2.320,2.050
4,8:41,2,8,HOU 47,35,7,Larry Johnson right guard for 4 yards (tackle by Jay Foreman),2.050,1.880
4,8:03,3,4,HOU 43,35,7,Trent Green pass incomplete intended for Johnnie Morton (defended by Marcus Coleman),1.880,0.400
4,7:58,4,4,HOU 43,35,7,"Jason Baker punts 43 yards, touchback",0.400,-0.280
4,7:46,1,10,HOU 20,35,7,David Carr pass incomplete intended for Corey Bradford. Penalty on Billy Miller: Offensive Pass Interference (Declined),0.280,-0.270
4,7:35,2,10,HOU 20,35,7,"Penalty on Todd Washington: Offensive Holding, 10 yards, Penalty on Chester Pitts: Illegal Touch Pass (Declined) (no play)",-0.270,-1.510
4,7:35,2,20,HOU 10,35,7,David Carr pass complete to Andre Johnson for 16 yards (tackle by Scott Fujita),-1.510,-0.160
4,7:13,3,4,HOU 26,41,7,"David Carr pass incomplete intended for Corey Bradford is intercepted by Shaunard Harts at HOU-39 and returned for 39 yards, touchdown",-0.160,-7.000
4,,,,HOU 2,42,7,Morten Andersen kicks extra point good,0.000,0.000
4,,,,KAN 30,42,7,"Jason Baker kicks off 63 yards, returned by J.J. Moses for 20 yards (tackle by Gary Stills)",0.000,0.740
4,7:00,1,10,HOU 27,42,7,"Tony Banks pass incomplete intended for Jabar Gaffney. Penalty on Dexter McCleon: Defensive Holding, 5 yards (no play)",0.740,1.070
4,7:00,1,10,HOU 32,42,7,Tony Banks pass complete to Jonathan Wells for 12 yards (tackle by Monty Beisel),1.070,1.860
4,6:26,1,10,HOU 44,42,7,Jonathan Wells up the middle for 7 yards (tackle by Scott Fujita),1.860,2.260
4,6:01,2,3,KAN 49,42,7,Tony Banks pass complete to Billy Miller for 6 yards (tackle by Eric Warfield),2.260,2.720
4,5:34,1,10,KAN 43,42,7,Tony Banks pass incomplete intended for Jonathan Wells (defended by Corey A. Harris),2.720,2.180
4,5:23,2,10,KAN 43,42,7,Tony Banks pass complete to Andre Johnson for 9 yards (tackle by Dexter McCleon),2.180,2.680
4,5:08,3,1,KAN 34,42,7,Jonathan Wells left tackle for no gain (tackle by Eric Downing),2.680,1.100
4,4:39,4,1,KAN 34,42,7,Tony Banks up the middle for 3 yards (tackle by Eric Downing),1.100,3.510
4,4:14,1,10,KAN 31,42,7,Tony Banks pass complete to Jabar Gaffney for 9 yards (tackle by Lyle West),3.510,4.180
4,3:59,2,1,KAN 22,42,7,Jonathan Wells left tackle for 10 yards (tackle by Lyle West),4.180,4.780
4,3:51,1,10,KAN 12,42,7,Tony Banks pass complete to Billy Miller for 2 yards (tackle by Lyle West),4.780,4.450
4,3:31,2,8,KAN 10,42,7,Tony Banks pass incomplete intended for Jonathan Wells,4.450,3.480
4,3:27,3,8,KAN 10,42,7,Tony Banks pass complete to Jabar Gaffney for 9 yards (tackle by Corey A. Harris),3.480,6.970
4,2:49,1,1,KAN 1,42,7,Jonathan Wells right guard for -3 yards (tackle by Shaunard Harts),6.970,5.340
4,2:09,2,4,KAN 4,42,7,Tony Banks pass incomplete intended for Jabar Gaffney,5.340,4.490
4,2:05,3,4,KAN 4,42,7,Tony Banks pass incomplete intended for Corey Bradford,4.490,3.030
4,2:01,4,4,KAN 4,42,13,"Tony Banks pass complete to Andre Johnson for 4 yards, touchdown",3.030,7.000
4,,,,KAN 2,42,14,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,42,14,"Kris Brown kicks onside 6 yards, recovered by Omar Easy. Penalty on Jason Bell: Illegal Touch Kick",0.000,3.180
4,1:54,1,10,HOU 36,42,14,Larry Johnson left guard for 11 yards (tackle by Jason Bell),3.180,3.910
4,1:54,1,10,HOU 25,42,14,"Larry Johnson right end for no gain (tackle by Eric Brown). Penalty on Jimmy McClain: Illegal Use of Hands, 5 yards",3.910,4.240
4,1:07,1,10,HOU 20,42,14,Todd Collins for -2 yards,4.240,3.420
4,0:27,2,12,HOU 22,42,14,Todd Collins for -2 yards,3.420,2.480
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
