Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Lions won the coin toss and deferred, Bears to receive the opening kickoff.",,
1,15:00,,,DET 35,0,0,"Matt Prater kicks off no gain, returned by Cordarrelle Patterson for 29 yards (tackle by Justin Coleman). Penalty on Justin Coleman: Unnecessary Roughness (Offsetting) Penalty on CHI: Offensive Holding (Offsetting) (no play)",0.000,0.000
1,14:54,,,DET 35,0,0,"Matt Prater kicks off 72 yards, returned by Cordarrelle Patterson for 57 yards (tackle by Amani Oruwariye)",0.000,2.260
1,14:45,1,10,CHI 50,0,0,Mitchell Trubisky pass complete short right to Allen Robinson for 5 yards (tackle by Tavon Wilson),2.260,2.390
1,14:11,2,5,DET 45,0,0,Mitchell Trubisky pass complete short right to Tarik Cohen for 7 yards (tackle by Tavon Wilson),2.390,3.050
1,13:40,1,10,DET 38,0,0,Mitchell Trubisky pass complete short left to Allen Robinson for 9 yards (tackle by Tavon Wilson),3.050,3.720
1,13:00,2,1,DET 29,0,0,David Montgomery right end for 5 yards (tackle by Jarrad Davis),3.720,3.970
1,12:25,1,10,DET 24,0,0,David Montgomery up the middle for 14 yards (tackle by Amani Oruwariye),3.970,4.910
1,11:43,1,10,DET 10,6,0,"Mitchell Trubisky pass complete short right to Allen Robinson for 10 yards, touchdown",4.910,7.000
1,11:37,,,DET 15,7,0,Eddy Pineiro kicks extra point good,0.000,0.000
1,11:37,,,CHI 35,7,0,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
1,11:37,1,10,DET 25,7,0,Bo Scarbrough right tackle for no gain (tackle by Roquan Smith),0.610,0.060
1,11:16,2,10,DET 25,7,0,David Blough pass incomplete deep middle intended for T.J. Hockenson,0.060,-0.620
1,11:12,3,10,DET 25,7,6,"David Blough pass complete deep left to Kenny Golladay for 75 yards, touchdown",-0.620,7.000
1,11:01,,,CHI 15,7,7,Matt Prater kicks extra point good,0.000,0.000
1,11:01,,,DET 35,7,7,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,11:01,1,10,CHI 25,7,7,Mitchell Trubisky pass incomplete deep right intended for Allen Robinson,0.610,0.060
1,10:57,2,10,CHI 25,7,7,David Montgomery up the middle for 2 yards (tackle by Jarrad Davis and John Atkins),0.060,-0.360
1,10:18,3,8,CHI 27,7,7,Mitchell Trubisky pass complete short middle to Tarik Cohen for 4 yards (tackle by Jarrad Davis),-0.360,-1.310
1,9:37,4,4,CHI 31,7,7,"Pat O'Donnell punts 50 yards, returned by Danny Amendola for 3 yards (tackle by Cordarrelle Patterson)",-1.310,-0.410
1,9:26,1,10,DET 22,7,7,Bo Scarbrough up the middle for 7 yards (tackle by Kyle Fuller),0.410,0.810
1,8:54,2,3,DET 29,7,7,Bo Scarbrough right end for 2 yards (tackle by Eddie Jackson),0.810,0.370
1,8:20,3,1,DET 31,7,7,Bo Scarbrough up the middle for 1 yard (tackle by Nick Kwiatkoski),0.370,1.070
1,7:38,1,10,DET 32,7,7,David Blough pass complete deep middle to Marvin Jones for 19 yards (tackle by Prince Amukamara),1.070,2.320
1,6:58,1,10,CHI 49,7,7,Bo Scarbrough right tackle for 1 yard (tackle by Roquan Smith),2.320,1.920
1,6:24,2,9,CHI 48,7,7,David Blough pass incomplete short right intended for T.J. Hockenson,1.920,1.220
1,6:17,3,9,CHI 48,7,7,David Blough pass complete deep middle to Kenny Golladay for 29 yards (tackle by Roquan Smith),1.220,4.310
1,5:35,1,10,CHI 19,7,7,J.D. McKissic left end for 9 yards (tackle by Prince Amukamara),4.310,5.360
1,4:54,2,1,CHI 10,7,7,Bo Scarbrough up the middle for 2 yards (tackle by Brent Urban and Roquan Smith),5.360,5.370
1,4:16,1,8,CHI 8,7,13,"David Blough pass complete short middle to Marvin Jones for 8 yards, touchdown",5.370,7.000
1,4:12,,,CHI 15,7,14,Matt Prater kicks extra point good,0.000,0.000
1,4:12,,,DET 35,7,14,"Matt Prater kicks onside 16 yards, recovered by Jalen Reeves-Maybin",0.000,-2.320
1,4:07,1,10,CHI 49,7,14,"Penalty on Marvin Jones: False Start, 5 yards (no play)",2.320,1.990
1,4:07,1,15,DET 46,7,14,Bo Scarbrough up the middle for no gain (tackle by Khalil Mack and Roquan Smith),1.990,1.110
1,3:32,2,15,DET 46,7,14,David Blough pass complete short right to T.J. Hockenson for 5 yards (tackle by Ha Ha Clinton-Dix),1.110,1.090
1,2:50,3,10,CHI 49,7,14,David Blough pass incomplete short left intended for Marvin Jones (defended by Prince Amukamara),1.090,0.000
1,2:45,4,10,CHI 49,7,14,"Sam Martin punts 34 yards, returned by Tarik Cohen for no gain (tackle by Dee Virgin)",0.000,0.220
1,2:37,1,10,CHI 15,7,14,Mitchell Trubisky pass complete short right to Anthony Miller for 2 yards (tackle by Amani Oruwariye),-0.220,-0.440
1,2:02,2,8,CHI 17,7,14,Mitchell Trubisky pass incomplete deep middle intended for Allen Robinson,-0.440,-1.120
1,1:55,3,8,CHI 17,7,14,Mitchell Trubisky pass incomplete short left intended for Anthony Miller (defended by Justin Coleman),-1.120,-2.320
1,1:49,4,8,CHI 17,7,14,"Pat O'Donnell punts 43 yards, returned by Danny Amendola for 5 yards (tackle by Nick Kwiatkoski)",-2.320,-1.930
1,1:39,1,10,DET 45,7,14,Bo Scarbrough left tackle for 5 yards (tackle by Nick Kwiatkoski and Roquan Smith),1.930,2.060
1,1:06,2,5,DET 50,7,14,David Blough pass incomplete short left intended for T.J. Hockenson,2.060,1.360
1,1:02,3,5,DET 50,7,14,David Blough pass incomplete short middle intended for Danny Amendola (defended by Roy Robertson-Harris),1.360,-0.060
1,0:56,4,5,DET 50,7,14,Sam Martin punts 41 yards downed by Miles Killebrew,-0.060,0.380
1,0:46,1,10,CHI 9,7,14,David Montgomery up the middle for 6 yards (tackle by A'Shawn Robinson),-0.380,-0.280
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,CHI 15,7,14,David Montgomery left tackle for 5 yards (tackle by Romeo Okwara and A'Shawn Robinson),-0.280,0.280
2,14:24,1,10,CHI 20,7,14,Tarik Cohen up the middle for 5 yards (tackle by Romeo Okwara),0.280,0.410
2,13:41,2,5,CHI 25,7,14,Mitchell Trubisky pass incomplete short right intended for Anthony Miller (defended by Justin Coleman),0.410,-0.300
2,13:35,3,5,CHI 25,7,14,Mitchell Trubisky pass complete short middle to Allen Robinson for 14 yards (tackle by Tracy Walker). Penalty on Tavon Wilson: Illegal Contact (Declined),-0.300,1.530
2,13:08,1,10,CHI 39,7,14,Mitchell Trubisky pass complete short right to Javon Wims for 7 yards (tackle by Amani Oruwariye),1.530,1.930
2,12:35,2,3,CHI 46,7,14,Mitchell Trubisky pass complete short left to Tarik Cohen for 6 yards (tackle by Amani Oruwariye),1.930,2.390
2,11:59,1,10,DET 48,7,14,Mitchell Trubisky pass complete short left to David Montgomery for 9 yards (tackle by A'Shawn Robinson),2.390,3.060
2,11:16,2,1,DET 39,7,14,David Montgomery right tackle for 3 yards (tackle by Devon Kennard and John Atkins),3.060,3.180
2,10:31,1,10,DET 36,7,14,"David Montgomery up the middle for 3 yards (tackle by Will Harris and Romeo Okwara). Penalty on Javon Wims: Illegal Block Above the Waist, 10 yards",3.180,2.720
2,10:01,1,17,DET 43,7,14,"Tarik Cohen right end for no gain (tackle by Devon Kennard). Penalty on Rashaad Coward: Face Mask (15 Yards), 15 yards",2.720,1.730
2,9:40,1,32,CHI 42,7,14,Mitchell Trubisky pass complete short right to Anthony Miller for 6 yards (tackle by Justin Coleman),1.730,0.480
2,9:15,2,26,CHI 48,7,14,Mitchell Trubisky pass complete short middle to Tarik Cohen for 9 yards (tackle by Tavon Wilson),0.480,1.020
2,8:34,3,17,DET 43,7,14,Mitchell Trubisky pass complete short middle to Javon Wims for 11 yards (tackle by Tracy Walker),1.020,1.250
2,8:13,,,,,,Timeout #1 by Chicago Bears,,
2,8:13,4,6,DET 32,7,14,Mitchell Trubisky pass incomplete short left intended for Javon Wims Penalty on CHI: Illegal Formation (Declined),1.250,-1.070
2,8:09,1,10,DET 32,7,14,"Penalty on Frank Ragnow: False Start, 5 yards (no play)",1.070,0.740
2,8:09,1,15,DET 27,7,14,Bo Scarbrough up the middle for 8 yards (tackle by Roquan Smith),0.740,0.930
2,7:38,2,7,DET 35,7,14,Bo Scarbrough right end for 3 yards (tackle by Bilal Nichols),0.930,0.630
2,6:57,3,4,DET 38,7,14,David Blough pass complete short right to Ty Johnson for 9 yards (tackle by Roquan Smith),0.630,2.060
2,6:30,1,10,DET 47,7,14,Ty Johnson left tackle for 5 yards (tackle by Khalil Mack),2.060,2.190
2,5:54,2,5,CHI 48,7,14,David Blough pass complete deep right to Kenny Golladay for 34 yards (tackle by Kyle Fuller),2.190,4.650
2,5:09,1,10,CHI 14,7,14,"David Blough pass incomplete short left intended for Logan Thomas. Penalty on Taylor Decker: Offensive Holding, 10 yards (no play)",4.650,3.970
2,5:01,1,20,CHI 24,7,14,David Blough pass incomplete short right intended for Danny Amendola,3.970,2.740
2,4:58,2,20,CHI 24,7,14,Ty Johnson up the middle for 5 yards (tackle by Nick Kwiatkoski),2.740,2.730
2,4:19,3,15,CHI 19,7,14,David Blough pass incomplete deep left intended for Kenny Golladay (defended by Buster Skrine). Penalty on Buster Skrine: Defensive Pass Interference (Offsetting) Penalty on DET: Offensive Pass Interference (Offsetting) (no play),2.730,2.730
2,4:13,3,15,CHI 19,7,14,"David Blough pass incomplete short right. Penalty on Leonard Floyd: Roughing the Passer, 10 yards (no play)",2.730,5.140
2,4:06,1,9,CHI 9,7,14,Ty Johnson up the middle for 2 yards (tackle by Bilal Nichols and Eddie Goldman),5.140,4.760
2,3:22,2,7,CHI 7,7,14,David Blough pass incomplete short left intended for Marvin Jones,4.760,3.810
2,3:19,3,7,CHI 7,7,14,David Blough pass incomplete short right,3.810,2.970
2,3:13,4,7,CHI 7,7,17,Matt Prater 25 yard field goal good,2.970,3.000
2,3:10,,,DET 35,7,17,"Matt Prater kicks off 62 yards, returned by Cordarrelle Patterson for 33 yards (tackle by Mike Ford)",0.000,1.330
2,3:03,1,10,CHI 36,7,17,Mitchell Trubisky pass incomplete short left intended for Anthony Miller (defended by Justin Coleman),1.330,0.790
2,2:59,2,10,CHI 36,7,17,Tarik Cohen up the middle for 4 yards (tackle by Trey Flowers),0.790,0.630
2,2:18,3,6,CHI 40,7,17,Mitchell Trubisky pass complete short right to Anthony Miller for 12 yards,0.630,2.390
2,2:00,1,10,DET 48,7,17,Mitchell Trubisky pass complete short left to Anthony Miller for 10 yards (tackle by Justin Coleman),2.390,3.050
2,1:33,1,10,DET 38,7,17,Mitchell Trubisky pass complete short left to Javon Wims for 19 yards (tackle by Amani Oruwariye),3.050,4.310
2,1:07,1,10,DET 19,7,17,Mitchell Trubisky pass complete short middle to Allen Robinson for 6 yards (tackle by Darius Slay),4.310,4.720
2,0:43,2,4,DET 13,7,17,Mitchell Trubisky pass incomplete short left intended for Anthony Miller,4.720,3.960
2,0:38,3,4,DET 13,7,17,Mitchell Trubisky left tackle for 1 yard (tackle by Tracy Walker),3.960,2.730
2,0:25,,,,,,Timeout #1 by Detroit Lions,,
2,0:25,4,3,DET 12,10,17,Eddy Pineiro 30 yard field goal good,2.730,3.000
2,0:22,,,CHI 35,10,17,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
2,0:22,1,10,DET 25,10,17,Bo Scarbrough right end for 15 yards (tackle by Ha Ha Clinton-Dix),0.610,1.600
2,0:15,,,,,,Timeout #2 by Detroit Lions,,
2,0:15,1,10,DET 40,10,17,David Blough sacked by Roquan Smith for -8 yards,1.600,-0.030
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
