Quarter,Time,Tm,Detail,CHI,DET
1.0,11:37,Bears,Allen Robinson 10 yard pass from Mitchell Trubisky (Eddy Pineiro kick),7,0
,11:01,Lions,Kenny Golladay 75 yard pass from David Blough (Matt Prater kick),7,7
,4:12,Lions,Marvin Jones 8 yard pass from David Blough (Matt Prater kick),7,14
2.0,3:10,Lions,Matt Prater 25 yard field goal,7,17
,0:22,Bears,Eddy Pineiro 30 yard field goal,10,17
3.0,4:44,Bears,Jesper Horsted 18 yard pass from Mitchell Trubisky (Eddy Pineiro kick),17,17
4.0,10:47,Lions,Matt Prater 24 yard field goal,17,20
,2:17,Bears,David Montgomery 3 yard pass from Mitchell Trubisky (Eddy Pineiro kick),24,20
