Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
2,10:50,3,12,DAL 28,0,24,Chad Hutchinson pass complete to Troy Hambrick for 2 yards (tackle by Micheal Barrow),-0.560,-1.370
2,10:08,4,10,DAL 30,0,24,"Filip Filipovic punts 33 yards, muffed catch by Delvin Joyce, recovered by Delvin Joyce and returned for no gain",-1.370,-1.400
2,9:56,1,10,NYG 37,0,24,Ron Dayne middle for 6 yards (tackle by Dat Nguyen),1.400,1.670
2,9:14,2,4,NYG 43,0,24,Ron Dayne middle for 6 yards (tackle by Greg Ellis and Dat Nguyen),1.670,2.190
2,8:30,1,10,NYG 49,0,24,Ron Dayne right tackle for 3 yards (tackle by Tony Dixon and Greg Ellis),2.190,2.050
2,7:47,2,7,DAL 48,0,24,Ron Dayne left guard for 4 yards (tackle by Roy Williams),2.050,1.880
2,7:03,3,3,DAL 44,0,24,Ron Dayne left guard for 2 yards (tackle by Roy Williams),1.880,0.460
2,6:15,4,1,DAL 42,0,24,"Matt Allen punts 14 yards, out of bounds",0.460,-0.810
2,6:08,1,10,DAL 28,0,24,Chad Hutchinson pass incomplete intended for Joey Galloway,0.810,0.260
2,5:56,2,10,DAL 28,0,24,Emmitt Smith middle for 2 yards (tackle by Johnnie Harris and Micheal Barrow),0.260,-0.160
2,5:19,3,8,DAL 30,0,24,"Chad Hutchinson pass complete to Michael Wiley for 9 yards (tackle by Omar Stoutmire). Penalty on Antonio Bryant: Offensive Pass Interference, 10 yards (no play)",-0.160,-1.480
2,4:57,3,18,DAL 20,0,24,Chad Hutchinson left tackle for 10 yards (tackle by Micheal Barrow and Frank Ferrara),-1.480,-1.370
2,4:10,4,8,DAL 30,0,24,"Filip Filipovic punts 28 yards, returned by Delvin Joyce for 8 yards (tackle by Markus Steele)",-1.370,-2.260
2,4:02,1,10,,0,24,Ron Dayne left tackle for 4 yards (tackle by Roy Williams),2.260,2.250
2,3:20,2,6,DAL 46,0,24,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Michael Myers),2.250,1.550
2,3:16,3,6,DAL 46,0,24,Kerry Collins pass incomplete intended for Daryl Jones,1.550,0.200
2,3:12,4,6,DAL 46,0,24,"Matt Allen punts 35 yards, returned by Joey Galloway for no gain. Penalty on Kevin Lewis: Offensive Holding, 10 yards (no play)",0.200,-0.460
2,3:02,4,16,NYG 44,0,24,"Matt Allen punts 49 yards, returned by Joey Galloway for 10 yards (tackle by Omar Stoutmire)",-0.460,0.060
2,2:48,1,10,DAL 17,0,24,Chad Hutchinson pass incomplete intended for Reggie Swinton,-0.060,-0.580
2,2:42,2,10,DAL 17,0,24,Chad Hutchinson pass complete to Antonio Bryant for 14 yards (tackle by Brandon Short and Ralph Brown),-0.580,1.000
2,2:21,1,10,DAL 31,0,24,"Chad Hutchinson pass complete to Michael Wiley for 6 yards (tackle by Brandon Short). Penalty on Brandon Short: Unnecessary Roughness, 15 yards",1.000,2.390
2,2:06,1,10,NYG 48,0,24,Chad Hutchinson pass incomplete intended for Joey Galloway,2.390,1.850
2,2:01,2,10,NYG 48,0,24,Chad Hutchinson pass complete to Michael Wiley for 12 yards (tackle by Micheal Barrow),1.850,3.180
2,1:52,1,10,NYG 36,0,24,"Penalty on Joey Galloway: False Start, 5 yards (no play)",3.180,2.850
2,1:52,1,15,NYG 41,0,24,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo,2.850,1.960
2,1:48,2,15,NYG 41,0,24,Michael Wiley right guard for 7 yards (tackle by Kenny Holmes and Dhani Jones),1.960,2.210
2,1:39,2,15,NYG 41,,,Timeout #1 by Dallas Cowboys,1.960,2.210
2,1:39,3,8,NYG 34,0,24,Chad Hutchinson pass incomplete,2.210,1.060
2,1:31,4,8,NYG 34,0,24,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo,1.060,-1.200
2,1:26,1,10,NYG 34,0,24,Kerry Collins pass incomplete intended for Amani Toomer,1.200,0.660
2,1:22,2,10,NYG 34,0,24,Kerry Collins pass complete to Jeremy Shockey for 9 yards (tackle by Dat Nguyen and Michael Myers),0.660,1.160
2,1:12,2,10,NYG 34,,,Timeout #1 by New York Giants,0.660,1.160
2,1:12,3,1,NYG 43,0,24,Tiki Barber right guard for -1 yards (tackle by Ebenezer Ekuban and Roy Williams),1.160,-0.590
2,1:03,3,1,NYG 43,,,Timeout #2 by Dallas Cowboys,1.160,-0.590
2,1:03,4,2,NYG 42,0,24,"Matt Allen punts 41 yards, fair catch by Joey Galloway",-0.590,0.060
2,0:54,1,10,DAL 17,0,24,Chad Hutchinson pass complete to Joey Galloway for 30 yards (tackle by Johnnie Harris),-0.060,2.060
2,0:40,1,10,DAL 17,,,Timeout #3 by Dallas Cowboys,-0.060,2.060
2,0:40,1,10,DAL 47,0,24,Chad Hutchinson pass complete to Michael Wiley for 10 yards (tackle by Ralph Brown),2.060,2.720
2,0:33,1,10,NYG 43,0,24,Chad Hutchinson pass complete to Michael Wiley for 3 yards (tackle by Jason Sehorn),2.720,2.580
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:28,2,7,NYG 40,0,24,"Chad Hutchinson pass incomplete intended for Antonio Bryant is intercepted by Johnnie Harris at NYG-3 and returned for 11 yards. Penalty on Kenny Holmes: Unsportsmanlike Conduct, 7 yards",2.580,0.380
2,0:17,1,10,NYG 7,0,24,Kerry Collins for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,0,24,"Billy Cundiff kicks off 48 yards, returned by Daryl Jones for 10 yards (tackle by James Whalen)",0.000,1.070
3,14:55,1,10,NYG 32,0,24,Kerry Collins pass complete to Jeremy Shockey for 17 yards (tackle by Roy Williams and Tony Dixon),1.070,2.190
3,14:21,1,10,NYG 49,0,24,Kerry Collins pass complete to Tiki Barber for 30 yards (tackle by Tony Dixon),2.190,4.170
3,13:36,1,10,DAL 21,0,24,Kerry Collins pass incomplete intended for Jeremy Shockey,4.170,3.630
3,13:32,2,10,DAL 21,0,24,Tiki Barber middle for 3 yards (tackle by Dat Nguyen and Michael Myers),3.630,3.310
3,12:53,3,7,DAL 18,0,24,Kerry Collins pass incomplete intended for Amani Toomer,3.310,2.250
3,12:49,4,7,DAL 18,0,27,Matt Bryant 35 yard field goal good,2.250,3.000
3,12:49,,,NYG 30,0,27,"Matt Bryant kicks off 53 yards, returned by Woodrow Dantzler for 18 yards (tackle by Wesly Mallard)",0.000,1.270
3,12:37,1,10,DAL 35,0,27,Emmitt Smith left tackle for -2 yards (tackle by Kenny Holmes and Lance Legree),1.270,0.450
3,12:00,2,12,DAL 33,0,27,Chad Hutchinson pass incomplete,0.450,-0.230
3,11:52,3,12,DAL 33,0,27,Michael Wiley right guard for 11 yards (tackle by Frank Ferrara),-0.230,-0.460
3,11:10,4,1,DAL 44,0,27,"Filip Filipovic punts 41 yards, fair catch by Delvin Joyce",-0.460,0.220
3,11:02,1,10,NYG 15,0,27,Kerry Collins pass complete to Tiki Barber for 8 yards (tackle by Brandon Noble and Ebenezer Ekuban),-0.220,0.480
3,10:22,2,2,NYG 23,0,27,Tiki Barber left end for -2 yards (tackle by Brandon Noble and Kevin Hardy),0.480,-0.630
3,9:44,3,4,NYG 21,0,27,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Roy Williams),-0.630,-1.960
3,9:40,4,4,NYG 21,0,27,"Matt Allen punts 32 yards, returned by Joey Galloway for -2 yards (tackle by Omar Stoutmire)",-1.960,-1.930
3,9:29,1,10,DAL 45,0,27,Chad Hutchinson pass incomplete intended for Joey Galloway,1.930,1.380
3,9:25,2,10,DAL 45,0,27,Emmitt Smith left tackle for 1 yard (tackle by Dhani Jones and Micheal Barrow),1.380,0.830
3,8:48,3,9,DAL 46,0,27,Chad Hutchinson pass incomplete intended for Joey Galloway is intercepted by Shaun Williams at NYG-38 and returned for -2 yards,0.830,-1.330
3,8:39,1,10,NYG 36,0,27,Tiki Barber right guard for 2 yards (tackle by Dexter Coakley and Roy Williams),1.330,1.060
3,8:01,2,8,NYG 38,0,27,Kerry Collins pass incomplete intended for Amani Toomer,1.060,0.370
3,7:56,3,8,NYG 38,0,27,"Kerry Collins pass incomplete intended for Amani Toomer (defended by Mario Edwards). Penalty on Michael Myers: Defensive Offside, 5 yards (no play)",0.370,1.030
3,7:51,3,3,NYG 43,0,27,Kerry Collins pass incomplete intended for Jeremy Shockey,1.030,-0.520
3,7:45,4,3,NYG 43,0,27,"Matt Allen punts 29 yards, fair catch by Reggie Swinton. Penalty on Dhani Jones: Offensive Holding, 10 yards (no play)",-0.520,-1.180
3,7:36,4,13,NYG 33,0,27,"Matt Allen punts 38 yards, fair catch by Reggie Swinton",-1.180,-0.870
3,7:28,1,10,DAL 29,0,27,Emmitt Smith right tackle for 9 yards (tackle by Shaun Williams and Micheal Barrow),0.870,1.540
3,6:43,2,1,DAL 38,0,27,Emmitt Smith left tackle for 2 yards (tackle by Dhani Jones),1.540,1.600
3,6:06,1,10,DAL 40,0,27,Chad Hutchinson pass incomplete intended for Antonio Bryant (defended by Jason Sehorn),1.600,1.050
3,6:01,2,10,DAL 40,0,27,Troy Hambrick middle for -3 yards (tackle by Dwight Johnson and Lance Legree),1.050,-0.030
3,5:21,3,13,DAL 37,0,27,Chad Hutchinson pass incomplete intended for Reggie Swinton,-0.030,-0.910
3,5:15,4,13,DAL 37,0,27,"Filip Filipovic punts 42 yards, fair catch by Delvin Joyce",-0.910,-0.340
3,5:07,1,10,NYG 21,0,27,Ron Dayne left guard for 5 yards (tackle by Dexter Coakley),0.340,0.480
3,4:30,2,5,NYG 26,0,27,Ron Dayne left guard for 8 yards (tackle by Michael Myers and Tony Dixon),0.480,1.200
3,3:45,1,10,NYG 34,0,27,Kerry Collins pass complete to Amani Toomer for 29 yards (tackle by Mario Edwards),1.200,3.120
3,3:18,1,10,DAL 37,0,27,Kerry Collins pass incomplete intended for Amani Toomer,3.120,2.570
3,3:13,2,10,DAL 37,0,27,Ron Dayne right tackle for 2 yards (tackle by La'Roi Glover),2.570,2.150
3,2:30,3,8,DAL 35,0,27,Kerry Collins pass incomplete intended for Jeremy Shockey. Penalty on Rich Seubert: Offensive Holding (Declined),2.150,0.970
3,2:25,4,8,DAL 35,0,27,Matt Allen punts 23 yards,0.970,0.350
3,2:13,1,10,DAL 12,0,27,Chad Hutchinson pass complete to Robert Thomas for 4 yards (tackle by Jason Sehorn),-0.350,-0.370
3,1:38,2,6,DAL 16,0,27,Troy Hambrick left guard for 2 yards (tackle by Micheal Barrow and Cornelius Griffin),-0.370,-0.720
3,0:55,2,6,DAL 16,,,Timeout #1 by Dallas Cowboys,-0.370,-0.720
3,0:55,3,4,DAL 18,0,27,Chad Hutchinson pass incomplete intended for Joey Galloway (defended by Dhani Jones),-0.720,-2.240
3,0:49,4,4,DAL 18,0,27,"Filip Filipovic punts 35 yards, returned by Delvin Joyce for 37 yards (tackle by Michael Wiley)",-2.240,-4.510
3,0:35,1,10,DAL 16,0,27,Ron Dayne left tackle for 3 yards (tackle by Derek Ross and La'Roi Glover),4.510,4.390
Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DAL 13,0,27,Kerry Collins pass incomplete intended for Dan Campbell (defended by Lynn Scott),4.390,3.540
4,14:56,3,7,DAL 13,0,27,Kerry Collins pass incomplete intended for Amani Toomer,3.540,2.570
4,14:51,4,7,DAL 13,0,30,Matt Bryant 31 yard field goal good,2.570,3.000
4,14:51,,,NYG 30,0,30,"Matt Bryant kicks off 63 yards, returned by Woodrow Dantzler for 20 yards. Penalty on Robert Thomas: Offensive Holding, 10 yards",0.000,-0.320
4,14:39,1,10,DAL 13,0,30,Chad Hutchinson pass complete to Antonio Bryant for 8 yards (tackle by Dhani Jones),-0.320,0.350
4,14:00,2,2,DAL 21,0,30,Chad Hutchinson pass complete to Emmitt Smith for -2 yards (tackle by Lance Legree and Micheal Barrow),0.350,-0.710
4,13:15,3,4,DAL 19,0,30,Chad Hutchinson pass incomplete intended for Ken-Yon Rambo (defended by Cornelius Griffin),-0.710,-2.140
4,13:15,4,4,DAL 19,0,30,"Filip Filipovic punts 25 yards, fair catch by Delvin Joyce. Penalty on Reggie Stephens: Offensive Holding, 10 yards",-2.140,-1.990
4,13:02,1,10,NYG 46,0,30,Ron Dayne right tackle for 2 yards (tackle by Derek Ross),1.990,1.720
4,12:20,2,8,NYG 48,0,30,Ron Dayne left end for 10 yards (tackle by Roy Williams),1.720,2.790
4,11:33,1,10,DAL 42,0,30,Ron Dayne middle for 3 yards (tackle by Michael Myers and John Nix),2.790,2.650
4,10:48,2,7,DAL 39,0,30,Jesse Palmer pass complete to Charles Stackhouse for 10 yards (tackle by Dat Nguyen),2.650,3.640
4,10:01,1,10,DAL 29,0,30,Ron Dayne middle for 5 yards (tackle by Dexter Coakley),3.640,3.780
4,9:17,2,5,DAL 24,0,30,Ron Dayne right tackle for 7 yards (tackle by Derek Ross),3.780,4.440
4,8:37,1,10,DAL 17,0,30,Ron Dayne left tackle for -1 yards (tackle by Kevin Hardy),4.440,3.720
4,7:53,2,11,DAL 18,0,30,Jesse Palmer pass incomplete intended for Daryl Jones,3.720,3.000
4,7:49,3,11,DAL 18,0,30,Jesse Palmer pass complete to Dan Campbell for 14 yards (tackle by Dexter Coakley and Tony Dixon),3.000,6.280
4,7:04,1,4,DAL 4,0,30,"Penalty on Jason Whittle: False Start, 5 yards (no play)",6.280,5.140
4,6:49,1,9,DAL 9,0,30,Jesse Palmer pass complete to Amani Toomer for 6 yards (tackle by Mario Edwards),5.140,5.530
4,6:03,2,3,DAL 3,0,36,"Ron Dayne left guard for 3 yards, touchdown",5.530,7.000
4,6:03,,,DAL 3,0,37,Matt Bryant kicks extra point good,0.000,0.000
4,6:03,,,NYG 30,0,37,"Matt Bryant kicks off 61 yards, returned by Woodrow Dantzler for 35 yards (tackle by Ralph Brown)",0.000,1.860
4,5:49,1,10,DAL 44,0,37,Chad Hutchinson pass complete to Darnay Scott for 12 yards (tackle by Ralph Brown and Brandon Short),1.860,2.650
4,5:19,1,10,NYG 44,0,37,Troy Hambrick left end for 6 yards (tackle by Dwight Johnson),2.650,2.920
4,4:45,2,4,NYG 38,0,37,Troy Hambrick right end for 1 yard (tackle by Nick Greisen and Byron Frisch),2.920,2.350
4,4:03,3,3,NYG 37,0,37,Troy Hambrick right end for 17 yards (tackle by Omar Stoutmire),2.350,4.240
4,3:24,1,10,NYG 20,0,37,Chad Hutchinson sacked by Byron Frisch for -4 yards,4.240,3.150
4,2:54,2,14,NYG 24,0,37,Chad Hutchinson pass complete to Reggie Swinton for 14 yards (tackle by Jason Sehorn),3.150,4.910
4,2:18,1,10,NYG 10,0,37,Troy Hambrick left end for 1 yard (tackle by Byron Frisch and Wesly Mallard),4.910,4.380
4,2:00,2,9,NYG 9,6,37,"Chad Hutchinson pass complete to Antonio Bryant for 9 yards, touchdown",4.380,7.000
4,2:00,,,NYG 9,7,37,Billy Cundiff kicks extra point good,0.000,0.000
4,2:00,,,DAL 30,7,37,"Billy Cundiff kicks onside 13 yards, recovered by James Whalen (onside kick successful)",0.000,1.800
4,1:56,1,10,DAL 43,7,37,Chad Hutchinson pass incomplete intended for Robert Thomas,1.800,1.250
4,1:51,2,10,DAL 43,7,37,Chad Hutchinson pass incomplete,1.250,0.560
4,1:43,3,10,DAL 43,7,37,Chad Hutchinson pass complete to Ken-Yon Rambo for 23 yards (tackle by Reggie Stephens),0.560,3.310
4,1:14,3,10,DAL 43,,,Timeout #2 by Dallas Cowboys,0.560,3.310
4,1:14,1,10,NYG 34,7,37,Chad Hutchinson pass incomplete intended for James Whalen,3.310,2.770
4,1:09,2,10,NYG 34,7,37,Chad Hutchinson pass complete to Reggie Swinton for 12 yards (tackle by Nick Greisen and Ralph Brown),2.770,4.110
4,0:56,2,10,NYG 34,,,Timeout #3 by Dallas Cowboys,2.770,4.110
4,0:56,1,10,NYG 22,7,37,Chad Hutchinson pass incomplete,4.110,3.560
4,0:51,2,10,NYG 22,7,37,Chad Hutchinson sacked by Byron Frisch for -6 yards,3.560,2.080
4,0:25,3,16,NYG 28,7,37,Chad Hutchinson pass incomplete intended for Michael Wiley,2.080,1.590
4,0:20,4,16,NYG 28,7,37,"Penalty on DAL: Delay of Game, 5 yards (no play)",1.590,1.150
4,0:20,4,21,NYG 33,7,37,Chad Hutchinson pass incomplete,1.150,-1.200
4,0:08,1,10,NYG 34,7,37,Jesse Palmer for -3 yards,1.200,0.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
