Quarter,Time,Tm,Detail,DAL,NYG
1.0,8:36,Giants,Tiki Barber 1 yard rush (Matt Bryant kick),0,7
,5:36,Giants,Kenny Holmes 50 yard defensive fumble return (Matt Bryant kick),0,14
,1:34,Giants,Ron Dayne 4 yard rush (Matt Bryant kick),0,21
2.0,12:37,Giants,Matt Bryant 38 yard field goal,0,24
3.0,12:44,Giants,Matt Bryant 35 yard field goal,0,27
4.0,14:46,Giants,Matt Bryant 31 yard field goal,0,30
,5:58,Giants,Ron Dayne 3 yard rush (Matt Bryant kick),0,37
,1:56,Cowboys,Antonio Bryant 9 yard pass from Chad Hutchinson (Billy Cundiff kick),7,37
