Quarter,Time,Down,ToGo,Location,NWE,NOR,Detail,EPB,EPA
1,4:46,3,22,NOR 16,13,3,Drew Brees pass complete short left to Josh Hill for 13 yards (tackle by Patrick Chung),-2.420,-1.440
1,4:17,4,9,NOR 29,13,3,"Thomas Morstead punts 38 yards, fair catch by Patrick Chung",-1.440,-1.140
1,4:09,1,10,NWE 33,13,3,Phillip Dorsett for 7 yards (tackle by Sterling Moore),1.140,1.540
1,3:44,2,3,NWE 40,13,3,Mike Gillislee right end for 7 yards (tackle by Trey Hendrickson and Tyeler Davison),1.540,2.060
1,3:07,1,10,NWE 47,13,3,Mike Gillislee left end for 3 yards (tackle by Trey Hendrickson),2.060,1.920
1,2:38,2,7,,13,3,Tom Brady pass incomplete short left intended for Rex Burkhead,1.920,1.220
1,2:34,3,7,,13,3,Tom Brady pass complete short middle to Rob Gronkowski for 11 yards (tackle by Kenny Vaccaro),1.220,2.980
1,1:51,1,10,NOR 39,13,3,Tom Brady pass complete short right to Phillip Dorsett for 23 yards (tackle by Sterling Moore),2.980,4.510
1,1:07,1,10,NOR 16,13,3,Mike Gillislee left guard for 3 yards (tackle by Marshon Lattimore),4.510,4.390
1,0:24,2,7,NOR 13,13,3,Tom Brady pass incomplete short left intended for Chris Hogan (defended by P.J. Williams),4.390,3.540
1,0:21,3,7,NOR 13,19,3,"Tom Brady pass complete short left to Chris Hogan for 13 yards, touchdown",3.540,7.000
1,0:16,,,NOR 15,20,3,Stephen Gostkowski kicks extra point good,0.000,0.000
1,0:16,,,NWE 35,20,3,"Stephen Gostkowski kicks off 60 yards, returned by Alvin Kamara for 15 yards (tackle by Harvey Langi)",0.000,-0.280
1,0:12,1,10,NOR 20,20,3,Alvin Kamara right guard for 3 yards (tackle by Lawrence Guy),0.280,0.140
Quarter,Time,Down,ToGo,Location,NWE,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 23,20,3,Drew Brees pass complete short left to Ted Ginn for 12 yards (tackle by Eric Rowe),0.140,1.270
2,14:34,1,10,NOR 35,20,3,Drew Brees pass incomplete short left intended for Alvin Kamara,1.270,0.720
2,14:29,2,10,NOR 35,20,3,"Penalty on Trey Flowers: Defensive Offside, 5 yards (no play)",0.720,1.400
2,14:29,2,5,NOR 40,20,3,Drew Brees pass complete deep left to Alvin Kamara for 38 yards (tackle by Patrick Chung),1.400,4.110
2,13:50,1,10,NWE 22,20,3,Adrian Peterson right guard for 5 yards (tackle by Devin McCourty),4.110,4.290
2,13:14,2,5,NWE 17,20,3,Adrian Peterson right guard for 6 yards,4.290,4.840
2,12:38,1,10,NWE 11,20,3,Drew Brees pass incomplete short right intended for Michael Thomas,4.840,4.140
2,12:35,2,10,NWE 11,20,3,Drew Brees pass complete short left to Josh Hill for 6 yards (tackle by Devin McCourty),4.140,4.440
2,11:56,3,4,NWE 5,20,9,"Drew Brees pass complete short left to Brandon Coleman for 5 yards, touchdown",4.440,7.000
2,11:52,,,NWE 15,20,10,Wil Lutz kicks extra point good,0.000,0.000
2,11:52,,,NOR 35,20,10,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,11:52,1,10,NWE 25,20,10,Tom Brady pass complete short right to Rob Gronkowski for 2 yards (tackle by Kenny Vaccaro),0.610,0.330
2,11:15,2,8,NWE 27,20,10,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.330,0.000
2,11:10,,,,,,Timeout #1 by New England Patriots,0.000,0.360
2,11:10,3,8,NWE 27,20,10,Tom Brady sacked by Hau'oli Kikaha for -7 yards,-0.360,-2.030
2,10:40,4,15,NWE 20,20,10,"Ryan Allen punts 57 yards, returned by Ted Ginn for 16 yards (tackle by Joe Cardona)",-2.030,-1.530
2,10:31,1,10,NOR 39,20,10,Mark Ingram left end for 1 yard (tackle by Trey Flowers),1.530,1.120
2,9:53,2,9,NOR 40,20,10,Drew Brees pass incomplete deep left intended for Alvin Kamara,1.120,0.430
2,9:47,3,9,NOR 40,20,10,Drew Brees pass complete deep right to Brandon Coleman for 42 yards (tackle by Duron Harmon),0.430,4.370
2,9:15,1,10,NWE 18,20,10,Mark Ingram right tackle for 2 yards (tackle by Elandon Roberts),4.370,4.090
2,8:37,2,8,NWE 16,20,10,Drew Brees pass incomplete short right intended for Michael Thomas,4.090,0.000
2,8:33,,,,,,Timeout #1 by New Orleans Saints,0.000,-3.300
2,8:33,3,8,NWE 16,20,10,Drew Brees pass incomplete deep left intended for Ted Ginn (defended by Jonathan Jones),3.300,2.380
2,8:28,4,8,NWE 16,20,10,"Wil Lutz 35 yard field goal good. Penalty on Jonathan Jones: Defensive Offside, 5 yards (no play)",2.380,2.800
2,8:23,4,3,NWE 11,20,10,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",2.800,2.380
2,8:23,4,8,NWE 16,20,13,Wil Lutz 35 yard field goal good,2.380,3.000
2,8:18,,,NOR 35,20,13,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,8:18,1,10,NWE 25,20,13,Tom Brady pass complete short middle to Rob Gronkowski for 17 yards (tackle by Kenny Vaccaro),0.610,1.730
2,7:32,1,10,NWE 42,20,13,James White right guard for 7 yards (tackle by Alex Okafor),1.730,2.130
2,6:57,2,3,NWE 49,20,13,Tom Brady pass complete short middle to Chris Hogan for 27 yards (tackle by Marcus Williams and Alex Anzalone),2.130,3.970
2,6:07,1,10,NOR 24,20,13,Dion Lewis right end for no gain (tackle by Kenny Vaccaro),3.970,3.430
2,5:31,2,10,NOR 24,20,13,Tom Brady pass complete deep middle to Brandin Cooks for 22 yards (tackle by De'Vante Harris),3.430,6.740
2,4:52,1,2,NOR 2,26,13,"Mike Gillislee left guard for 2 yards, touchdown",6.740,7.000
2,4:47,,,NOR 15,27,13,Stephen Gostkowski kicks extra point good,0.000,0.000
2,4:47,,,NWE 35,27,13,"Stephen Gostkowski kicks off 58 yards, returned by Alvin Kamara for 22 yards (tackle by Cassius Marsh)",0.000,-0.870
2,4:42,1,10,NOR 29,27,13,"Drew Brees pass complete short left to Mark Ingram for 6 yards (tackle by Patrick Chung). Drew Brees fumbles, recovered by Drew Brees at NOR-29",0.870,1.140
2,4:02,2,4,NOR 35,27,13,Drew Brees pass complete deep right to Michael Thomas for 33 yards (tackle by Stephon Gilmore),1.140,3.450
2,3:49,1,10,NWE 32,27,13,Drew Brees pass complete short right to Michael Hoomanawanui for 8 yards (tackle by Patrick Chung),3.450,3.980
2,3:18,2,2,NWE 24,27,13,Adrian Peterson left tackle for -1 yards (tackle by Deatrich Wise Jr.),3.980,3.140
2,2:33,3,3,NWE 25,27,13,Drew Brees pass incomplete short left intended for Brandon Coleman,3.140,0.000
2,2:27,,,,,,Timeout #2 by New England Patriots,0.000,-1.900
2,2:27,4,3,NWE 25,27,13,Drew Brees pass incomplete deep right intended for Ted Ginn,1.900,-0.610
2,2:23,1,10,NWE 25,27,13,Mike Gillislee right tackle for 9 yards (tackle by P.J. Williams),0.610,1.280
2,2:00,2,1,NWE 34,27,13,Tom Brady middle for 2 yards (tackle by Tyeler Davison),1.280,1.330
2,1:38,1,10,NWE 36,27,13,"Tom Brady pass complete short left to James White for 8 yards (tackle by Marshon Lattimore). Penalty on David Andrews: Offensive Holding, 10 yards",1.330,1.200
2,1:31,1,12,NWE 34,27,13,Tom Brady pass complete short right to James White for 23 yards (tackle by De'Vante Harris),1.200,2.720
2,1:01,1,10,NOR 43,27,13,Tom Brady pass complete short middle to Chris Hogan for 25 yards (tackle by De'Vante Harris),2.720,4.370
2,0:35,1,10,NOR 18,27,13,Tom Brady pass complete short middle to James White for 1 yard (tackle by Alex Anzalone),4.370,0.000
2,0:27,,,,,,Timeout #3 by New England Patriots,0.000,-3.940
2,0:27,2,9,NOR 17,27,13,Tom Brady pass incomplete deep middle intended for Rob Gronkowski,3.940,3.170
2,0:21,3,9,NOR 17,27,13,Tom Brady middle for 7 yards (tackle by P.J. Williams),3.170,2.890
2,0:02,4,2,NOR 10,30,13,Stephen Gostkowski 28 yard field goal good,2.890,3.000
Quarter,Time,Down,ToGo,Location,NWE,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,1,10,NOR 25,30,13,Drew Brees pass complete short left to Alvin Kamara for 8 yards,0.610,1.140
3,14:28,2,2,NOR 33,30,13,Adrian Peterson left end for 6 yards (tackle by Eric Rowe),1.140,1.530
3,14:01,1,10,NOR 39,30,13,Adrian Peterson left end for 3 yards (tackle by Devin McCourty),1.530,1.390
3,13:21,2,7,NOR 42,30,13,Drew Brees pass incomplete short middle intended for Alvin Kamara (defended by Devin McCourty),1.390,0.700
3,13:16,3,7,NOR 42,30,13,Drew Brees pass complete short left to Coby Fleener for 20 yards (tackle by Patrick Chung and Duron Harmon),0.700,3.050
3,12:41,1,10,NWE 38,30,13,Drew Brees pass incomplete short middle intended for Michael Thomas (defended by Malcolm Butler),3.050,2.510
3,12:35,2,10,NWE 38,30,13,Adrian Peterson right guard for 3 yards (tackle by Elandon Roberts),2.510,2.210
3,11:56,3,7,NWE 35,30,13,Drew Brees sacked by Deatrich Wise Jr. for -8 yards,2.210,0.400
3,11:17,4,15,NWE 43,30,13,"Thomas Morstead punts 32 yards, fair catch by Patrick Chung",0.400,0.370
3,11:09,1,10,NWE 11,30,13,Tom Brady pass complete short right to Dion Lewis for 11 yards (tackle by P.J. Williams and A.J. Klein),-0.370,0.410
3,10:34,1,10,NWE 22,30,13,Tom Brady pass complete short left to Jacob Hollister for 5 yards (tackle by Marshon Lattimore),0.410,0.540
3,10:03,2,5,NWE 27,30,13,Dion Lewis left tackle for no gain (tackle by Cameron Jordan and Manti Te'o),0.540,-0.160
3,9:36,3,5,NWE 27,30,13,"Tom Brady pass incomplete short left intended for Chris Hogan is intercepted by Marcus Williams at NWE-42 and returned for 40 yards. Penalty on Manti Te'o: Defensive 12 On-field, 5 yards (no play)",-0.160,1.070
3,9:29,1,10,NWE 32,30,13,Mike Gillislee for 1 yard (tackle by Alex Anzalone),1.070,0.660
3,8:57,2,9,NWE 33,30,13,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.660,-0.030
3,8:52,3,9,NWE 33,30,13,"Tom Brady pass incomplete short middle intended for Rob Gronkowski is intercepted by Kenny Vaccaro at NWE-45 and returned for 2 yards. Penalty on Kenny Vaccaro: Defensive Holding, 5 yards (no play)",-0.030,1.470
3,8:42,1,10,NWE 38,30,13,Mike Gillislee right end for 5 yards (tackle by P.J. Williams),1.470,1.600
3,8:23,2,5,NWE 43,30,13,Mike Gillislee left end for 1 yard (tackle by Cameron Jordan),1.600,1.020
3,7:49,3,4,NWE 44,30,13,Tom Brady pass incomplete short right intended for Jacob Hollister,1.020,-0.460
3,7:42,4,4,NWE 44,30,13,"Ryan Allen punts 27 yards. Penalty on Dwayne Allen: Offensive 12 On-field, 5 yards",-0.460,-1.200
3,7:34,1,10,NOR 34,30,13,Mark Ingram right guard for 9 yards (tackle by Elandon Roberts),1.200,1.870
3,7:03,2,1,NOR 43,30,13,Mark Ingram left guard for 4 yards (tackle by Elandon Roberts),1.870,2.060
3,6:28,1,10,NOR 47,30,13,Drew Brees pass complete deep left to Michael Thomas for 21 yards (tackle by Patrick Chung),2.060,3.450
3,5:53,1,10,NWE 32,30,13,Mark Ingram right end for 1 yard (tackle by Elandon Roberts and Trey Flowers),3.450,3.040
3,5:13,2,9,NWE 31,30,13,Drew Brees pass incomplete deep right intended for Brandon Coleman (defended by Jonathan Jones),3.040,2.340
3,5:06,3,9,NWE 31,30,13,Drew Brees pass incomplete short right intended for Alvin Kamara,2.340,1.320
3,5:00,4,9,NWE 31,30,13,Wil Lutz 49 yard field goal no good,1.320,-1.530
3,4:55,1,10,NWE 39,30,13,Tom Brady pass complete short middle to Chris Hogan for 7 yards (tackle by P.J. Williams),1.530,1.930
3,4:19,2,3,NWE 46,30,13,James White left guard for 4 yards (tackle by Vonn Bell),1.930,2.260
3,3:40,1,10,,30,13,Mike Gillislee for 3 yards (tackle by Vonn Bell),2.260,2.120
3,3:13,2,7,NOR 47,30,13,Tom Brady pass complete short middle to Rob Gronkowski for 21 yards (tackle by Vonn Bell and Marcus Williams),2.120,3.840
3,2:37,1,10,NOR 26,30,13,Dion Lewis left guard for 13 yards (tackle by Vonn Bell),3.840,4.710
3,2:00,1,10,NOR 13,30,13,Dion Lewis left guard for 1 yard (tackle by Tyeler Davison),4.710,4.220
3,1:18,2,9,NOR 12,30,13,Tom Brady pass incomplete short left intended for Dwayne Allen (defended by A.J. Klein),4.220,3.280
3,1:14,3,9,NOR 12,30,13,Tom Brady pass complete short left to Chris Hogan for 6 yards (tackle by Marshon Lattimore),3.280,3.010
3,0:44,4,3,NOR 6,33,13,Stephen Gostkowski 24 yard field goal good,3.010,3.000
3,0:40,,,NWE 35,33,13,"Stephen Gostkowski kicks off 66 yards, returned by Alvin Kamara for 34 yards (tackle by Devin McCourty)",0.000,-1.140
3,0:33,1,10,NOR 33,33,13,Drew Brees pass complete short middle to Alvin Kamara for 5 yards (tackle by Elandon Roberts),1.140,1.270
3,0:07,2,5,NOR 38,33,13,"Drew Brees pass incomplete short right intended for Alvin Kamara. Penalty on Andrus Peat: Illegal Use of Hands, 10 yards (no play)",1.270,-0.080
3,0:03,2,15,NOR 28,33,13,Drew Brees pass incomplete short middle intended for Coby Fleener,-0.080,-0.760
Quarter,Time,Down,ToGo,Location,NWE,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,15,NOR 28,33,13,Drew Brees pass complete short right to Josh Hill for 10 yards (tackle by Jonathan Jones),-0.760,-0.850
4,14:27,4,5,NOR 38,33,13,"Thomas Morstead punts 51 yards, returned by Patrick Chung for no gain",-0.850,0.370
4,14:19,1,10,NWE 11,33,13,Tom Brady pass complete short left to James White for 5 yards (tackle by Marshon Lattimore),-0.370,-0.300
4,13:43,2,5,NWE 16,33,13,Tom Brady pass complete deep right to James White for 24 yards (tackle by Marcus Williams),-0.300,1.600
4,13:06,1,10,NWE 40,33,13,Mike Gillislee right guard for 4 yards (tackle by P.J. Williams),1.600,1.590
4,12:33,2,6,NWE 44,33,13,Tom Brady pass complete short left to Brandin Cooks for 15 yards (tackle by Marshon Lattimore and Vonn Bell),1.590,2.850
4,11:48,1,10,NOR 41,33,13,Tom Brady pass complete deep left to Phillip Dorsett for 38 yards (tackle by De'Vante Harris),2.850,6.510
4,11:17,1,3,NOR 3,33,13,"Mike Gillislee left end for 3 yards. Penalty on NWE: Illegal Shift, 6 yards (no play)",6.510,5.140
,,,,,,,"NOR challenged the score ruling, and the play was upheld.",,
4,11:13,1,9,NOR 9,33,13,"Mike Gillislee right end for 2 yards (tackle by Marcus Williams). Penalty on Marcus Cannon: Offensive Holding, 10 yards (no play)",5.140,0.000
4,10:48,,,,,,Timeout #1 by New England Patriots,0.000,-4.230
4,10:48,1,19,NOR 19,33,13,Mike Gillislee left guard for 7 yards (tackle by Rafael Bush),4.230,3.860
4,10:15,2,12,NOR 12,33,13,Tom Brady pass complete short left to Phillip Dorsett for 7 yards (tackle by Marcus Williams),3.860,4.260
4,9:36,3,5,NOR 5,33,13,Tom Brady sacked by Alex Anzalone for -4 yards,4.260,2.830
4,8:54,4,9,NOR 9,36,13,Stephen Gostkowski 27 yard field goal good,2.830,3.000
4,8:49,,,NWE 35,36,13,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,8:49,1,10,NOR 25,36,13,Drew Brees pass complete short right to Ted Ginn for 7 yards (tackle by Stephon Gilmore),0.610,1.010
4,8:35,2,3,NOR 32,36,13,Drew Brees pass complete short left to Michael Thomas for 17 yards (tackle by Duron Harmon),1.010,2.190
4,8:02,1,10,NOR 49,36,13,Drew Brees pass incomplete short middle intended for Mark Ingram (defended by Patrick Chung),2.190,1.650
4,7:57,2,10,NOR 49,36,13,Drew Brees pass incomplete short right intended for Ted Ginn,1.650,0.960
4,7:53,3,10,NOR 49,36,13,Drew Brees pass complete short right to Michael Thomas for 9 yards (tackle by Malcolm Butler),0.960,0.000
4,7:19,,,,,,Timeout #2 by New England Patriots,0.000,-0.460
4,7:19,4,1,NWE 42,36,13,Adrian Peterson left end for 2 yards (tackle by Elandon Roberts),0.460,2.920
4,6:46,1,10,NWE 40,36,13,Drew Brees pass complete deep right to Brandon Coleman for 25 yards (tackle by Devin McCourty),2.920,4.580
4,6:23,1,10,NWE 15,36,13,Drew Brees pass complete short right to Mark Ingram for 6 yards (tackle by Patrick Chung),4.580,5.030
4,5:38,2,4,NWE 9,36,13,Drew Brees pass complete short left to Ted Ginn for 5 yards (tackle by Malcolm Butler),5.030,6.280
4,5:09,1,4,NWE 4,36,19,"Drew Brees pass complete short left to Coby Fleener for 4 yards, touchdown",6.280,7.000
4,5:04,,,NWE 15,36,20,Wil Lutz kicks extra point good,0.000,0.000
4,5:04,,,NOR 35,36,20,"Wil Lutz kicks onside 9 yards, recovered by Chris Hogan",0.000,-2.650
4,5:03,1,10,NOR 44,36,20,Mike Gillislee right end for 13 yards (tackle by P.J. Williams),2.650,3.510
4,4:17,1,10,NOR 31,36,20,Mike Gillislee right tackle for 3 yards (tackle by Alex Anzalone),3.510,3.370
4,3:35,2,7,NOR 28,36,20,Tom Brady pass complete short left to James Develin for 6 yards (tackle by Manti Te'o),3.370,0.000
4,3:29,,,,,,Timeout #2 by New Orleans Saints,0.000,-3.470
4,3:29,3,1,NOR 22,36,20,Mike Gillislee left tackle for 2 yards (tackle by Alex Okafor),3.470,0.000
4,3:19,,,,,,Timeout #3 by New Orleans Saints,0.000,-4.240
4,3:19,1,10,NOR 20,36,20,Mike Gillislee left tackle for 1 yard (tackle by Cameron Jordan),4.240,3.820
4,2:37,2,9,NOR 19,36,20,Mike Gillislee right guard for 1 yard (tackle by Tyeler Davison),3.820,3.220
4,2:00,3,8,NOR 18,36,20,--,3.220,2.610
4,2:00,3,13,NOR 23,36,20,"Penalty on Brandin Cooks: False Start, 5 yards (no play)",2.610,1.410
4,1:11,4,20,NOR 30,36,20,"Penalty on NWE: Delay of Game, 5 yards (no play)",1.410,0.970
4,1:11,4,25,NOR 35,36,20,"Ryan Allen punts 27 yards, out of bounds",0.970,0.380
4,1:04,1,10,NOR 8,36,20,Drew Brees pass complete short middle to Brandon Coleman for 10 yards (tackle by Patrick Chung),-0.380,0.040
4,0:45,1,10,NOR 18,36,20,Drew Brees pass complete short middle to Coby Fleener for 9 yards (tackle by Jordan Richards),0.040,0.820
4,0:26,2,1,NOR 27,36,20,Drew Brees pass incomplete deep left intended for Michael Thomas,0.820,-0.020
4,0:20,3,1,NOR 27,36,20,Drew Brees pass complete short right to Mark Ingram for 14 yards (tackle by Jordan Richards),-0.020,1.660
4,0:04,1,10,NOR 41,36,20,Drew Brees spiked the ball,1.660,1.120
4,0:04,2,10,NOR 41,36,20,Mark Ingram middle for 28 yards (tackle by Jonathan Jones),1.120,3.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
