#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:31,NOR 38,7,2:53,34,Field Goal
2,1,5:29,NOR 28,3,1:20,1,Punt
3,1,0:16,NOR 20,9,3:24,80,Touchdown
4,2,10:31,NOR 39,7,2:13,45,Field Goal
5,2,4:47,NOR 29,6,2:24,46,Downs
6,3,15:00,NOR 25,8,3:51,32,Punt
7,3,7:34,NOR 34,7,2:39,35,Missed FG
8,3,0:40,NOR 33,3,1:21,5,Punt
9,4,8:49,NOR 25,10,3:45,75,Touchdown
10,4,1:04,NOR 8,6,1:04,61,End of Game
