Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
1,5:10,,,KAN 35,3,0,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,5:10,1,10,TAM 25,3,0,Leonard Fournette up the middle for 3 yards (tackle by Tanoh Kpassagnon),0.610,0.470
1,4:37,2,7,TAM 28,3,0,Leonard Fournette right guard for 6 yards (tackle by Michael Danna and Tershawn Wharton),0.470,0.560
1,3:56,3,1,TAM 34,3,0,Leonard Fournette left guard for 6 yards (tackle by Daniel Sorensen and Tershawn Wharton),0.560,1.600
1,3:19,1,10,TAM 40,3,0,"Tom Brady pass incomplete deep left intended for Mike Evans. Penalty on Bashaud Breeland: Defensive Holding, 5 yards (no play)",1.600,1.930
1,3:14,1,10,TAM 45,3,0,Tom Brady pass complete deep right to Antonio Brown for 16 yards (tackle by Charvarius Ward),1.930,2.980
1,2:34,1,10,KAN 39,3,0,Tom Brady pass complete short left to Cameron Brate for 15 yards (tackle by Damien Wilson),2.980,3.970
1,1:54,1,10,KAN 24,3,0,Leonard Fournette right guard for 11 yards (tackle by Charvarius Ward and L'Jarius Sneed),3.970,4.710
1,1:11,1,10,KAN 13,3,0,Tom Brady pass complete short left to Antonio Brown for 5 yards (tackle by Bashaud Breeland),4.710,4.960
1,0:41,2,5,KAN 8,3,6,"Tom Brady pass complete short left to Rob Gronkowski for 8 yards, touchdown",4.960,7.000
1,0:37,,,KAN 15,3,7,Ryan Succop kicks extra point good,0.000,0.000
1,0:37,,,TAM 35,3,7,"Bradley Pinion kicks off 69 yards, returned by Byron Pringle for 41 yards (tackle by Bradley Pinion)",0.000,1.400
1,0:30,1,10,KAN 37,3,7,Patrick Mahomes pass incomplete short right intended for Darrel Williams (defended by Jason Pierre-Paul),1.400,0.860
1,0:26,2,10,KAN 37,3,7,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Lavonte David),0.860,0.960
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,KAN 43,3,7,Patrick Mahomes pass incomplete short right intended for Darrel Williams,0.960,-0.520
2,14:56,4,4,KAN 43,3,7,Tommy Townsend punts 27 yards out of bounds,-0.520,-0.940
2,14:50,1,10,TAM 30,3,7,Tom Brady pass incomplete short right intended for Ronald Jones,0.940,0.390
2,14:46,2,10,TAM 30,3,7,"Tom Brady pass complete short right to Rob Gronkowski for 3 yards (tackle by Damien Wilson). Penalty on Chris Jones: Unnecessary Roughness, 15 yards",0.390,2.130
2,14:24,1,10,TAM 48,3,7,Ronald Jones right tackle for 7 yards (tackle by Daniel Sorensen and Ben Niemann),2.130,2.530
2,13:43,2,3,KAN 45,3,7,Ronald Jones right tackle for 8 yards (tackle by Alex Okafor and Charvarius Ward),2.530,3.120
2,13:06,1,10,KAN 37,3,7,Tom Brady pass complete deep middle to Mike Evans for 31 yards (tackle by Daniel Sorensen),3.120,5.830
2,12:25,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,12:25,1,6,KAN 6,3,7,Ronald Jones up the middle for 4 yards (tackle by Chris Jones),5.830,5.720
2,11:46,2,2,KAN 2,3,7,Tom Brady pass incomplete short left intended for Joe Haeg (defended by Anthony Hitchens),5.720,4.950
2,11:42,3,2,KAN 2,3,7,Ronald Jones right guard for 1 yard (tackle by Tanoh Kpassagnon and Damien Wilson),4.950,3.550
2,10:55,4,1,KAN 1,3,7,Ronald Jones right guard for no gain (tackle by Damien Wilson and Ben Niemann),3.550,0.380
2,10:50,1,10,KAN 1,3,7,Patrick Mahomes pass complete short middle to Tyreek Hill for 14 yards (tackle by Jordan Whitehead),-0.380,-0.220
2,10:09,1,10,KAN 15,3,7,Patrick Mahomes pass incomplete short right intended for Mecole Hardman,-0.220,-0.710
2,10:05,2,10,KAN 15,3,7,Darrel Williams right tackle for 2 yards (tackle by Vita Vea),-0.710,-1.120
2,9:24,3,8,KAN 17,3,7,Patrick Mahomes pass incomplete deep right intended for Travis Kelce,-1.120,-2.320
2,9:18,4,8,KAN 17,3,7,"Tommy Townsend for -128 yards. Tommy Townsend fumbles, recovered by Tommy Townsend at KC-3 Tommy Townsend punts 56 yards, returned by Jaydon Mickens for 3 yards (tackle by Byron Pringle). Penalty on Ben Niemann: Offensive Holding, 8 yards (no play)",-2.320,-2.490
2,9:09,4,16,KAN 9,3,7,Tommy Townsend punts 29 yards out of bounds,-2.490,-3.050
2,9:03,1,10,KAN 38,3,7,Tom Brady pass complete short middle to Antonio Brown for -3 yards (tackle by Damien Wilson),3.050,2.100
2,8:25,2,13,KAN 41,3,7,Tom Brady pass complete short right to Rob Gronkowski for 9 yards (tackle by Daniel Sorensen),2.100,2.610
2,7:55,3,4,KAN 32,3,7,"Tom Brady pass short right (defended by Chris Jones) is intercepted by Tyrann Mathieu at KC-30 and returned for no gain. Penalty on Charvarius Ward: Defensive Holding, 5 yards (no play)",2.610,3.780
2,7:47,1,10,KAN 27,3,7,Leonard Fournette up the middle for 1 yard (tackle by Chris Jones),3.780,3.370
2,7:05,2,9,KAN 26,3,7,Tom Brady pass complete short right to Leonard Fournette for 4 yards (tackle by Ben Niemann),3.370,3.200
2,6:19,3,5,KAN 22,3,7,Tom Brady pass incomplete short middle intended for Tyler Johnson,3.200,2.040
2,6:15,4,5,KAN 22,3,7,"Ryan Succop yard field goal good. Penalty on Mecole Hardman: Defensive Offside, 5 yards (no play)",2.040,4.440
2,6:11,1,10,KAN 17,3,13,"Tom Brady pass complete deep right to Rob Gronkowski for 17 yards, touchdown. Penalty on Bashaud Breeland: Defensive Holding (Declined)",4.440,7.000
2,6:05,,,KAN 15,3,14,Ryan Succop kicks extra point good,0.000,0.000
2,6:05,,,TAM 35,3,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,6:05,1,10,KAN 25,3,14,Patrick Mahomes pass complete short middle to Travis Kelce for 13 yards (tackle by Devin White),0.610,1.470
2,5:25,1,10,KAN 38,3,14,Patrick Mahomes pass complete short left to Mecole Hardman for 4 yards (tackle by Devin White and Sean Murphy-Bunting),1.470,1.460
2,4:46,2,6,KAN 42,3,14,Patrick Mahomes pass complete short middle to Travis Kelce for 12 yards (tackle by Lavonte David),1.460,2.520
2,4:00,1,10,TAM 46,3,14,Patrick Mahomes left end for 10 yards (tackle by Lavonte David),2.520,3.180
2,3:24,1,10,TAM 36,3,14,Clyde Edwards-Helaire up the middle for 7 yards (tackle by Jamel Dean),3.180,3.580
2,2:42,2,3,TAM 29,3,14,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Jason Pierre-Paul),3.580,4.370
2,2:00,1,10,TAM 18,3,14,Patrick Mahomes pass complete short right to Tyreek Hill for -1 yards (tackle by Devin White),4.370,3.670
2,1:52,2,11,TAM 19,3,14,Patrick Mahomes pass complete short left to Travis Kelce for 5 yards (tackle by Lavonte David),3.670,3.630
2,1:10,3,6,TAM 14,3,14,Patrick Mahomes pass incomplete short right,3.630,2.530
2,1:04,4,6,TAM 14,6,14,Harrison Butker 34 yard field goal good,2.530,3.000
2,1:01,,,KAN 35,6,14,"Harrison Butker kicks off 64 yards, returned by Jaydon Mickens for 28 yards (tackle by Anthony Sherman)",0.000,0.870
2,0:55,1,10,TAM 29,6,14,Leonard Fournette up the middle for no gain (tackle by Chris Jones and Frank Clark),0.870,0.330
2,0:49,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:49,2,10,TAM 29,6,14,Tom Brady pass complete short right to Chris Godwin for 8 yards (tackle by L'Jarius Sneed),0.330,0.700
2,0:44,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:44,3,2,TAM 37,6,14,Tom Brady pass complete short right to Rob Gronkowski for 5 yards (tackle by Charvarius Ward),0.700,1.730
2,0:24,1,10,TAM 42,6,14,"Tom Brady pass incomplete deep left intended for Mike Evans. Penalty on Bashaud Breeland: Defensive Pass Interference, 34 yards (no play)",1.730,3.970
2,0:18,1,10,KAN 24,6,14,Tom Brady pass complete short middle to Leonard Fournette for 15 yards (tackle by Ben Niemann),3.970,5.140
2,0:13,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:13,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:13,1,9,KAN 9,6,14,"Tom Brady pass incomplete short middle intended for Mike Evans. Penalty on Tyrann Mathieu: Defensive Pass Interference, 8 yards (no play)",5.140,6.970
2,0:10,1,1,KAN 1,6,20,"Tom Brady pass complete short right to Antonio Brown for 1 yard, touchdown. Penalty on Tyrann Mathieu: Unsportsmanlike Conduct, 15 yards",6.970,7.000
2,0:06,,,KAN 15,6,21,Ryan Succop kicks extra point good,0.000,0.000
2,0:06,,,TAM 50,6,21,"Bradley Pinion kicks off 50 yards, touchback.",0.000,0.610
2,0:06,1,10,KAN 25,6,21,Patrick Mahomes kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,21,"Bradley Pinion kicks off 67 yards, returned by Byron Pringle for 21 yards (tackle by Carlton Davis)",0.000,0.150
3,14:54,1,10,KAN 19,6,21,Clyde Edwards-Helaire up the middle for 26 yards (tackle by Devin White),0.150,1.930
3,14:15,1,10,KAN 45,6,21,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Devin White),1.930,2.460
3,13:38,2,2,TAM 47,6,21,Clyde Edwards-Helaire right tackle for 10 yards (tackle by Antoine Winfield),2.460,3.120
3,12:58,1,10,TAM 37,6,21,Darrel Williams right end for 3 yards (tackle by Steve McLendon and Devin White),3.120,2.980
3,12:18,2,7,TAM 34,6,21,Patrick Mahomes pass complete short right to Mecole Hardman for no gain (tackle by Carlton Davis),2.980,2.280
3,11:38,3,7,TAM 34,6,21,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Lavonte David),2.280,1.060
3,11:31,4,7,TAM 34,9,21,Harrison Butker 52 yard field goal good,1.060,3.000
3,11:26,,,KAN 35,9,21,"Harrison Butker kicks off 60 yards, returned by Jaydon Mickens for 21 yards (tackle by Armani Watts)",0.000,0.670
3,11:22,1,10,TAM 26,9,21,Leonard Fournette left guard for 3 yards (tackle by Chris Jones and Derrick Nnadi),0.670,0.540
3,10:39,2,7,TAM 29,9,21,Tom Brady pass complete short left to Antonio Brown for 3 yards (tackle by Daniel Sorensen),0.540,0.230
3,9:55,3,4,TAM 32,9,21,Tom Brady pass complete short middle to Leonard Fournette for 12 yards (tackle by Ben Niemann),0.230,1.860
3,9:17,1,10,TAM 44,9,21,Leonard Fournette left end for 4 yards (tackle by Anthony Hitchens and Damien Wilson),1.860,1.860
3,8:28,2,6,TAM 48,9,21,Tom Brady pass complete short middle to Rob Gronkowski for 25 yards (tackle by Juan Thornhill),1.860,3.780
3,7:51,1,10,KAN 27,9,27,"Leonard Fournette right end for 27 yards, touchdown",3.780,7.000
3,7:45,,,KAN 15,9,28,Ryan Succop kicks extra point good,0.000,0.000
3,7:45,,,TAM 35,9,28,"Bradley Pinion kicks off 65 yards, returned by Byron Pringle for 25 yards (tackle by Cam Gill)",0.000,0.610
3,7:41,1,10,KAN 25,9,28,Clyde Edwards-Helaire up the middle for 3 yards (tackle by Jason Pierre-Paul),0.610,0.470
3,7:10,2,7,KAN 28,9,28,Patrick Mahomes sacked by Shaquil Barrett for -6 yards,0.470,-1.020
3,6:30,3,13,KAN 22,9,28,Patrick Mahomes pass deep right (defended by Mike Edwards) intended for Tyreek Hill is intercepted by Antoine Winfield at KC-45 and returned for no gain. Penalty on Austin Reiter: Offensive Holding (Declined),-1.020,-2.590
3,6:20,1,10,KAN 45,9,28,Tom Brady pass complete short left to Leonard Fournette for 15 yards (tackle by Bashaud Breeland),2.590,3.580
3,5:41,1,10,KAN 30,9,28,Leonard Fournette right tackle for 6 yards (tackle by Tyrann Mathieu),3.580,3.840
3,4:57,2,4,KAN 24,9,28,Ronald Jones right tackle for 3 yards (tackle by Derrick Nnadi),3.840,3.530
3,4:18,3,1,KAN 21,9,28,Ronald Jones right end for 2 yards (tackle by L'Jarius Sneed),3.530,4.310
3,3:44,1,10,KAN 19,9,28,Tom Brady pass incomplete deep right intended for Tanner Hudson,4.310,3.750
3,3:38,2,10,KAN 19,9,28,Tom Brady pass incomplete short left intended for Chris Godwin,3.750,3.030
3,3:33,3,10,KAN 19,9,28,"Tom Brady aborted snap, recovered by Tom Brady at KC-34 and returned for -15 yards",3.030,1.060
3,2:50,4,25,KAN 34,9,31,Ryan Succop 52 yard field goal good,1.060,3.000
3,2:46,,,TAM 35,9,31,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:46,1,10,KAN 25,9,31,"Patrick Mahomes pass incomplete deep right intended for Travis Kelce (defended by Jordan Whitehead). Penalty on Carlton Davis: Defensive Holding, 5 yards (no play)",0.610,0.940
3,2:35,1,10,KAN 30,9,31,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 5 yards (tackle by Jamel Dean),0.940,1.070
3,2:02,2,5,KAN 35,9,31,Clyde Edwards-Helaire left guard for 7 yards (tackle by Mike Edwards),1.070,1.730
3,1:25,1,10,KAN 42,9,31,"Penalty on Tyreek Hill: False Start, 5 yards (no play)",1.730,1.400
3,1:18,1,15,KAN 37,9,31,Patrick Mahomes pass incomplete short middle intended for Travis Kelce (defended by Lavonte David),1.400,0.510
3,1:13,2,15,KAN 37,9,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 21 yards (tackle by Sean Murphy-Bunting),0.510,2.790
3,0:34,1,10,TAM 42,9,31,Patrick Mahomes pass complete short middle to Sammy Watkins for 13 yards (tackle by Antoine Winfield),2.790,3.640
3,0:05,1,10,TAM 29,9,31,Patrick Mahomes pass incomplete short left intended for Darrel Williams,3.640,3.100
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TAM 29,9,31,Patrick Mahomes pass complete short middle to Travis Kelce for 17 yards (tackle by Mike Edwards),3.100,4.780
4,14:43,1,10,TAM 12,9,31,Clyde Edwards-Helaire right guard for 1 yard (tackle by Devin White),4.780,4.270
4,14:05,2,9,TAM 11,9,31,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,4.270,3.290
4,13:56,3,9,TAM 11,9,31,Patrick Mahomes pass incomplete short left intended for Byron Pringle (defended by Sean Murphy-Bunting),3.290,2.700
4,13:43,,,,,,Timeout #1 by Kansas City Chiefs,,
4,13:43,4,9,TAM 11,9,31,Patrick Mahomes pass incomplete short right intended for Darrel Williams,2.700,0.350
4,13:32,1,10,TAM 12,9,31,Ronald Jones up the middle for 4 yards (tackle by Tanoh Kpassagnon and Damien Wilson),-0.350,-0.370
4,13:00,2,6,TAM 16,9,31,Ronald Jones left end for 7 yards (tackle by Damien Wilson),-0.370,0.480
4,12:20,1,10,TAM 23,9,31,Ronald Jones up the middle for 8 yards (tackle by Tyrann Mathieu and Ben Niemann),0.480,1.010
4,11:40,2,2,TAM 31,9,31,Ronald Jones up the middle for 4 yards (tackle by Damien Wilson),1.010,1.270
4,10:56,1,10,TAM 35,9,31,Leonard Fournette up the middle for 4 yards (tackle by Ben Niemann and Daniel Sorensen),1.270,1.260
4,10:15,2,6,TAM 39,9,31,Tom Brady pass complete short left to Cameron Brate for 6 yards (tackle by Ben Niemann),1.260,1.930
4,9:33,1,10,TAM 45,9,31,Leonard Fournette right end for 8 yards (tackle by Charvarius Ward),1.930,2.460
4,8:56,2,2,KAN 47,9,31,Leonard Fournette left guard for 1 yard (tackle by Derrick Nnadi and Frank Clark),2.460,1.880
4,8:18,3,1,KAN 46,9,31,Tom Brady pass incomplete deep left intended for Rob Gronkowski,1.880,0.200
4,8:12,4,1,KAN 46,9,31,"Bradley Pinion punts 38 yards, fair catch by Mecole Hardman at KC-8",0.200,0.380
4,8:06,1,10,KAN 8,9,31,Patrick Mahomes pass complete deep left to Travis Kelce for 33 yards (tackle by Antoine Winfield),-0.380,1.660
4,7:44,1,10,KAN 41,9,31,Patrick Mahomes sacked by Ndamukong Suh for -8 yards,1.660,0.040
4,7:00,2,18,KAN 33,9,31,"Patrick Mahomes pass incomplete short middle intended for Travis Kelce. Penalty on Ndamukong Suh: Roughing the Passer, 15 yards (no play)",0.040,2.130
4,6:52,1,10,KAN 48,9,31,Patrick Mahomes pass complete short left to Travis Kelce for 12 yards (tackle by Devin White),2.130,2.920
4,6:26,1,10,TAM 40,9,31,Patrick Mahomes pass incomplete short left intended for Darrel Williams,2.920,2.370
4,6:22,2,10,TAM 40,9,31,Patrick Mahomes pass complete short right to Darrel Williams for 9 yards (tackle by Antoine Winfield and Carlton Davis),2.370,2.870
4,5:43,3,1,TAM 31,9,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 4 yards (tackle by Mike Edwards and Devin White),2.870,3.780
4,5:18,1,10,TAM 27,9,31,"Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards (tackle by Sean Murphy-Bunting). Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",3.780,3.120
4,5:09,1,20,TAM 37,9,31,Patrick Mahomes pass incomplete deep middle intended for Travis Kelce (defended by Jamel Dean),3.120,1.880
4,5:03,2,20,TAM 37,9,31,"Patrick Mahomes sacked by and Cam Gill for -13 yards and Ndamukong Suh for -13 yards. Patrick Mahomes fumbles (forced by Cam Gill), recovered by Patrick Mahomes at 50",1.880,-0.490
4,4:17,3,33,KAN 50,9,31,Patrick Mahomes pass complete short right to Tyreek Hill for 23 yards (tackle by Sean Murphy-Bunting),-0.490,1.670
4,4:06,4,10,TAM 27,9,31,"Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Antoine Winfield). Penalty on Antoine Winfield: Taunting, 14 yards",1.670,0.320
4,3:58,1,10,TAM 13,9,31,Leonard Fournette up the middle for 1 yard (tackle by Derrick Nnadi and Ben Niemann),-0.320,-0.680
4,3:52,,,,,,Timeout #2 by Kansas City Chiefs,,
4,3:52,2,9,TAM 14,9,31,Leonard Fournette up the middle for 5 yards (tackle by Bashaud Breeland and Derrick Nnadi),-0.680,-0.710
4,3:46,,,,,,Timeout #3 by Kansas City Chiefs,,
4,3:46,3,4,TAM 19,9,31,Tom Brady pass incomplete deep right intended for Antonio Brown,-0.710,-2.140
4,3:41,4,4,TAM 19,9,31,"Bradley Pinion punts 39 yards, returned by Tyreek Hill for no gain (tackle by Anthony Nelson)",-2.140,-1.730
4,3:30,1,10,KAN 42,9,31,Patrick Mahomes pass incomplete short left intended for Clyde Edwards-Helaire,1.730,1.190
4,3:25,2,10,KAN 42,9,31,Patrick Mahomes pass complete short middle to Tyreek Hill for 8 yards (tackle by Devin White and Antoine Winfield),1.190,1.550
4,3:05,3,2,KAN 50,9,31,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 18 yards (tackle by Mike Edwards and Sean Murphy-Bunting),1.550,3.450
4,2:41,1,10,TAM 32,9,31,"Patrick Mahomes pass incomplete short right intended for Demarcus Robinson (defended by Carlton Davis). Penalty on Mike Remmers: Offensive Holding, 10 yards (no play)",3.450,2.790
4,2:37,1,20,TAM 42,9,31,Patrick Mahomes pass complete deep left to Travis Kelce for 16 yards (tackle by Sean Murphy-Bunting),2.790,3.710
4,2:21,2,4,TAM 26,9,31,Patrick Mahomes pass incomplete deep left,3.710,3.010
4,2:12,3,4,TAM 26,9,31,Patrick Mahomes pass complete short left to Darrel Williams for 1 yard (tackle by Jamel Dean),3.010,1.900
4,2:07,4,3,TAM 25,9,31,Patrick Mahomes pass complete short right to Demarcus Robinson for 11 yards (tackle by Carlton Davis),1.900,4.650
4,2:00,1,10,TAM 14,9,31,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Lavonte David),4.650,4.710
4,1:40,2,6,TAM 10,9,31,Patrick Mahomes pass short right intended for Travis Kelce is intercepted by Devin White at TB-0 and returned for no gain,4.710,-0.280
4,1:33,1,10,TAM 20,9,31,Tom Brady kneels for -1 yards,0.280,-0.460
4,0:50,2,11,TAM 19,9,31,Tom Brady kneels for no gain,-0.460,-1.140
4,0:30,3,11,TAM 19,9,31,Tom Brady kneels for -1 yards,-1.140,-2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
