Quarter,Time,Tm,Detail,CAR,DET
1.0,9:27,Panthers,Greg Olsen 1 yard pass from Cam Newton (Graham Gano kick),7,0
,2:36,Lions,Kerryon Johnson 8 yard rush (Matt Prater kick),7,7
2.0,0:37,Lions,Matt Prater 54 yard field goal,7,10
3.0,3:47,Lions,Matt Prater 32 yard field goal,7,13
4.0,9:23,Panthers,Curtis Samuel 12 yard pass from Cam Newton (Graham Gano kick failed),13,13
,5:13,Lions,Kenny Golladay 19 yard pass from Matthew Stafford (Matt Prater kick),13,20
,1:07,Panthers,D.J. Moore 8 yard pass from Cam Newton (pass failed),19,20
