Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
2,9:55,2,5,HOU 41,3,7,Ahman Green right tackle for 11 yards (tackle by Johnathan Joseph and Nedu Ndukwe),1.470,2.390
2,9:11,1,10,CIN 48,3,7,Matt Schaub pass incomplete short left intended for Kevin Walter,2.390,1.850
2,9:06,2,10,CIN 48,3,7,Matt Schaub pass complete short right to Andre Johnson for 12 yards (tackle by Dexter Jackson),1.850,3.180
2,8:25,1,10,CIN 36,3,7,Steve Slaton up the middle for 2 yards (tackle by Pat Sims and Domata Peko),3.180,2.910
2,7:43,2,8,CIN 34,3,7,Matt Schaub pass complete short left to Andre Johnson for 11 yards (tackle by Dexter Jackson),2.910,4.040
2,7:01,1,10,CIN 23,3,7,Steve Slaton right tackle for 4 yards (tackle by Rashad Jeanty),4.040,4.050
2,6:23,2,6,CIN 19,3,7,Matt Schaub pass complete short left to Andre Johnson for 5 yards (tackle by Rashad Jeanty),4.050,4.280
2,5:41,3,1,CIN 14,3,7,Steve Slaton left end for 1 yard (tackle by Antwan Odom and Brandon Johnson),4.280,4.710
2,4:56,1,10,CIN 13,3,7,Matt Schaub pass complete short middle to Andre Johnson for 6 yards (tackle by Johnathan Joseph),4.710,5.150
2,4:13,2,4,CIN 7,3,7,Steve Slaton right end for 1 yard (tackle by Johnathan Joseph and Marvin White),5.150,4.560
2,3:29,3,3,CIN 6,3,13,"Matt Schaub pass complete short left to David Anderson for 6 yards, touchdown",4.560,7.000
2,,,,CIN 2,3,14,Kris Brown kicks extra point good,0.000,0.000
2,,,,HOU 30,3,14,"Kris Brown kicks off 63 yards, returned by Glenn Holt for 14 yards (tackle by Antwaun Molden)",0.000,0.340
2,3:18,1,10,CIN 21,3,14,Ryan Fitzpatrick pass complete short right to Cedric Benson for 14 yards (tackle by Nick Ferguson),0.340,1.270
2,2:47,1,10,CIN 35,3,14,Cedric Benson up the middle for 8 yards (tackle by Eugene Wilson and Nick Ferguson),1.270,1.800
2,2:20,2,2,CIN 43,3,14,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 5 yards (tackle by DelJuan Robinson),1.800,2.130
2,2:01,1,10,CIN 48,3,14,Ryan Fitzpatrick pass complete short middle to Reggie Kelly for 13 yards (tackle by Eugene Wilson),2.130,2.980
2,1:53,1,10,HOU 39,3,14,Cedric Benson right tackle for 6 yards (tackle by Tim Bulman),2.980,3.250
2,1:17,2,4,HOU 33,3,14,Ryan Fitzpatrick for 11 yards (tackle by Zach Diles),3.250,4.110
2,1:09,1,10,HOU 22,3,14,Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 8 yards (tackle by DelJuan Robinson),4.110,4.850
2,1:03,,,,3,14,Timeout #1 by Cincinnati Bengals,0.000,4.850
2,1:03,2,2,HOU 14,3,14,Ryan Fitzpatrick pass incomplete short right intended for Chad Ochocinco,4.850,4.150
2,0:59,3,2,HOU 14,3,14,Ryan Fitzpatrick pass incomplete short right intended for T.J. Houshmandzadeh (defended by DelJuan Robinson),4.150,2.630
2,0:54,4,2,HOU 14,6,14,Shayne Graham 32 yard field goal good,2.630,3.000
2,,,,CIN 30,6,14,"Shayne Graham kicks off 73 yards, returned by Jacoby Jones for 30 yards (tackle by Leon Hall)",0.000,0.740
2,0:43,1,10,HOU 27,6,14,Matt Schaub pass complete short middle to Steve Slaton for 7 yards (tackle by Brandon Johnson),0.740,1.140
2,0:24,2,3,HOU 34,6,14,Matt Schaub pass incomplete short right intended for Andre Johnson (defended by John Thornton),1.140,0.430
2,0:24,3,3,HOU 34,6,14,Matt Schaub pass complete short middle to Owen Daniels for 8 yards (tackle by Nedu Ndukwe),0.430,1.730
2,0:18,,,,6,14,Timeout #2 by Houston Texans,0.000,1.730
2,0:18,1,10,HOU 42,6,14,Matt Schaub pass complete short middle to Owen Daniels for 9 yards (tackle by Eric Henderson),1.730,2.400
2,0:18,,,,6,14,Timeout #3 by Houston Texans,0.000,2.400
2,0:18,2,1,CIN 49,6,14,Matt Schaub pass complete short left to Steve Slaton for 6 yards (tackle by David Jones),2.400,2.720
2,0:04,1,10,CIN 43,6,14,Matt Schaub pass incomplete deep right intended for Kevin Walter (defended by Nedu Ndukwe),2.720,2.180
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,6,14,"Shayne Graham kicks off 64 yards, returned by Jacoby Jones for 10 yards (tackle by Corey Lynch)",0.000,-0.140
3,14:52,1,10,HOU 16,6,14,Matt Schaub pass complete short middle to Andre Johnson for 18 yards (tackle by Dexter Jackson),-0.140,1.200
3,14:13,1,10,HOU 34,6,14,Steve Slaton right guard for 3 yards (tackle by Pat Sims),1.200,1.060
3,13:35,2,7,HOU 37,6,14,Steve Slaton right tackle for 2 yards (tackle by Rashad Jeanty),1.060,0.630
3,12:51,3,5,HOU 39,6,14,Matt Schaub pass complete short right to Andre Johnson for 17 yards (tackle by Johnathan Joseph),0.630,2.650
3,12:05,1,10,CIN 44,6,14,Matt Schaub pass complete deep middle to Andre Johnson for 20 yards (tackle by Dexter Jackson),2.650,3.970
3,11:25,1,10,CIN 24,6,14,Ahman Green right tackle for 3 yards (tackle by Pat Sims and Robert Geathers),3.970,3.840
3,10:47,2,7,CIN 21,6,14,Matt Schaub pass incomplete short middle intended for Owen Daniels (defended by Antwan Odom),3.840,3.140
3,10:43,3,7,CIN 21,6,14,Matt Schaub pass complete short left to Andre Johnson for 10 yards (tackle by Dexter Jackson),3.140,4.840
3,10:07,1,10,CIN 11,6,14,Ahman Green up the middle for 4 yards (tackle by Dhani Jones and Orien Harris),4.840,4.890
3,9:25,2,6,CIN 7,6,20,"Matt Schaub pass complete short right to Kevin Walter for 7 yards, touchdown",4.890,7.000
3,,,,CIN 2,6,21,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,6,21,"Kris Brown kicks off 69 yards, returned by Glenn Holt for 18 yards (tackle by Kevin Bentley). Penalty on Abdul Hodge: Illegal Block Above the Waist, 9 yards",0.000,-0.380
3,9:12,1,10,CIN 10,6,21,Ryan Fitzpatrick pass complete short right to T.J. Houshmandzadeh for 5 yards (tackle by Nick Ferguson),-0.380,-0.350
3,8:35,2,5,CIN 15,6,21,Ryan Fitzpatrick pass incomplete deep right intended for Chad Ochocinco,-0.350,-0.840
3,8:29,3,5,CIN 15,6,21,"Ryan Fitzpatrick pass complete short right to T.J. Houshmandzadeh for 6 yards (tackle by Demarcus Faggins). Penalty on Stacy Andrews: Offensive Holding, 7 yards (no play)",-0.840,-1.650
3,8:04,3,12,CIN 8,6,21,Ryan Fitzpatrick pass incomplete short middle intended for Kenny Watson,-1.650,-2.490
3,7:58,4,12,CIN 8,6,21,"Kyle Larson punts 45 yards, fair catch by Jacoby Jones",-2.490,-2.060
3,7:51,1,10,HOU 47,6,21,Steve Slaton left end for 5 yards (tackle by Brandon Johnson),2.060,2.190
3,7:11,2,5,CIN 48,6,21,Matt Schaub pass complete short right to Kevin Walter for 9 yards (tackle by Johnathan Joseph),2.190,2.980
3,6:41,1,10,CIN 39,6,27,"Matt Schaub pass complete deep right to Kevin Walter for 39 yards, touchdown",2.980,7.000
3,,,,CIN 2,6,28,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,6,28,"Kris Brown kicks off 69 yards, returned by Glenn Holt for 30 yards (tackle by Kevin Bentley)",0.000,1.000
3,6:23,1,10,CIN 31,6,28,Cedric Benson right end for no gain (tackle by DelJuan Robinson and Tim Bulman),1.000,0.460
3,5:49,2,10,CIN 31,6,28,Ryan Fitzpatrick pass complete short middle to Reggie Kelly for 7 yards (tackle by DelJuan Robinson),0.460,0.700
3,5:10,3,3,CIN 38,6,28,Ryan Fitzpatrick pass complete short left to Chad Ochocinco for 9 yards,0.700,2.060
3,4:57,1,10,CIN 47,6,28,Kenny Watson up the middle for 5 yards (tackle by DeMeco Ryans and Zach Diles),2.060,2.190
3,4:45,2,5,HOU 48,6,28,Ryan Fitzpatrick left end for 4 yards (tackle by Nick Ferguson),2.190,2.020
3,4:03,3,1,HOU 44,6,28,Cedric Benson up the middle for 1 yard (tackle by Anthony Weaver and Fred Bennett),2.020,2.720
3,3:36,1,10,HOU 43,6,28,Cedric Benson up the middle for 4 yards (tackle by Zach Diles and DelJuan Robinson),2.720,2.720
3,3:06,2,6,HOU 39,6,28,Ryan Fitzpatrick pass incomplete short left intended for T.J. Houshmandzadeh,2.720,2.010
3,3:06,3,6,HOU 39,6,28,"Ryan Fitzpatrick pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Eugene Wilson). Penalty on Eugene Wilson: Unnecessary Roughness, 15 yards",2.010,4.370
3,2:41,1,10,HOU 18,6,28,Ryan Fitzpatrick left tackle for 8 yards (tackle by Nick Ferguson),4.370,5.230
3,2:03,2,2,HOU 10,6,28,"Ryan Fitzpatrick sacked by Mario Williams for -7 yards. Ryan Fitzpatrick fumbles (forced by Mario Williams), recovered by Amobi Okoye at HOU-14 (tackle by Ryan Fitzpatrick)",5.230,0.280
3,1:55,1,10,HOU 14,6,28,Ahman Green left guard for 6 yards (tackle by Dexter Jackson),-0.280,0.150
3,1:13,2,4,HOU 20,6,28,Ahman Green right guard for no gain (tackle by Rashad Jeanty and Nedu Ndukwe),0.150,-0.680
3,0:30,3,4,HOU 20,6,28,Matt Schaub pass complete short left to Andre Johnson for 8 yards (tackle by David Jones),-0.680,0.810
Quarter,Time,Down,ToGo,Location,CIN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 28,6,28,Ahman Green up the middle for 5 yards (tackle by Pat Sims and Domata Peko),0.810,0.940
4,14:20,2,5,HOU 33,6,28,Ahman Green right guard for 4 yards (tackle by Rashad Jeanty),0.940,0.760
4,13:39,3,1,HOU 37,6,28,"Ahman Green right end for 5 yards (tackle by Brandon Johnson). Penalty on Brandon Johnson: Unnecessary Roughness, 15 yards",0.760,2.720
4,13:04,1,10,CIN 43,6,28,Steve Slaton left end for 5 yards (tackle by Brandon Johnson and Leon Hall),2.720,2.850
4,12:36,2,5,CIN 38,6,28,Matt Schaub pass complete short right to Andre Johnson for 9 yards,2.850,3.640
4,12:01,1,10,CIN 29,6,28,Steve Slaton up the middle for 1 yard (tackle by Johnathan Joseph and Orien Harris),3.640,3.240
4,11:19,2,9,CIN 28,6,28,Matt Schaub pass complete short left to Kevin Walter for 8 yards (tackle by Leon Hall),3.240,3.600
4,10:32,,,,6,28,Timeout #1 by Houston Texans,0.000,3.600
4,10:32,3,1,CIN 20,6,28,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",3.600,2.940
4,10:32,3,6,CIN 25,6,28,"Steve Slaton left end for 4 yards (tackle by Dexter Jackson). Penalty on Robert Geathers: Defensive Offside, 5 yards (no play)",2.940,3.600
4,10:02,3,1,CIN 20,6,34,"Steve Slaton left end for 20 yards, touchdown",3.600,7.000
4,,,,CIN 2,6,35,Kris Brown kicks extra point good,0.000,0.000
4,,,,HOU 30,6,35,"Kris Brown kicks off 72 yards, returned by Kenny Watson for 20 yards (tackle by Cecil Sapp)",0.000,0.040
4,9:48,1,10,CIN 18,6,35,Ryan Fitzpatrick sacked by Travis Johnson for -3 yards,0.040,-0.930
4,9:24,2,13,CIN 15,6,35,Cedric Benson right tackle for 1 yard (tackle by Zach Diles),-0.930,-1.500
4,8:44,3,12,CIN 16,6,35,Ryan Fitzpatrick pass incomplete deep middle intended for Chris Henry is intercepted by Eugene Wilson at HOU-44 and returned for 17 yards (tackle by Levi Jones),-1.500,-2.980
4,8:30,1,10,CIN 39,6,35,Steve Slaton right tackle for 1 yard (tackle by Pat Sims and Robert Geathers),2.980,2.580
4,7:46,2,9,CIN 38,6,35,Steve Slaton right tackle for 5 yards (tackle by Marvin White),2.580,2.540
4,7:46,3,4,CIN 33,6,35,"Penalty on Matt Schaub: Delay of Game, 5 yards (no play)",2.540,1.880
4,6:34,3,9,CIN 38,6,35,Matt Schaub sacked by John Thornton for -5 yards,1.880,0.400
4,6:34,4,14,CIN 43,6,35,"Penalty on Matt Turk: Delay of Game, 5 yards (no play)",0.400,0.070
4,5:39,4,19,CIN 48,6,35,"Matt Turk punts 35 yards, returned by Antonio Chatman for 15 yards (tackle by Chaun Thompson)",0.070,-0.810
4,5:30,1,10,CIN 28,6,35,Cedric Benson left guard for 2 yards (tackle by Mario Williams),0.810,0.530
4,5:05,2,8,CIN 30,6,35,Ryan Fitzpatrick pass complete short middle to Cedric Benson for 6 yards (tackle by Zach Diles),0.530,0.630
4,4:31,3,2,CIN 36,6,35,Ryan Fitzpatrick pass complete short right to Chad Ochocinco for 8 yards (tackle by Fred Bennett),0.630,1.860
4,4:05,1,10,CIN 44,6,35,Ryan Fitzpatrick pass complete short middle to T.J. Houshmandzadeh for 10 yards (tackle by Zach Diles),1.860,2.520
4,3:37,1,10,HOU 46,6,35,Ryan Fitzpatrick right end for 3 yards (tackle by DelJuan Robinson),2.520,2.380
4,3:27,2,7,HOU 43,6,35,"Ryan Fitzpatrick pass incomplete short left intended for T.J. Houshmandzadeh is intercepted by DelJuan Robinson at HOU-36. Penalty on DelJuan Robinson: Unsportsmanlike Conduct, 15 yards",2.380,-0.340
4,3:18,1,10,HOU 21,6,35,Ryan Moats left tackle for 3 yards (tackle by Antwan Odom and Eric Henderson),0.340,0.210
4,2:35,2,7,HOU 24,6,35,Ryan Moats up the middle for 5 yards (tackle by Antwan Odom and Marvin White),0.210,0.170
4,2:00,3,2,HOU 29,6,35,Ryan Moats for 9 yards (tackle by Marvin White),0.170,1.470
4,1:54,1,10,HOU 38,6,35,Matt Schaub kneels for -2 yards,1.470,0.650
4,1:11,2,12,HOU 36,6,35,Matt Schaub kneels for -1 yards,0.650,-0.160
4,0:31,3,13,HOU 35,6,35,Matt Schaub kneels for -1 yards,-0.160,-1.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
