Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Josh Scobee kicks off 75 yards, touchback",0.000,0.280
1,15:00,1,10,TEN 20,0,0,Chris Johnson right tackle for 2 yards (tackle by Austen Lane),0.280,0.000
1,14:24,2,8,TEN 22,0,0,Kerry Collins pass incomplete short right intended for Nate Washington,0.000,-0.690
1,14:19,3,8,TEN 22,0,0,"Penalty on Tyson Alualu: Neutral Zone Infraction, 5 yards (no play)",-0.690,-0.030
1,14:19,3,3,TEN 27,0,0,Kerry Collins pass complete short left to Nate Washington for 13 yards (tackle by Derek Cox and Courtney Greene),-0.030,1.600
1,13:46,1,10,TEN 40,0,0,Chris Johnson left guard for 2 yards (tackle by Courtney Greene),1.600,1.320
1,13:19,2,8,TEN 42,0,0,Kerry Collins pass incomplete short right intended for Bo Scaife,1.320,0.630
1,13:15,3,8,TEN 42,0,0,"Penalty on Chris Johnson: False Start, 5 yards (no play)",0.630,-0.030
1,13:15,3,13,TEN 37,0,0,Kerry Collins pass complete short left to Chris Johnson for 8 yards (tackle by Daryl Smith and Don Carey),-0.030,-0.390
1,12:37,4,5,TEN 45,0,0,Brett Kern punts 32 yards,-0.390,-0.480
1,12:26,1,10,JAX 23,0,0,Maurice Jones-Drew right end for 9 yards (tackle by Cortland Finnegan),0.480,1.150
1,12:02,2,1,JAX 32,0,0,Maurice Jones-Drew middle for 6 yards (tackle by Cortland Finnegan and Gerald McRath),1.150,1.470
1,11:24,1,10,JAX 38,0,0,Maurice Jones-Drew left guard for 3 yards (tackle by Gerald McRath),1.470,1.330
1,10:48,2,7,JAX 41,0,0,Maurice Jones-Drew left tackle for 6 yards (tackle by Stephen Tulloch),1.330,1.420
1,10:11,3,1,JAX 47,0,0,Rashad Jennings right end for 11 yards (tackle by Chris Hope),1.420,2.790
1,9:46,1,10,TEN 42,0,0,Rashad Jennings right tackle for 5 yards (tackle by Gerald McRath and Stephen Tulloch),2.790,2.920
1,9:08,2,5,TEN 37,0,0,David Garrard pass complete short right to Marcedes Lewis for 6 yards (tackle by Cortland Finnegan),2.920,3.510
1,8:38,1,10,TEN 31,0,0,Maurice Jones-Drew left guard for 11 yards (tackle by Chris Hope and Gerald McRath),3.510,4.240
1,8:00,1,10,TEN 20,0,0,Maurice Jones-Drew middle for 5 yards (tackle by Tony Brown),4.240,4.450
1,7:27,2,5,TEN 15,0,0,Maurice Jones-Drew right end for 4 yards (tackle by Cortland Finnegan),4.450,4.590
1,6:43,3,1,TEN 11,0,0,Rashad Jennings right tackle for no gain (tackle by Stephen Tulloch and Tony Brown),4.590,2.850
1,5:58,4,1,TEN 11,6,0,"Rashad Jennings middle for 11 yards, touchdown. Penalty on Jason Jones: Defensive Offside (Declined)",2.850,7.000
1,,,,TEN 2,7,0,Josh Scobee kicks extra point good,0.000,0.000
1,,,,JAX 30,7,0,"Josh Scobee kicks off 61 yards, returned by Marc Mariani for 19 yards (tackle by Slade Norris)",0.000,0.810
1,5:45,1,10,TEN 28,7,0,"Chris Johnson right end for 2 yards (tackle by Kirk Morrison). Penalty on David Stewart: Offensive Holding, 10 yards (no play)",0.810,-0.040
1,5:19,1,20,TEN 18,7,0,Chris Johnson middle for no gain (tackle by Kirk Morrison and Austen Lane),-0.040,-1.190
1,4:39,2,20,TEN 18,7,0,Kerry Collins pass complete deep middle to Craig Stevens for 19 yards (tackle by Justin Durant),-1.190,0.760
1,3:50,3,1,TEN 37,7,0,Chris Johnson right guard for no gain (tackle by Kirk Morrison and Daryl Smith),0.760,-0.910
1,3:10,4,1,TEN 37,7,0,Brett Kern punts 40 yards,-0.910,-0.480
1,2:59,1,10,JAX 23,7,0,Maurice Jones-Drew right end for 5 yards (tackle by Cortland Finnegan),0.480,0.610
1,2:34,2,5,JAX 28,7,0,Maurice Jones-Drew left guard for 4 yards (tackle by Stephen Tulloch and William Hayes),0.610,0.430
1,1:57,3,1,JAX 32,7,0,David Garrard left end for 5 yards (tackle by Michael Griffin),0.430,1.400
1,1:18,1,10,JAX 37,7,0,David Garrard pass complete short right to Zach Miller for 8 yards (tackle by Chris Hope),1.400,1.940
1,0:44,2,2,JAX 45,7,0,Maurice Jones-Drew middle for 1 yard (tackle by Stephen Tulloch),1.940,1.360
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,JAX 46,7,0,David Garrard middle for 3 yards (tackle by Jason Babin),1.360,2.190
2,14:24,1,10,JAX 49,7,0,David Garrard pass incomplete short right intended for Mike Thomas,2.190,1.650
2,14:20,2,10,JAX 49,7,0,Maurice Jones-Drew right tackle for 5 yards (tackle by Chris Hope),1.650,1.620
2,13:37,3,5,TEN 46,7,0,David Garrard pass incomplete short left intended for Kassim Osgood,1.620,0.200
2,13:31,4,5,TEN 46,7,0,"Adam Podlesh punts 46 yards, touchback",0.200,-0.280
2,13:19,1,10,TEN 20,7,0,Kerry Collins pass incomplete deep middle intended for Nate Washington is intercepted by Derek Cox at JAX-43,0.280,-1.800
2,13:11,1,10,JAX 43,7,0,Maurice Jones-Drew right end for 1 yard (tackle by Gerald McRath),1.800,1.390
2,12:42,2,9,JAX 44,7,0,Zach Miller left end for 8 yards (tackle by Chris Hope),1.390,1.750
2,12:01,3,1,TEN 48,7,0,David Garrard pass complete short right to Greg Jones for 11 yards (tackle by Chris Hope),1.750,3.120
2,11:23,1,10,TEN 37,7,0,Maurice Jones-Drew middle for 5 yards (tackle by William Hayes),3.120,3.250
2,10:46,2,5,TEN 32,7,0,Maurice Jones-Drew middle for 3 yards (tackle by Gerald McRath and Dave Ball),3.250,2.940
2,10:07,3,2,TEN 29,7,0,Rashad Jennings left tackle for 3 yards (tackle by Stephen Tulloch),2.940,3.840
2,9:29,1,10,TEN 26,7,0,Rashad Jennings left guard for 5 yards (tackle by Tim Shaw),3.840,3.970
2,8:52,2,5,TEN 21,7,0,"Zach Miller right end for 1 yard (tackle by Will Witherspoon). Penalty on Jordan Black: Offensive Holding, 10 yards",3.970,2.760
2,8:24,2,14,TEN 30,7,0,David Garrard pass complete short right to Rashad Jennings for 5 yards (tackle by Jason Jones),2.760,2.740
2,7:42,3,9,TEN 25,7,0,David Garrard pass complete short left to Marcedes Lewis for 10 yards (tackle by Gerald McRath),2.740,4.580
2,6:59,1,10,TEN 15,7,0,Maurice Jones-Drew middle for 5 yards (tackle by Stephen Tulloch and Michael Griffin),4.580,4.840
2,6:25,2,5,TEN 10,7,0,Maurice Jones-Drew right guard for 6 yards (tackle by Stephen Tulloch and Gerald McRath),4.840,6.280
2,5:44,1,4,TEN 4,13,0,"David Garrard left end for 4 yards, touchdown",6.280,7.000
2,,,,TEN 2,14,0,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,14,0,"Josh Scobee kicks off 60 yards, returned by Marc Mariani for 18 yards (tackle by Zach Miller)",0.000,0.810
2,5:32,1,10,TEN 28,14,0,Chris Johnson right tackle for 6 yards (tackle by Tyson Alualu and Kirk Morrison),0.810,1.070
2,4:52,2,4,TEN 34,14,0,Kerry Collins pass complete deep left to Nate Washington for 21 yards (tackle by Derek Cox),1.070,2.590
2,4:15,1,10,JAX 45,14,0,Chris Johnson left guard for -1 yards (tackle by Jeremy Mincey),2.590,1.910
2,3:39,2,11,JAX 46,14,0,Kerry Collins middle for 4 yards (tackle by Kirk Morrison),1.910,1.750
2,2:54,3,7,JAX 42,14,0,Kerry Collins pass incomplete short left intended for Damian Williams,1.750,0.460
2,2:48,,,,14,0,Timeout #1 by Tennessee Titans,0.000,0.460
2,2:48,4,7,JAX 42,14,0,Kerry Collins pass incomplete deep right intended for Randy Moss,0.460,-1.800
2,2:41,1,10,JAX 43,14,0,Rashad Jennings middle for 4 yards (tackle by Will Witherspoon),1.800,1.790
2,2:00,2,6,JAX 47,14,0,David Garrard left tackle for 7 yards (tackle by Jason Jones),1.790,2.520
2,1:30,1,10,TEN 46,14,0,"Rashad Jennings right guard for 2 yards (tackle by Will Witherspoon). Penalty on Tony Brown: Defensive Offside, 5 yards (no play)",2.520,3.250
2,1:24,1,5,TEN 41,14,0,David Garrard pass incomplete short right intended for Marcedes Lewis (defended by Michael Griffin),3.250,2.650
2,1:19,2,5,TEN 41,14,0,David Garrard pass complete short right to Mike Thomas for 12 yards (tackle by Stephen Tulloch),2.650,3.640
2,1:12,1,10,TEN 29,14,0,David Garrard pass complete short right to Mike Thomas for 12 yards,3.640,4.440
2,1:05,1,10,TEN 17,14,0,David Garrard pass incomplete deep right intended for Jason Hill,4.440,3.850
2,0:59,2,10,TEN 17,14,0,David Garrard pass complete short left to Mike Thomas for 1 yard (tackle by Alterraun Verner),3.850,3.190
2,0:48,,,,14,0,Timeout #1 by Jacksonville Jaguars,0.000,3.190
2,0:48,3,9,TEN 16,14,0,David Garrard pass complete short right to Zach Miller for 8 yards (tackle by Cortland Finnegan and Michael Griffin),3.190,2.990
2,0:03,,,,14,0,Timeout #2 by Jacksonville Jaguars,0.000,2.990
2,0:03,4,1,TEN 8,17,0,Josh Scobee 26 yard field goal good,2.990,3.000
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,17,0,"Rob Bironas kicks off 62 yards, returned by Deji Karim for 32 yards (tackle by Tim Shaw). Deji Karim fumbles (forced by Tim Shaw), ball out of bounds at JAX-40. Penalty on Greg Jones: Offensive Holding, 10 yards, Penalty on Russell Allen: Offensive Holding (Declined)",0.000,-0.140
3,14:52,1,10,JAX 16,17,0,Maurice Jones-Drew middle for 3 yards (tackle by Stephen Tulloch and Will Witherspoon),-0.140,-0.180
3,14:14,2,7,JAX 19,17,0,David Garrard pass complete short right to Zach Miller for 18 yards (tackle by Jason Jones),-0.180,1.400
3,13:32,1,10,JAX 37,17,0,Maurice Jones-Drew right tackle for 3 yards (tackle by Dave Ball and Stephen Tulloch),1.400,1.260
3,12:50,2,7,JAX 40,17,0,David Garrard pass complete short left to Mike Thomas for 6 yards (tackle by Alterraun Verner),1.260,1.360
3,12:25,3,1,JAX 46,17,0,David Garrard middle for no gain (tackle by Will Witherspoon and Michael Griffin),1.360,-0.320
3,12:02,4,1,JAX 46,17,0,David Garrard middle for 2 yards (tackle by Marques Douglas and Stephen Tulloch),-0.320,2.130
3,11:20,1,10,JAX 48,17,0,Maurice Jones-Drew left end for no gain (tackle by Will Witherspoon and Jacob Ford),2.130,1.580
3,10:43,2,10,JAX 48,17,0,David Garrard pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Will Witherspoon),1.580,1.420
3,10:04,3,6,TEN 48,17,0,David Garrard sacked by Gerald McRath and William Hayes for -7 yards,1.420,-0.390
3,9:39,4,13,JAX 45,17,0,"Adam Podlesh punts 40 yards, returned by Marc Mariani for 4 yards (tackle by Montell Owens)",-0.390,-0.150
