Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
2,14:13,2,8,NYJ 41,7,10,Maurice Jones-Drew left guard for 7 yards (tackle by David Harris and Jim Leonhard),2.450,2.680
2,13:32,3,1,NYJ 34,7,10,David Garrard middle for 1 yard (tackle by Darrelle Revis),2.680,3.380
2,12:50,1,10,NYJ 33,7,10,Maurice Jones-Drew left guard for 2 yards (tackle by Calvin Pace and Jim Leonhard),3.380,3.110
2,12:12,2,8,NYJ 31,7,10,David Garrard pass complete deep left to Torry Holt for 17 yards,3.110,4.650
2,11:43,1,10,NYJ 14,7,10,Maurice Jones-Drew right tackle for 3 yards (tackle by Marques Douglas),4.650,4.520
2,11:00,2,7,NYJ 11,13,10,"David Garrard left guard for 11 yards, touchdown",4.520,7.000
2,,,,NYJ 2,14,10,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,14,10,"Josh Scobee kicks off 70 yards, touchback",0.000,0.280
2,10:52,1,10,NYJ 20,14,10,Thomas Jones right tackle for 8 yards (tackle by Justin Durant),0.280,0.810
2,10:16,,,,14,10,Timeout #1 by New York Jets,0.000,0.810
2,10:16,2,2,NYJ 28,14,10,Thomas Jones right guard for 1 yard (tackle by Justin Durant and Terrance Knighton),0.810,0.230
2,9:43,3,1,NYJ 29,14,10,Thomas Jones right tackle for 2 yards (tackle by Derrick Harvey and Anthony Smith),0.230,1.000
2,9:02,1,10,NYJ 31,14,10,Mark Sanchez pass incomplete,1.000,0.460
2,8:52,2,10,NYJ 31,14,10,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery,0.460,-0.230
2,8:47,3,10,NYJ 31,14,10,"Mark Sanchez pass complete short middle to Dustin Keller for 14 yards (tackle by Reggie Nelson). Penalty on Dustin Keller: Offensive Pass Interfere, 10 yards (no play)",-0.230,-1.550
2,8:21,3,20,NYJ 21,14,10,Mark Sanchez pass incomplete deep right intended for Dustin Keller,-1.550,-1.960
2,8:12,4,20,NYJ 21,14,10,"Steve Weatherford punts 55 yards, returned by Brian Witherspoon for 6 yards (tackle by Brad Smith). Penalty on Montell Owens: Offensive Holding, 10 yards",-1.960,0.280
2,7:58,1,10,JAX 14,14,10,Maurice Jones-Drew middle for 1 yard (tackle by Sione Pouha and Shaun Ellis),-0.280,-0.640
2,7:17,2,9,JAX 15,14,10,David Garrard pass incomplete deep middle intended for Torry Holt,-0.640,-1.280
2,7:11,3,9,JAX 15,14,10,David Garrard pass complete deep middle to Mike Thomas for 20 yards (tackle by Jim Leonhard),-1.280,1.270
2,6:26,1,10,JAX 35,14,10,David Garrard pass complete deep middle to Marcedes Lewis for 25 yards (tackle by Jim Leonhard),1.270,2.920
2,5:44,1,10,NYJ 40,14,10,David Garrard pass incomplete short middle intended for Torry Holt (defended by Jim Leonhard),2.920,2.370
2,5:38,2,10,NYJ 40,14,10,Maurice Jones-Drew left guard for 3 yards (tackle by Bart Scott and Bryan Thomas),2.370,2.080
2,4:58,3,7,NYJ 37,14,10,David Garrard pass complete short middle to Maurice Jones-Drew for 3 yards (tackle by Jim Leonhard),2.080,1.080
2,4:14,4,4,NYJ 34,14,10,David Garrard pass complete short left to Mike Thomas for 7 yards (tackle by Darrelle Revis and Lito Sheppard),1.080,3.780
2,3:34,1,10,NYJ 27,14,10,Maurice Jones-Drew left guard for 1 yard (tackle by Bart Scott),3.780,3.370
2,2:53,2,9,NYJ 26,20,10,"David Garrard pass complete short left to Mike Sims-Walker for 26 yards, touchdown",3.370,7.000
2,,,,NYJ 2,21,10,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,21,10,"Josh Scobee kicks off 57 yards, returned by Brad Smith for 15 yards (tackle by Russell Allen)",0.000,0.810
2,2:40,1,10,NYJ 28,21,10,Thomas Jones right tackle for 7 yards (tackle by Justin Durant),0.810,1.210
2,2:09,2,3,NYJ 35,21,10,Mark Sanchez pass complete deep middle to Dustin Keller for 23 yards (tackle by Reggie Nelson),1.210,2.790
2,2:00,1,10,JAX 42,21,10,Mark Sanchez pass complete short left to Dustin Keller for 19 yards (tackle by Clint Ingram),2.790,4.040
2,1:25,1,10,JAX 23,21,10,Thomas Jones right guard for 1 yard (tackle by John Henderson and Daryl Smith),4.040,3.630
2,0:54,2,9,JAX 22,21,10,Mark Sanchez pass incomplete deep right intended for Jerricho Cotchery,3.630,2.940
2,0:49,3,9,JAX 22,21,10,Mark Sanchez pass complete short right to Dustin Keller for 3 yards (tackle by Anthony Smith),2.940,2.210
2,0:41,,,,21,10,Timeout #1 by Jacksonville Jaguars,0.000,2.210
2,0:41,4,6,JAX 19,21,13,Jay Feely 37 yard field goal good,2.210,3.000
2,,,,NYJ 30,21,13,"Jay Feely kicks off 75 yards, returned by Brian Witherspoon for 24 yards (tackle by Jamaal Westerman)",0.000,0.150
2,0:31,1,10,JAX 19,21,13,Rashad Jennings left guard for 3 yards (tackle by David Harris and Shaun Ellis),0.150,0.070
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,21,13,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,JAX 20,21,13,Maurice Jones-Drew left guard for 3 yards (tackle by David Harris and Shaun Ellis),0.280,0.140
3,14:21,2,7,JAX 23,21,13,David Garrard pass incomplete short left intended for Mike Sims-Walker (defended by Darrelle Revis),0.140,-0.560
3,14:17,3,7,JAX 23,21,13,David Garrard pass incomplete short left intended for Marcedes Lewis,-0.560,-1.830
3,14:12,4,7,JAX 23,21,13,Adam Podlesh punts 35 yards,-1.830,-1.730
3,14:02,1,10,NYJ 42,21,13,Thomas Jones left end for no gain (tackle by Clint Ingram and Bryan Smith),1.730,1.190
3,13:29,2,10,NYJ 42,21,13,Thomas Jones middle for 3 yards (tackle by Reggie Nelson),1.190,0.890
3,12:51,3,7,NYJ 45,21,13,Mark Sanchez pass incomplete deep right intended for David Clowney,0.890,-0.390
3,12:40,4,7,NYJ 45,21,13,"Steve Weatherford punts 46 yards, fair catch by Brian Witherspoon",-0.390,0.380
3,12:33,1,10,JAX 9,21,13,Maurice Jones-Drew right guard for 4 yards (tackle by Kerry Rhodes),-0.380,-0.480
3,12:33,,,,21,13,Timeout #1 by New York Jets,0.000,-0.480
3,11:54,2,6,JAX 13,21,13,Maurice Jones-Drew middle for 1 yard (tackle by Bart Scott),-0.480,-0.840
3,11:11,3,5,JAX 14,21,13,David Garrard sacked by Jim Leonhard for -9 yards,-0.840,-2.490
3,10:41,4,14,JAX 5,21,13,Adam Podlesh punts 40 yards,-2.490,-2.590
3,10:32,1,10,JAX 45,21,13,"Shonn Greene left end for 10 yards (tackle by Justin Durant and Sean Considine). Penalty on D'Brickashaw Ferguson: Offensive Holding, 10 yards (no play)",2.590,1.930
3,10:07,1,20,NYJ 45,21,13,Mark Sanchez pass incomplete short left intended for Jerricho Cotchery is intercepted by Quentin Groves at NYJ-41 and returned for 37 yards,1.930,-6.280
3,9:57,1,4,NYJ 4,21,13,Maurice Jones-Drew right tackle for 3 yards (tackle by Darrelle Revis and Kerry Rhodes),6.280,5.910
3,9:19,2,1,NYJ 1,21,13,"David Garrard for no gain. David Garrard fumbles, recovered by Mike DeVito at NYJ-3",5.910,0.380
3,9:13,1,10,NYJ 3,21,13,Shonn Greene right tackle for 1 yard (tackle by Justin Durant and Sean Considine),-0.380,-0.710
3,8:28,2,9,NYJ 4,21,13,"Mark Sanchez pass complete deep right to Braylon Edwards for 41 yards (tackle by Rashean Mathis). Braylon Edwards fumbles (forced by Rashean Mathis), recovered by John Henderson at JAX-47 (tackle by Braylon Edwards)",-0.710,-2.060
3,8:11,1,10,JAX 47,21,13,David Garrard pass incomplete short right intended for Torry Holt,2.060,1.520
3,8:04,2,10,JAX 47,21,13,David Garrard pass complete short right to Torry Holt for 7 yards,1.520,1.750
3,7:40,3,3,NYJ 46,21,13,Maurice Jones-Drew right guard for 2 yards (tackle by Howard Green and Mike DeVito),1.750,0.330
3,7:01,4,1,NYJ 44,21,13,"Adam Podlesh punts 28 yards, returned by Darrelle Revis for 2 yards (tackle by William Middleton)",0.330,-0.040
3,6:51,1,10,NYJ 18,21,13,Thomas Jones right tackle for 3 yards (tackle by Daryl Smith),0.040,0.010
3,6:12,2,7,NYJ 21,21,13,Mark Sanchez pass complete short right to Jerricho Cotchery for 8 yards (tackle by Rashean Mathis and Daryl Smith),0.010,0.870
3,5:40,1,10,NYJ 29,21,13,Mark Sanchez pass complete short left to Jerricho Cotchery for 5 yards (tackle by Sean Considine),0.870,1.000
3,5:03,2,5,NYJ 34,21,13,Thomas Jones right tackle for 6 yards,1.000,1.600
3,4:27,1,10,NYJ 40,21,13,Thomas Jones right end for 2 yards (tackle by Terrance Knighton and Clint Ingram),1.600,1.320
3,3:46,2,8,NYJ 42,21,13,Dustin Keller left end for 7 yards (tackle by Derek Cox),1.320,1.550
3,2:37,3,1,NYJ 49,21,13,Mark Sanchez pass complete short right to Braylon Edwards for 22 yards (tackle by Sean Considine),1.550,3.640
3,2:33,1,10,JAX 29,21,13,Thomas Jones right end for 1 yard (tackle by Sean Considine and Clint Ingram),3.640,3.240
3,1:55,2,9,JAX 28,21,13,Mark Sanchez pass complete short middle to Dustin Keller for 4 yards (tackle by Daryl Smith),3.240,3.070
3,1:14,3,5,JAX 24,21,13,Mark Sanchez pass complete short left to Jerricho Cotchery for 6 yards (tackle by Derek Cox),3.070,4.370
3,0:41,1,10,JAX 18,21,13,Shonn Greene right end for -4 yards (tackle by Quentin Groves),4.370,3.290
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,JAX 22,21,13,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,3.290,2.610
4,14:53,3,14,JAX 22,21,13,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,2.610,1.990
4,14:44,4,14,JAX 22,21,16,Jay Feely 40 yard field goal good,1.990,3.000
4,,,,NYJ 30,21,16,"Jay Feely kicks off 66 yards, returned by Brian Witherspoon for 27 yards (tackle by Marques Murrell). Brian Witherspoon fumbles (forced by Marques Murrell), recovered by Montell Owens at JAX-34",0.000,1.200
4,14:30,1,10,JAX 34,21,16,Maurice Jones-Drew right guard for 3 yards (tackle by Bart Scott),1.200,1.060
4,13:50,2,7,JAX 37,21,16,"Penalty on Mike Sims-Walker: False Start, 5 yards (no play)",1.060,0.390
4,13:30,2,12,JAX 32,21,16,David Garrard pass incomplete deep left intended for Marcedes Lewis (defended by Kerry Rhodes),0.390,-0.300
4,13:23,3,12,JAX 32,21,16,David Garrard pass complete short left to Mike Thomas for 4 yards (tackle by Donald Strickland),-0.300,-0.980
4,12:52,4,8,JAX 36,21,16,"Adam Podlesh punts 44 yards, returned by Darrelle Revis for 3 yards (tackle by William Middleton)",-0.980,-0.480
4,12:41,1,10,NYJ 23,21,16,Mark Sanchez pass complete short right to Dustin Keller for 1 yard (tackle by Julius Williams),0.480,0.070
4,11:55,2,9,NYJ 24,21,16,Thomas Jones left tackle for 12 yards (tackle by Sean Considine),0.070,1.330
4,11:18,1,10,NYJ 36,21,16,Thomas Jones left guard for 5 yards (tackle by Montavious Stanley),1.330,1.470
4,10:43,2,5,NYJ 41,21,16,Mark Sanchez pass incomplete short right intended for David Clowney,1.470,0.760
4,10:39,3,5,NYJ 41,21,16,Mark Sanchez pass complete short right to David Clowney for 7 yards (tackle by Derek Cox),0.760,2.130
4,9:57,1,10,NYJ 48,21,16,Braylon Edwards pass incomplete deep right intended for Jerricho Cotchery (defended by Rashean Mathis),2.130,1.580
4,9:49,2,10,NYJ 48,21,16,Shonn Greene right end for 6 yards,1.580,1.680
4,9:20,3,4,JAX 46,21,16,Shonn Greene right tackle for 5 yards (tackle by Anthony Smith and Daryl Smith),1.680,2.850
4,8:35,1,10,JAX 41,21,16,Mark Sanchez pass incomplete short left intended for Dustin Keller,2.850,2.310
4,8:29,2,10,JAX 41,21,16,Shonn Greene right guard for 1 yard (tackle by Clint Ingram),2.310,1.750
4,7:53,3,9,JAX 40,21,16,Mark Sanchez pass complete deep right to Braylon Edwards for 16 yards (tackle by Rashean Mathis),1.750,3.970
4,7:24,1,10,JAX 24,21,16,Thomas Jones right guard for -2 yards (tackle by Sean Considine),3.970,3.160
4,6:41,2,12,JAX 26,21,16,Mark Sanchez pass complete short right to Jerricho Cotchery for 10 yards (tackle by Reggie Nelson and Sean Considine),3.160,3.950
4,6:01,3,2,JAX 16,21,16,Thomas Jones right tackle for 1 yard (tackle by Montavious Stanley and Derrick Harvey),3.950,2.590
4,5:16,4,1,JAX 15,21,16,Shonn Greene left end for 14 yards (tackle by Justin Durant),2.590,6.970
4,5:07,,,,21,16,Timeout #2 by New York Jets,0.000,6.970
4,5:07,1,1,JAX 1,21,22,"Thomas Jones right guard for 1 yard, touchdown",6.970,7.000
4,,,,,21,22,"Two Point Attempt: Mark Sanchez pass incomplete intended for Braylon Edwards, conversion fails",1.000,-1.000
4,,,,NYJ 30,21,22,"Jay Feely kicks off 65 yards, returned by Brian Witherspoon for 22 yards (tackle by Eric Smith). Penalty on Anthony Smith: Offensive Holding, 10 yards",0.000,-0.060
4,4:56,1,10,JAX 17,21,22,David Garrard pass incomplete deep left intended for Mike Sims-Walker,-0.060,-0.580
4,4:50,2,10,JAX 17,21,22,David Garrard pass complete short left to Mike Sims-Walker for 9 yards (tackle by Kerry Rhodes and David Harris),-0.580,-0.120
4,4:06,3,1,JAX 26,21,22,David Garrard pass complete short left to Zach Miller for 11 yards (tackle by Darrelle Revis),-0.120,1.400
4,4:00,1,10,JAX 37,21,22,Maurice Jones-Drew left guard for 1 yard (tackle by Mike DeVito and David Harris),1.400,0.990
4,3:21,2,9,JAX 38,21,22,David Garrard pass incomplete deep right intended for Mike Sims-Walker,0.990,0.300
4,3:14,3,9,JAX 38,21,22,David Garrard pass complete short middle to Mike Thomas for 15 yards (tackle by Donald Strickland),0.300,2.460
4,2:34,1,10,NYJ 47,21,22,David Garrard pass complete deep middle to Marcedes Lewis for 33 yards (tackle by Kerry Rhodes),2.460,4.650
4,2:00,1,10,NYJ 14,21,22,Maurice Jones-Drew left guard for 4 yards (tackle by Marques Douglas and Sione Pouha),4.650,4.710
4,1:48,,,,21,22,Timeout #3 by New York Jets,0.000,4.710
4,1:48,2,6,NYJ 10,21,22,Maurice Jones-Drew left tackle for 9 yards (tackle by Darrelle Revis),4.710,6.970
4,1:03,1,1,NYJ 1,21,22,David Garrard kneels for -1 yards,6.970,5.720
4,0:31,2,2,NYJ 2,21,22,"David Garrard kneels for -1 yards. Penalty on Howard Green: Encroachment, 1 yards (no play)",5.720,5.910
4,0:20,2,1,NYJ 1,21,22,David Garrard kneels for -2 yards,5.910,4.720
4,0:03,,,,21,22,Timeout #1 by Jacksonville Jaguars,0.000,4.720
4,0:03,3,3,NYJ 3,24,22,Josh Scobee 21 yard field goal good,4.720,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
