#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:05,PHI 16,6,2:35,32,Interception
2,1,6:56,PHI 9,16,6:59,82,Field Goal
3,2,13:22,PHI 32,3,1:36,-4,Punt
4,2,9:56,PHI 19,3,1:06,0,Punt
5,2,7:33,PHI 25,10,4:46,51,Field Goal
6,2,1:29,PHI 40,5,1:13,60,Touchdown
7,3,15:00,PHI 25,10,6:21,39,Field Goal
8,3,2:22,PHI 25,3,0:37,3,Interception
9,4,14:52,PHI 25,8,4:48,22,Punt
10,4,3:05,PHI 25,11,2:44,75,Touchdown
11,5,7:52,PHI 11,3,0:55,2,Punt
12,5,5:32,PHI 23,5,2:36,25,Punt
13,5,1:41,PHI 45,6,1:28,4,Punt
