Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Myles Gaskin,MIA,22,66,0,4,22,1.0,44,2.0,1,22.0
Ryan Fitzpatrick,MIA,7,38,1,4,33,4.7,5,0.7,0,
Matt Breida,MIA,3,4,0,,3,1.0,1,0.3,0,
Jordan Howard,MIA,3,1,1,1,-1,-0.3,2,0.7,0,
Jakeem Grant,MIA,1,29,0,1,21,21.0,8,8.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Robinson,JAX,11,46,2,3,15,1.4,31,2.8,0,
Gardner Minshew II,JAX,3,22,0,1,22,7.3,0,0.0,0,
Chris Thompson,JAX,2,3,0,,1,0.5,2,1.0,0,
Laviska Shenault Jr.,JAX,1,1,0,1,0,0.0,1,1.0,0,
