Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
1,8:09,,,JAX 15,7,0,Jason Sanders kicks extra point good,0.000,0.000
1,8:09,,,MIA 35,7,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,8:09,1,10,JAX 25,7,0,Gardner Minshew pass complete short left to James Robinson for 24 yards (tackle by Jamal Perry),0.610,2.190
1,7:28,1,10,JAX 49,7,0,James Robinson up the middle for 4 yards (tackle by Elandon Roberts and Jerome Baker),2.190,2.190
1,6:47,2,6,MIA 47,7,0,Gardner Minshew pass incomplete short left intended for Chris Conley,2.190,1.490
1,6:41,3,6,MIA 47,7,0,Gardner Minshew pass complete short right to Laviska Shenault for 2 yards (tackle by Noah Igbinoghene),1.490,0.270
1,6:02,4,4,MIA 45,7,0,"Logan Cooke punts 45 yards, touchback.",0.270,-0.280
1,5:54,1,10,MIA 20,7,0,"Ryan Fitzpatrick pass complete short right to Myles Gaskin for 11 yards (tackle by Joe Schobert). Penalty on Joe Schobert: Horse Collar Tackle, 15 yards",0.280,1.990
1,5:31,1,10,MIA 46,7,0,Myles Gaskin up the middle for -2 yards (tackle by Joe Schobert),1.990,1.180
1,4:53,2,12,MIA 44,7,0,Ryan Fitzpatrick pass complete short middle to Myles Gaskin for 8 yards (tackle by Joe Schobert),1.180,1.550
1,4:17,3,4,JAX 48,7,0,Ryan Fitzpatrick up the middle for 13 yards (tackle by Tre Herndon),1.550,3.250
1,3:34,1,10,JAX 35,7,0,Jakeem Grant left end for 29 yards (tackle by Josh Jones),3.250,5.830
1,2:45,1,6,JAX 6,7,0,"Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by C.J. Henderson). Penalty on C.J. Henderson: Defensive Pass Interference, 5 yards (no play)",5.830,6.970
1,2:41,1,1,JAX 1,13,0,"Jordan Howard up the middle for 1 yard, touchdown",6.970,7.000
1,2:37,,,JAX 15,14,0,Jason Sanders kicks extra point good,0.000,0.000
1,2:37,,,MIA 35,14,0,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
1,2:37,1,10,JAX 25,14,0,James Robinson left end for 10 yards (tackle by Elandon Roberts),0.610,1.270
1,1:58,1,10,JAX 35,14,0,Gardner Minshew up the middle for 3 yards (tackle by Davon Godchaux),1.270,1.130
1,1:21,2,7,JAX 38,14,0,James Robinson left end for 3 yards (tackle by Shaq Lawson),1.130,0.830
1,0:43,3,4,JAX 41,14,0,Gardner Minshew pass complete short middle to Laviska Shenault for 16 yards (tackle by Noah Igbinoghene),0.830,2.720
1,0:02,1,10,MIA 43,14,0,Gardner Minshew left guard for 16 yards (tackle by Bobby McCain),2.720,3.780
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 27,14,0,Gardner Minshew pass complete short left to Collin Johnson for 3 yards (tackle by Kyle Van Noy and Elandon Roberts),3.780,3.640
2,14:19,2,7,MIA 24,14,0,James Robinson right end for 2 yards (tackle by Emmanuel Ogbah and Eric Rowe),3.640,3.200
2,13:40,3,5,MIA 22,14,0,Gardner Minshew pass complete short left to Keelan Cole for 11 yards (tackle by Jamal Perry),3.200,4.840
2,13:10,1,10,MIA 11,14,6,"James Robinson up the middle for 11 yards, touchdown",4.840,7.000
2,13:04,,,MIA 15,14,7,Brandon Wright kicks extra point good,0.000,0.000
2,13:04,,,JAX 35,14,7,"Logan Cooke kicks off 65 yards, touchback.",0.000,0.610
2,13:04,1,10,MIA 25,14,7,Ryan Fitzpatrick pass complete short right to DeVante Parker for 17 yards (tackle by Myles Jack),0.610,1.730
2,12:23,1,10,MIA 42,14,7,"Matt Breida left tackle for 6 yards (tackle by K'Lavon Chaisson). Penalty on Solomon Kindley: Offensive Holding, 10 yards (no play)",1.730,1.070
2,11:55,1,20,MIA 32,14,7,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 11 yards (tackle by Josh Jones),1.070,1.320
2,11:17,2,9,MIA 43,14,7,Matt Breida right end for 1 yard (tackle by Joe Schobert),1.320,0.760
2,10:32,3,8,MIA 44,14,7,Ryan Fitzpatrick right tackle for 7 yards (tackle by K'Lavon Chaisson),0.760,0.000
2,10:20,4,1,JAX 49,14,7,Ryan Fitzpatrick right end for 2 yards (tackle by Myles Jack),0.000,2.460
2,9:42,1,10,JAX 47,14,7,Myles Gaskin up the middle for no gain (tackle by Myles Jack),2.460,1.910
2,8:59,2,10,JAX 47,14,7,Ryan Fitzpatrick pass complete short left to Myles Gaskin for 4 yards (tackle by D.J. Hayden and Joe Schobert),1.910,1.750
2,8:17,3,6,JAX 43,14,7,Ryan Fitzpatrick pass complete short left to DeVante Parker for 8 yards (tackle by Tre Herndon),1.750,3.250
2,7:35,1,10,JAX 35,14,7,Ryan Fitzpatrick left end for 2 yards (tackle by Cassius Marsh),3.250,2.970
2,6:54,2,8,JAX 33,14,7,Matt Breida up the middle for 3 yards (tackle by D.J. Hayden),2.970,2.680
2,6:10,3,5,JAX 30,14,7,"Ryan Fitzpatrick pass incomplete short left intended for Matt Breida. Penalty on K'Lavon Chaisson: Defensive Pass Interference, 15 yards (no play)",2.680,4.580
2,6:04,1,10,JAX 15,20,7,"Ryan Fitzpatrick pass complete short right to Mike Gesicki for 15 yards, touchdown, touchdown",4.580,7.000
2,5:58,,,JAX 15,21,7,Jason Sanders kicks extra point good,0.000,0.000
2,5:58,,,MIA 35,21,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,5:58,1,10,JAX 25,21,7,Gardner Minshew pass complete short right to James O'Shaughnessy for 9 yards (tackle by Elandon Roberts),0.610,1.280
2,5:22,2,1,JAX 34,21,7,Laviska Shenault right end for 1 yard (tackle by Elandon Roberts and Davon Godchaux),1.280,1.270
2,4:35,1,10,JAX 35,21,7,Gardner Minshew pass incomplete deep middle intended for Chris Conley,1.270,0.720
2,4:27,2,10,JAX 35,21,7,"Gardner Minshew pass incomplete deep right intended for Tyler Eifert. Penalty on Eric Rowe: Defensive Pass Interference, 15 yards (no play)",0.720,2.260
2,4:22,1,10,JAX 50,21,7,James Robinson up the middle for 4 yards (tackle by Christian Wilkins),2.260,2.250
2,3:49,2,6,MIA 46,21,7,Gardner Minshew pass complete short left to Laviska Shenault for 6 yards (tackle by Jamal Perry),2.250,2.920
2,3:14,1,10,MIA 40,21,7,James Robinson up the middle for 2 yards (tackle by Raekwon Davis and Shaq Lawson),2.920,2.640
2,2:33,2,8,MIA 38,21,7,Gardner Minshew right tackle for 3 yards (tackle by Kamu Grugier-Hill),2.640,2.340
2,2:00,3,5,MIA 35,21,7,Chris Thompson right end for -1 yards (tackle by Jerome Baker and Shaq Lawson),2.340,0.880
2,1:15,4,6,MIA 36,21,7,Gardner Minshew sacked by Kamu Grugier-Hill for -10 yards,0.880,-1.990
2,1:10,1,10,MIA 46,21,7,Ryan Fitzpatrick pass complete short left to Preston Williams for 4 yards (tackle by Josh Jones),1.990,1.990
2,0:51,2,6,MIA 50,21,7,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki,1.990,1.290
2,0:47,3,6,MIA 50,21,7,Ryan Fitzpatrick pass incomplete deep right intended for Mike Gesicki,1.290,-0.060
2,0:43,4,6,MIA 50,21,7,"Matt Haack punts 38 yards, fair catch by Keelan Cole at JAC-12",-0.060,0.350
2,0:36,1,10,JAX 12,21,7,Gardner Minshew pass incomplete short left intended for Keelan Cole,-0.350,-0.780
2,0:32,2,10,JAX 12,21,7,Gardner Minshew pass complete short right to Chris Thompson for 6 yards (tackle by Brandon Jones),-0.780,-0.720
2,0:25,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:25,3,4,JAX 18,21,7,"Penalty on Emmanuel Ogbah: Neutral Zone Infraction, 5 yards (no play)",-0.720,0.480
2,0:25,1,10,JAX 23,21,7,Gardner Minshew pass complete short left to Tyler Eifert for 6 yards (tackle by Eric Rowe),0.480,0.740
2,0:20,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:20,2,4,JAX 29,21,7,Gardner Minshew pass incomplete short left intended for Tyler Eifert,0.740,0.040
2,0:15,,,,,,Timeout #1 by Miami Dolphins,,
2,0:15,3,4,JAX 29,21,7,Gardner Minshew pass incomplete short left intended for Chris Thompson,0.040,-1.440
2,0:09,4,4,JAX 29,21,7,"Logan Cooke punts 63 yards, returned by Jakeem Grant for 13 yards (tackle by Dakota Allen). Penalty on Kavon Frazier: Offensive Holding (Declined)",-1.440,0.870
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,21,7,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,21,7,James Robinson left tackle for 5 yards (tackle by Jerome Baker and Elandon Roberts),0.610,0.740
3,14:28,2,5,JAX 30,21,7,Gardner Minshew pass complete short right to Keelan Cole for 7 yards (tackle by Noah Igbinoghene and Bobby McCain),0.740,1.400
3,13:53,1,10,JAX 37,21,7,Gardner Minshew pass complete short middle to Laviska Shenault for 3 yards (tackle by Eric Rowe),1.400,1.260
3,13:14,2,7,JAX 40,21,7,James Robinson up the middle for 2 yards (tackle by Zach Sieler),1.260,0.830
3,12:37,3,5,JAX 42,21,7,Gardner Minshew pass incomplete deep left intended for Chris Conley,0.830,-0.590
3,12:30,4,5,JAX 42,21,7,"Logan Cooke punts 49 yards, returned by Jakeem Grant for 15 yards (tackle by Dare Ogunbowale)",-0.590,-0.540
3,12:18,1,10,MIA 24,21,7,Myles Gaskin right end for 5 yards (tackle by Myles Jack and Abry Jones),0.540,0.670
3,11:35,2,5,MIA 29,21,7,Ryan Fitzpatrick pass complete short left to Myles Gaskin for 3 yards (tackle by D.J. Hayden),0.670,0.370
3,10:53,3,2,MIA 32,21,7,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 3 yards (tackle by C.J. Henderson),0.370,1.270
3,10:09,1,10,MIA 35,21,7,Ryan Fitzpatrick pass complete deep left to DeVante Parker for 16 yards (tackle by Tre Herndon),1.270,2.320
3,9:26,1,10,JAX 49,21,7,Myles Gaskin right end for -5 yards (tackle by Josh Allen),2.320,1.110
3,8:38,2,15,MIA 46,21,7,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 8 yards (tackle by C.J. Henderson),1.110,1.490
3,7:53,3,7,JAX 46,21,7,Myles Gaskin right end for 6 yards (tackle by Josh Jones),1.490,0.590
3,7:05,4,1,JAX 40,21,7,"Penalty on MIA: Delay of Game, 5 yards (no play)",0.590,0.270
3,7:05,4,6,JAX 45,21,7,Matt Haack punts 42 yards downed by Samuel Eguavoen,0.270,0.380
3,6:53,1,10,JAX 3,21,7,James Robinson up the middle for 2 yards (tackle by Samuel Eguavoen and Raekwon Davis),-0.380,-0.630
3,6:15,2,8,JAX 5,21,7,Gardner Minshew pass complete short middle to James Robinson for 10 yards (tackle by Elandon Roberts),-0.630,-0.220
3,5:31,1,10,JAX 15,21,7,Gardner Minshew pass incomplete short left intended for Keelan Cole,-0.220,-0.710
3,5:23,2,10,JAX 15,21,7,Gardner Minshew pass complete short right to James Robinson for 7 yards (tackle by Jamal Perry and Kamu Grugier-Hill),-0.710,-0.510
3,4:39,3,3,JAX 22,21,7,"Gardner Minshew pass complete short right to Chris Conley for 12 yards (tackle by Brandon Jones). Penalty on Chris Conley: Offensive Pass Interference, 10 yards (no play)",-0.510,-1.770
3,4:16,3,13,JAX 12,21,7,"Gardner Minshew sacked by Kyle Van Noy for -4 yards. Gardner Minshew fumbles (forced by Kyle Van Noy), recovered by Kyle Van Noy at JAC-10. Penalty on Cam Robinson: Disqualification, 5 yards",-1.770,-6.060
3,4:04,1,5,JAX 5,21,7,Myles Gaskin up the middle for 1 yard (tackle by Josh Jones),6.060,5.340
3,3:25,2,4,JAX 4,21,7,"Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki. Penalty on Brandon Watson: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
3,3:19,1,1,JAX 1,21,7,Jordan Howard left end for -1 yards (tackle by Adam Gotsis),6.970,5.720
3,2:40,2,2,JAX 2,21,7,Jordan Howard up the middle for 1 yard (tackle by Cassius Marsh),5.720,5.170
3,2:05,3,1,JAX 1,27,7,"Ryan Fitzpatrick up the middle for 1 yard, touchdown",5.170,7.000
3,2:01,,,JAX 15,28,7,Jason Sanders kicks extra point good,0.000,0.000
3,2:01,,,MIA 35,28,7,"Jason Sanders kicks off 64 yards, returned by Keelan Cole for 24 yards (tackle by Kamu Grugier-Hill)",0.000,0.610
3,1:55,1,10,JAX 25,28,7,Gardner Minshew pass complete short middle to Chris Conley for 11 yards (tackle by Kyle Van Noy and Eric Rowe),0.610,1.330
3,1:23,1,10,JAX 36,28,7,Gardner Minshew pass complete short middle to James Robinson for 16 yards (tackle by Jerome Baker),1.330,2.390
3,0:58,1,10,MIA 48,28,7,Gardner Minshew pass complete short middle to James Robinson for 16 yards (tackle by Xavien Howard),2.390,3.450
3,0:38,1,10,MIA 32,28,7,Chris Thompson up the middle for 4 yards (tackle by Christian Wilkins and Jerome Baker),3.450,3.440
3,0:04,2,6,MIA 28,28,7,Gardner Minshew pass incomplete deep right intended for Chris Conley,3.440,2.740
Quarter,Time,Down,ToGo,Location,MIA,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,MIA 28,28,7,"Penalty on Will Richardson: False Start, 5 yards (no play)",2.740,2.080
4,15:00,3,11,MIA 33,28,7,Gardner Minshew pass incomplete deep right intended for Laviska Shenault (defended by Jerome Baker),2.080,1.150
4,14:49,4,11,MIA 33,28,7,Gardner Minshew pass complete short middle to James Robinson for 10 yards (tackle by Jerome Baker and Brandon Jones),1.150,-0.480
4,14:38,1,10,MIA 23,28,7,Ryan Fitzpatrick sacked by Josh Allen for -4 yards,0.480,-0.670
4,13:52,2,14,MIA 19,28,7,Matt Breida up the middle for no gain (tackle by Myles Jack and Abry Jones),-0.670,-1.360
4,13:11,3,14,MIA 19,28,7,Ryan Fitzpatrick pass complete short middle to Myles Gaskin for 3 yards (tackle by Myles Jack),-1.360,-1.900
4,12:25,4,11,MIA 22,28,7,"Matt Haack punts 37 yards, returned by Dede Westbrook for 8 yards (tackle by Kavon Frazier)",-1.900,-2.190
4,12:14,1,10,JAX 49,28,7,Gardner Minshew pass complete short left to Chris Thompson for 8 yards (tackle by Zach Sieler and Kamu Grugier-Hill),2.190,2.730
4,11:50,2,2,MIA 43,28,7,Gardner Minshew pass incomplete short right intended for James O'Shaughnessy,2.730,2.010
4,11:44,3,2,MIA 43,28,7,Gardner Minshew pass complete short left to Chris Conley for 5 yards (tackle by Kamu Grugier-Hill),2.010,3.050
4,11:21,1,10,MIA 38,28,7,Gardner Minshew pass complete short left to Chris Thompson for 6 yards (tackle by Kamu Grugier-Hill),3.050,3.320
4,10:55,2,4,MIA 32,28,7,Gardner Minshew pass complete short middle to James O'Shaughnessy for 12 yards (tackle by Brandon Jones),3.320,4.240
4,10:28,1,10,MIA 20,28,7,Gardner Minshew pass complete short left to Chris Thompson for 9 yards (tackle by Kamu Grugier-Hill),4.240,5.260
4,10:20,2,1,MIA 11,28,7,Gardner Minshew pass complete short middle to Tyler Eifert for 5 yards (tackle by Brandon Jones and Eric Rowe),5.260,5.830
4,9:57,1,6,MIA 6,28,7,Gardner Minshew pass incomplete short right intended for Collin Johnson (defended by Noah Igbinoghene),5.830,4.950
4,9:52,2,6,MIA 6,28,7,Gardner Minshew pass complete short left to Dede Westbrook for 4 yards (tackle by Bobby McCain),4.950,4.950
4,9:14,3,2,MIA 2,28,7,"Gardner Minshew pass incomplete short right intended for Dede Westbrook (defended by Tae Hayes). Penalty on Tae Hayes: Defensive Pass Interference, 1 yard (no play)",4.950,6.970
4,9:07,1,1,MIA 1,28,13,"James Robinson up the middle for 1 yard, touchdown",6.970,7.000
4,9:03,,,MIA 15,28,13,Brandon Wright kicks extra point no good wide left,0.000,-1.000
4,9:03,,,JAX 35,28,13,"Logan Cooke kicks off 51 yards, returned by Jakeem Grant for 12 yards (tackle by Sidney Jones)",0.000,0.670
4,8:57,1,10,MIA 26,28,13,"Ryan Fitzpatrick right end for 14 yards (tackle by Cassius Marsh). Penalty on Austin Jackson: Unnecessary Roughness, 15 yards",0.670,0.610
4,8:37,1,10,MIA 25,28,13,Myles Gaskin up the middle for 4 yards (tackle by Myles Jack and Josh Jones),0.610,0.600
4,7:40,2,6,MIA 29,28,13,Myles Gaskin up the middle for 3 yards (tackle by Myles Jack and Brandon Watson),0.600,0.300
4,6:54,3,3,MIA 32,28,13,Ryan Fitzpatrick pass complete short middle to Ryan Fitzpatrick for no gain (tackle by Myles Jack),0.300,-1.240
4,5:54,4,3,MIA 32,28,13,"Matt Haack punts 47 yards, fair catch by Dede Westbrook at JAC-21",-1.240,-0.340
4,5:46,1,10,JAX 21,28,13,Gardner Minshew pass complete short left to James O'Shaughnessy for 8 yards (tackle by Kavon Frazier),0.340,0.880
4,5:25,2,2,JAX 29,28,13,Gardner Minshew sacked by and Zach Sieler for -9 yards and Emmanuel Ogbah for -9 yards,0.880,-1.020
4,4:59,3,11,JAX 20,28,13,Gardner Minshew pass complete short left to Chris Thompson for 6 yards (tackle by Brandon Jones),-1.020,-1.630
4,4:54,4,5,JAX 26,28,13,Gardner Minshew sacked by Andrew Van Ginkel for -6 yards. Penalty on Jawaan Taylor: Offensive Holding (Declined),-1.630,-4.240
4,4:47,1,10,JAX 20,28,13,Myles Gaskin left guard for no gain (tackle by DaVon Hamilton),4.240,3.690
4,4:44,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,4:44,2,10,JAX 20,28,13,"Penalty on Taven Bryan: Encroachment, 5 yards (no play)",3.690,4.450
4,4:44,2,5,JAX 15,28,13,Myles Gaskin up the middle for 1 yard (tackle by DaVon Hamilton and Brandon Watson),4.450,3.890
4,4:39,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,4:39,3,4,JAX 14,28,13,Myles Gaskin up the middle for 1 yard (tackle by Brandon Watson),3.890,2.670
4,3:54,,,,,,Timeout #1 by Miami Dolphins,,
4,3:54,4,3,JAX 13,31,13,Jason Sanders 30 yard field goal good,2.670,3.000
4,3:49,,,MIA 35,31,13,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,3:49,1,10,JAX 25,31,13,Gardner Minshew pass complete short middle to Laviska Shenault for 6 yards (tackle by Jamal Perry and Jerome Baker),0.610,0.870
4,3:27,2,4,JAX 31,31,13,Gardner Minshew pass complete short middle to Keelan Cole for 16 yards (tackle by Jerome Baker),0.870,2.060
4,3:05,1,10,JAX 47,31,13,Gardner Minshew pass complete short middle to Keelan Cole for 9 yards (tackle by Kavon Frazier and Jamal Perry),2.060,2.730
4,2:41,2,1,MIA 44,31,13,Gardner Minshew pass complete deep left to Chris Conley for 18 yards,2.730,3.840
4,2:34,1,10,MIA 26,31,13,Gardner Minshew pass deep left intended for Chris Conley is intercepted by Xavien Howard at MIA-2 and returned for 1 yard,3.840,0.380
4,2:27,1,10,MIA 3,31,13,Myles Gaskin up the middle for 1 yard (tackle by Joe Schobert),-0.380,-0.710
4,2:00,2,9,MIA 4,31,13,Myles Gaskin up the middle for 1 yard (tackle by Adam Gotsis and Joe Schobert),-0.710,-1.190
4,1:16,3,8,MIA 5,31,13,Myles Gaskin up the middle for 15 yards (tackle by Tre Herndon),-1.190,0.280
4,0:34,1,10,MIA 20,31,13,Ryan Fitzpatrick kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
