Quarter,Time,Tm,Detail,DAL,PHI
1.0,9:32,Eagles,Jake Elliott 36 yard field goal,0,3
,4:03,Eagles,Dallas Goedert 6 yard pass from Carson Wentz (Jake Elliott kick),0,10
2.0,12:56,Cowboys,Kai Forbath 49 yard field goal,3,10
,0:03,Cowboys,Kai Forbath 32 yard field goal,6,10
3.0,0:06,Eagles,Miles Sanders 1 yard rush (Jake Elliott kick),6,17
4.0,7:59,Cowboys,Kai Forbath 49 yard field goal,9,17
