Quarter,Time,Down,ToGo,Location,DAL,LAC,Detail,EPB,EPA
1,7:48,1,10,LAC 27,0,7,Tony Pollard right guard for 5 yards (tackle by Austin Johnson),3.780,3.910
1,7:11,2,5,LAC 22,0,7,Dak Prescott pass incomplete deep right intended for Michael Gallup,3.910,3.200
1,7:06,3,5,LAC 22,0,7,Dak Prescott scrambles up the middle for 4 yards (tackle by Khalil Mack and Eric Kendricks),3.200,2.400
1,6:26,4,1,LAC 18,6,7,"Dak Prescott right tackle for 18 yards, touchdown",2.400,7.000
1,6:21,,,LAC 15,7,7,Brandon Aubrey kicks extra point good,0.000,0.000
1,6:21,,,DAL 35,7,7,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
1,6:21,1,10,LAC 25,7,7,Austin Ekeler right guard for 1 yard (tackle by Dorance Armstrong and Jourdan Lewis),0.610,0.200
1,5:48,2,9,LAC 26,7,7,Gerald Everett left end for 2 yards (tackle by Osa Odighizuwa),0.200,-0.230
1,5:13,3,7,LAC 28,7,7,"Penalty on DAL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-0.230,0.430
1,4:57,3,2,LAC 33,7,7,Justin Herbert pass incomplete short middle intended for Gerald Everett,0.430,-1.180
1,4:51,4,2,LAC 33,7,7,"JK Scott punts 45 yards, fair catch by KaVontae Turpin at DAL-22",-1.180,-0.410
1,4:42,1,10,DAL 22,7,7,Dak Prescott pass complete short middle to CeeDee Lamb for 16 yards (tackle by Dean Marlowe),0.410,1.470
1,4:08,1,10,DAL 38,7,7,Dak Prescott scrambles left end for 11 yards (tackle by Asante Samuel),1.470,2.190
1,3:32,1,10,DAL 49,7,7,Rico Dowdle up the middle for 7 yards (tackle by Kenneth Murray and Scott Matlock),2.190,2.590
1,2:58,2,3,LAC 44,7,7,Dak Prescott sacked by Morgan Fox for -3 yards,2.590,1.490
1,2:05,,,,,,Timeout #1 by Dallas Cowboys,,
1,2:05,3,6,LAC 47,7,7,Dak Prescott pass incomplete short right intended for Michael Gallup,1.490,0.130
1,2:01,4,6,LAC 47,7,7,Bryan Anger punts 45 yards downed by Jalen Brooks,0.130,0.380
1,1:47,1,10,LAC 2,7,7,Austin Ekeler left tackle for 3 yards (tackle by Tyrus Wheat),-0.380,-0.560
1,1:13,2,7,LAC 5,7,7,Justin Herbert pass complete short left to Keenan Allen for 11 yards (tackle by Donovan Wilson),-0.560,-0.140
1,0:34,1,10,LAC 16,7,7,Justin Herbert pass complete short right to Austin Ekeler for 5 yards (tackle by Damone Clark),-0.140,0.150
Quarter,Time,Down,ToGo,Location,DAL,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,LAC 21,7,7,Justin Herbert pass incomplete short right intended for Joshua Kelley,0.150,-0.700
2,14:54,3,5,LAC 21,7,7,Justin Herbert pass complete short middle to Justin Herbert for 10 yards (tackle by Damone Clark),-0.700,1.000
2,14:16,1,10,LAC 31,7,7,Austin Ekeler left guard for 4 yards (tackle by Johnathan Hankins),1.000,1.000
2,13:31,2,6,LAC 35,7,7,"Justin Herbert scrambles up the middle for 1 yard (tackle by Jayron Kearse). Penalty on Jayron Kearse: Unnecessary Roughness / Defense, 15 yards (accepted)",1.000,2.320
2,13:00,1,10,DAL 49,7,7,"Justin Herbert sacked by Markquese Bell for no gain. Penalty on Sam Williams: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.320,2.650
2,12:40,1,10,DAL 44,7,7,Isaiah Spiller right tackle for 2 yards (tackle by Osa Odighizuwa and Jayron Kearse),2.650,2.380
2,11:57,2,8,DAL 42,7,7,Justin Herbert pass incomplete short middle intended for Gerald Everett,2.380,1.690
2,11:50,3,8,DAL 42,7,7,Justin Herbert pass incomplete short left intended for Keenan Allen,1.690,0.460
2,11:45,4,8,DAL 42,7,7,JK Scott punts 30 yards downed by Tuli Tuipulotu,0.460,0.350
2,11:35,1,10,DAL 12,7,7,Tony Pollard right guard for 1 yard (tackle by Khalil Mack and Dean Marlowe),-0.350,-0.700
2,10:59,2,9,DAL 13,7,7,"Dak Prescott pass complete short middle to Tony Pollard for -1 yards (tackle by Nick Williams). Penalty on Brandin Cooks: Illegal Shift, 5 yards (declined)",-0.700,-1.420
2,10:25,3,10,DAL 12,7,7,Dak Prescott pass complete short right to Brandin Cooks for 6 yards (tackle by Kenneth Murray),-1.420,-2.240
2,9:54,4,4,DAL 18,7,7,"Bryan Anger punts, recovered by AJ Finley at LAC-27 (tackle by Jalen Tolbert). Penalty on Tyrus Wheat: Illegal Formation, 5 yards (accepted) (no play)",-2.240,-2.490
2,9:39,4,9,DAL 13,7,7,"Bryan Anger punts 55 yards, fair catch by Derius Davis at LAC-32",-2.490,-1.070
2,9:31,1,10,LAC 32,7,7,Austin Ekeler right end for 3 yards (tackle by DeMarcus Lawrence),1.070,0.930
2,8:51,2,7,LAC 35,7,7,Austin Ekeler up the middle for no gain (tackle by Markquese Bell),0.930,0.230
2,8:16,3,7,LAC 35,7,7,"Justin Herbert pass incomplete deep right intended for Keenan Allen. Penalty on Dante Fowler: Defensive Offside, 5 yards (accepted) (no play)",0.230,0.890
2,8:08,3,2,LAC 40,7,7,Austin Ekeler up the middle for no gain (tackle by Donovan Wilson and Markquese Bell),0.890,-0.720
2,7:32,4,2,LAC 40,7,7,"JK Scott punts 38 yards, fair catch by KaVontae Turpin at DAL-22",-0.720,-0.410
2,7:26,1,10,DAL 22,7,7,Dak Prescott pass complete short right to Brandin Cooks for 17 yards (tackle by Asante Samuel),0.410,1.530
2,7:01,1,10,DAL 39,7,7,Dak Prescott pass complete short left to Michael Gallup for 8 yards (tackle by Eric Kendricks and Asante Samuel),1.530,2.070
2,6:20,2,2,DAL 47,7,7,Tony Pollard left guard for 3 yards (tackle by Tuli Tuipulotu),2.070,2.260
2,5:40,1,10,DAL 50,7,7,"Dak Prescott pass incomplete short left intended for Hunter Luepke (defended by Tuli Tuipulotu). Penalty on Derwin James: Roughing the Passer, 15 yards (accepted) (no play)",2.260,3.250
2,5:33,1,10,LAC 35,7,7,Dak Prescott pass incomplete deep middle intended for Michael Gallup,3.250,2.700
2,5:27,2,10,LAC 35,7,7,Tony Pollard right guard for 2 yards (tackle by Eric Kendricks),2.700,2.280
2,4:45,3,8,LAC 33,7,7,Dak Prescott pass complete short right to CeeDee Lamb for 11 yards (tackle by Michael Davis),2.280,4.110
2,3:52,1,10,LAC 22,7,7,Tony Pollard right guard for -2 yards (tackle by Kenneth Murray),4.110,3.290
2,3:41,2,12,LAC 24,7,7,Dak Prescott pass complete short right to Tony Pollard for 9 yards (tackle by Michael Davis),3.290,3.930
2,3:00,3,3,LAC 15,7,7,Dak Prescott pass complete short right to Tony Pollard for 2 yards (tackle by Kenneth Murray),3.930,2.720
2,2:29,4,1,LAC 13,7,7,Dak Prescott up the middle for no gain (tackle by Dean Marlowe and Khalil Mack),2.720,0.320
2,2:23,1,10,LAC 13,7,7,Justin Herbert pass incomplete short right intended for Austin Ekeler (defended by Markquese Bell),-0.320,-0.770
2,2:18,2,10,LAC 13,7,7,Justin Herbert pass complete deep right to Josh Palmer for 26 yards (tackle by Jourdan Lewis),-0.770,1.530
2,2:00,1,10,LAC 39,7,7,Justin Herbert pass complete short right to Gerald Everett for no gain (tackle by Damone Clark),1.530,0.990
2,1:35,2,10,LAC 39,7,7,Justin Herbert pass complete short left to Josh Palmer for 11 yards,0.990,2.260
2,1:30,1,10,LAC 50,7,7,Justin Herbert pass incomplete deep left intended for Keenan Allen,2.260,1.710
2,1:22,2,10,LAC 50,7,7,"Justin Herbert pass incomplete short right intended for Austin Ekeler. Penalty on Trey Pipkins: Offensive Holding, 10 yards (accepted) (no play)",1.710,0.360
2,1:22,2,20,LAC 40,7,7,Justin Herbert pass complete short right to Donald Parham for 6 yards (tackle by Stephon Gilmore),0.360,0.500
2,1:15,3,14,LAC 46,7,7,Justin Herbert pass incomplete deep left intended for Quentin Johnston (defended by Dante Fowler),0.500,-0.320
2,1:09,4,14,LAC 46,7,7,"JK Scott punts 40 yards, returned by KaVontae Turpin for 15 yards (tackle by Josh Harris)",-0.320,-0.870
2,0:59,1,10,DAL 29,7,7,Dak Prescott pass incomplete short left intended for Michael Gallup (defended by Michael Davis),0.870,0.330
2,0:55,2,10,DAL 29,7,7,Dak Prescott pass complete deep right to CeeDee Lamb for 23 yards (tackle by Dean Marlowe),0.330,2.390
2,0:50,1,10,LAC 48,7,7,Dak Prescott pass complete short right to Michael Gallup for 11 yards (tackle by Michael Davis),2.390,3.120
2,0:38,1,10,LAC 37,7,7,"Dak Prescott scrambles right end for no gain (tackle by Kenneth Murray). Penalty on Tyler Smith: Offensive Holding, 10 yards (accepted) (no play)",3.120,2.460
2,0:21,1,20,LAC 47,7,7,"Dak Prescott pass complete short right to Jake Ferguson for 15 yards (tackle by Kenneth Murray and Derwin James). Penalty on Derwin James: Unnecessary Roughness / Defense, 15 yards (accepted)",2.460,4.440
2,0:14,1,10,LAC 17,7,7,Dak Prescott pass complete short middle to Tony Pollard for 3 yards (tackle by Kenneth Murray),4.440,4.320
2,0:03,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:03,2,7,LAC 14,10,7,Brandon Aubrey 32 yard field goal good,4.320,3.000
Quarter,Time,Down,ToGo,Location,DAL,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,7,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAC 25,10,7,"Justin Herbert pass complete short left to Josh Palmer for no gain (tackle by Malik Hooker). Penalty on Trey Pipkins: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,0.280
3,14:30,1,15,LAC 20,10,7,Justin Herbert pass incomplete deep right intended for Keenan Allen,0.280,-0.610
3,14:23,2,15,LAC 20,10,7,Justin Herbert pass complete deep right to Josh Palmer for 17 yards (tackle by Stephon Gilmore),-0.610,1.400
3,13:44,1,10,LAC 37,10,7,Austin Ekeler left tackle for 6 yards (tackle by Damone Clark and Micah Parsons),1.400,1.670
3,13:14,2,4,LAC 43,10,7,Austin Ekeler left guard for 3 yards (tackle by Osa Odighizuwa and Damone Clark),1.670,1.360
3,12:55,3,1,LAC 46,10,7,Austin Ekeler up the middle for 3 yards (tackle by Osa Odighizuwa and Jayron Kearse),1.360,2.190
3,12:17,1,10,LAC 49,10,7,"Justin Herbert pass complete short right to Joshua Kelley for no gain (tackle by Damone Clark). Penalty on Rashawn Slater: Illegal Shift, 5 yards (accepted) (no play)",2.190,1.860
3,11:53,1,15,LAC 44,10,7,Justin Herbert pass complete short left to Josh Palmer for 6 yards (tackle by Markquese Bell),1.860,1.780
3,11:24,2,9,LAC 50,10,7,Justin Herbert pass complete short middle to Donald Parham for 13 yards (tackle by Malik Hooker),1.780,3.120
3,11:02,1,10,DAL 37,10,7,Austin Ekeler left tackle for 2 yards (tackle by Damone Clark),3.120,2.840
3,10:20,2,8,DAL 35,10,7,Justin Herbert pass complete short middle to Keenan Allen for 19 yards (tackle by Donovan Wilson),2.840,4.510
3,9:35,1,10,DAL 16,10,7,Justin Herbert pass incomplete short left intended for Austin Ekeler (defended by DeMarcus Lawrence),4.510,3.900
3,9:30,2,10,DAL 16,10,7,Justin Herbert pass complete short right to Austin Ekeler for no gain (tackle by Markquese Bell),3.900,3.080
3,8:49,3,10,DAL 16,10,7,Justin Herbert scrambles right end for 9 yards (tackle by Jayron Kearse),3.080,3.010
3,7:50,4,1,DAL 7,10,7,Justin Herbert pass incomplete short right intended for Josh Palmer (defended by DaRon Bland),3.010,0.380
3,7:42,1,10,DAL 7,10,7,"Dak Prescott pass incomplete short right intended for Michael Gallup. Penalty on Zack Martin: Offensive Holding, 10 yards (declined)",-0.380,-0.780
3,7:35,2,10,DAL 7,10,7,Tony Pollard up the middle for 2 yards (tackle by Sebastian Joseph-Day),-0.780,-1.190
3,7:01,3,8,DAL 9,10,7,Dak Prescott sacked by Morgan Fox for -4 yards,-1.190,-2.490
3,6:22,4,12,DAL 5,10,7,"Bryan Anger punts 56 yards, returned by Derius Davis for 12 yards (tackle by Malik Jefferson)",-2.490,-2.320
3,6:10,1,10,DAL 49,10,7,Joshua Kelley up the middle for 2 yards (tackle by Jayron Kearse),2.320,2.050
3,5:33,2,8,DAL 47,10,7,Justin Herbert pass complete short right to Joshua Kelley for 2 yards,2.050,1.620
3,5:00,,,,,,Timeout #1 by Dallas Cowboys,,
3,5:00,3,6,DAL 45,10,7,Justin Herbert pass complete short middle to Keenan Allen for 23 yards (tackle by Stephon Gilmore),1.620,4.110
3,4:32,1,10,DAL 22,10,7,Justin Herbert scrambles left end for 1 yard (tackle by DaRon Bland),4.110,3.700
3,3:59,2,9,DAL 21,10,7,Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by DaRon Bland),3.700,4.390
3,3:28,3,1,DAL 13,10,7,Justin Herbert scrambles up the middle for 4 yards (tackle by Damone Clark and Osa Odighizuwa),4.390,5.140
3,2:52,1,9,DAL 9,10,7,Austin Ekeler left end for 1 yard (tackle by DeMarcus Lawrence and Markquese Bell),5.140,4.570
3,2:07,2,8,DAL 8,10,7,Justin Herbert scrambles up the middle for 2 yards (tackle by Markquese Bell),4.570,4.040
3,1:15,3,6,DAL 6,10,7,Justin Herbert pass incomplete short right intended for Donald Parham,4.040,2.990
3,1:11,4,6,DAL 6,10,10,Cameron Dicker 24 yard field goal good,2.990,3.000
3,1:08,,,LAC 35,10,10,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,1:08,1,10,DAL 25,10,10,Tony Pollard up the middle for 1 yard (tackle by Austin Johnson and Eric Kendricks),0.610,0.200
3,0:34,2,9,DAL 26,10,10,Tony Pollard left guard for -2 yards (tackle by Austin Johnson and Kenneth Murray),0.200,-0.760
Quarter,Time,Down,ToGo,Location,DAL,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,DAL 24,10,10,Dak Prescott pass complete short middle to Tony Pollard for 60 yards (tackle by Asante Samuel),-0.760,4.510
4,14:03,,,,,,Timeout #2 by Dallas Cowboys,,
4,14:03,1,10,LAC 16,10,10,"Tony Pollard right end for 4 yards (tackle by Ja'Sir Taylor). Penalty on CeeDee Lamb: Offensive Holding, 10 yards (accepted)",4.510,4.110
4,13:40,1,16,LAC 22,10,10,Rico Dowdle right tackle for 4 yards (tackle by Eric Kendricks),4.110,3.640
4,12:54,2,12,LAC 18,10,10,"Eric Kendricks for no gain. Penalty on Ja'Sir Taylor: Defensive Holding, 5 yards (offset) . Penalty on Terence Steele: Offensive Holding, 10 yards (offset) (no play)",3.640,3.640
4,12:40,2,12,LAC 18,10,10,Dak Prescott pass complete short middle to CeeDee Lamb for 15 yards (tackle by Kenneth Murray),3.640,0.000
4,12:02,1,4,LAC 3,10,10,Tony Pollard up the middle for 1 yard (tackle by Joey Bosa),0.000,5.720
4,11:26,2,2,LAC 2,16,10,"Dak Prescott pass complete short left to Brandin Cooks for 2 yards, touchdown",5.720,7.000
4,11:19,,,LAC 15,17,10,Brandon Aubrey kicks extra point good,0.000,0.000
4,11:19,,,DAL 35,17,10,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,11:19,1,10,LAC 25,17,10,Justin Herbert pass incomplete deep left intended for Keenan Allen,0.610,0.060
4,11:14,2,10,LAC 25,17,10,"Justin Herbert pass incomplete short right intended for Donald Parham. Penalty on Jayron Kearse: Defensive Holding, 5 yards (accepted) (no play)",0.060,0.940
4,11:09,1,10,LAC 30,17,10,Austin Ekeler up the middle for -4 yards (tackle by Osa Odighizuwa),0.940,-0.150
4,10:33,2,14,LAC 26,17,10,"Justin Herbert pass complete short right to Josh Palmer for no gain (tackle by Stephon Gilmore). Penalty on Rashawn Slater: Offensive Holding, 10 yards (accepted) (no play)",-0.150,-1.650
4,10:07,2,24,LAC 16,17,10,Justin Herbert pass complete deep right to Keenan Allen for 23 yards (tackle by Damone Clark),-1.650,0.890
4,9:26,3,1,LAC 39,17,10,"Austin Ekeler left guard for no gain (tackle by Jayron Kearse and Damone Clark). Penalty on Zion Johnson: Offensive Holding, 9 yards (accepted) (no play)",0.890,-0.360
4,9:02,3,11,LAC 30,17,10,Justin Herbert pass incomplete short left intended for Josh Palmer (defended by DaRon Bland),-0.360,-1.370
4,8:41,4,11,LAC 30,17,10,"JK Scott punts 49 yards downed by Amen Ogbongbemiga LAC challenged the fumble ruling, and the original play was overturned. JK Scott punts 50 yards, recovered by Amen Ogbongbemiga at DAL-20",-1.370,4.240
4,8:41,1,10,DAL 20,17,10,"Justin Herbert pass incomplete short right intended for Keenan Allen. Penalty on Stephon Gilmore: Defensive Pass Interference, 15 yards (accepted) (no play)",4.240,6.060
4,8:36,1,5,DAL 5,17,10,Austin Ekeler up the middle for 2 yards (tackle by Dorance Armstrong and Donovan Wilson),6.060,5.530
4,7:59,2,3,DAL 3,17,10,Justin Herbert pass incomplete short middle intended for Josh Palmer,5.530,4.720
4,7:54,3,3,DAL 3,17,10,Justin Herbert pass complete short right to Austin Ekeler for 2 yards (tackle by Markquese Bell),4.720,3.550
4,7:15,,,,,,Timeout #1 by Los Angeles Chargers,,
4,7:15,4,1,DAL 1,17,16,"Justin Herbert pass complete short right to Gerald Everett for 1 yard, touchdown",3.550,7.000
4,7:11,,,DAL 15,17,17,Cameron Dicker kicks extra point good,0.000,0.000
4,7:11,,,LAC 35,17,17,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,7:11,1,10,DAL 25,17,17,"Penalty on Tyler Smith: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,7:11,1,15,DAL 20,17,17,Dak Prescott pass complete short left to Michael Gallup for 5 yards (tackle by Asante Samuel),0.280,0.060
4,6:41,2,10,DAL 25,17,17,Dak Prescott sacked by Nick Williams for -8 yards,0.060,-1.930
4,5:52,3,18,DAL 17,17,17,Dak Prescott scrambles right end for 9 yards (tackle by Eric Kendricks),-1.930,-1.630
4,5:43,4,9,DAL 26,17,17,"Penalty on Michael Davis: Defensive Holding, 5 yards (declined) Penalty on Ja'Sir Taylor: Illegal Contact, 5 yards (accepted)",-1.630,1.000
4,5:43,1,10,DAL 31,17,17,Brandin Cooks right end for 14 yards (tackle by Derwin James),1.000,1.930
4,5:03,1,10,DAL 45,17,17,Dak Prescott pass incomplete short left intended for Michael Gallup,1.930,1.380
4,4:51,2,10,DAL 45,17,17,Tony Pollard up the middle for 4 yards (tackle by Sebastian Joseph-Day),1.380,1.220
4,4:18,3,6,DAL 49,17,17,Dak Prescott pass complete deep right to CeeDee Lamb for 18 yards (tackle by Ja'Sir Taylor),1.220,3.380
4,4:11,1,10,LAC 33,17,17,Rico Dowdle right tackle for 1 yard (tackle by Joey Bosa and Nick Williams),3.380,2.970
4,3:37,2,9,LAC 32,17,17,"Dak Prescott pass complete short right to Sean McKeon for 5 yards (tackle by Eric Kendricks) LAC challenged the pass completion ruling, and the original play was overturned. Dak Prescott pass incomplete short right intended for Sean McKeon",2.970,2.280
4,3:30,3,9,LAC 32,17,17,Dak Prescott pass complete short left to Brandin Cooks for 11 yards (tackle by Asante Samuel),2.280,4.170
4,2:38,1,10,LAC 21,17,17,Tony Pollard right tackle for no gain (tackle by Eric Kendricks),4.170,3.630
4,2:36,,,,,,Timeout #2 by Los Angeles Chargers,,
4,2:36,2,10,LAC 21,17,17,Dak Prescott sacked by Sebastian Joseph-Day for no gain,3.630,2.940
4,2:28,,,,,,Timeout #3 by Los Angeles Chargers,,
4,2:28,3,10,LAC 21,17,17,Dak Prescott pass incomplete deep right intended for Tony Pollard,2.940,2.060
4,2:23,4,10,LAC 21,20,17,Brandon Aubrey 39 yard field goal good,2.060,3.000
4,2:19,,,DAL 35,20,17,"Brandon Aubrey kicks off 65 yards, touchback.",0.000,0.610
4,2:15,1,10,LAC 25,20,17,"Justin Herbert pass complete short left to Keenan Allen for 9 yards. Penalty on Micah Parsons: Defensive Offside, 5 yards (accepted) (no play)",0.610,1.340
4,2:15,1,5,LAC 30,20,17,Justin Herbert scrambles up the middle for 3 yards (tackle by DeMarcus Lawrence),1.340,1.140
4,2:00,2,2,LAC 33,20,17,Justin Herbert sacked by Micah Parsons for -8 yards,1.140,-0.620
4,1:31,3,10,LAC 25,20,17,Justin Herbert pass short right intended for Quentin Johnston is intercepted by Stephon Gilmore at LAC-33 and returned for no gain (tackle by Quentin Johnston),-0.620,-3.380
4,1:22,1,10,LAC 33,20,17,Dak Prescott kneels for -1 yards,3.380,2.700
4,0:41,2,11,LAC 34,20,17,Dak Prescott kneels for -1 yards,2.700,1.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
