Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,15,30,0,2,12,0.8,18,1.2,0,
Dak Prescott,DAL,7,40,1,2,28,4.0,12,1.7,0,
Rico Dowdle,DAL,3,12,0,,5,1.7,7,2.3,0,
Brandin Cooks,DAL,1,14,0,1,13,13.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,14,27,0,1,9,0.6,18,1.3,0,
Justin Herbert,LAC,6,20,0,1,11,1.8,9,1.5,0,
Gerald Everett,LAC,1,2,0,0,1,1.0,1,1.0,0,
Joshua Kelley,LAC,1,2,0,,1,1.0,1,1.0,0,
Isaiah Spiller,LAC,1,2,0,,0,0.0,2,2.0,0,
