Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Billy Cundiff kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,CLE 20,0,0,Colt McCoy pass incomplete short middle intended for Greg Little,0.280,-0.270
1,14:56,2,10,CLE 20,0,0,Peyton Hillis left guard for 7 yards (tackle by Dannell Ellerbe),-0.270,-0.030
1,14:21,3,3,CLE 27,0,0,Colt McCoy pass complete short left to Jordan Norwood for 11 yards (tackle by Bernard Pollard),-0.030,1.470
1,13:56,1,10,CLE 38,0,0,Colt McCoy pass complete short left to Evan Moore for 6 yards (tackle by Cary Williams),1.470,1.730
1,13:23,2,4,CLE 44,0,0,Peyton Hillis right guard for 9 yards (tackle by Lardarius Webb),1.730,2.460
1,12:48,1,10,BAL 47,0,0,Peyton Hillis left guard for 8 yards (tackle by Dannell Ellerbe),2.460,2.990
1,12:09,2,2,BAL 39,0,0,Peyton Hillis left guard for no gain (tackle by Cory Redding),2.990,2.280
1,11:31,3,2,BAL 39,0,0,Colt McCoy pass incomplete short right intended for Mohamed Massaquoi (defended by Haloti Ngata),2.280,0.660
1,11:27,4,2,BAL 39,0,0,"Brad Maynard punts 25 yards, fair catch by Lardarius Webb",0.660,0.280
1,11:19,1,10,BAL 14,0,0,Ray Rice left tackle for 30 yards (tackle by Mike Adams),-0.280,1.860
1,10:40,1,10,BAL 44,0,0,Ray Rice left guard for 2 yards (tackle by Ahtyba Rubin and Jabaal Sheard),1.860,1.590
1,10:05,2,8,BAL 46,0,0,Ray Rice left tackle for 7 yards (tackle by D'Qwell Jackson),1.590,1.820
1,9:26,3,1,CLE 47,0,0,Ricky Williams left guard for 12 yards (tackle by Sheldon Brown),1.820,3.250
1,8:48,1,10,CLE 35,0,0,Ricky Williams right tackle for -4 yards (tackle by Jabaal Sheard),3.250,2.160
1,8:10,2,14,CLE 39,0,0,Joe Flacco pass incomplete short left intended for Ray Rice (defended by Scott Paxson),2.160,1.490
1,8:04,3,14,CLE 39,0,0,Joe Flacco pass complete short middle to Ed Dickson for 13 yards (tackle by D'Qwell Jackson),1.490,1.890
1,7:19,4,1,CLE 26,0,0,Ray Rice right guard for no gain (tackle by Chris Gocong and Phil Taylor),1.890,-0.670
1,7:13,1,10,CLE 26,0,0,Peyton Hillis right guard for 2 yards (tackle by Bernard Pollard and Dannell Ellerbe),0.670,0.400
1,6:39,2,8,CLE 28,0,0,"Colt McCoy pass complete short right to Jordan Norwood for 10 yards (tackle by Ed Reed). Penalty on Jordan Norwood: Taunting, 15 yards",0.400,0.480
1,6:11,1,10,CLE 23,0,0,Peyton Hillis left guard for 3 yards (tackle by Jarret Johnson and Haloti Ngata),0.480,0.340
1,5:35,2,7,CLE 26,0,0,Colt McCoy pass complete short right to Chris Ogbonnaya for -1 yards (tackle by Dannell Ellerbe),0.340,-0.490
1,4:52,3,8,CLE 25,0,0,Seneca Wallace pass complete short right to Greg Little for 4 yards (tackle by Jimmy Smith),-0.490,-1.440
1,4:38,4,4,CLE 29,0,0,"Brad Maynard punts 36 yards, returned by Lardarius Webb for 4 yards (tackle by Raymond Ventrone)",-1.440,-1.530
1,4:29,1,10,BAL 39,0,0,Ray Rice right guard for 7 yards (tackle by Ahtyba Rubin),1.530,1.930
1,3:55,2,3,BAL 46,0,0,Ray Rice right tackle for 14 yards (tackle by Mike Adams),1.930,2.920
1,3:12,1,10,CLE 40,0,0,Ray Rice left guard for 10 yards (tackle by Mike Adams),2.920,3.580
1,2:33,1,10,CLE 30,0,0,Torrey Smith right end for -3 yards (tackle by Jayme Mitchell),3.580,2.630
1,1:49,2,13,CLE 33,0,0,Ricky Williams left tackle for 3 yards (tackle by Chris Gocong and Sheldon Brown),2.630,2.340
1,1:19,3,10,CLE 30,0,0,Joe Flacco pass complete short right to Ed Dickson for 9 yards (tackle by Eric Hagg),2.340,2.210
1,1:02,4,1,CLE 21,0,0,Joe Flacco up the middle for 2 yards (tackle by Eric Hagg),2.210,4.310
1,0:20,1,10,CLE 19,0,0,Ray Rice right tackle for 5 yards (tackle by Phil Taylor and Ahtyba Rubin),4.310,4.530
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CLE 14,0,0,Ray Rice left guard for 4 yards (tackle by Ahtyba Rubin),4.530,4.690
2,14:28,3,1,CLE 10,0,0,Ray Rice left guard for 2 yards (tackle by Ahtyba Rubin),4.690,5.370
2,13:47,1,8,CLE 8,0,0,Tyrod Taylor for 2 yards (tackle by Usama Young),5.370,4.950
2,13:21,2,6,CLE 6,6,0,"Ray Rice right tackle for 6 yards, touchdown",4.950,7.000
2,,,,CLE 2,7,0,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 35,7,0,"Billy Cundiff kicks off 70 yards, returned by Josh Cribbs for 28 yards (tackle by Brendon Ayanbadejo)",0.000,0.480
2,13:12,1,10,CLE 23,7,0,Peyton Hillis right guard for 4 yards (tackle by Dannell Ellerbe and Terrell Suggs),0.480,0.470
2,12:40,2,6,CLE 27,7,0,Colt McCoy pass complete short middle to Ben Watson for 15 yards (tackle by Dannell Ellerbe),0.470,1.730
2,12:02,1,10,CLE 42,7,0,Peyton Hillis left guard for 7 yards (tackle by Jameel McClain and Cory Redding),1.730,2.130
2,11:19,2,3,CLE 49,7,0,Colt McCoy pass incomplete short right intended for Ben Watson,2.130,1.420
2,11:15,3,3,CLE 49,7,0,Colt McCoy pass incomplete short right intended for Jordan Norwood (defended by Danny Gorrer),1.420,-0.130
,,,,,,,"CLE challenged the incomplete pass ruling, and the original play was overturned.",,
2,11:11,4,3,CLE 49,7,0,"Brad Maynard punts 45 yards, fair catch by Lardarius Webb",-0.130,0.380
2,11:04,1,10,BAL 6,7,0,Ricky Williams left guard for 8 yards (tackle by Sheldon Brown and Kiante Tripp),-0.380,-0.170
2,10:25,2,2,BAL 14,7,0,Vonta Leach right guard for 4 yards (tackle by Brian Schaefering),-0.170,0.040
2,9:50,1,10,BAL 18,7,0,Ricky Williams left guard for 9 yards (tackle by D'Qwell Jackson and Usama Young),0.040,0.820
2,9:09,2,1,BAL 27,7,0,Ricky Williams for 15 yards (tackle by Joe Haden),0.820,1.730
2,8:48,1,10,BAL 42,7,0,Ray Rice left tackle for 5 yards (tackle by D'Qwell Jackson),1.730,1.860
2,8:17,2,5,BAL 47,7,0,Ray Rice left guard for 4 yards (tackle by Jabaal Sheard),1.860,1.690
2,7:53,3,1,CLE 49,7,0,Vonta Leach left guard for 3 yards (tackle by Brian Schaefering),1.690,2.520
2,7:15,1,10,CLE 46,7,0,Joe Flacco pass complete short left to Dennis Pitta for 26 yards (tackle by Sheldon Brown),2.520,4.240
2,6:37,1,10,CLE 20,7,0,Ray Rice left guard for 4 yards (tackle by Jayme Mitchell),4.240,4.280
2,6:37,2,6,CLE 16,7,0,"Penalty on Bryant McKinnie: False Start, 5 yards (no play)",4.280,3.560
2,5:33,2,11,CLE 21,7,0,Ray Rice right tackle for 5 yards (tackle by D'Qwell Jackson),3.560,3.520
2,4:47,3,6,CLE 16,7,0,Joe Flacco pass incomplete deep left intended for Torrey Smith,3.520,2.400
2,4:41,4,6,CLE 16,7,0,Billy Cundiff 34 yard field goal no good,2.400,-0.540
2,4:37,1,10,CLE 24,7,0,Colt McCoy pass complete short right to Greg Little for 6 yards (tackle by Jameel McClain),0.540,0.810
2,4:09,2,4,CLE 30,7,0,Peyton Hillis right tackle for 3 yards (tackle by Jarret Johnson and Jameel McClain),0.810,0.500
2,3:27,3,1,CLE 33,7,0,Peyton Hillis right guard for no gain (tackle by Jarret Johnson),0.500,-1.180
2,2:46,4,1,CLE 33,7,0,"Brad Maynard punts 46 yards, fair catch by Lardarius Webb",-1.180,-0.340
2,2:39,1,10,BAL 21,7,0,Ray Rice left guard for 2 yards (tackle by D'Qwell Jackson),0.340,0.070
2,2:20,,,,7,0,Timeout #1 by Cleveland Browns,0.000,0.070
2,2:20,2,8,BAL 23,7,0,Joe Flacco pass complete deep left to Ed Dickson for 25 yards (tackle by Usama Young and Mike Adams),0.070,2.130
2,2:00,1,10,BAL 48,7,0,Joe Flacco pass complete short left to Anquan Boldin for 16 yards (tackle by Usama Young),2.130,3.180
2,1:31,1,10,CLE 36,7,0,Joe Flacco pass complete short right to Vonta Leach for 11 yards (tackle by Chris Gocong),3.180,3.910
2,1:22,1,10,CLE 25,7,0,Joe Flacco pass incomplete deep middle intended for Torrey Smith,3.910,3.360
2,1:16,2,10,CLE 25,7,0,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by Jabaal Sheard),3.360,2.940
2,1:07,,,,7,0,Timeout #2 by Cleveland Browns,0.000,2.940
2,1:07,3,8,CLE 23,7,0,Joe Flacco pass incomplete short right intended for Dennis Pitta,2.940,1.930
2,1:04,4,8,CLE 23,7,0,Billy Cundiff 41 yard field goal no good,1.930,-1.000
2,0:59,1,10,CLE 31,7,0,"Colt McCoy pass incomplete short right intended for Chris Ogbonnaya. Penalty on Brendon Ayanbadejo: Defensive Holding, 5 yards (no play)",1.000,1.330
2,0:54,1,10,CLE 36,7,0,Colt McCoy pass incomplete short left intended for Greg Little (defended by Terrell Suggs),1.330,0.790
2,0:49,2,10,CLE 36,7,0,Colt McCoy pass incomplete short middle intended for Ben Watson,0.790,0.100
2,0:47,3,10,CLE 36,7,0,Colt McCoy pass incomplete short right intended for Mohamed Massaquoi is intercepted by Jimmy Smith at CLE-47 and returned for 32 yards (tackle by Colt McCoy),0.100,-4.580
2,0:37,1,10,CLE 15,7,0,Joe Flacco pass incomplete short left intended for Vonta Leach,4.580,3.950
2,0:32,2,10,CLE 15,7,0,"Joe Flacco pass incomplete short right intended for Anquan Boldin. Penalty on Dimitri Patterson: Defensive Pass Interference, 12 yards (no play)",3.950,6.510
2,0:28,1,3,CLE 3,7,0,Ray Rice right guard for no gain (tackle by Phil Taylor and Scott Paxson),6.510,5.530
2,0:24,,,,7,0,Timeout #1 by Baltimore Ravens,0.000,5.530
2,0:24,2,3,CLE 3,7,0,Joe Flacco pass incomplete short right intended for Ed Dickson,5.530,4.720
2,0:19,3,3,CLE 3,7,0,Joe Flacco pass incomplete short right intended for Lee Evans (defended by Joe Haden),4.720,3.040
2,0:17,4,3,CLE 3,10,0,Billy Cundiff 21 yard field goal good,3.040,3.000
2,,,,BAL 35,10,0,"Billy Cundiff kicks off 57 yards, returned by Josh Cribbs for 20 yards (tackle by Kris Wilson)",0.000,0.810
2,0:09,1,10,CLE 28,10,0,Colt McCoy kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,0,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,10,0,Ray Rice right guard for 11 yards (tackle by Brian Schaefering),0.280,1.000
3,14:25,1,10,BAL 31,10,0,Ray Rice left guard for no gain (tackle by Usama Young),1.000,0.460
3,13:48,2,10,BAL 31,10,0,Ray Rice right guard for 2 yards (tackle by Jabaal Sheard),0.460,0.040
3,13:06,3,8,BAL 33,10,0,Joe Flacco pass incomplete short left intended for Lee Evans (defended by Sheldon Brown),0.040,-1.180
3,13:02,4,8,BAL 33,10,0,"Sam Koch punts 54 yards, returned by Josh Cribbs for 9 yards (tackle by Dennis Pitta)",-1.180,-0.410
3,12:51,1,10,CLE 22,10,0,Colt McCoy pass complete short left to Greg Little for 8 yards (tackle by Cary Williams and Terrell Suggs),0.410,0.950
3,12:23,2,2,CLE 30,10,0,Peyton Hillis right guard for no gain (tackle by Bernard Pollard),0.950,0.230
3,11:44,3,2,CLE 30,10,0,Colt McCoy pass complete short left to Ben Watson for 8 yards (tackle by Dannell Ellerbe),0.230,1.470
3,11:04,1,10,CLE 38,10,0,Colt McCoy pass incomplete short right intended for Ben Watson,1.470,0.920
3,10:58,2,10,CLE 38,10,0,Colt McCoy pass incomplete short right intended for Peyton Hillis (defended by Haloti Ngata),0.920,0.230
3,10:54,3,10,CLE 38,10,0,Colt McCoy pass complete short middle to Chris Ogbonnaya for -9 yards (tackle by Terrell Suggs),0.230,-1.440
3,10:20,4,19,CLE 29,10,0,Brad Maynard punts 42 yards,-1.440,-0.870
3,10:11,1,10,BAL 29,10,0,Ricky Williams right guard for 4 yards (tackle by Brian Schaefering and D'Qwell Jackson),0.870,0.870
3,9:30,2,6,BAL 33,10,0,Ricky Williams left guard for 1 yard (tackle by D'Qwell Jackson),0.870,0.300
3,8:49,3,5,BAL 34,10,0,Joe Flacco pass complete short left to Anquan Boldin for 16 yards (tackle by Sheldon Brown),0.300,2.260
3,8:18,1,10,,10,0,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Dimitri Patterson),2.260,1.710
3,8:15,2,10,,10,0,Joe Flacco pass incomplete short middle intended for Anquan Boldin (defended by Sheldon Brown),1.710,1.030
3,8:10,3,10,,10,0,"Joe Flacco sacked by Jabaal Sheard for -2 yards. Joe Flacco fumbles (forced by Jabaal Sheard), recovered by Jayme Mitchell at CLE-48 (tackle by Ray Rice)",1.030,-2.260
3,8:02,1,10,,10,0,Colt McCoy sacked by Terrell Suggs for -7 yards,2.260,0.770
3,7:24,2,17,CLE 43,10,0,Colt McCoy pass complete deep left to Peyton Hillis for 52 yards (tackle by Bernard Pollard),0.770,6.060
3,6:49,1,5,BAL 5,10,0,Peyton Hillis left guard for 2 yards (tackle by Haloti Ngata),6.060,5.530
3,6:09,2,3,BAL 3,10,0,Colt McCoy pass incomplete short middle intended for Evan Moore,5.530,4.720
3,6:05,3,3,BAL 3,10,0,Colt McCoy pass incomplete short middle intended for Greg Little (defended by Bernard Pollard),4.720,3.040
3,5:59,4,3,BAL 3,10,3,Phil Dawson 21 yard field goal good,3.040,3.000
3,,,,CLE 35,10,3,"Phil Dawson kicks off 64 yards, returned by Tom Zbikowski for 26 yards (tackle by James Dockery)",0.000,0.740
3,5:48,1,10,BAL 27,10,3,Ray Rice left tackle for 67 yards (tackle by D'Qwell Jackson),0.740,5.830
3,5:29,1,6,CLE 6,10,3,Ricky Williams right guard for 5 yards (tackle by Brian Schaefering and Usama Young),5.830,5.910
3,5:00,2,1,CLE 1,16,3,"Ricky Williams right guard for 1 yard, touchdown",5.910,7.000
3,,,,CLE 2,17,3,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 35,17,3,"Billy Cundiff kicks off 56 yards, returned by Josh Cribbs for 21 yards (tackle by Haruki Nakamura)",0.000,0.940
3,4:49,1,10,CLE 30,17,3,"Colt McCoy pass complete short right to Alex Smith for -1 yards (tackle by Jarret Johnson). Penalty on Jason Pinkston: Illegal Use of Hands, 10 yards (no play)",0.940,0.280
3,4:30,1,20,CLE 20,17,3,Colt McCoy pass complete short right to Jordan Norwood for 8 yards (tackle by Lardarius Webb),0.280,0.120
3,3:53,2,12,CLE 28,17,3,Colt McCoy right tackle for 8 yards (tackle by Jameel McClain),0.120,0.500
3,3:06,3,4,CLE 36,17,3,Colt McCoy sacked by Pernell McPhee for -8 yards,0.500,-1.500
3,2:47,4,12,CLE 28,17,3,"Brad Maynard punts 48 yards, fair catch by Lardarius Webb",-1.500,-0.540
3,2:40,1,10,BAL 24,17,3,Ray Rice left guard for no gain (tackle by Kaluka Maiava and Scott Paxson),0.540,0.000
3,1:58,2,10,BAL 24,17,3,Ray Rice left tackle for -1 yards (tackle by D'Qwell Jackson),0.000,-0.820
3,1:11,,,,17,3,Timeout #1 by Baltimore Ravens,0.000,-0.820
3,1:11,3,11,BAL 23,17,3,Joe Flacco pass complete deep middle to Torrey Smith for 32 yards (tackle by Joe Haden),-0.820,2.590
3,0:28,1,10,CLE 45,17,3,Ricky Williams left tackle for 4 yards (tackle by Phil Taylor),2.590,2.580
Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CLE 41,17,3,Ricky Williams left guard for 5 yards (tackle by Kaluka Maiava),2.580,2.540
4,14:27,3,1,CLE 36,17,3,Vonta Leach right guard for 3 yards (tackle by Jayme Mitchell),2.540,3.380
4,13:48,,,,17,3,Timeout #2 by Baltimore Ravens,0.000,3.380
4,13:48,1,10,CLE 33,17,3,Ricky Williams right guard for 1 yard (tackle by Jabaal Sheard),3.380,2.970
,,,,,,,"BAL challenged the fumble ruling, and the original play was overturned.",,
4,13:05,2,9,CLE 32,17,3,Ray Rice right tackle for no gain (tackle by Scott Paxson and Jabaal Sheard),2.970,2.280
4,12:20,3,9,CLE 32,17,3,Joe Flacco pass incomplete deep right intended for Lee Evans,2.280,1.240
4,12:14,4,9,CLE 32,17,3,"Sam Koch punts 32 yards, touchback",1.240,-0.280
4,12:06,1,10,CLE 20,17,3,Colt McCoy pass incomplete short left intended for Mohamed Massaquoi (defended by Cary Williams),0.280,-0.270
4,12:02,2,10,CLE 20,17,3,Colt McCoy pass incomplete short middle intended for Jordan Norwood (defended by Brendon Ayanbadejo),-0.270,-0.960
4,11:59,3,10,CLE 20,17,3,Colt McCoy pass incomplete short right intended for Ben Watson,-0.960,-2.030
4,11:54,4,10,CLE 20,17,3,Brad Maynard punts 35 yards,-2.030,-1.930
4,11:49,1,10,BAL 45,17,3,Ray Rice left guard for 3 yards (tackle by Brian Schaefering),1.930,1.790
4,11:09,2,7,BAL 48,17,3,Joe Flacco pass incomplete short right intended for Vonta Leach (defended by Jabaal Sheard),1.790,1.090
4,11:05,3,7,BAL 48,17,3,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by Chris Gocong and Jayme Mitchell),1.090,2.650
4,10:21,1,10,CLE 44,17,3,Ray Rice right guard for 3 yards (tackle by Ahtyba Rubin and Jabaal Sheard),2.650,2.520
4,10:21,2,7,CLE 41,17,3,"Penalty on Joe Flacco: Delay of Game, 5 yards (no play)",2.520,1.840
4,9:13,2,12,CLE 46,17,3,Ray Rice right tackle for 4 yards (tackle by Joe Haden),1.840,1.690
4,8:30,3,8,CLE 42,17,3,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.690,0.460
4,8:26,4,8,CLE 42,17,3,Sam Koch punts 22 yards,0.460,-0.280
4,8:17,1,10,CLE 20,17,3,Chris Ogbonnaya right guard for 2 yards (tackle by Jameel McClain),0.280,0.000
4,7:58,2,8,CLE 22,17,3,"Colt McCoy pass incomplete short left intended for Ben Watson. Penalty on Paul Kruger: Defensive Pass Interference, 3 yards (no play)",0.000,0.610
4,7:54,1,10,CLE 25,17,3,Colt McCoy pass incomplete short middle intended for Ben Watson,0.610,0.060
4,7:50,2,10,CLE 25,17,3,Colt McCoy sacked by Pernell McPhee for -7 yards,0.060,-1.720
4,7:25,3,17,CLE 18,17,3,Colt McCoy pass complete short middle to Chris Ogbonnaya for 10 yards (tackle by Jameel McClain). Penalty on Shawn Lauvao: Offensive Holding (Declined),-1.720,-1.500
4,7:16,4,7,CLE 28,23,3,"Brad Maynard punts 40 yards, returned by Lardarius Webb for 68 yards, touchdown",-1.500,-7.000
4,,,,CLE 2,24,3,Billy Cundiff kicks extra point good,0.000,0.000
4,,,,BAL 35,24,3,"Billy Cundiff kicks off 64 yards, returned by Josh Cribbs for 26 yards (tackle by Danny Gorrer)",0.000,0.740
4,6:51,1,10,CLE 27,24,3,Colt McCoy pass complete short middle to Chris Ogbonnaya for 14 yards (tackle by Haruki Nakamura and Arthur Jones),0.740,1.660
4,6:29,1,10,CLE 41,24,3,Colt McCoy up the middle for 2 yards (tackle by Pernell McPhee),1.660,1.390
4,6:06,2,8,CLE 43,24,3,Colt McCoy pass complete short left to Mohamed Massaquoi for 7 yards (tackle by Cary Williams),1.390,1.620
4,5:43,3,1,,24,3,Colt McCoy left guard for 3 yards (tackle by Paul Kruger),1.620,2.460
4,5:20,1,10,BAL 47,24,3,Colt McCoy pass complete short left to Chris Ogbonnaya for 14 yards (tackle by Jameel McClain),2.460,3.380
4,4:49,1,10,BAL 33,24,3,Colt McCoy pass complete left to Ben Watson for 11 yards (tackle by Cary Williams),3.380,4.110
4,4:43,1,10,BAL 22,24,3,Colt McCoy pass incomplete deep right intended for Mohamed Massaquoi,4.110,3.560
4,4:37,2,10,BAL 22,24,3,Colt McCoy pass incomplete short right intended for Chris Ogbonnaya (defended by Danny Gorrer),3.560,2.870
4,4:33,3,10,BAL 22,24,3,Colt McCoy pass incomplete short left intended for Greg Little,2.870,1.990
4,4:29,4,10,BAL 22,24,9,"Colt McCoy pass complete deep right to Evan Moore for 22 yards, touchdown",1.990,7.000
4,,,,BAL 2,24,10,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 35,24,10,"Phil Dawson kicks onside 11 yards, recovered by Haruki Nakamura and returned for 8 yards",0.000,3.050
4,4:18,1,10,CLE 38,24,10,Ray Rice right guard for 4 yards (tackle by Brian Schaefering),3.050,3.050
4,4:11,,,,24,10,Timeout #1 by Cleveland Browns,0.000,3.050
4,4:11,2,6,CLE 34,24,10,Ray Rice left tackle for 4 yards (tackle by Mike Adams),3.050,2.870
4,3:34,3,2,CLE 30,24,10,Vonta Leach right guard for 2 yards (tackle by Brian Schaefering),2.870,3.710
4,3:29,,,,24,10,Timeout #2 by Cleveland Browns,0.000,3.710
4,3:29,1,10,CLE 28,24,10,Ricky Williams left guard for 6 yards (tackle by D'Qwell Jackson and Phil Taylor),3.710,3.980
4,3:24,,,,24,10,Timeout #3 by Cleveland Browns,0.000,3.980
4,3:24,2,4,CLE 22,24,10,Ricky Williams right guard for 2 yards (tackle by Phil Taylor and D'Qwell Jackson),3.980,3.530
4,2:40,3,2,CLE 20,24,10,Ricky Williams left guard for 4 yards (tackle by Chris Gocong),3.530,4.510
4,2:00,1,10,CLE 16,24,10,Joe Flacco kneels for -1 yards,4.510,3.770
4,2:00,2,11,CLE 17,24,10,Joe Flacco kneels for -1 yards,3.770,2.940
4,0:37,3,12,CLE 18,24,10,Joe Flacco kneels for -1 yards,2.940,2.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
