Quarter,Time,Tm,Detail,NOR,CHI
2.0,14:52,Saints,Josh Hill 8 yard pass from Drew Brees (Shayne Graham kick),7,0
,0:32,Saints,Marques Colston 9 yard pass from Drew Brees (Shayne Graham kick),14,0
3.0,8:35,Saints,Josh Hill 7 yard pass from Drew Brees (Shayne Graham kick),21,0
,0:16,Saints,Shayne Graham 25 yard field goal,24,0
4.0,12:47,Bears,Marquess Wilson 1 yard pass from Jay Cutler (Martellus Bennett pass from Jay Cutler),24,8
,1:47,Saints,Mark Ingram 15 yard rush (Shayne Graham kick),31,8
,0:30,Bears,Alshon Jeffery 7 yard pass from Jay Cutler (Jay Feely kick),31,15
