Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
1,8:21,2,1,,0,0,"Matt Forte right tackle for 14 yards (tackle by Curtis Lofton). Penalty on Martellus Bennett: Offensive Holding, 10 yards (no play)",2.340,0.990
1,7:17,2,11,CHI 40,0,0,Jay Cutler pass complete short left to Ka'Deem Carey for 10 yards (tackle by Curtis Lofton),0.990,1.620
1,6:37,3,1,,0,0,Ka'Deem Carey left guard for 4 yards (tackle by John Jenkins),1.620,2.520
1,6:06,1,10,NOR 46,0,0,Matt Forte right guard for -2 yards (tackle by David Hawthorne),2.520,1.710
1,5:26,2,12,NOR 48,0,0,Jay Cutler sacked by David Hawthorne for -9 yards,1.710,-0.160
1,4:44,3,21,CHI 43,0,0,Jay Cutler sacked by Junior Galette for -6 yards,-0.160,-0.910
1,4:09,4,27,CHI 37,0,0,"Pat O'Donnell punts 54 yards, returned by Jalen Saunders for 6 yards (tackle by Jeremy Cain)",-0.910,0.220
1,3:55,1,10,NOR 15,0,0,Drew Brees pass complete short right to Nick Toon for 10 yards (tackle by Tim Jennings),-0.220,0.610
1,3:22,1,10,NOR 25,0,0,Mark Ingram left guard for 1 yard (tackle by Jared Allen),0.610,0.200
1,2:43,2,9,NOR 26,0,0,Drew Brees pass complete short left to Kenny Stills for 21 yards (tackle by Kyle Fuller),0.200,2.060
1,2:06,1,10,NOR 47,0,0,"Drew Brees pass incomplete. Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",2.060,1.400
1,2:00,1,20,NOR 37,0,0,Drew Brees pass complete short left to Pierre Thomas for 31 yards (tackle by Jonathan Bostic),1.400,3.450
1,1:18,1,10,CHI 32,0,0,Mark Ingram left tackle for 2 yards (tackle by Christian Jones),3.450,3.170
1,0:42,2,8,CHI 30,0,0,Mark Ingram left tackle for 5 yards (tackle by Jonathan Bostic),3.170,3.140
1,0:01,3,3,CHI 25,0,0,"Drew Brees pass incomplete deep left intended for Jimmy Graham. Penalty on Kyle Fuller: Defensive Pass Interference, 17 yards (no play)",3.140,5.370
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,CHI 8,6,0,"Drew Brees pass complete short left to Josh Hill for 8 yards, touchdown",5.370,7.000
2,15:00,,,CHI 2,7,0,Shayne Graham kicks extra point good,0.000,0.000
2,15:00,,,NOR 35,7,0,"Thomas Morstead kicks off 61 yards, returned by Marc Mariani for 32 yards (tackle by Brian Dixon)",0.000,-1.330
2,14:45,1,10,CHI 36,7,0,Jay Cutler pass incomplete short middle intended for Marquess Wilson,1.330,0.790
,,,,,,,"NOR challenged the incomplete pass ruling, and the play was upheld.",,
2,14:38,2,10,CHI 36,7,0,Jay Cutler pass incomplete short middle intended for Matt Forte,0.790,0.100
2,14:34,3,10,CHI 36,7,0,Jay Cutler pass incomplete short left intended for Alshon Jeffery (defended by Keenan Lewis),0.100,-0.980
2,14:28,4,10,CHI 36,7,0,"Pat O'Donnell punts 46 yards, returned by Jalen Saunders for 4 yards (tackle by Danny McCray)",-0.980,-0.410
2,14:18,1,10,NOR 22,7,0,Drew Brees pass complete short left to Jimmy Graham for 5 yards (tackle by Ryan Mundy),0.410,0.540
2,14:06,2,5,NOR 27,7,0,"Penalty on Jimmy Graham: False Start, 5 yards (no play)",0.540,0.540
2,13:38,2,5,NOR 27,7,0,Timeout #3 by New Orleans Saints,0.540,-0.130
2,13:38,2,10,NOR 22,7,0,Drew Brees pass complete short left to Pierre Thomas for no gain,-0.130,-0.820
2,12:56,3,10,NOR 22,7,0,Drew Brees pass complete short right to Jimmy Graham for 5 yards (tackle by Kyle Fuller),-0.820,-1.570
2,12:16,4,5,NOR 27,7,0,"Thomas Morstead punts 41 yards, fair catch by Marc Mariani",-1.570,-1.070
2,12:08,1,10,CHI 32,7,0,Jay Cutler pass complete short left to Marquess Wilson for 8 yards (tackle by Terrence Frederick),1.070,1.610
2,11:48,2,2,CHI 40,7,0,Matt Forte left end for -1 yards (tackle by Terrence Frederick),1.610,0.760
2,11:12,3,3,CHI 39,7,0,Jay Cutler sacked by David Hawthorne for 0 yards,0.760,-0.780
2,10:29,4,3,CHI 39,7,0,Danny McCray left guard for 2 yards (tackle by Erik Lorig). Penalty on CHI: Illegal Formation (Declined),-0.780,-2.850
2,10:19,1,10,CHI 41,7,0,"Mark Ingram right end for 23 yards (tackle by Brock Vereen). Penalty on Ben Watson: Offensive Holding, 10 yards (no play)",2.850,2.190
2,9:50,1,20,NOR 49,7,0,Drew Brees pass complete deep right to Marques Colston for 23 yards (tackle by Tim Jennings and Ryan Mundy),2.190,3.710
2,9:08,1,10,CHI 28,7,0,Mark Ingram right tackle for no gain (tackle by Willie Young),3.710,3.170
2,8:27,2,10,CHI 28,7,0,Khiry Robinson left guard for 2 yards (tackle by Jay Ratliff and Christian Jones),3.170,2.740
2,7:51,3,8,CHI 26,7,0,Drew Brees sacked by Willie Young for -9 yards,2.740,0.970
2,7:02,4,17,CHI 35,7,0,Penalty on Thomas Morstead: Delay of Game (Declined),0.970,0.970
2,6:53,4,17,CHI 35,7,0,"Thomas Morstead punts 35 yards, touchback",0.970,-0.280
2,6:44,1,10,CHI 20,7,0,Matt Forte right guard for 5 yards (tackle by Pierre Warren),0.280,0.410
2,6:12,2,5,CHI 25,7,0,Matt Forte right end for 6 yards (tackle by Keenan Lewis),0.410,1.000
2,5:37,1,10,CHI 31,7,0,Jay Cutler pass incomplete short right intended for Matt Forte,1.000,0.460
2,5:28,2,10,CHI 31,7,0,"Penalty on Jordan Mills: False Start, 5 yards (no play)",0.460,-0.220
2,5:28,2,15,CHI 26,7,0,Jay Cutler pass complete short left to Dante Rosario for 4 yards (tackle by Ramon Humber),-0.220,-0.360
2,4:47,3,11,CHI 30,7,0,Jay Cutler pass complete short right to Martellus Bennett for 9 yards (tackle by Ramon Humber),-0.360,-0.780
2,4:11,4,2,CHI 39,7,0,"Pat O'Donnell punts 56 yards, out of bounds",-0.780,0.380
2,4:02,1,10,NOR 5,7,0,Drew Brees pass complete short right to Marques Colston for 13 yards (tackle by Ryan Mundy),-0.380,0.040
2,3:27,1,10,NOR 18,7,0,Mark Ingram left guard for 6 yards (tackle by Ryan Mundy and Jonathan Bostic),0.040,0.410
2,2:54,2,4,NOR 24,7,0,Drew Brees pass complete short right to Kenny Stills for 8 yards (tackle by Tim Jennings),0.410,1.070
2,2:20,1,10,NOR 32,7,0,"Drew Brees pass complete short right to Khiry Robinson for 2 yards (tackle by Shea McClellin). Penalty on Shea McClellin: Tripping, 10 yards",1.070,1.860
2,2:00,1,10,NOR 44,7,0,Drew Brees pass complete short right to Pierre Thomas for 11 yards (tackle by Ryan Mundy),1.860,2.590
2,1:38,1,10,CHI 45,7,0,"Drew Brees pass complete short right to Jimmy Graham for 10 yards (tackle by Ryan Mundy). Penalty on Willie Young: Illegal Use of Hands, 5 yards (no play)",2.590,2.920
2,1:33,1,10,CHI 40,7,0,Drew Brees pass complete short right to Pierre Thomas for 2 yards (tackle by Tim Jennings and Christian Jones),2.920,2.640
2,1:10,2,8,CHI 38,7,0,Drew Brees pass complete deep right to Kenny Stills for 16 yards,2.640,4.110
2,1:05,1,10,CHI 22,7,0,Drew Brees pass incomplete short right intended for Jimmy Graham,4.110,3.560
2,1:00,2,10,CHI 22,7,0,Drew Brees pass complete short left to Marques Colston for 13 yards (tackle by Demontre Hurst),3.560,5.140
2,0:38,1,9,CHI 9,13,0,"Drew Brees pass complete short right to Marques Colston for 9 yards, touchdown",5.140,7.000
2,0:38,,,CHI 2,14,0,Shayne Graham kicks extra point good,0.000,0.000
2,0:38,,,NOR 35,14,0,"Thomas Morstead kicks off 65 yards, returned by Marc Mariani for 17 yards (tackle by Marcus Ball)",0.000,0.060
2,0:26,1,10,CHI 17,14,0,Matt Forte right end for 14 yards (tackle by Marcus Ball),-0.060,-0.060
2,0:19,1,10,CHI 17,14,0,Timeout #1 by Chicago Bears,-0.060,1.000
2,0:19,1,10,CHI 31,14,0,Jay Cutler pass complete deep middle to Alshon Jeffery for 18 yards (tackle by Jamarca Sanford),1.000,1.000
2,0:12,1,10,CHI 31,14,0,Timeout #2 by Chicago Bears,1.000,2.190
2,0:12,1,10,CHI 49,14,0,Jay Cutler pass incomplete deep left intended for Marquess Wilson is intercepted by Pierre Warren at NOR-13 and returned for 32 yards,2.190,0.000
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,0,"Pat O'Donnell kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NOR 20,14,0,Mark Ingram right guard for 4 yards (tackle by Jonathan Bostic),0.280,0.270
3,14:24,2,6,NOR 24,14,0,Drew Brees pass incomplete short right intended for Marques Colston (defended by Tim Jennings),0.270,-0.430
3,14:20,3,6,NOR 24,14,0,Drew Brees pass complete deep middle to Jimmy Graham for 29 yards (tackle by Brock Vereen),-0.430,2.460
3,13:36,1,10,CHI 47,14,0,Drew Brees pass complete short left to Kenny Stills for 9 yards (tackle by Jonathan Bostic),2.460,3.130
3,13:04,2,1,CHI 38,14,0,Mark Ingram left guard for 1 yard (tackle by Ego Ferguson),3.130,3.120
3,12:24,1,10,CHI 37,14,0,Drew Brees sacked by Ryan Mundy for -6 yards,3.120,1.760
3,11:47,2,16,CHI 43,14,0,Drew Brees pass complete short right to Khiry Robinson for 8 yards (tackle by Christian Jones),1.760,2.150
3,11:09,3,8,CHI 35,14,0,Drew Brees pass complete short left to Kenny Stills for 13 yards (tackle by Al Louis-Jean),2.150,4.110
3,10:35,1,10,CHI 22,14,0,Mark Ingram left tackle for 4 yards (tackle by Christian Jones),4.110,4.130
3,10:01,2,6,CHI 18,14,0,Drew Brees pass complete short left to Nick Toon for 6 yards (tackle by Kyle Fuller and Christian Jones),4.130,4.780
3,9:20,1,10,CHI 12,14,0,Mark Ingram left guard for 5 yards (tackle by Will Sutton),4.780,5.020
3,8:43,2,5,CHI 7,20,0,"Drew Brees pass complete short right to Josh Hill for 7 yards, touchdown",5.020,7.000
3,8:43,,,CHI 2,21,0,Shayne Graham kicks extra point good,0.000,0.000
3,8:43,,,NOR 35,21,0,"Thomas Morstead kicks off 69 yards, returned by Marc Mariani for 27 yards (tackle by Kasim Edebali)",0.000,-0.480
3,8:27,1,10,CHI 23,21,0,Matt Forte left tackle for no gain (tackle by John Jenkins),0.480,-0.070
3,7:51,2,10,CHI 23,21,0,Jay Cutler sacked by David Hawthorne for -9 yards,-0.070,-2.340
3,7:14,3,19,CHI 14,21,0,Jay Cutler pass complete short middle to Matt Forte for 12 yards (tackle by Tyrunn Walker),-2.340,-1.630
3,6:39,4,7,CHI 26,21,0,"Pat O'Donnell punts 45 yards, returned by Jalen Saunders for 11 yards (tackle by DeDe Lattimore)",-1.630,-1.600
3,6:27,1,10,NOR 40,21,0,Mark Ingram left tackle for 2 yards (tackle by Jonathan Bostic),1.600,1.320
3,5:50,2,8,NOR 42,21,0,Drew Brees pass incomplete short left intended for Kenny Stills (defended by Jared Allen),1.320,0.630
3,5:45,3,8,NOR 42,21,0,Drew Brees pass complete short right to Ben Watson for 5 yards (tackle by Christian Jones),0.630,-0.260
3,5:04,4,3,NOR 47,21,0,"Thomas Morstead punts 53 yards, touchback",-0.260,-0.280
3,4:51,1,10,CHI 20,21,0,Jay Cutler pass complete short right to Martellus Bennett for 12 yards (tackle by Kenny Vaccaro and Curtis Lofton),0.280,1.070
3,4:19,1,10,CHI 32,21,0,Jay Cutler pass incomplete short left intended for Martellus Bennett,1.070,0.530
3,4:15,2,10,CHI 32,21,0,Jay Cutler pass complete short middle to Martellus Bennett for 7 yards (tackle by Ramon Humber and Akiem Hicks),0.530,0.760
3,3:32,3,3,CHI 39,21,0,Jay Cutler pass incomplete deep right intended for Alshon Jeffery is intercepted by Pierre Warren at NOR-23 and returned for 21 yards,0.760,-1.860
3,3:21,1,10,NOR 44,21,0,Drew Brees pass complete deep left to Jimmy Graham for 26 yards (tackle by Christian Jones),1.860,3.580
3,2:51,1,10,CHI 30,21,0,Drew Brees pass incomplete deep left intended for Kenny Stills,3.580,3.030
3,2:46,2,10,CHI 30,21,0,Pierre Thomas right tackle for 9 yards (tackle by Christian Jones),3.030,3.530
3,2:17,3,1,CHI 21,21,0,Drew Brees pass complete deep left to Nick Toon for 17 yards,3.530,6.280
3,1:38,1,4,CHI 4,21,0,Pierre Thomas left end for 2 yards (tackle by Christian Jones and Ryan Mundy),6.280,5.720
3,1:08,2,2,CHI 2,21,0,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Ryan Mundy),5.720,4.950
3,1:04,3,2,CHI 2,21,0,Mark Ingram left guard for -5 yards (tackle by Jared Allen),4.950,2.970
3,0:21,4,7,CHI 7,24,0,Shayne Graham 25 yard field goal good,2.970,3.000
3,0:21,,,NOR 35,24,0,"Thomas Morstead kicks off 61 yards, returned by Marc Mariani for 40 yards (tackle by Thomas Morstead)",0.000,-1.860
3,0:08,1,10,CHI 44,24,0,Matt Forte left end for 5 yards (tackle by John Jenkins),1.860,1.990
Quarter,Time,Down,ToGo,Location,NOR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CHI 49,24,0,Matt Forte left guard for 19 yards (tackle by Pierre Warren),1.990,3.450
4,14:40,1,10,NOR 32,24,0,Josh Morgan for 21 yards,3.450,4.840
4,13:58,1,10,NOR 11,24,0,Jay Cutler pass complete short left to Matt Forte for 9 yards (tackle by Jamarca Sanford and Ramon Humber),4.840,5.850
4,13:42,2,1,NOR 2,24,0,Matt Forte left guard for 1 yard (tackle by Jamarca Sanford),5.850,6.970
4,12:56,1,1,NOR 1,24,0,Jay Cutler pass incomplete short left intended for Alshon Jeffery,6.970,5.910
4,12:52,2,1,NOR 1,24,6,"Jay Cutler pass complete short right to Marquess Wilson for 1 yard, touchdown. Penalty on Keenan Lewis: Defensive Holding (Declined)",5.910,7.000
4,12:52,2,1,NOR 1,24,6,"Penalty on Alshon Jeffery: False Start, 5 yards (no play)",5.910,0.000
4,12:52,,,,24,8,"Two Point Attempt: Jay Cutler pass complete to Martellus Bennett, conversion succeeds",0.000,1.000
4,12:52,,,CHI 35,24,8,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
4,12:47,1,10,NOR 20,24,8,Drew Brees left end for 3 yards,0.280,0.140
4,12:00,2,7,NOR 23,24,8,Drew Brees pass complete short middle to Jimmy Graham for 22 yards (tackle by Brock Vereen),0.140,1.930
4,11:15,1,10,NOR 45,24,8,Khiry Robinson right tackle for 3 yards (tackle by Ryan Mundy and Christian Jones),1.930,1.790
4,10:40,2,7,NOR 48,24,8,Khiry Robinson right guard for 5 yards (tackle by Jonathan Bostic),1.790,1.750
4,10:04,3,2,CHI 47,24,8,Mark Ingram left end for -1 yards (tackle by Jonathan Bostic and Demontre Hurst),1.750,0.070
4,9:23,4,3,CHI 48,24,8,Thomas Morstead punts 40 yards,0.070,0.380
4,9:12,1,10,CHI 8,24,8,Jay Cutler pass complete short left to Alshon Jeffery for 18 yards (tackle by Keenan Lewis),-0.380,0.670
4,8:35,1,10,CHI 26,24,8,Jay Cutler pass incomplete short right intended for Alshon Jeffery,0.670,0.670
4,8:31,1,10,CHI 26,24,8,Timeout #1 by New Orleans Saints,0.670,0.130
4,8:31,2,10,CHI 26,24,8,Jay Cutler pass incomplete short right intended for Matt Forte,0.130,-0.560
4,8:27,3,10,CHI 26,24,8,Jay Cutler left end for 20 yards,-0.560,1.990
4,7:53,1,10,CHI 46,24,8,"Jay Cutler sacked by Junior Galette for -4 yards. Jay Cutler fumbles (forced by Junior Galette), recovered by Jay Cutler at CHI-42",1.990,0.910
4,7:07,2,14,CHI 42,24,8,Jay Cutler sacked by Akiem Hicks for -7 yards,0.910,-0.690
4,6:28,3,21,CHI 35,24,8,Jay Cutler pass complete short left to Martellus Bennett for 8 yards (tackle by Tyrunn Walker and Kenny Vaccaro),-0.690,-0.520
4,5:52,4,13,CHI 43,24,8,"Penalty on Marquess Wilson: False Start, 5 yards (no play)",-0.520,-0.850
4,5:35,4,18,CHI 38,24,8,"Pat O'Donnell punts 50 yards, fair catch by Jalen Saunders",-0.850,0.350
4,5:26,1,10,NOR 12,24,8,Drew Brees pass complete short left to Marques Colston for 7 yards (tackle by Christian Jones),-0.350,0.100
4,4:50,2,3,NOR 19,24,8,Erik Lorig left guard for 1 yard (tackle by Jared Allen),0.100,0.100
4,4:44,2,3,NOR 19,24,8,Timeout #1 by Chicago Bears,0.100,0.100
4,4:44,2,3,NOR 19,24,8,Timeout #2 by New Orleans Saints,0.100,-0.480
4,4:44,3,2,NOR 20,24,8,Drew Brees pass incomplete short left intended for Robert Meachem (defended by Jared Allen),-0.480,-2.030
4,4:38,4,2,NOR 20,24,8,"Thomas Morstead punts 48 yards, returned by Marc Mariani for 14 yards (tackle by Josh Hill). Penalty on Danny McCray: Illegal Block Above the Waist, 10 yards",-2.030,-0.340
4,4:24,1,10,CHI 21,24,8,Matt Forte left guard for 5 yards (tackle by John Jenkins),0.340,0.480
4,4:03,2,5,CHI 26,24,8,Matt Forte left guard for 3 yards (tackle by John Jenkins),0.480,0.170
4,3:37,3,2,CHI 29,24,8,"Jay Cutler pass complete short right to Alshon Jeffery for 7 yards (tackle by Keenan Lewis). Penalty on Martellus Bennett: Offensive Pass Interference (Offsetting), Penalty on Kenny Vaccaro: Unnecessary Roughness (Offsetting) (no play)",0.170,0.170
4,3:32,3,2,CHI 29,24,8,Jay Cutler sacked by John Jenkins for -6 yards,0.170,-1.830
4,2:55,4,8,CHI 23,24,8,Jay Cutler pass incomplete deep left intended for Josh Morgan,-1.830,-4.040
4,2:47,1,10,CHI 23,24,8,Mark Ingram right end for 4 yards (tackle by Christian Jones),4.040,4.050
4,2:00,2,6,CHI 19,24,8,Mark Ingram left tackle for 4 yards (tackle by Shea McClellin),4.050,4.050
4,1:54,2,6,CHI 19,24,8,Timeout #2 by Chicago Bears,4.050,4.050
4,1:54,3,2,CHI 15,30,8,"Mark Ingram right tackle for 15 yards, touchdown",4.050,7.000
4,1:54,,,CHI 2,31,8,Shayne Graham kicks extra point good,0.000,0.000
4,1:54,,,NOR 35,31,8,--,0.000,-0.870
4,1:38,1,10,CHI 29,31,8,Jay Cutler pass complete short right to Ka'Deem Carey for 11 yards (tackle by David Hawthorne),0.870,1.600
4,1:11,1,10,CHI 40,31,8,Jay Cutler pass complete short right to Alshon Jeffery for 35 yards (tackle by Terrence Frederick),1.600,3.910
4,1:01,1,10,NOR 25,31,8,Jay Cutler pass complete short middle to Ka'Deem Carey for 18 yards (tackle by Marcus Ball),3.910,5.600
4,0:36,1,7,NOR 7,31,14,"Jay Cutler pass complete short right to Alshon Jeffery for 7 yards, touchdown",5.600,7.000
4,0:36,,,NOR 2,31,15,Jay Feely kicks extra point good,0.000,0.000
4,0:36,,,CHI 35,31,15,"Jay Feely kicks onside 10 yards, recovered by Ben Watson",0.000,-2.590
4,0:30,1,10,CHI 45,31,15,Drew Brees kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
