Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Donovan Smith,T,60,100%,0,0%,5,17%
Ali Marpet,G,60,100%,0,0%,5,17%
Alex Cappa,G,60,100%,0,0%,5,17%
Jameis Winston,QB,60,100%,0,0%,0,0%
Ryan Jensen,C,60,100%,0,0%,0,0%
Demar Dotson,T,60,100%,0,0%,0,0%
Chris Godwin,WR,57,95%,0,0%,0,0%
O.J. Howard,TE,55,92%,0,0%,5,17%
Mike Evans,WR,55,92%,0,0%,0,0%
Peyton Barber,RB,40,67%,0,0%,0,0%
Breshad Perriman,WR,30,50%,0,0%,0,0%
Antony Auclair,TE,24,40%,0,0%,18,60%
Cameron Brate,TE,16,27%,0,0%,0,0%
Dare Ogunbowale,RB,14,23%,0,0%,21,70%
Ronald Jones II,RB,7,12%,0,0%,0,0%
Justin Watson,WR,2,3%,0,0%,21,70%
Lavonte David,LB,0,0%,75,100%,0,0%
Jordan Whitehead,SS,0,0%,74,99%,10,34%
Carlton Davis,CB,0,0%,74,99%,10,34%
Vernon Hargreaves III,CB,0,0%,73,97%,11,37%
Kevin Minter,LB,0,0%,69,92%,13,44%
Mike Edwards,FS,0,0%,69,92%,5,17%
Ndamukong Suh,DE,0,0%,67,89%,4,13%
Carl Nassib,DE,0,0%,63,84%,4,13%
Shaquil Barrett,LB,0,0%,60,80%,6,20%
Vita Vea,NT,0,0%,57,76%,4,13%
M.J. Stewart,CB,0,0%,52,69%,5,17%
William Gholston,DE,0,0%,31,41%,9,30%
Anthony Nelson,LB,0,0%,25,33%,4,13%
Rakeem Nunez-Roches,DT,0,0%,15,20%,0,0%
Beau Allen,NT,0,0%,9,12%,9,30%
Devin White,LB,0,0%,6,8%,0,0%
Devante Bond,LB,0,0%,2,3%,16,54%
Darian Stewart,FS,0,0%,2,3%,3,10%
Jack Cichy,LB,0,0%,1,1%,21,70%
Deone Bucannon,LB,0,0%,1,1%,15,50%
Sean Murphy-Bunting,CB,0,0%,0,0%,25,84%
Bradley Pinion,P,0,0%,0,0%,17,57%
Jamel Dean,CB,0,0%,0,0%,17,57%
Bobo Wilson,WR,0,0%,0,0%,12,40%
Zach Triner,LS,0,0%,0,0%,11,37%
T.J. Logan,RB,0,0%,0,0%,7,23%
Earl Watford,G,0,0%,0,0%,5,17%
Matt Gay,K,0,0%,0,0%,5,17%
