Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Steve Smith Sr.,CAR,1,30,30.0,0,30,1,2,2.0,0,2
Rod Smart,CAR,4,74,18.5,0,22,0,0,,0,0
Kris Mangum,CAR,1,12,12.0,0,12,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Troy Brown,NWE,0,0,,0,0,4,40,10.0,0,28
Deion Branch,NWE,0,0,,0,0,1,2,2.0,0,2
Bethel Johnson,NWE,4,78,19.5,0,29,0,0,,0,0
