Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
1,3:33,1,10,IND 47,7,7,Ryan Tannehill pass complete short left to Durham Smythe for 6 yards (tackle by Darius Leonard),2.460,2.720
1,3:02,2,4,IND 41,7,7,Frank Gore right end for 7 yards (tackle by Anthony Walker and Clayton Geathers),2.720,3.310
1,2:25,1,10,IND 34,7,7,"Frank Gore right tackle for no gain (tackle by Grover Stewart). Penalty on Laremy Tunsil: Offensive Holding, 10 yards (no play)",3.310,2.650
1,1:57,1,20,IND 44,7,7,"Ryan Tannehill pass incomplete short middle intended for Kenny Stills. Penalty on Anthony Walker: Defensive Pass Interference, 7 yards (no play)",2.650,3.120
1,1:52,1,10,IND 37,7,7,"Penalty on Ted Larsen: False Start, 5 yards (no play)",3.120,2.790
1,1:52,1,15,IND 42,7,7,Ryan Tannehill pass incomplete short middle intended for Frank Gore (defended by Anthony Walker),2.790,1.900
1,1:48,2,15,IND 42,7,7,Kenyan Drake up the middle for 3 yards (tackle by Anthony Walker),1.900,1.620
1,1:02,3,12,IND 39,7,7,Ryan Tannehill pass incomplete deep left intended for Kenny Stills (defended by Quincy Wilson),1.620,0.660
1,0:55,4,12,IND 39,7,7,"Matt Haack punts 28 yards, fair catch by Chester Rogers at IND-11",0.660,0.370
1,0:47,1,10,IND 11,7,7,Marlon Mack left tackle for 3 yards (tackle by Raekwon McMillan),-0.370,-0.530
1,0:12,2,7,IND 14,7,7,Andrew Luck pass incomplete short middle intended for Eric Ebron,-0.530,-1.070
1,0:09,3,7,IND 14,7,7,Andrew Luck pass complete short right to T.Y. Hilton for 6 yards (tackle by Xavien Howard),-1.070,-2.030
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,IND 20,7,7,"Rigoberto Sanchez punts 46 yards, fair catch by Kenny Stills at MIA-34",-2.030,-1.200
2,14:53,1,10,MIA 34,7,7,Frank Gore up the middle for 5 yards (tackle by Darius Leonard),1.200,1.330
2,14:18,2,5,MIA 39,7,7,Frank Gore left end for 1 yard (tackle by Denico Autry and Darius Leonard),1.330,0.760
2,13:28,3,4,MIA 40,7,7,Ryan Tannehill sacked by Darius Leonard for -3 yards,0.760,-0.910
2,12:46,4,7,MIA 37,7,7,"Matt Haack punts 49 yards, fair catch by Chester Rogers at IND-14",-0.910,0.280
2,12:37,1,10,IND 14,7,7,"Andrew Luck sacked by Robert Quinn for no gain. Penalty on Minkah Fitzpatrick: Illegal Contact, 5 yards (no play)",-0.280,0.150
2,12:11,1,10,IND 19,7,7,Andrew Luck pass complete short right to Dontrelle Inman for 22 yards (tackle by Reshad Jones),0.150,1.660
2,11:31,1,10,IND 41,7,7,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton (defended by Xavien Howard),1.660,1.120
2,11:25,2,10,IND 41,7,7,"Marlon Mack right tackle for no gain (tackle by Andre Branch). Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",1.120,-0.230
2,10:56,2,20,IND 31,7,7,Andrew Luck pass incomplete deep left intended for Dontrelle Inman (defended by Reshad Jones),-0.230,-0.890
2,10:50,3,20,IND 31,7,7,Andrew Luck pass complete short left to Chester Rogers for 9 yards (tackle by T.J. McDonald),-0.890,-0.720
2,10:23,4,11,IND 40,7,7,"Rigoberto Sanchez punts 49 yards, fair catch by Danny Amendola at MIA-11",-0.720,0.370
2,10:16,1,10,MIA 11,7,7,Ryan Tannehill pass complete short right to Kalen Ballage for -2 yards (tackle by Clayton Geathers),-0.370,-0.930
2,9:30,2,12,MIA 9,7,7,"Penalty on Ted Larsen: False Start, 4 yards (no play)",-0.930,-1.220
2,9:06,2,16,MIA 5,7,7,Kenyan Drake up the middle for 1 yard (tackle by Jabaal Sheard and Clayton Geathers),-1.220,-2.010
2,8:25,3,15,MIA 6,7,7,Ryan Tannehill pass complete short left to Kenyan Drake for 13 yards (tackle by Mike Mitchell),-2.010,-2.140
2,7:42,4,2,MIA 19,7,7,"Matt Haack punts 54 yards, returned by Chester Rogers for no gain (tackle by Walt Aikens)",-2.140,-0.740
2,7:33,1,10,IND 27,7,7,Marlon Mack right tackle for 3 yards (tackle by Reshad Jones),0.740,0.600
2,6:59,2,7,IND 30,7,7,Marlon Mack left tackle for 3 yards (tackle by Robert Quinn),0.600,0.300
2,6:14,3,4,IND 33,7,7,"Andrew Luck up the middle for 4 yards (tackle by Kiko Alonso). Penalty on Kiko Alonso: Unnecessary Roughness, 15 yards",0.300,2.390
2,5:49,1,10,MIA 48,7,7,Marlon Mack left tackle for 3 yards (tackle by Akeem Spence),2.390,2.250
2,5:07,2,7,MIA 45,7,7,Marlon Mack up the middle for 5 yards (tackle by Andre Branch),2.250,2.210
2,4:39,3,2,MIA 40,7,7,Marlon Mack up the middle for 1 yard (tackle by Akeem Spence),2.210,0.660
2,3:59,4,1,MIA 39,7,7,Jacoby Brissett pass complete short left to Andrew Luck for 4 yards (tackle by Reshad Jones),0.660,3.250
2,3:12,1,10,MIA 35,7,7,Nyheim Hines left tackle for 2 yards (tackle by Kiko Alonso and T.J. McDonald),3.250,2.970
2,2:27,2,8,MIA 33,7,7,Andrew Luck pass complete short left to Jordan Wilkins for 7 yards (tackle by T.J. McDonald),2.970,3.200
2,2:03,3,1,MIA 26,7,7,Andrew Luck up the middle for 1 yard (tackle by Sylvester Williams and Raekwon McMillan),3.200,3.910
2,2:00,1,10,MIA 25,7,7,Marlon Mack right guard for no gain (tackle by T.J. McDonald and Jerome Baker),3.910,3.360
2,1:55,,,,,,Timeout #1 by Miami Dolphins,,
2,1:55,2,10,MIA 25,7,7,Andrew Luck pass complete deep left to T.Y. Hilton for 24 yards (tackle by Minkah Fitzpatrick),3.360,6.970
2,1:49,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:49,1,1,MIA 1,7,13,"Andrew Luck pass complete short middle to Jack Doyle for 1 yard, touchdown",6.970,7.000
2,1:44,,,MIA 15,7,13,"Penalty on Le'Raven Clark: False Start, 5 yards (no play)",0.000,0.000
2,1:44,,,MIA 20,7,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,1:44,,,IND 35,7,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,1:44,1,10,MIA 25,7,14,Ryan Tannehill pass complete short left to DeVante Parker for 1 yard (tackle by Darius Leonard),0.610,0.200
2,1:15,2,9,MIA 26,13,14,"Ryan Tannehill pass complete deep left to Leonte Carroo for 74 yards, touchdown, touchdown",0.200,7.000
2,1:00,,,IND 15,14,14,Jason Sanders kicks extra point good,0.000,0.000
2,1:00,,,MIA 35,14,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,1:00,1,10,IND 25,14,14,Andrew Luck pass deep right intended for T.Y. Hilton is intercepted by Xavien Howard at MIA-40 and returned for no gain,0.610,-1.600
2,0:53,1,10,MIA 40,14,14,"Ryan Tannehill pass complete short left to Mike Gesicki for 5 yards (tackle by Mike Mitchell). Mike Gesicki fumbles (forced by Mike Mitchell), recovered by Denico Autry at MIA-45 (tackle by Ted Larsen)",1.600,-2.590
2,0:46,1,10,MIA 45,14,14,Andrew Luck pass deep right intended for Eric Ebron is intercepted by Xavien Howard at MIA-13 and returned for -7 yards,2.590,0.380
2,0:36,1,10,MIA 6,14,14,Ryan Tannehill kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,14,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,14,14,Andrew Luck pass complete short right to Eric Ebron for 5 yards (tackle by Raekwon McMillan),0.610,0.740
3,14:26,2,5,IND 30,14,14,Marlon Mack left guard for 3 yards (tackle by Davon Godchaux),0.740,0.430
3,13:45,3,2,IND 33,14,14,Andrew Luck pass incomplete short left intended for Chester Rogers,0.430,-1.180
3,13:40,4,2,IND 33,14,14,"Rigoberto Sanchez punts 8 yards, muffed catch by Jerome Baker, recovered by Jerome Baker at IND-42",-1.180,-2.790
3,13:32,1,10,IND 42,14,14,Ryan Tannehill pass complete short right to Frank Gore for 10 yards (tackle by Darius Leonard),2.790,3.450
3,12:54,1,10,IND 32,14,14,Ryan Tannehill pass complete short left to Kenyan Drake for 1 yard (tackle by Kenny Moore),3.450,3.040
3,12:14,2,9,IND 31,14,14,Kenyan Drake right tackle for 3 yards (tackle by Al-Quadin Muhammad),3.040,2.740
3,11:31,3,6,IND 28,14,14,Ryan Tannehill pass complete short right to Kenyan Drake for 10 yards (tackle by Mike Mitchell),2.740,4.370
3,10:52,1,10,IND 18,14,14,Frank Gore right tackle for 3 yards (tackle by Denico Autry and Jabaal Sheard),4.370,4.250
3,10:19,2,7,IND 15,14,14,"Penalty on Kenny Stills: False Start, 5 yards (no play)",4.250,3.560
3,10:07,2,12,IND 20,14,14,Ryan Tannehill up the middle for 9 yards (tackle by Clayton Geathers),3.560,4.260
3,9:24,,,,,,Timeout #1 by Miami Dolphins,,
3,9:24,3,3,IND 11,14,14,Ryan Tannehill pass incomplete short left intended for Leonte Carroo,4.260,2.800
3,9:18,4,3,IND 11,17,14,Jason Sanders 29 yard field goal good,2.800,3.000
3,9:14,,,MIA 35,17,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,9:14,1,10,IND 25,17,14,Andrew Luck pass complete short left to Marlon Mack for 7 yards (tackle by T.J. McDonald),0.610,1.010
3,8:54,2,3,IND 32,17,14,Andrew Luck pass complete short left to T.Y. Hilton for 6 yards (tackle by Raekwon McMillan),1.010,1.470
3,8:13,1,10,IND 38,17,14,Andrew Luck pass complete short right to Marlon Mack for 4 yards (tackle by Xavien Howard),1.470,1.460
3,7:40,2,6,IND 42,17,14,Andrew Luck pass complete short right to T.Y. Hilton for 8 yards (tackle by Raekwon McMillan),1.460,2.260
3,7:09,1,10,IND 50,17,14,Andrew Luck pass complete short left to Jack Doyle for 3 yards (tackle by Jerome Baker),2.260,2.120
3,6:26,2,7,MIA 47,17,14,Andrew Luck pass complete short right to Eric Ebron for 13 yards (tackle by Reshad Jones). Penalty on Charles Harris: Defensive Offside (Declined),2.120,3.310
3,6:07,1,10,MIA 34,17,14,Andrew Luck pass complete short right to Dontrelle Inman for 11 yards (tackle by Xavien Howard),3.310,4.040
3,5:41,1,10,MIA 23,17,14,Nyheim Hines up the middle for 3 yards (tackle by Raekwon McMillan),4.040,3.900
3,4:56,2,7,MIA 20,17,14,Marlon Mack up the middle for no gain (tackle by T.J. McDonald),3.900,3.200
3,4:17,3,7,MIA 20,17,14,"Andrew Luck sacked by Cameron Wake for -10 yards. Andrew Luck fumbles (forced by Cameron Wake), recovered by Evan Boehm at MIA-30 (tackle by Akeem Spence)",3.200,1.410
3,3:36,4,17,MIA 30,17,14,Adam Vinatieri 48 yard field goal no good,1.410,-1.470
3,3:31,1,10,MIA 38,17,14,Frank Gore up the middle for no gain (tackle by Anthony Walker and Kenny Moore),1.470,0.920
3,2:53,2,10,MIA 38,17,14,Frank Gore right end for 10 yards (tackle by Darius Leonard and Malik Hooker),0.920,2.130
3,2:12,1,10,MIA 48,17,14,Frank Gore up the middle for 5 yards (tackle by Quincy Wilson),2.130,2.260
3,1:35,2,5,IND 47,17,14,Ryan Tannehill pass incomplete short middle intended for Kenyan Drake,2.260,1.550
3,1:29,3,5,IND 47,17,14,Ryan Tannehill pass complete short middle to Kenyan Drake for 7 yards (tackle by Darius Leonard and Denico Autry),1.550,2.920
3,0:45,1,10,IND 40,17,14,Frank Gore up the middle for 1 yard (tackle by Anthony Walker),2.920,2.510
3,0:13,2,9,IND 39,17,14,"Penalty on Grover Stewart: Encroachment, 5 yards (no play)",2.510,3.180
Quarter,Time,Down,ToGo,Location,MIA,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,IND 34,17,14,Frank Gore left end for 23 yards (tackle by Malik Hooker),3.180,4.840
4,14:22,1,10,IND 11,17,14,Ryan Tannehill pass complete short right to Kalen Ballage for -3 yards (tackle by Anthony Walker),4.840,3.690
4,13:42,2,13,IND 14,23,14,"Kenyan Drake up the middle for 14 yards, touchdown",3.690,7.000
4,13:36,,,IND 15,24,14,Jason Sanders kicks extra point good,0.000,0.000
4,13:36,,,MIA 35,24,14,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,13:36,1,10,IND 25,24,14,Marlon Mack left end for 10 yards (tackle by Akeem Spence),0.610,1.270
4,13:10,1,10,IND 35,24,14,Marlon Mack right tackle for 25 yards (tackle by Reshad Jones),1.270,2.920
4,12:41,1,10,MIA 40,24,14,Andrew Luck pass complete short left to Jack Doyle for 5 yards (tackle by Bobby McCain),2.920,3.050
4,12:08,2,5,MIA 35,24,14,"Nyheim Hines left tackle for no gain (tackle by Reshad Jones and Minkah Fitzpatrick). Penalty on Jack Doyle: Offensive Holding, 10 yards (no play)",3.050,1.700
4,11:52,2,15,MIA 45,24,14,Andrew Luck pass complete short right to Jack Doyle for 7 yards (tackle by Kiko Alonso and T.J. McDonald),1.700,1.950
4,11:11,3,8,MIA 38,24,14,Andrew Luck pass complete short middle to Dontrelle Inman for 7 yards (tackle by Xavien Howard),1.950,1.410
4,10:44,4,1,MIA 31,24,14,Andrew Luck pass complete short right to Eric Ebron for 1 yard (tackle by T.J. McDonald),1.410,3.580
4,10:20,1,10,MIA 30,24,14,"Penalty on Quenton Nelson: False Start, 5 yards (no play)",3.580,3.250
4,10:02,1,15,MIA 35,24,14,"Andrew Luck pass complete short right to T.Y. Hilton for 12 yards (tackle by Xavien Howard). Penalty on T.J. McDonald: Defensive Holding, 5 yards (no play)",3.250,3.580
4,9:44,1,10,MIA 30,24,14,Andrew Luck pass complete short middle to Ryan Grant for 3 yards (tackle by Jerome Baker),3.580,3.440
4,9:17,2,7,MIA 27,24,14,Marlon Mack left tackle for -1 yards (tackle by Kiko Alonso),3.440,2.610
4,8:38,3,8,MIA 28,24,14,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,2.610,1.590
4,8:31,4,8,MIA 28,24,17,Adam Vinatieri 46 yard field goal good,1.590,3.000
4,8:26,,,IND 35,24,17,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,8:26,1,10,MIA 25,24,17,Ryan Tannehill pass incomplete short right,0.610,0.060
4,8:20,2,10,MIA 25,24,17,Ryan Tannehill pass incomplete short middle intended for Kenny Stills,0.060,-0.620
4,8:16,3,10,MIA 25,24,17,Kenyan Drake up the middle for -5 yards (tackle by Margus Hunt),-0.620,-2.030
4,7:57,4,15,MIA 20,24,17,"Matt Haack punts 57 yards, returned by Chester Rogers for no gain (tackle by Cornell Armstrong and Mike Hull). Penalty on Christopher Milton: Illegal Block Above the Waist, 10 yards",-2.030,0.370
4,7:43,1,10,IND 11,24,17,Andrew Luck pass complete short right to Nyheim Hines for 19 yards (tackle by T.J. McDonald),-0.370,0.940
4,7:14,1,10,IND 30,24,17,Nyheim Hines up the middle for 3 yards (tackle by Bobby McCain and Kiko Alonso),0.940,0.800
4,6:52,2,7,IND 33,24,17,Andrew Luck pass complete short left to Chester Rogers for 6 yards (tackle by Minkah Fitzpatrick),0.800,0.890
4,6:08,3,1,IND 39,24,17,Andrew Luck pass complete short middle to T.Y. Hilton for 36 yards (tackle by Xavien Howard),0.890,3.910
4,5:30,1,10,MIA 25,24,17,Nyheim Hines up the middle for 9 yards (tackle by Reshad Jones),3.910,4.750
4,5:10,2,1,MIA 16,24,17,Nyheim Hines up the middle for 4 yards (tackle by Andre Branch),4.750,4.780
4,4:30,1,10,MIA 12,24,23,"Andrew Luck pass complete short right to Eric Ebron for 12 yards, touchdown, touchdown. Penalty on Xavien Howard: Unnecessary Roughness, 15 yards",4.780,7.000
4,4:25,,,MIA 15,24,24,Adam Vinatieri kicks extra point good,0.000,0.000
4,4:25,,,IND 50,24,24,"Rigoberto Sanchez kicks off 50 yards, returned by Senorise Perry for no gain (tackle by Corey Moore). Penalty on Stephone Anthony: Offensive Holding, 6 yards",0.000,-0.380
4,4:20,1,10,MIA 6,24,24,Frank Gore up the middle for no gain (tackle by Margus Hunt),-0.380,-0.780
4,3:39,2,10,MIA 6,24,24,Ryan Tannehill pass complete short right to DeVante Parker for no gain (tackle by Matthew Adams). Penalty on Kenny Stills: Offensive Pass Interference (Declined),-0.780,-1.420
4,3:34,3,10,MIA 6,24,24,Kenyan Drake up the middle for 4 yards (tackle by Mike Mitchell),-1.420,-2.490
4,2:50,4,6,MIA 10,24,24,"Matt Haack punts 62 yards, returned by Chester Rogers for 14 yards (tackle by Walt Aikens)",-2.490,-1.730
4,2:38,1,10,IND 42,24,24,Nyheim Hines up the middle for -2 yards (tackle by Akeem Spence),1.730,0.920
4,2:10,2,12,IND 40,24,24,Andrew Luck pass complete short right to Nyheim Hines for 3 yards (tackle by Kiko Alonso and Davon Godchaux),0.920,0.630
4,2:00,3,9,IND 43,24,24,Andrew Luck pass complete deep left to Chester Rogers for 34 yards (tackle by Reshad Jones),0.630,4.040
4,1:34,,,,,,Timeout #2 by Miami Dolphins,,
4,1:34,1,10,MIA 23,24,24,Nyheim Hines left guard for 4 yards (tackle by Sylvester Williams),4.040,4.050
4,1:30,,,,,,Timeout #3 by Miami Dolphins,,
4,1:30,2,6,MIA 19,24,24,Nyheim Hines left end for 5 yards (tackle by T.J. McDonald),4.050,4.280
4,0:43,3,1,MIA 14,24,24,Nyheim Hines up the middle for no gain (tackle by T.J. McDonald),4.280,2.660
4,0:03,,,,,,Timeout #1 by Indianapolis Colts,,
4,0:03,4,1,MIA 14,24,27,Adam Vinatieri 32 yard field goal good,2.660,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
