Quarter,Time,Down,ToGo,Location,NYG,PIT,Detail,EPB,EPA
1,8:22,2,10,PIT 26,0,7,Brandon Jacobs left guard for 5 yards (tackle by Casey Hampton),3.300,3.270
1,7:39,3,5,PIT 21,0,7,Eli Manning pass complete short middle to Steve Smith for 12 yards (tackle by Deshea Townsend),3.270,5.140
1,6:55,1,9,PIT 9,0,7,"Brandon Jacobs left tackle for -4 yards. Brandon Jacobs fumbles, recovered by Kareem McKenzie at PIT-13",5.140,3.720
1,6:08,2,13,PIT 13,0,7,Eli Manning pass complete short middle to Kevin Boss for 1 yard (tackle by Ryan Clark),3.720,3.100
1,5:24,3,12,PIT 12,0,7,Eli Manning pass complete short middle to Derrick Ward for 4 yards (tackle by James Farrior),3.100,2.950
1,4:43,4,8,PIT 8,3,7,John Carney 26 yard field goal good,2.950,3.000
1,,,,NYG 30,3,7,"John Carney kicks off 57 yards, returned by Carey Davis for 18 yards (tackle by Michael Johnson)",0.000,1.000
1,4:33,1,10,PIT 31,3,7,"Penalty on Hines Ward: False Start, 5 yards (no play)",1.000,0.670
1,4:33,1,15,PIT 26,3,7,Ben Roethlisberger pass complete short left to Hines Ward for 14 yards (tackle by Danny Clark),0.670,1.680
1,3:51,2,1,PIT 40,3,7,Mewelde Moore up the middle for 1 yard (tackle by Barry Cofield and Michael Johnson),1.680,1.660
1,3:06,1,10,PIT 41,3,7,"Ben Roethlisberger pass incomplete short left intended for Hines Ward is intercepted by James Butler at NYG-49 and returned for 6 yards. James Butler fumbles, recovered by Corey Webster at PIT-42",1.660,-2.790
1,2:53,1,10,PIT 42,3,7,"Eli Manning pass complete short left to Kevin Boss for 15 yards (tackle by Ryan Clark). Penalty on Domenik Hixon: Personal Foul, 15 yards",2.790,2.790
1,2:28,1,10,PIT 42,3,7,Eli Manning pass complete short right to Amani Toomer for 9 yards (tackle by Deshea Townsend),2.790,3.460
1,1:58,2,1,PIT 33,3,7,Brandon Jacobs right guard for 7 yards (tackle by LaMarr Woodley and Ryan Clark),3.460,3.840
1,1:13,1,10,PIT 26,3,7,Brandon Jacobs left tackle for 8 yards (tackle by Larry Foote and James Farrior),3.840,4.450
1,0:30,2,2,PIT 18,3,7,Derrick Ward right guard for 1 yard (tackle by Brett Keisel),4.450,3.950
1,0:04,3,1,PIT 17,3,7,Eli Manning up the middle for 2 yards (tackle by LaMarr Woodley and Casey Hampton),3.950,4.580
Quarter,Time,Down,ToGo,Location,NYG,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PIT 15,3,7,Brandon Jacobs right guard for 13 yards (tackle by Ryan Clark),4.580,6.740
2,14:18,1,2,PIT 2,3,7,Eli Manning pass incomplete short middle intended for Amani Toomer (defended by Troy Polamalu),6.740,5.720
2,14:13,2,2,PIT 2,3,7,"Eli Manning pass incomplete short right intended for Domenik Hixon. Penalty on LaMarr Woodley: Defensive Offside, 1 yards (no play)",5.720,5.910
2,13:46,2,1,PIT 1,3,7,Brandon Jacobs right guard for no gain (tackle by Ryan Clark),5.910,5.170
2,13:26,3,1,PIT 1,3,7,Brandon Jacobs up the middle for no gain (tackle by James Farrior and Troy Polamalu),5.170,3.550
,,,,,,,"PIT challenged the runner broke the plane ruling, and the original play was overturned.",,
2,13:12,4,1,PIT 1,3,7,Brandon Jacobs right guard for no gain (tackle by Ryan Clark and Larry Foote),3.550,0.380
,,,,,,,"NYG challenged the runner broke the plane ruling, and the play was upheld.",,
2,13:06,1,10,PIT 1,3,7,Ben Roethlisberger pass complete short right to Carey Davis for 4 yards (tackle by Bryan Kehl),-0.380,-0.490
2,12:28,2,6,PIT 5,3,7,Mewelde Moore up the middle for no gain (tackle by Justin Tuck and Mathias Kiwanuka),-0.490,-0.950
2,11:44,3,6,PIT 5,3,7,Ben Roethlisberger pass incomplete short right intended for Limas Sweed (defended by Corey Webster),-0.950,-2.490
2,11:40,4,6,PIT 5,3,7,"Mitch Berger punts 42 yards, returned by Domenik Hixon for 28 yards (tackle by Mitch Berger)",-2.490,-4.310
2,11:27,1,10,PIT 19,3,7,Derrick Ward right tackle for 2 yards (tackle by James Farrior and Lawrence Timmons),4.310,4.030
2,10:41,2,8,PIT 17,3,7,Eli Manning pass incomplete short left intended for Steve Smith,4.030,3.260
2,10:37,3,8,PIT 17,3,7,Eli Manning pass incomplete short left intended for Steve Smith,3.260,2.310
2,10:33,4,8,PIT 17,6,7,John Carney 35 yard field goal good,2.310,3.000
2,,,,NYG 30,6,7,"John Carney kicks off 78 yards, touchback",0.000,0.280
2,10:30,1,10,PIT 20,6,7,Mewelde Moore left end for no gain (tackle by Antonio Pierce),0.280,-0.270
2,9:49,2,10,PIT 20,6,7,Mewelde Moore left guard for 5 yards (tackle by Antonio Pierce and Bryan Kehl),-0.270,-0.300
2,9:05,3,5,PIT 25,6,7,"Ben Roethlisberger pass incomplete deep left intended for Mewelde Moore. Penalty on Kenny Phillips: Unnecessary Roughness, 15 yards (no play)",-0.300,1.600
2,9:00,1,10,PIT 40,6,7,Ben Roethlisberger pass incomplete deep right intended for Nate Washington (defended by Kevin Dockery),1.600,1.050
2,8:52,2,10,PIT 40,6,7,Gary Russell right guard for 8 yards (tackle by Bryan Kehl and Michael Johnson),1.050,1.420
2,8:07,3,2,PIT 48,6,7,"Ben Roethlisberger pass incomplete short middle intended for Nate Washington is intercepted by Bryan Kehl at NYG-39 and returned for 17 yards (tackle by Gary Russell). Penalty on Limas Sweed: Offensive Offside (Declined), Penalty on Gary Russell: Unnecessary Roughness, 15 yards",1.420,-3.640
2,7:54,1,10,PIT 29,6,7,Eli Manning pass complete short left to Brandon Jacobs for 6 yards (tackle by James Farrior),3.640,3.910
2,7:10,2,4,PIT 23,6,7,Brandon Jacobs right end for -1 yards (tackle by Brett Keisel),3.910,3.070
2,6:27,3,5,PIT 24,6,7,Eli Manning pass complete short middle to Derrick Ward for 9 yards (tackle by Troy Polamalu),3.070,4.580
2,5:42,1,10,PIT 15,6,7,Brandon Jacobs right tackle for 1 yard (tackle by James Farrior and Brett Keisel),4.580,4.110
2,4:58,2,9,PIT 14,6,7,Brandon Jacobs right guard for 5 yards (tackle by Larry Foote and James Farrior),4.110,4.220
2,4:17,,,,6,7,Timeout #2 by New York Giants,0.000,4.220
2,4:17,3,4,PIT 9,6,7,Eli Manning pass complete short left to Plaxico Burress for 2 yards (tackle by Ike Taylor),4.220,3.000
2,3:34,4,2,PIT 7,9,7,John Carney 25 yard field goal good,3.000,3.000
2,,,,NYG 30,9,7,"John Carney kicks off 68 yards, returned by Najeh Davenport for 22 yards (tackle by Reuben Droughns)",0.000,0.540
2,3:26,1,10,PIT 24,9,7,Ben Roethlisberger sacked by Justin Tuck for -6 yards,0.540,-0.910
2,2:49,2,16,PIT 18,9,7,Ben Roethlisberger pass complete short left to Heath Miller for 19 yards (tackle by James Butler),-0.910,1.400
2,2:11,1,10,PIT 37,9,7,Mewelde Moore up the middle for 9 yards (tackle by Michael Johnson and James Butler),1.400,2.070
2,2:00,2,1,PIT 46,9,7,Mewelde Moore up the middle for 10 yards (tackle by Corey Webster),2.070,2.650
2,1:53,,,,9,7,Timeout #1 by Pittsburgh Steelers,0.000,2.650
2,1:53,1,10,NYG 44,9,7,Ben Roethlisberger pass complete short left to Hines Ward for 6 yards (tackle by Aaron Ross),2.650,2.920
2,1:37,,,,9,7,Timeout #3 by New York Giants,0.000,2.920
2,1:37,2,4,NYG 38,9,7,Ben Roethlisberger pass complete short left to Mewelde Moore for 2 yards (tackle by Kenny Phillips),2.920,2.480
2,1:06,3,2,NYG 36,9,7,Ben Roethlisberger sacked by Mathias Kiwanuka for -9 yards,2.480,0.270
2,0:20,4,11,NYG 45,9,7,Mitch Berger punts 43 yards,0.270,0.380
2,0:07,1,10,NYG 2,9,7,Eli Manning kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,NYG,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,9,7,"John Carney kicks off 66 yards, returned by Najeh Davenport for 14 yards (tackle by Ahmad Bradshaw)",0.000,0.040
3,14:55,1,10,PIT 18,9,7,Mewelde Moore left guard for 2 yards (tackle by Corey Webster),0.040,-0.130
3,14:19,2,8,PIT 20,9,7,Ben Roethlisberger pass complete short right to Heath Miller for 11 yards (tackle by Antonio Pierce),-0.130,1.000
3,13:38,1,10,PIT 31,9,7,Mewelde Moore right tackle for -1 yards (tackle by Justin Tuck and Michael Johnson),1.000,0.320
3,12:59,2,11,PIT 30,9,7,Ben Roethlisberger pass incomplete short right intended for Mewelde Moore,0.320,-0.360
3,12:54,3,11,PIT 30,9,7,Ben Roethlisberger sacked by Dave Tollefson for -7 yards,-0.360,-1.830
3,12:18,4,18,PIT 23,9,7,"Mitch Berger punts 41 yards, returned by Domenik Hixon for -1 yards (tackle by James Harrison). Penalty on Michael Johnson: Unnecessary Roughness, 19 yards",-1.830,0.140
3,12:12,1,10,NYG 16,9,7,Eli Manning pass incomplete short left intended for Madison Hedgecock,-0.140,-0.660
3,12:07,2,10,NYG 16,9,7,Brandon Jacobs right guard for 1 yard (tackle by LaMarr Woodley and Brett Keisel),-0.660,-1.200
3,11:23,3,9,NYG 17,9,7,"Derrick Ward right guard for 5 yards (tackle by Ryan Clark). Penalty on Kevin Boss: Offensive Holding, 10 yards",-1.200,-1.890
3,10:56,3,14,NYG 12,9,7,Eli Manning pass complete short right to Derrick Ward for 9 yards (tackle by Aaron Smith),-1.890,-1.960
3,10:18,4,5,NYG 21,9,7,"Jeff Feagles punts 44 yards, fair catch by Mewelde Moore",-1.960,-1.270
3,10:10,1,10,PIT 35,9,13,"Ben Roethlisberger pass complete deep left to Nate Washington for 65 yards, touchdown",1.270,7.000
3,,,,NYG 2,9,14,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,9,14,"Jeff Reed kicks off 69 yards, returned by Ahmad Bradshaw for 25 yards (tackle by Anthony Madison)",0.000,0.670
3,9:53,1,10,NYG 26,9,14,Eli Manning pass incomplete short left intended for Plaxico Burress (defended by Ike Taylor),0.670,0.130
3,9:50,2,10,NYG 26,9,14,Brandon Jacobs left tackle for 2 yards (tackle by Brett Keisel and Ike Taylor),0.130,-0.300
3,9:07,3,8,NYG 28,9,14,Eli Manning pass incomplete deep right intended for Steve Smith,-0.300,-1.500
3,9:00,4,8,NYG 28,9,14,"Jeff Feagles punts 49 yards, fair catch by Mewelde Moore",-1.500,-0.480
3,8:52,1,10,PIT 23,9,14,Mewelde Moore right tackle for 2 yards (tackle by Danny Clark),0.480,0.200
3,8:10,2,8,PIT 25,9,14,"Ben Roethlisberger pass complete short left to Limas Sweed for 12 yards (tackle by Antonio Pierce). Limas Sweed fumbles (forced by Antonio Pierce), recovered by Limas Sweed at PIT-37",0.200,1.400
3,7:25,1,10,PIT 37,9,14,Mewelde Moore right end for 1 yard (tackle by Antonio Pierce and Bryan Kehl),1.400,0.990
3,6:42,2,9,PIT 38,9,14,Ben Roethlisberger pass complete short left to Hines Ward for 10 yards (tackle by Aaron Ross),0.990,2.130
3,5:59,1,10,PIT 48,9,14,Mewelde Moore right end for 5 yards (tackle by Danny Clark),2.130,2.260
3,5:20,2,5,NYG 47,9,14,Mewelde Moore right tackle for 4 yards (tackle by Justin Tuck),2.260,2.080
3,4:43,3,1,NYG 43,9,14,"Mewelde Moore up the middle for 7 yards (tackle by James Butler). Penalty on Hines Ward: Illegal Formation, 5 yards (no play)",2.080,1.420
3,4:23,3,6,NYG 48,9,14,"Ben Roethlisberger pass complete short left to Limas Sweed for 10 yards (tackle by Terrell Thomas). Penalty on Chris Kemoeatu: Unnecessary Roughness, 15 yards",1.420,2.060
3,3:58,1,10,PIT 47,9,14,"Ben Roethlisberger pass complete deep left to Nate Washington for 53 yards. Penalty on Willie Colon: Offensive Holding, 10 yards (no play)",2.060,1.400
3,3:51,1,20,PIT 37,9,14,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller (defended by Corey Webster),1.400,0.170
3,3:46,2,20,PIT 37,9,14,Ben Roethlisberger up the middle for 3 yards (tackle by Mathias Kiwanuka and Antonio Pierce),0.170,-0.100
3,3:01,3,17,PIT 40,9,14,Ben Roethlisberger pass incomplete deep middle intended for Nate Washington,-0.100,-0.720
3,2:52,4,17,PIT 40,9,14,"Mitch Berger punts 51 yards, returned by Domenik Hixon for 1 yard (tackle by James Harrison). Penalty on Kenny Phillips: Offensive Holding, 5 yards",-0.720,0.380
3,2:42,1,10,NYG 5,9,14,"Penalty on David Diehl: False Start, 2 yards (no play)",-0.380,-0.460
3,2:42,1,12,NYG 3,9,14,Derrick Ward up the middle for 3 yards (tackle by Casey Hampton),-0.460,-0.710
3,2:00,2,9,NYG 6,9,14,Eli Manning pass incomplete short right intended for Mario Manningham,-0.710,-1.300
3,1:56,3,9,NYG 6,9,14,Eli Manning pass incomplete short left intended for Domenik Hixon,-1.300,-2.490
3,1:52,4,9,NYG 6,9,14,"Jeff Feagles punts 45 yards, returned by Mewelde Moore for 2 yards (tackle by James Butler)",-2.490,-2.320
3,1:43,1,10,NYG 49,9,14,Mewelde Moore right end for 5 yards (tackle by Danny Clark),2.320,2.460
3,1:15,2,5,NYG 44,9,14,Mewelde Moore right tackle for 5 yards (tackle by James Butler),2.460,2.980
3,0:34,1,10,NYG 39,9,14,Mewelde Moore right end for 4 yards (tackle by Corey Webster),2.980,2.980
3,0:03,2,6,NYG 35,9,14,Mewelde Moore right tackle for -2 yards (tackle by Justin Tuck and Michael Johnson),2.980,2.020
Quarter,Time,Down,ToGo,Location,NYG,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,NYG 37,9,14,"Penalty on Willie Colon: False Start, 5 yards (no play)",2.020,1.360
4,15:00,3,13,NYG 42,9,14,Ben Roethlisberger pass complete short right to Mewelde Moore for 8 yards (tackle by Michael Johnson),1.360,1.070
4,14:10,4,5,NYG 34,9,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward is intercepted by Corey Webster at NYG-25 and returned for 7 yards (tackle by Hines Ward),1.070,-1.070
4,14:00,1,10,NYG 32,9,14,"Eli Manning pass incomplete short left intended for Brandon Jacobs. Penalty on James Harrison: Defensive Pass Interference, 3 yards (no play)",1.070,1.270
4,13:53,1,10,NYG 35,9,14,Derrick Ward up the middle for 10 yards (tackle by Ryan Clark and Ike Taylor),1.270,1.930
4,13:09,1,10,NYG 45,9,14,Derrick Ward up the middle for 1 yard (tackle by Casey Hampton and Brett Keisel),1.930,1.520
4,12:26,2,9,NYG 46,9,14,Eli Manning pass incomplete deep middle intended for Steve Smith (defended by Ryan Clark),1.520,0.830
4,12:18,3,9,NYG 46,9,14,Eli Manning pass complete short left to Kevin Boss for 16 yards (tackle by Brett Keisel),0.830,3.050
4,11:44,1,10,PIT 38,9,14,Eli Manning pass complete short left to Plaxico Burress for 5 yards (tackle by Ike Taylor),3.050,3.180
4,11:19,2,5,PIT 33,9,14,Derrick Ward right guard for 4 yards (tackle by James Farrior and LaMarr Woodley),3.180,3.010
4,10:35,3,1,PIT 29,9,14,Brandon Jacobs up the middle for no gain (tackle by Troy Polamalu and Brett Keisel),3.010,1.620
4,9:55,,,,9,14,Timeout #1 by New York Giants,0.000,1.620
4,9:55,4,1,PIT 29,9,14,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",1.620,1.070
4,9:55,4,6,PIT 34,9,14,Eli Manning pass complete deep right to Amani Toomer for 30 yards (tackle by William Gay),1.070,6.280
4,9:09,1,4,PIT 4,9,14,Derrick Ward right guard for -2 yards (tackle by Brett Keisel),6.280,4.950
4,8:29,2,6,PIT 6,9,14,Eli Manning pass incomplete short right intended for Plaxico Burress,4.950,4.040
4,8:25,3,6,PIT 6,9,14,Eli Manning pass incomplete short left intended for Kevin Boss (defended by William Gay),4.040,2.990
4,8:21,4,6,PIT 6,12,14,John Carney 24 yard field goal good,2.990,3.000
4,,,,NYG 30,12,14,"John Carney kicks off 58 yards, returned by Najeh Davenport for 18 yards (tackle by Reuben Droughns)",0.000,0.940
4,8:10,1,10,PIT 30,12,14,Ben Roethlisberger pass incomplete short middle intended for Mewelde Moore,0.940,0.390
4,8:02,2,10,PIT 30,12,14,Mewelde Moore up the middle for -4 yards (tackle by Kenny Phillips and Dave Tollefson),0.390,-0.820
4,7:21,3,14,PIT 26,12,14,Ben Roethlisberger sacked by Mathias Kiwanuka for -8 yards,-0.820,-2.240
4,7:21,4,22,PIT 18,14,14,"Mitch Berger for no gain. Mitch Berger fumbles, safety",-2.240,-2.000
4,,,,PIT 20,14,14,"Mitch Berger kicks off 49 yards, returned by Ahmad Bradshaw for 16 yards (tackle by Anthony Madison)",0.000,2.060
4,6:44,1,10,NYG 47,14,14,Derrick Ward up the middle for 3 yards (tackle by Aaron Smith and James Harrison),2.060,1.920
4,6:03,2,7,NYG 50,14,14,Eli Manning pass incomplete short right intended for Derrick Ward,1.920,1.220
4,5:57,3,7,NYG 50,14,14,Eli Manning pass complete deep middle to Steve Smith for 25 yards (tackle by Tyrone Carter),1.220,3.910
4,5:17,1,10,PIT 25,14,14,Brandon Jacobs left guard for 8 yards (tackle by Tyrone Carter),3.910,4.550
4,4:38,2,2,PIT 17,14,14,Eli Manning pass complete short left to Plaxico Burress for 8 yards (tackle by Ike Taylor),4.550,5.140
4,3:53,1,9,PIT 9,14,14,Derrick Ward left tackle for 7 yards (tackle by James Farrior),5.140,5.720
4,3:11,2,2,PIT 2,20,14,"Eli Manning pass complete short left to Kevin Boss for 2 yards, touchdown",5.720,7.000
4,,,,PIT 2,21,14,John Carney kicks extra point good,0.000,0.000
4,,,,NYG 30,21,14,"John Carney kicks off 62 yards, returned by Najeh Davenport for 23 yards (tackle by Reuben Droughns)",0.000,1.000
4,3:02,1,10,PIT 31,21,14,Ben Roethlisberger pass incomplete short right intended for Nate Washington,1.000,0.460
4,2:58,2,10,PIT 31,21,14,Ben Roethlisberger pass incomplete deep right intended for Hines Ward,0.460,-0.230
4,2:58,3,10,PIT 31,21,14,Ben Roethlisberger pass complete short left to Limas Sweed for 6 yards (tackle by Kenny Phillips),-0.230,-0.910
4,2:12,4,4,PIT 37,21,14,Ben Roethlisberger pass incomplete short right intended for Hines Ward,-0.910,-3.120
4,2:08,1,10,PIT 37,21,14,Derrick Ward right guard for -3 yards (tackle by Aaron Smith),3.120,2.170
4,2:05,,,,21,14,Timeout #1 by Pittsburgh Steelers,0.000,2.170
4,2:05,2,13,PIT 40,21,14,Derrick Ward right tackle for 5 yards (tackle by Andre Frazier and James Farrior),2.170,2.150
4,1:58,3,8,PIT 35,21,14,Derrick Ward left guard for 1 yard (tackle by Casey Hampton and Brett Keisel),2.150,1.060
4,1:54,,,,21,14,Timeout #2 by Pittsburgh Steelers,0.000,1.060
4,1:54,4,7,PIT 34,21,14,"Jeff Feagles punts 24 yards, fair catch by Mewelde Moore",1.060,0.380
4,1:48,1,10,PIT 10,21,14,Ben Roethlisberger pass incomplete short left intended for Limas Sweed,-0.380,-0.780
4,1:46,2,10,PIT 10,21,14,Ben Roethlisberger pass incomplete short middle intended for Nate Washington (defended by Fred Robbins),-0.780,-1.420
4,1:41,3,10,PIT 10,21,14,"Ben Roethlisberger sacked by Mathias Kiwanuka and Antonio Pierce for 0 yards. Ben Roethlisberger fumbles (forced by Mathias Kiwanuka), recovered by Willie Colon at PIT-5",-1.420,-2.490
4,1:31,,,,21,14,Timeout #3 by Pittsburgh Steelers,0.000,-2.490
4,1:31,4,15,PIT 5,21,14,Ben Roethlisberger pass incomplete deep right intended for Limas Sweed is intercepted by Kenny Phillips at NYG-49,-2.490,-2.190
4,1:24,1,10,NYG 49,21,14,Eli Manning kneels for -1 yards,2.190,1.510
4,0:42,2,11,NYG 48,21,14,Eli Manning kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
