Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
1,9:40,1,10,MIN 46,0,0,Adrian Peterson left guard for no gain (tackle by Mike DeVito),1.990,1.450
1,9:04,2,10,MIN 46,0,0,Teddy Bridgewater pass complete short left to Stefon Diggs for 31 yards,1.450,4.040
1,8:33,1,10,KAN 23,0,0,Teddy Bridgewater pass incomplete short right intended for Mike Wallace (defended by Justin Houston),4.040,3.500
1,8:28,2,10,KAN 23,0,0,Adrian Peterson right tackle for -1 yards (tackle by Allen Bailey),3.500,2.680
1,7:47,3,11,KAN 24,0,0,Teddy Bridgewater pass complete short right to Stefon Diggs for 14 yards (tackle by Marcus Peters),2.680,4.910
1,7:15,1,10,KAN 10,0,0,Adrian Peterson middle for -6 yards (tackle by Jaye Howard),4.910,3.340
1,6:30,2,16,KAN 16,0,0,Teddy Bridgewater pass complete short left to Mike Wallace for 10 yards (tackle by Sean Smith),3.340,4.040
1,5:50,3,6,KAN 6,0,0,Teddy Bridgewater pass incomplete short right intended for Mike Wallace,4.040,2.990
1,5:44,4,6,KAN 6,0,3,Blair Walsh 24 yard field goal good,2.990,3.000
1,5:44,,,MIN 35,0,3,"Blair Walsh kicks off 64 yards, returned by Knile Davis for 19 yards (tackle by Zach Line)",0.000,-0.280
1,5:35,1,10,KAN 20,0,3,"Alex Smith pass complete short right to Jeremy Maclin for 13 yards (tackle by Terence Newman). Penalty on Mitch Morse: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,5:06,1,20,KAN 10,0,3,"Alex Smith pass incomplete short left intended for Travis Kelce. Penalty on Sharrif Floyd: Roughing the Passer, 15 yards (no play)",-0.760,0.610
1,5:02,1,10,KAN 25,0,3,De'Anthony Thomas right end for 1 yard (tackle by Eric Kendricks),0.610,0.200
1,4:35,2,9,KAN 26,0,3,Charcandrick West middle for 6 yards (tackle by Danielle Hunter),0.200,0.300
1,3:53,3,3,KAN 32,0,3,Alex Smith pass complete short left to Chris Conley for 3 yards (tackle by Captain Munnerlyn),0.300,1.270
1,3:14,1,10,KAN 35,0,3,Knile Davis left end for 8 yards (tackle by Andrew Sendejo),1.270,1.800
1,2:36,2,2,KAN 43,0,3,Knile Davis right end for -1 yards (tackle by Linval Joseph and Brian Robison),1.800,0.960
1,1:53,3,3,KAN 42,0,3,Alex Smith sacked by Eric Kendricks for -4 yards,0.960,-0.850
1,1:14,4,7,KAN 38,0,3,"Dustin Colquitt punts 43 yards, fair catch by Marcus Sherels",-0.850,-0.150
1,1:07,1,10,MIN 19,0,3,Adrian Peterson middle for 3 yards (tackle by Ramik Wilson),0.150,0.070
1,0:38,2,7,MIN 22,0,3,Teddy Bridgewater pass complete deep left to Stefon Diggs for 20 yards (tackle by Sean Smith),0.070,1.730
1,0:07,1,10,MIN 42,0,3,Adrian Peterson left tackle for -5 yards (tackle by Tamba Hali),1.730,0.510
Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,15,MIN 37,0,3,Teddy Bridgewater pass complete short right to Mike Wallace for 13 yards (tackle by Marcus Peters),0.510,1.550
2,14:43,3,2,,0,3,Teddy Bridgewater pass complete short right to Adrian Peterson for -3 yards (tackle by Justin Houston),1.550,-0.260
2,14:13,4,5,MIN 47,0,3,"Jeff Locke punts 46 yards, returned by De'Anthony Thomas for 14 yards (tackle by Marcus Sherels)",-0.260,-0.340
2,14:00,1,10,KAN 21,0,3,"Alex Smith pass complete short left to Charcandrick West for 7 yards (tackle by Eric Kendricks and Andrew Sendejo). Penalty on Donald Stephenson: Offensive Holding, 10 yards (no play)",0.340,-0.720
2,13:30,1,20,KAN 11,0,3,"Alex Smith pass complete short left to Travis Kelce for 5 yards (tackle by Eric Kendricks). Penalty on Jeremy Maclin: Offensive Pass Interference, 5 yards (no play)",-0.720,-0.950
2,13:05,1,25,KAN 6,0,3,Charcandrick West left tackle for 2 yards (tackle by Eric Kendricks),-0.950,-1.730
2,12:22,2,23,KAN 8,0,3,Alex Smith pass complete short left to Anthony Sherman for 13 yards (tackle by Xavier Rhodes),-1.730,-0.890
2,11:46,3,10,KAN 21,0,3,Alex Smith sacked by Sharrif Floyd and Danielle Hunter for -7 yards,-0.890,-2.470
2,11:03,4,17,KAN 14,0,3,"Dustin Colquitt punts 45 yards, returned by Marcus Sherels for 8 yards (tackle by D.J. Alexander)",-2.470,-2.190
2,10:52,1,10,MIN 49,0,3,Teddy Bridgewater pass incomplete deep left intended for Kyle Rudolph (defended by Ron Parker),2.190,1.650
2,10:46,2,10,MIN 49,0,3,Adrian Peterson middle for 6 yards (tackle by Ramik Wilson),1.650,1.750
2,10:15,3,4,KAN 45,0,3,"Penalty on T.J. Clemmings: False Start, 5 yards (no play)",1.750,1.750
2,9:56,3,4,KAN 45,0,3,Timeout #1 by Minnesota Vikings,1.750,1.090
2,9:56,3,9,,0,3,Teddy Bridgewater pass complete short left to Matt Asiata for 8 yards (tackle by Tamba Hali),1.090,0.460
,,,,,,,"MIN challenged the first down ruling, and the play was upheld.",,
2,9:08,4,1,KAN 42,0,3,Adrian Peterson middle for 3 yards (tackle by Mike DeVito),0.460,2.980
2,8:30,1,10,KAN 39,0,3,Teddy Bridgewater pass incomplete short left intended for Stefon Diggs,2.980,2.440
2,8:25,2,10,KAN 39,0,3,Adrian Peterson middle for 4 yards (tackle by Ron Parker),2.440,2.280
2,7:45,3,6,KAN 35,0,3,"Teddy Bridgewater pass incomplete short left intended for Jarius Wright. Penalty on Steven Nelson: Roughing the Passer, 15 yards, Penalty on Husain Abdullah: Illegal Contact (Declined) (no play)",2.280,4.240
2,7:39,1,10,KAN 20,0,3,"Adrian Peterson middle for 5 yards (tackle by Allen Bailey). Adrian Peterson fumbles (forced by Allen Bailey), recovered by Joe Berger at KAN-14",4.240,4.640
2,6:54,2,4,KAN 14,0,3,Teddy Bridgewater pass complete short left to Rhett Ellison for 11 yards (tackle by Eric Berry and Sean Smith),4.640,6.510
2,6:09,1,3,KAN 3,0,3,Adrian Peterson right guard for -1 yards (tackle by Mike DeVito),6.510,5.340
2,5:29,2,4,KAN 4,0,3,Adrian Peterson right guard for no gain (tackle by Allen Bailey and Tamba Hali),5.340,4.490
2,4:46,3,4,KAN 4,0,9,"Teddy Bridgewater pass complete short middle to Kyle Rudolph for 4 yards, touchdown",4.490,7.000
2,4:46,,,KAN 4,0,10,Blair Walsh kicks extra point good,0.000,0.000
2,4:46,,,MIN 35,0,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,4:43,1,10,KAN 20,0,10,Knile Davis left tackle for 3 yards (tackle by Danielle Hunter),0.280,0.140
2,4:07,2,7,KAN 23,0,10,Alex Smith pass complete short left to Demetrius Harris for 6 yards (tackle by Eric Kendricks),0.140,0.230
2,3:20,3,1,KAN 29,0,10,Knile Davis left guard for no gain (tackle by Eric Kendricks),0.230,-1.440
2,2:43,4,1,KAN 29,0,10,"Dustin Colquitt punts 55 yards, fair catch by Marcus Sherels",-1.440,0.140
2,2:35,1,10,MIN 16,0,10,Jerick McKinnon middle for 2 yards (tackle by Tamba Hali),-0.140,-0.140
2,2:31,1,10,MIN 16,0,10,Timeout #1 by Kansas City Chiefs,-0.140,-0.350
2,2:31,2,8,MIN 18,0,10,Teddy Bridgewater pass incomplete short right intended for Mike Wallace (defended by Marcus Peters),-0.350,-1.070
2,2:25,3,8,MIN 18,0,10,Teddy Bridgewater pass incomplete short right intended for Kyle Rudolph,-1.070,-2.240
2,2:18,4,8,MIN 18,0,10,"Jeff Locke punts 41 yards. Penalty on Steven Nelson: Offensive Holding, 10 yards",-2.240,-1.000
2,2:05,1,10,KAN 31,0,10,Alex Smith pass complete short right to Jason Avant for 4 yards (tackle by Trae Waynes),1.000,1.000
2,2:00,2,6,KAN 35,0,10,Alex Smith pass complete short right to Jeremy Maclin for 11 yards (tackle by Trae Waynes),1.000,1.990
2,1:37,1,10,KAN 46,0,10,Alex Smith pass incomplete short right intended for Charcandrick West,1.990,1.450
2,1:33,2,10,KAN 46,0,10,Alex Smith pass complete short right to Chris Conley for 8 yards (tackle by Trae Waynes),1.450,1.820
2,1:07,3,2,MIN 46,0,10,Alex Smith pass incomplete short right intended for Chris Conley,1.820,0.200
2,1:03,4,2,MIN 46,0,10,Dustin Colquitt punts 40 yards,0.200,0.380
2,0:55,1,10,MIN 6,0,10,Adrian Peterson right guard for no gain (tackle by Derrick Johnson and Mike DeVito),-0.380,-0.380
2,0:51,1,10,MIN 6,0,10,Timeout #2 by Kansas City Chiefs,-0.380,-0.780
2,0:51,2,10,MIN 6,0,10,Adrian Peterson left tackle for no gain (tackle by Derrick Johnson),-0.780,-0.780
2,0:46,2,10,MIN 6,0,10,Timeout #3 by Kansas City Chiefs,-0.780,-1.420
2,0:46,3,10,MIN 6,0,10,Matt Asiata middle for 4 yards (tackle by Ramik Wilson),-1.420,-2.490
Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,0,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,KAN 20,0,10,Alex Smith pass incomplete short left intended for Chris Conley,0.280,-0.270
3,14:54,2,10,KAN 20,0,10,Alex Smith pass complete short right to Travis Kelce for 6 yards (tackle by Andrew Sendejo),-0.270,-0.160
3,14:11,3,4,KAN 26,0,10,Alex Smith pass complete short middle to Travis Kelce for 13 yards (tackle by Andrew Sendejo),-0.160,1.530
3,13:32,1,10,KAN 39,0,10,Charcandrick West left guard for 3 yards (tackle by Terence Newman and Linval Joseph),1.530,1.390
3,12:51,2,7,KAN 42,0,10,Alex Smith pass complete short left to Albert Wilson for 9 yards (tackle by Xavier Rhodes),1.390,2.320
3,12:26,1,10,MIN 49,0,10,Alex Smith left end for 3 yards,2.320,2.190
3,11:44,2,7,MIN 46,0,10,Alex Smith pass incomplete short right intended for Chris Conley (defended by Eric Kendricks),2.190,1.490
3,11:37,3,7,MIN 46,0,10,Alex Smith pass incomplete deep right intended for Chris Conley,1.490,0.200
3,11:25,4,7,MIN 46,0,10,"Dustin Colquitt punts 19 yards, out of bounds",0.200,-0.740
3,11:25,1,10,MIN 27,0,10,Adrian Peterson right tackle for 23 yards (tackle by Derrick Johnson),0.740,2.260
3,10:52,1,10,,0,10,Teddy Bridgewater pass complete short left to Stefon Diggs for 15 yards (tackle by Tamba Hali),2.260,3.250
3,10:13,1,10,KAN 35,0,10,Adrian Peterson right guard for 3 yards (tackle by Ramik Wilson and Jaye Howard),3.250,3.110
3,9:35,2,7,KAN 32,0,10,Teddy Bridgewater pass incomplete short right intended for Mike Wallace,3.110,2.410
3,9:32,3,7,KAN 32,0,10,Teddy Bridgewater pass complete short middle to Kyle Rudolph for 5 yards (tackle by Ron Parker),2.410,1.800
3,8:55,4,2,KAN 27,0,13,Blair Walsh 45 yard field goal good,1.800,3.000
3,8:55,,,MIN 35,0,13,"Blair Walsh kicks off 65 yards, returned by De'Anthony Thomas for 20 yards (tackle by Scott Crichton)",0.000,-0.280
3,8:45,1,10,KAN 20,0,13,Alex Smith pass complete short middle to Travis Kelce for 14 yards (tackle by Harrison Smith),0.280,1.200
3,8:07,1,10,KAN 34,0,13,Charcandrick West middle for 8 yards (tackle by Eric Kendricks),1.200,1.740
3,7:33,2,2,KAN 42,0,13,Knile Davis left end for 3 yards (tackle by Brian Robison),1.740,1.930
3,6:51,1,10,KAN 45,0,13,Alex Smith pass complete deep middle to Jeremy Maclin for 39 yards (tackle by Andrew Sendejo). Penalty on Xavier Rhodes: Defensive Holding (Declined),1.930,4.510
3,6:27,1,10,MIN 16,0,13,Alex Smith pass complete short left to Charcandrick West for 6 yards (tackle by Sharrif Floyd),4.510,4.970
3,5:46,2,4,MIN 10,0,13,Charcandrick West middle for 3 yards (tackle by Linval Joseph and Eric Kendricks),4.970,4.850
3,5:03,3,1,MIN 7,0,13,Anthony Sherman middle for no gain (tackle by Brian Robison and Anthony Barr),4.850,3.010
3,4:34,4,1,MIN 7,0,13,Charcandrick West middle for no gain (tackle by Sharrif Floyd),3.010,0.380
3,4:30,1,10,MIN 8,0,13,Adrian Peterson right guard for no gain (tackle by Ramik Wilson),-0.380,-0.780
3,3:54,2,10,MIN 8,0,13,Teddy Bridgewater pass incomplete short left intended for Jarius Wright,-0.780,-1.420
3,3:48,3,10,MIN 8,0,13,"Teddy Bridgewater pass incomplete short left intended for Stefon Diggs. Penalty on Jaye Howard: Roughing the Passer, 15 yards (no play)",-1.420,0.480
3,3:44,1,10,MIN 23,0,13,Adrian Peterson middle for 2 yards (tackle by Nicholas Williams),0.480,0.200
3,2:58,2,8,MIN 25,0,13,Adrian Peterson right end for -3 yards (tackle by Justin Houston),0.200,-0.890
3,2:14,3,11,MIN 22,0,13,"Penalty on Joe Berger: False Start, 5 yards (no play)",-0.890,-1.760
3,1:55,3,16,MIN 17,0,13,Teddy Bridgewater pass incomplete short right intended for Stefon Diggs (defended by Justin Houston),-1.760,-2.320
3,1:50,4,16,MIN 17,0,13,"Jeff Locke punts 50 yards, returned by De'Anthony Thomas for 10 yards (tackle by Adam Thielen). Penalty on Demetrius Harris: Defensive Offside (Declined)",-2.320,-1.800
3,1:37,1,10,KAN 43,0,13,Alex Smith pass complete short right to Albert Wilson for 6 yards (tackle by Terence Newman),1.800,2.060
3,0:59,2,4,KAN 49,0,13,Alex Smith pass complete short middle to Travis Kelce for 18 yards (tackle by Andrew Sendejo),2.060,3.380
3,0:21,1,10,MIN 33,0,13,Alex Smith pass complete short middle to Demetrius Harris for 9 yards (tackle by Eric Kendricks),3.380,4.050
Quarter,Time,Down,ToGo,Location,KAN,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,MIN 24,0,13,Charcandrick West right guard for 1 yard (tackle by Tom Johnson and Linval Joseph),4.050,4.040
4,14:14,1,10,MIN 23,0,13,Alex Smith pass incomplete short left intended for De'Anthony Thomas,4.040,3.500
4,14:05,2,10,MIN 23,0,13,Charcandrick West middle for 9 yards (tackle by Andrew Sendejo),3.500,4.280
4,13:24,3,1,MIN 14,0,13,"Alex Smith pass incomplete short right intended for Jeremy Maclin (defended by Captain Munnerlyn). Penalty on Charcandrick West: Chop Block, 15 yards (no play)",4.280,2.010
4,13:20,3,16,MIN 29,0,13,Alex Smith pass incomplete short right intended for Jason Avant (defended by Captain Munnerlyn),2.010,1.500
4,13:15,4,16,MIN 29,3,13,Cairo Santos 48 yard field goal good,1.500,3.000
4,13:15,,,KAN 35,3,13,"Cairo Santos kicks off 70 yards, returned by Cordarrelle Patterson for 33 yards (tackle by Steven Nelson)",0.000,-0.810
4,13:04,1,10,MIN 28,3,13,Teddy Bridgewater pass complete short middle to Jarius Wright for 17 yards (tackle by Eric Berry and Derrick Johnson),0.810,1.930
4,12:24,1,10,MIN 45,3,13,Teddy Bridgewater pass complete short left to Zach Line for 3 yards (tackle by Derrick Johnson),1.930,1.790
4,11:47,2,7,MIN 48,3,13,Adrian Peterson middle for 12 yards (tackle by Rakeem Nunez-Roches),1.790,2.920
4,11:18,1,10,KAN 40,3,13,Teddy Bridgewater pass incomplete deep right intended for Mike Wallace is intercepted by Marcus Peters at KAN-23. Penalty on Matt Kalil: Offensive Holding (Declined),2.920,-0.480
4,11:12,1,10,KAN 23,3,13,--,0.480,1.140
4,10:45,1,10,KAN 33,3,13,--,1.140,1.990
4,10:06,1,10,KAN 46,3,13,Alex Smith middle for 7 yards,1.990,2.400
4,9:37,2,3,MIN 47,3,13,Alex Smith pass complete short right to Chris Conley for 5 yards (tackle by Terence Newman),2.400,2.790
4,9:05,1,10,MIN 42,3,13,--,2.790,2.240
4,9:00,2,10,MIN 42,3,13,Alex Smith pass incomplete deep right intended for Albert Wilson,2.240,1.550
4,8:55,3,10,MIN 42,9,13,"Alex Smith pass complete short left to Albert Wilson for 42 yards, touchdown",1.550,7.000
4,8:55,,,MIN 42,10,13,Cairo Santos kicks extra point good,0.000,0.000
4,8:55,,,KAN 35,10,13,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
4,8:46,1,10,MIN 20,10,13,Adrian Peterson right end for 2 yards (tackle by Ramik Wilson),0.280,0.000
4,8:13,2,8,MIN 22,10,13,Teddy Bridgewater sacked by Justin Houston for -7 yards,0.000,-1.860
4,7:31,3,15,MIN 15,10,13,Teddy Bridgewater pass complete deep middle to Stefon Diggs for 30 yards (tackle by Eric Berry),-1.860,1.930
4,6:45,1,10,MIN 45,10,13,Teddy Bridgewater pass complete short right to Stefon Diggs for 3 yards (tackle by Marcus Peters),1.930,1.790
4,6:01,2,7,MIN 48,10,13,Adrian Peterson left guard for 5 yards (tackle by Allen Bailey and Derrick Johnson),1.790,1.750
4,5:20,3,2,KAN 47,10,13,Matt Asiata middle for 11 yards (tackle by Marcus Peters),1.750,1.750
4,5:08,3,2,KAN 47,10,13,Timeout #1 by Kansas City Chiefs,1.750,3.180
4,5:08,1,10,KAN 36,10,13,Matt Asiata right end for 6 yards (tackle by Ron Parker and Derrick Johnson),3.180,3.180
4,5:00,1,10,KAN 36,10,13,Timeout #2 by Kansas City Chiefs,3.180,3.450
4,5:00,2,4,KAN 30,10,13,Matt Asiata left guard for 3 yards (tackle by Derrick Johnson and Nicholas Williams),3.450,3.450
4,5:00,2,4,KAN 30,10,13,Timeout #3 by Kansas City Chiefs,3.450,3.140
4,4:55,3,1,KAN 27,10,13,Teddy Bridgewater pass incomplete short right intended for Rhett Ellison,3.140,1.820
4,4:51,4,1,KAN 27,10,16,Blair Walsh 45 yard field goal good,1.820,3.000
4,4:51,,,MIN 35,10,16,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,4:46,1,10,KAN 20,10,16,Alex Smith pass complete short left to Travis Kelce for 37 yards (tackle by Harrison Smith),0.280,2.720
4,4:38,1,10,MIN 43,10,16,"Charcandrick West middle for 1 yard (tackle by Danielle Hunter). Charcandrick West fumbles (forced by Danielle Hunter), recovered by Brian Robison at MIN-38 (tackle by Mitch Morse). Penalty on Travis Kelce: Unsportsmanlike Conduct, 15 yards",2.720,-2.460
4,4:32,1,10,KAN 47,10,16,Adrian Peterson right end for no gain (tackle by Marcus Peters),2.460,1.910
4,3:46,2,10,KAN 47,10,16,Matt Asiata left tackle for 3 yards (tackle by Nicholas Williams and Ramik Wilson),1.910,1.910
4,3:00,2,10,KAN 47,10,16,Timeout #1 by Minnesota Vikings,1.910,1.620
4,2:56,3,7,KAN 44,10,16,Teddy Bridgewater pass incomplete deep right intended for Mike Wallace,1.620,0.330
4,2:51,4,7,KAN 44,10,16,"Jeff Locke punts 44 yards, touchback",0.330,-0.280
4,2:46,1,10,KAN 20,10,16,Alex Smith pass complete short middle to Knile Davis for 12 yards (tackle by Eric Kendricks),0.280,1.070
4,2:21,1,10,KAN 32,10,16,Alex Smith pass incomplete short middle intended for Travis Kelce,1.070,0.530
4,2:17,2,10,KAN 32,10,16,Alex Smith pass incomplete short right intended for Jason Avant,0.530,-0.160
4,2:12,3,10,KAN 32,10,16,Alex Smith pass incomplete deep left intended for Albert Wilson,-0.160,-1.240
4,2:04,4,10,KAN 32,10,16,"Alex Smith pass incomplete deep left intended for Albert Wilson. Penalty on Anthony Barr: Taunting, 15 yards",-1.240,-2.460
4,2:00,1,10,KAN 47,10,16,Teddy Bridgewater kneels for -3 yards,2.460,1.510
4,1:17,2,13,,10,16,Teddy Bridgewater kneels for -1 yards,1.510,0.700
4,0:40,3,14,MIN 49,10,16,Teddy Bridgewater kneels for -1 yards,0.700,-0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
