#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:45,KAN 4,3,1:05,-2,Punt
2,1,5:40,KAN 20,6,4:33,18,Punt
3,2,14:00,KAN 21,3,3:08,-7,Punt
4,2,4:43,KAN 20,3,2:08,9,Punt
5,2,2:05,KAN 31,5,1:10,23,Punt
6,3,15:00,KAN 20,8,3:35,34,Punt
7,3,8:51,KAN 20,8,4:21,73,Downs
8,3,1:37,KAN 43,8,3:27,28,Field Goal
9,4,11:12,KAN 23,7,2:26,77,Touchdown
10,4,4:46,KAN 20,2,0:14,38,Fumble
11,4,2:46,KAN 20,5,0:46,12,Downs
