Quarter,Time,Down,ToGo,Location,DEN,NYG,Detail,EPB,EPA
1,10:50,1,10,NYG 20,0,0,Eli Manning pass complete deep middle to Victor Cruz for 51 yards (tackle by Chris Harris),0.280,3.640
1,10:04,1,10,DEN 29,0,0,David Wilson left guard for 5 yards (tackle by Rahim Moore),3.640,3.780
1,9:30,2,5,DEN 24,0,0,Brandon Jacobs right tackle for 5 yards (tackle by Duke Ihenacho and Wesley Woodyard),3.780,4.310
1,8:46,1,10,DEN 19,0,0,Eli Manning pass incomplete short left intended for Brandon Jacobs (defended by Duke Ihenacho),4.310,3.750
1,8:37,2,10,DEN 19,0,0,David Wilson right tackle for 1 yard (tackle by Duke Ihenacho and Dominique Rodgers-Cromartie),3.750,3.140
1,7:54,3,9,DEN 18,0,0,Eli Manning pass incomplete deep right intended for David Wilson,3.140,2.250
1,7:45,4,9,DEN 18,0,3,Josh Brown 36 yard field goal good,2.250,3.000
1,7:45,,,NYG 35,0,3,"Josh Brown kicks off 73 yards, touchback",0.000,-0.280
1,7:41,1,10,DEN 20,0,3,Peyton Manning pass complete short left to Knowshon Moreno for 3 yards (tackle by Jacquian Williams),0.280,0.140
1,7:20,2,7,DEN 23,0,3,Peyton Manning pass complete short left to Julius Thomas for 3 yards (tackle by Prince Amukamara),0.140,-0.160
1,6:58,3,4,DEN 26,0,3,"Peyton Manning pass complete short right to Julius Thomas for 6 yards (tackle by Corey Webster). Penalty on Eric Decker: Offensive Pass Interference, 10 yards (no play)",-0.160,-1.690
1,6:27,3,14,DEN 16,0,3,Peyton Manning pass complete short left to Montee Ball for 15 yards (tackle by Spencer Paysinger and Antrel Rolle),-1.690,1.000
1,6:01,1,10,DEN 31,0,3,Peyton Manning pass complete short left to Demaryius Thomas for 18 yards (tackle by Spencer Paysinger and Ryan Mundy),1.000,2.190
1,5:33,1,10,DEN 49,0,3,Peyton Manning pass incomplete short middle intended for Julius Thomas (defended by Jacquian Williams),2.190,1.650
1,5:28,2,10,DEN 49,0,3,Montee Ball right tackle for 3 yards (tackle by Mike Patterson and Mathias Kiwanuka),1.650,1.360
1,4:54,3,7,NYG 48,0,3,Peyton Manning pass incomplete deep left intended for Eric Decker (defended by Prince Amukamara),1.360,0.070
1,4:47,4,7,NYG 48,0,3,"Britton Colquitt punts 32 yards, fair catch by Rueben Randle",0.070,0.140
1,4:40,1,10,NYG 16,0,3,David Wilson right tackle for -3 yards (tackle by Kevin Vickerson),-0.140,-0.990
1,4:14,2,13,NYG 13,0,3,Eli Manning pass complete short right to Bear Pascoe for 3 yards (tackle by Duke Ihenacho),-0.990,-1.320
1,3:21,3,10,NYG 16,0,3,Eli Manning pass complete short left to Brandon Myers for 7 yards (tackle by Mike Adams and Chris Harris),-1.320,-1.830
1,2:48,4,3,NYG 23,0,3,"Steve Weatherford punts 44 yards, returned by Trindon Holliday for 4 yards (tackle by Zak DeOssie)",-1.830,-1.400
1,2:37,1,10,DEN 37,0,3,Knowshon Moreno up the middle for 1 yard (tackle by Mike Patterson and Jacquian Williams),1.400,0.990
1,2:17,2,9,DEN 38,0,3,Peyton Manning pass complete short left to Eric Decker for 5 yards (tackle by Prince Amukamara),0.990,0.960
1,1:35,3,4,DEN 43,0,3,Peyton Manning pass incomplete short right intended for Eric Decker,0.960,-0.520
1,1:30,4,4,DEN 43,0,3,"Britton Colquitt punts 53 yards, returned by Rueben Randle for 7 yards (tackle by David Bruton)",-0.520,0.370
1,1:18,1,10,NYG 11,0,3,Eli Manning pass incomplete deep right intended for Rueben Randle,-0.370,-0.780
1,1:13,2,10,NYG 11,0,3,Brandon Jacobs right guard for -3 yards (tackle by Robert Ayers),-0.780,-0.780
1,0:27,2,10,NYG 11,0,3,Timeout #1 by New York Giants,-0.780,-1.770
1,0:27,3,13,NYG 8,0,3,Eli Manning pass incomplete short right intended for Jerrel Jernigan (defended by Dominique Rodgers-Cromartie),-1.770,-2.490
1,0:21,4,13,NYG 8,0,3,"Steve Weatherford punts 46 yards, returned by Trindon Holliday for 14 yards (tackle by Spencer Paysinger)",-2.490,-2.920
1,0:10,1,10,NYG 40,0,3,Peyton Manning pass incomplete short right intended for Wes Welker,2.920,2.370
1,0:02,2,10,NYG 40,0,3,Ronnie Hillman left end for 3 yards (tackle by Justin Tuck),2.370,2.080
Quarter,Time,Down,ToGo,Location,DEN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,NYG 37,0,3,Peyton Manning pass complete short right to Wes Welker for 17 yards (tackle by Terrell Thomas),2.080,4.240
2,14:31,1,10,NYG 20,6,3,"Knowshon Moreno right end for 20 yards, touchdown",4.240,7.000
2,14:31,,,NYG 2,7,3,Matt Prater kicks extra point good,0.000,0.000
2,14:31,,,DEN 35,7,3,"Matt Prater kicks off 67 yards, returned by David Wilson for 24 yards (tackle by Paris Lenon)",0.000,-0.410
2,14:16,1,10,NYG 22,7,3,Eli Manning pass complete deep middle to Hakeem Nicks for 23 yards (tackle by Wesley Woodyard and Nate Irving),0.410,1.930
2,13:35,1,10,NYG 45,7,3,Brandon Jacobs left guard for 2 yards (tackle by Danny Trevathan and Derek Wolfe),1.930,1.650
2,12:51,2,8,NYG 47,7,3,"Eli Manning pass complete short right to Victor Cruz for 15 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Victor Cruz: Illegal Touch Pass, 6 yards (no play)",1.650,0.840
2,12:22,2,14,NYG 41,7,3,Eli Manning pass complete short middle to Brandon Myers for 8 yards (tackle by Danny Trevathan),0.840,1.220
2,11:37,3,6,NYG 49,7,3,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.220,-0.130
2,11:29,4,6,NYG 49,7,3,"Steve Weatherford punts 41 yards, fair catch by Trindon Holliday",-0.130,0.380
2,11:22,1,10,DEN 10,7,3,"Peyton Manning pass complete short right to Demaryius Thomas for 14 yards (tackle by Terrell Thomas). Penalty on Orlando Franklin: Ineligible Downfield Pass, 5 yards (no play)",-0.380,-0.570
2,10:50,1,15,DEN 5,7,3,Montee Ball up the middle for 3 yards (tackle by Spencer Paysinger),-0.570,-0.930
2,10:24,2,12,DEN 8,7,3,Peyton Manning pass incomplete short middle intended for Wes Welker (defended by Terrell Thomas),-0.930,-1.650
2,10:17,3,12,DEN 8,7,3,Peyton Manning pass complete short right to Demaryius Thomas for no gain,-1.650,-2.490
2,9:40,4,12,DEN 8,7,3,"Britton Colquitt punts 41 yards, returned by Rueben Randle for 6 yards (tackle by Kayvon Webster)",-2.490,-2.720
2,9:24,1,10,DEN 43,7,3,Brandon Jacobs right end for -2 yards (tackle by Nate Irving and Derek Wolfe),2.720,1.910
2,8:41,2,12,DEN 45,7,3,Eli Manning pass complete short middle to Brandon Myers for 27 yards (tackle by Duke Ihenacho),1.910,4.370
2,7:59,1,10,DEN 18,7,3,"Eli Manning pass complete short right to Rueben Randle for 17 yards (tackle by Paris Lenon). Rueben Randle fumbles (forced by Paris Lenon), recovered by Rahim Moore at DEN-0 (tackle by David Wilson). Penalty on Duke Ihenacho: Illegal Contact, 5 yards (no play)",4.370,4.710
2,7:46,1,10,DEN 13,7,3,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Duke Ihenacho),4.710,5.340
2,7:09,2,3,DEN 6,7,3,Eli Manning pass incomplete short middle intended for Victor Cruz,5.340,4.560
2,7:01,3,3,DEN 6,7,3,Eli Manning pass incomplete short middle intended for Brandon Myers,4.560,3.010
2,6:57,4,3,DEN 6,7,6,Josh Brown 24 yard field goal good,3.010,3.000
2,6:57,,,NYG 35,7,6,"Josh Brown kicks off 70 yards, returned by Trindon Holliday for 22 yards (tackle by Justin Trattou)",0.000,0.060
2,6:48,1,10,DEN 17,7,6,Peyton Manning pass complete short left to Julius Thomas for 3 yards (tackle by Terrell Thomas),-0.060,-0.060
2,6:25,2,7,DEN 20,7,6,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,-0.060,-0.870
2,6:18,3,7,DEN 20,7,6,Peyton Manning pass incomplete short left intended for Julius Thomas,-0.870,-2.030
2,6:13,4,7,DEN 20,7,6,"Britton Colquitt punts 40 yards, fair catch by Rueben Randle",-2.030,-1.600
2,6:05,1,10,NYG 40,7,6,David Wilson right guard for 6 yards (tackle by Shaun Phillips),1.600,1.860
2,5:35,2,4,NYG 46,7,6,Eli Manning pass complete short middle to Victor Cruz for 4 yards (tackle by Derek Wolfe),1.860,2.260
2,4:49,1,10,,7,6,"Eli Manning pass incomplete deep right intended for Victor Cruz. Penalty on Chris Harris: Defensive Holding, 5 yards (no play)",2.260,2.590
2,4:37,1,10,DEN 45,7,6,Eli Manning pass complete short right to Hakeem Nicks for 14 yards (tackle by Dominique Rodgers-Cromartie),2.590,3.510
2,4:04,1,10,DEN 31,7,6,David Wilson left end for 2 yards (tackle by Wesley Woodyard),3.510,3.240
2,3:18,2,8,DEN 29,7,6,David Wilson right tackle for 6 yards (tackle by Danny Trevathan),3.240,3.340
2,2:32,3,2,DEN 23,7,6,Eli Manning pass incomplete short right intended for Brandon Myers (defended by Wesley Woodyard),3.340,2.050
2,2:24,4,2,DEN 23,7,9,Josh Brown 41 yard field goal good,2.050,3.000
2,2:24,,,NYG 35,7,9,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,2:19,1,10,DEN 20,7,9,Peyton Manning pass complete short middle to Julius Thomas for 19 yards (tackle by Ryan Mundy and Antrel Rolle),0.280,1.530
2,2:00,1,10,DEN 39,7,9,Peyton Manning pass complete deep right to Wes Welker for 20 yards (tackle by Jacquian Williams),1.530,2.850
2,1:40,1,10,NYG 41,7,9,Peyton Manning pass complete short right to Demaryius Thomas for 9 yards (tackle by Spencer Paysinger and Corey Webster),2.850,3.520
2,1:23,2,1,NYG 32,7,9,Knowshon Moreno right tackle for 3 yards (tackle by Linval Joseph and Cullen Jenkins),3.520,3.640
2,1:06,1,10,NYG 29,7,9,Peyton Manning pass incomplete deep middle intended for Julius Thomas,3.640,3.100
2,1:02,2,10,NYG 29,7,9,Peyton Manning pass incomplete short middle intended for Wes Welker,3.100,2.410
2,0:57,3,10,NYG 29,7,9,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 5 yards (no play)",2.410,3.070
2,0:57,3,5,NYG 24,7,9,Peyton Manning pass incomplete short left intended for Wes Welker,3.070,1.920
2,0:52,4,5,NYG 24,10,9,Matt Prater 42 yard field goal good,1.920,3.000
2,0:52,,,DEN 35,10,9,"Matt Prater kicks off 66 yards, returned by David Wilson for 16 yards (tackle by Nate Irving)",0.000,0.220
2,0:43,1,10,NYG 15,10,9,Eli Manning pass complete short left to Brandon Myers for 2 yards (tackle by Mike Adams),-0.220,-0.440
2,0:35,2,8,NYG 17,10,9,Eli Manning pass incomplete deep left intended for Brandon Myers,-0.440,-1.120
2,0:30,3,8,NYG 17,10,9,Eli Manning pass complete deep right to Hakeem Nicks for 34 yards (tackle by Rahim Moore),-1.120,2.320
2,0:20,1,10,DEN 49,10,9,"Eli Manning pass incomplete deep left intended for Victor Cruz. Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 21 yards (no play)",2.320,3.710
2,0:16,1,10,DEN 28,10,9,Eli Manning pass incomplete deep right intended for Hakeem Nicks is intercepted by Dominique Rodgers-Cromartie at DEN--3,3.710,-0.280
2,0:09,1,10,DEN 20,10,9,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,10,9,"Matt Prater kicks off 66 yards, returned by David Wilson for 27 yards (tackle by Steven Johnson)",0.000,-0.670
3,14:54,1,10,NYG 26,10,9,Eli Manning sacked by Danny Trevathan for -9 yards,0.670,-1.220
3,14:29,2,19,NYG 17,10,9,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Tony Carter),-1.220,-2.020
3,14:16,3,19,NYG 17,10,9,Eli Manning pass complete short left to Victor Cruz for 8 yards (tackle by Dominique Rodgers-Cromartie),-2.020,-1.700
3,13:44,4,11,NYG 25,10,9,"Steve Weatherford punts 50 yards, returned by Trindon Holliday for 22 yards (tackle by Justin Trattou)",-1.700,-2.060
3,13:26,1,10,DEN 47,10,9,Knowshon Moreno left tackle for 7 yards (tackle by Justin Tuck and Linval Joseph),2.060,2.460
3,13:03,2,3,NYG 46,10,9,Knowshon Moreno right tackle for 10 yards (tackle by Ryan Mundy),2.460,3.180
3,12:32,1,10,NYG 36,10,9,Montee Ball left tackle for 1 yard (tackle by Spencer Paysinger),3.180,2.770
3,11:51,2,9,NYG 35,10,9,Peyton Manning pass complete short right to Eric Decker for 12 yards (tackle by Jacquian Williams and Corey Webster),2.770,4.040
3,11:16,1,10,NYG 23,10,9,Montee Ball left tackle for 1 yard (tackle by Mark Herzlich and Justin Tuck),4.040,3.630
3,10:38,2,9,NYG 22,10,9,Peyton Manning pass complete short left to Virgil Green for 5 yards (tackle by Jacquian Williams),3.630,3.660
3,10:04,3,4,NYG 17,10,9,Peyton Manning pass complete short middle to Demaryius Thomas for 10 yards (tackle by Corey Webster and Antrel Rolle),3.660,5.600
3,9:35,1,7,NYG 7,10,9,Peyton Manning pass complete short right to Eric Decker for 5 yards (tackle by Ryan Mundy and Justin Tuck),5.600,5.720
3,9:03,2,2,NYG 2,16,9,"Peyton Manning pass complete short middle to Wes Welker for 2 yards, touchdown",5.720,7.000
3,9:03,,,NYG 2,17,9,Matt Prater kicks extra point good,0.000,0.000
3,9:03,,,DEN 35,17,9,"Matt Prater kicks off 70 yards, returned by David Wilson for 24 yards (tackle by Kayvon Webster)",0.000,-0.150
3,8:51,1,10,NYG 19,17,9,Eli Manning pass complete short right to Victor Cruz for 13 yards (tackle by Danny Trevathan and Dominique Rodgers-Cromartie),0.150,1.070
3,8:10,1,10,NYG 32,17,9,Eli Manning pass complete short right to Rueben Randle for 7 yards (tackle by Tony Carter),1.070,1.470
3,7:40,2,3,NYG 39,17,9,"Eli Manning pass incomplete deep right intended for Rueben Randle. Penalty on Tony Carter: Defensive Pass Interference, 30 yards (no play)",1.470,3.510
3,7:34,1,10,DEN 31,17,9,David Wilson left tackle for no gain (tackle by Chris Harris and Terrance Knighton),3.510,2.970
3,6:52,2,10,DEN 31,17,9,Eli Manning pass complete short middle to Victor Cruz for 10 yards (tackle by Chris Harris),2.970,4.170
3,6:15,1,10,DEN 21,17,9,Eli Manning pass complete short left to Hakeem Nicks for 12 yards (tackle by Dominique Rodgers-Cromartie),4.170,5.140
3,5:31,1,9,DEN 9,17,9,"Eli Manning pass complete short right to Victor Cruz for 6 yards (tackle by Chris Harris). Penalty on Kevin Vickerson: Illegal Use of Hands, 5 yards (no play)",5.140,6.280
3,5:09,1,4,DEN 4,17,9,Brandon Jacobs right guard for 1 yard (tackle by Danny Trevathan and Wesley Woodyard),6.280,5.530
3,4:22,2,3,DEN 3,17,9,Da'Rel Scott left guard for 1 yard (tackle by Danny Trevathan and Terrance Knighton),5.530,4.950
3,3:42,3,2,DEN 2,17,9,"Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Dominique Rodgers-Cromartie). Penalty on Dominique Rodgers-Cromartie: Defensive Pass Interference, 1 yards (no play)",4.950,6.970
3,3:35,1,1,DEN 1,17,9,Brandon Jacobs right guard for no gain (tackle by Terrance Knighton and Danny Trevathan). Penalty on Terrance Knighton: Taunting,6.970,6.970
3,3:18,1,1,DEN 1,17,15,"Brandon Jacobs up the middle for 1 yard, touchdown",6.970,7.000
3,3:18,,,DEN 2,17,16,Josh Brown kicks extra point good,0.000,0.000
3,3:18,,,NYG 35,17,16,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,3:08,1,10,DEN 20,17,16,"Peyton Manning pass complete to Demaryius Thomas for 15 yards (tackle by Prince Amukamara). Demaryius Thomas fumbles (forced by Prince Amukamara), recovered by Knowshon Moreno at DEN-32 and returned for 5 yards",0.280,1.400
3,2:40,1,10,DEN 37,17,16,Peyton Manning pass incomplete short right intended for Eric Decker,1.400,0.860
3,2:32,2,10,DEN 37,17,16,Montee Ball up the middle for 2 yards (tackle by Spencer Paysinger and Mark Herzlich),0.860,0.430
3,2:02,3,8,DEN 39,17,16,Peyton Manning pass complete short left to Eric Decker for 9 yards (tackle by Prince Amukamara). Penalty on Corey Webster: Illegal Use of Hands (Declined),0.430,2.130
3,1:44,1,10,DEN 48,17,16,Peyton Manning pass complete deep middle to Eric Decker for 19 yards (tackle by Antrel Rolle),2.130,3.380
3,1:14,1,10,NYG 33,17,16,Knowshon Moreno left guard for 3 yards (tackle by Shaun Rogers and Jason Pierre-Paul),3.380,3.240
3,0:45,2,7,NYG 30,17,16,"Penalty on Mathias Kiwanuka: Neutral Zone Infraction, 5 yards (no play)",3.240,3.920
3,0:37,2,2,NYG 25,23,16,"Knowshon Moreno right end for 25 yards, touchdown",3.920,7.000
3,0:37,,,NYG 2,24,16,Matt Prater kicks extra point good,0.000,0.000
3,0:37,,,DEN 35,24,16,"Matt Prater kicks off 74 yards, touchback",0.000,-0.280
3,0:25,1,10,NYG 20,24,16,Eli Manning pass complete short middle to Rueben Randle for 8 yards (tackle by Tony Carter),0.280,0.810
Quarter,Time,Down,ToGo,Location,DEN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NYG 28,24,16,Eli Manning pass incomplete short right intended for Rueben Randle is intercepted by Chris Harris at NYG-36,0.810,-3.180
4,14:53,1,10,NYG 36,24,16,Knowshon Moreno left guard for 9 yards (tackle by Prince Amukamara and Justin Tuck),3.180,3.850
4,14:24,2,1,NYG 27,24,16,Knowshon Moreno left guard for 14 yards (tackle by Antrel Rolle),3.850,4.710
4,13:53,1,10,NYG 13,24,16,Peyton Manning pass complete short left to Eric Decker for 5 yards (tackle by Ryan Mundy),4.710,4.960
4,13:17,2,5,NYG 8,24,16,Montee Ball left tackle for -3 yards (tackle by Linval Joseph),4.960,4.960
4,12:27,2,5,NYG 8,24,16,Timeout #1 by Denver Broncos,4.960,3.450
4,12:27,3,8,NYG 11,30,16,"Peyton Manning pass complete short left to Julius Thomas for 11 yards, touchdown",3.450,7.000
4,12:27,,,NYG 2,31,16,Matt Prater kicks extra point good,0.000,0.000
4,12:27,,,DEN 35,31,16,"Matt Prater kicks off 71 yards, touchback",0.000,-0.280
4,12:19,1,10,NYG 20,31,16,Eli Manning pass complete short middle to Brandon Myers for 5 yards (tackle by Wesley Woodyard),0.280,0.410
4,11:50,2,5,NYG 25,31,16,Eli Manning pass complete short left to Da'Rel Scott for 7 yards (tackle by Malik Jackson and Duke Ihenacho),0.410,1.070
4,11:17,1,10,NYG 32,31,16,Da'Rel Scott up the middle for -1 yards (tackle by Malik Jackson),1.070,0.390
4,10:47,2,11,NYG 31,31,16,Eli Manning pass incomplete deep left intended for Rueben Randle,0.390,-0.290
4,10:39,3,11,NYG 31,31,16,Eli Manning pass incomplete deep left intended for Hakeem Nicks (defended by Rahim Moore),-0.290,-1.310
4,10:32,4,11,NYG 31,37,16,"Steve Weatherford punts 50 yards, returned by Trindon Holliday for 81 yards, touchdown",-1.310,-7.000
4,10:13,,,NYG 2,38,16,Matt Prater kicks extra point good,0.000,0.000
4,10:13,,,DEN 35,38,16,"Matt Prater kicks off 65 yards, touchback",0.000,-0.280
4,10:13,1,10,NYG 20,38,16,Eli Manning pass complete short right to Rueben Randle for -1 yards (tackle by Tony Carter),0.280,-0.460
4,9:40,2,11,NYG 19,38,16,Eli Manning pass complete deep right to Brandon Myers for 25 yards (tackle by Rahim Moore),-0.460,1.860
4,9:08,1,10,NYG 44,38,16,Eli Manning pass complete short left to Bear Pascoe for 9 yards (tackle by Mike Adams and Wesley Woodyard),1.860,2.530
4,8:33,2,1,DEN 47,38,16,Da'Rel Scott left tackle for 2 yards (tackle by Robert Ayers),2.530,2.590
4,8:05,1,10,DEN 45,38,16,Eli Manning pass incomplete short middle intended for Victor Cruz (defended by Chris Harris),2.590,2.040
4,7:58,2,10,DEN 45,38,16,Eli Manning pass incomplete short right intended for Brandon Myers,2.040,1.360
4,7:50,3,10,DEN 45,38,16,Eli Manning pass incomplete deep middle intended for Victor Cruz (defended by Tony Carter),1.360,0.270
4,7:43,4,10,DEN 45,38,16,Eli Manning pass incomplete deep middle intended for Rueben Randle is intercepted by Rahim Moore at DEN--3,0.270,-0.280
4,7:33,1,10,DEN 20,38,16,Knowshon Moreno right end for no gain (tackle by Mark Herzlich and Justin Tuck),0.280,-0.270
4,6:58,2,10,DEN 20,38,16,Knowshon Moreno left guard for 3 yards (tackle by Jason Pierre-Paul),-0.270,-0.560
4,6:10,3,7,DEN 23,38,16,Peyton Manning pass complete short right to Julius Thomas for 4 yards (tackle by Corey Webster),-0.560,-1.570
4,5:30,4,3,DEN 27,38,16,"Britton Colquitt punts 44 yards, fair catch by Jerrel Jernigan",-1.570,-0.870
4,5:12,1,10,NYG 29,38,16,"Eli Manning pass incomplete deep left intended for Hakeem Nicks. Penalty on Rahim Moore: Unnecessary Roughness, 15 yards (no play)",0.870,1.860
4,5:06,1,10,NYG 44,38,16,Da'Rel Scott left tackle for 4 yards (tackle by Robert Ayers and Mike Adams),1.860,1.860
4,4:45,2,6,NYG 48,38,16,Eli Manning pass complete short right to Victor Cruz for 13 yards (tackle by David Bruton),1.860,2.980
4,4:38,1,10,DEN 39,38,16,Eli Manning pass complete short right to Larry Donnell for 11 yards (tackle by Wesley Woodyard),2.980,3.710
4,4:16,1,10,DEN 28,38,16,"Eli Manning pass incomplete short right intended for Rueben Randle. Penalty on Tony Carter: Defensive Holding, 5 yards (no play)",3.710,4.040
4,4:10,1,10,DEN 23,38,22,"Eli Manning pass complete short middle to Da'Rel Scott for 23 yards, touchdown",4.040,7.000
4,4:10,,,DEN 2,38,23,Josh Brown kicks extra point good,0.000,0.000
4,4:10,,,NYG 35,38,23,Josh Brown kicks onside 21 yards. Penalty on Larry Donnell: Illegal Touch Kick,0.000,-2.650
4,3:58,1,10,NYG 44,38,23,Montee Ball up the middle for no gain (tackle by Jason Pierre-Paul and Ryan Mundy),2.650,2.650
4,3:54,1,10,NYG 44,38,23,Timeout #1 by New York Giants,2.650,2.110
4,3:54,2,10,NYG 44,38,23,Montee Ball right guard for 3 yards (tackle by Jason Pierre-Paul),2.110,2.110
4,3:49,2,10,NYG 44,38,23,Timeout #2 by New York Giants,2.110,1.820
4,3:49,3,7,NYG 41,38,23,Peyton Manning pass complete short left to Eric Decker for 10 yards (tackle by Prince Amukamara),1.820,3.510
4,3:43,1,10,NYG 31,38,23,Montee Ball left end for 2 yards (tackle by Mark Herzlich),3.510,3.510
4,3:33,1,10,NYG 31,38,23,Timeout #3 by New York Giants,3.510,3.240
4,3:33,2,8,NYG 29,38,23,Montee Ball right tackle for no gain (tackle by Jason Pierre-Paul),3.240,2.540
4,2:50,3,8,NYG 29,38,23,Peyton Manning pass incomplete deep right intended for Eric Decker,2.540,1.500
4,2:42,4,8,NYG 29,41,23,Matt Prater 47 yard field goal good,1.500,3.000
4,2:42,,,DEN 35,41,23,"Matt Prater kicks off 66 yards, returned by David Wilson for 30 yards (tackle by Steven Johnson)",0.000,-0.870
4,2:32,1,10,NYG 29,41,23,Eli Manning pass complete short middle to Larry Donnell for 9 yards (tackle by Chris Harris and Danny Trevathan),0.870,1.540
4,2:13,2,1,NYG 38,41,23,Eli Manning pass complete short left to Larry Donnell for 11 yards (tackle by Danny Trevathan),1.540,2.190
4,2:00,1,10,NYG 49,41,23,Da'Rel Scott left tackle for -4 yards (tackle by Adrian Robinson and Sylvester Williams),2.190,1.110
4,1:39,2,14,NYG 45,41,23,Eli Manning pass incomplete short left intended for Da'Rel Scott,1.110,0.430
4,1:34,3,14,NYG 45,41,23,Eli Manning pass complete short middle to Victor Cruz for 12 yards (tackle by Chris Harris),0.430,0.400
4,1:12,4,2,DEN 43,41,23,"Eli Manning pass incomplete deep right intended for Rueben Randle (defended by Tony Carter). Penalty on Tony Carter: Defensive Pass Interference, 23 yards (no play)",0.400,4.240
4,1:06,1,10,DEN 20,41,23,Eli Manning pass incomplete deep right intended for Da'Rel Scott,4.240,3.690
4,0:57,2,10,DEN 20,41,23,Eli Manning pass incomplete deep right intended for Rueben Randle is intercepted by Tony Carter at DEN--2,3.690,-0.280
4,0:50,1,10,DEN 20,41,23,Peyton Manning kneels for -1 yards,0.280,-0.460
4,0:31,2,11,DEN 19,41,23,Peyton Manning kneels for -1 yards,-0.460,-1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
