#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:50,NYG 20,7,3:09,62,Field Goal
2,1,4:40,NYG 16,3,2:03,7,Punt
3,1,1:18,NYG 11,3,1:08,-3,Punt
4,2,14:22,NYG 22,4,3:00,27,Punt
5,2,9:24,DEN 43,6,2:31,37,Field Goal
6,2,6:05,NYG 40,7,3:46,37,Field Goal
7,2,0:47,NYG 15,4,0:38,57,Interception
8,3,15:00,NYG 26,3,1:34,-1,Punt
9,3,8:58,NYG 19,9,5:50,81,Touchdown
10,3,0:25,NYG 20,2,0:32,8,Interception
11,4,12:19,NYG 20,5,2:06,11,Punt
12,4,10:13,NYG 20,8,2:40,35,Interception
13,4,5:12,NYG 29,4,1:13,71,Touchdown
14,4,2:38,NYG 29,7,1:48,51,Interception
