Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
1,8:24,2,4,ARI 22,7,0,"Ryan Lindley pass incomplete short right intended for Larry Fitzgerald is intercepted by Anthony Walters at ARI-33 and returned for 13 yards (tackle by Anthony Sherman). Penalty on Tim Jennings: Defensive Pass Interference, 10 yards (no play)",0.280,1.070
1,8:17,1,10,ARI 32,7,0,William Powell left end for 2 yards (tackle by Lance Briggs and Chris Conte),1.070,0.800
1,7:42,2,8,ARI 34,7,0,Ryan Lindley pass complete short right to Jeff King for 1 yard (tackle by Lance Briggs),0.800,0.230
1,6:59,3,7,ARI 35,7,0,Ryan Lindley sacked by Julius Peppers for -10 yards,0.230,-1.700
1,6:32,4,17,ARI 25,7,0,"Dave Zastudil punts 59 yards, out of bounds",-1.700,0.140
1,6:23,1,10,CHI 16,7,0,Jay Cutler sacked by Calais Campbell for -1 yards,-0.140,-0.780
1,5:49,2,11,CHI 15,7,0,Jay Cutler pass incomplete,-0.780,-1.470
1,5:43,3,11,CHI 15,7,0,Jay Cutler pass incomplete short middle intended for Brandon Marshall,-1.470,-2.440
1,5:39,4,11,CHI 15,7,0,Adam Podlesh punts 64 yards,-2.440,-0.340
1,5:25,1,10,ARI 21,7,0,Ryan Lindley pass complete short middle to Michael Floyd for 14 yards (tackle by Tim Jennings),0.340,1.270
1,4:51,1,10,ARI 35,7,0,LaRod Stephens-Howling up the middle for 3 yards (tackle by Nick Roach),1.270,1.130
1,4:14,2,7,ARI 38,7,0,Ryan Lindley pass complete deep left to Larry Fitzgerald for 17 yards (tackle by Charles Tillman),1.130,2.590
1,3:36,1,10,CHI 45,7,0,LaRod Stephens-Howling up the middle for no gain (tackle by Nick Roach),2.590,2.040
1,3:00,2,10,CHI 45,7,0,Ryan Lindley pass complete deep left to Larry Fitzgerald for 18 yards (tackle by Charles Tillman),2.040,3.780
1,2:20,1,10,CHI 27,7,0,LaRod Stephens-Howling up the middle for 1 yard (tackle by Nate Collins),3.780,3.370
1,1:43,2,9,CHI 26,7,0,"Ryan Lindley pass complete short right to Anthony Sherman for 6 yards (tackle by Major Wright). Penalty on Nate Potter: Offensive Holding, 10 yards (no play)",3.370,2.020
1,1:20,2,19,CHI 36,7,0,Ryan Lindley pass incomplete short left intended for Larry Fitzgerald (defended by Lance Briggs),2.020,1.360
1,1:15,3,19,CHI 36,7,0,Ryan Lindley pass complete short right to Michael Floyd for 5 yards (tackle by Israel Idonije),1.360,1.320
1,0:41,4,14,CHI 31,7,3,Jay Feely 49 yard field goal good,1.320,3.000
1,0:37,,,ARI 35,7,3,"Jay Feely kicks off 51 yards, muffed catch by Eric Weems, recovered by Eric Weems and returned for no gain",0.000,0.810
1,0:31,1,10,CHI 28,7,3,Matt Forte up the middle for 36 yards (tackle by Kerry Rhodes),0.810,3.180
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 36,7,3,Matt Forte left end for no gain (tackle by Sam Acho),3.180,2.640
2,14:27,2,10,ARI 36,7,3,Matt Forte up the middle for 2 yards (tackle by Calais Campbell),2.640,2.210
2,13:48,3,8,ARI 34,7,3,Jay Cutler pass complete deep right to Brandon Marshall for 30 yards (tackle by Patrick Peterson),2.210,6.280
2,13:16,1,4,ARI 4,13,3,"Matt Forte left tackle for 4 yards, touchdown",6.280,7.000
2,13:16,,,ARI 2,14,3,Olindo Mare kicks extra point good,0.000,0.000
2,13:12,,,CHI 35,14,3,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,13:12,1,10,ARI 20,14,3,Chris Wells left tackle for 2 yards (tackle by Geno Hayes),0.280,0.000
2,12:35,2,8,ARI 22,14,3,Ryan Lindley pass complete short left to Larry Fitzgerald for 18 yards (tackle by Geno Hayes),0.000,1.600
2,11:50,1,10,ARI 40,14,3,Ryan Lindley pass incomplete short left intended for Jeff King (defended by Julius Peppers),1.600,1.050
2,11:46,2,10,ARI 40,14,3,Ryan Lindley pass complete short right to LaRod Stephens-Howling for -3 yards (tackle by Julius Peppers),1.050,-0.030
2,11:04,3,13,ARI 37,14,3,Ryan Lindley pass incomplete short right intended for William Powell,-0.030,-0.910
2,10:59,4,13,ARI 37,14,3,"Dave Zastudil punts 60 yards, returned by Devin Hester for 1 yard (tackle by James Sanders). Penalty on Zackary Bowman: Offensive Holding, 2 yards, Penalty on Zackary Bowman: Illegal Block Above the Waist (Declined)",-0.910,0.380
2,10:44,1,10,CHI 2,14,3,Matt Forte up the middle for 4 yards (tackle by Kerry Rhodes),-0.380,-0.490
2,10:12,2,6,CHI 6,14,3,Jay Cutler pass incomplete short right intended for Evan Rodriguez,-0.490,-0.950
2,10:07,3,6,CHI 6,14,3,Jay Cutler pass incomplete short middle intended for Brandon Marshall,-0.950,-2.490
2,10:03,4,6,CHI 6,14,3,"Adam Podlesh punts 39 yards, returned by Patrick Peterson for 13 yards (tackle by Anthony Walters)",-2.490,-3.450
2,9:55,1,10,CHI 32,14,3,Ryan Lindley pass incomplete short left intended for Rob Housler,3.450,2.900
2,9:50,2,10,CHI 32,14,3,Ryan Lindley pass incomplete short middle intended for LaRod Stephens-Howling,2.900,2.210
2,9:46,3,10,CHI 32,14,3,Ryan Lindley pass incomplete short left intended for Andre Roberts,2.210,1.240
2,9:42,4,10,CHI 32,14,3,"Jay Feely left end for no gain (tackle by Amobi Okoye). Jay Feely fumbles (forced by Amobi Okoye), ball out of bounds at CHI-32",1.240,-1.070
2,9:36,1,10,CHI 32,14,3,Matt Forte right end for 19 yards (tackle by Patrick Peterson),1.070,2.320
2,9:11,1,10,ARI 49,14,3,Matt Forte right tackle for 1 yard (tackle by Dan Williams),2.320,0.000
2,8:37,,,,14,3,Timeout #1 by Chicago Bears,0.000,1.920
2,8:37,2,9,ARI 48,14,3,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Patrick Peterson),1.920,0.000
2,8:31,,,,14,3,Timeout #2 by Chicago Bears,0.000,1.220
2,8:31,3,9,ARI 48,14,3,Jay Cutler pass incomplete deep middle intended for Brandon Marshall,1.220,0.070
2,8:25,4,9,ARI 48,14,3,"Adam Podlesh punts 36 yards, fair catch by Patrick Peterson",0.070,0.350
2,8:18,1,10,ARI 12,14,3,LaRod Stephens-Howling up the middle for 4 yards (tackle by Corey Wootton),-0.350,-0.370
2,7:41,2,6,ARI 16,14,3,LaRod Stephens-Howling up the middle for no gain (tackle by Israel Idonije),-0.370,-0.950
2,6:59,3,6,ARI 16,14,3,Ryan Lindley pass complete short left to William Powell for 8 yards (tackle by Major Wright),-0.950,0.540
2,6:30,1,10,ARI 24,14,3,Ryan Lindley pass incomplete short left intended for Rob Housler,0.540,0.000
2,6:25,2,10,ARI 24,14,3,Ryan Lindley sacked by Israel Idonije for -5 yards,0.000,-1.430
2,5:53,3,15,ARI 19,14,3,Ryan Lindley pass complete short left to Michael Floyd for 2 yards (tackle by Charles Tillman),-1.430,-1.960
2,5:19,4,13,ARI 21,14,3,"Dave Zastudil punts 40 yards, muffed catch by D.J. Moore, recovered by Michael Adams and returned for no gain",-1.960,3.180
2,5:05,1,10,CHI 36,14,3,LaRod Stephens-Howling up the middle for 3 yards (tackle by Nate Collins),3.180,3.040
2,4:34,2,7,CHI 33,14,3,Ryan Lindley pass complete short left to William Powell for 10 yards (tackle by Charles Tillman),3.040,4.040
2,3:55,1,10,CHI 23,14,3,Ryan Lindley pass complete short middle to Michael Floyd for 5 yards (tackle by Tim Jennings),4.040,4.210
,,,,,,,"CHI challenged the runner was down by contact ruling, and the play was upheld.",,
2,3:06,2,5,CHI 18,14,3,LaRod Stephens-Howling right tackle for 1 yard (tackle by Nate Collins),4.210,3.660
2,2:29,3,4,CHI 17,14,3,Ryan Lindley pass incomplete deep right intended for Rob Housler (defended by Chris Conte),3.660,2.390
2,2:22,4,4,CHI 17,14,6,Jay Feely 35 yard field goal good,2.390,3.000
2,2:18,,,ARI 35,14,6,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,2:18,1,10,CHI 20,14,6,Jay Cutler pass complete short left to Brandon Marshall for 7 yards (tackle by Patrick Peterson),0.280,0.680
2,2:00,2,3,CHI 27,14,6,Jay Cutler pass complete deep right to Alshon Jeffery for 35 yards (tackle by Gregory Toler),0.680,3.050
2,1:34,1,10,ARI 38,14,6,Jay Cutler pass complete short left to Matt Forte for 7 yards (tackle by Calais Campbell),3.050,3.450
2,1:10,2,3,ARI 31,14,6,Jay Cutler pass complete short middle to Earl Bennett for 16 yards (tackle by Kerry Rhodes),3.450,4.580
2,0:48,1,10,ARI 15,14,6,Matt Forte left end for 4 yards (tackle by Calais Campbell),4.580,4.640
2,0:24,2,6,ARI 11,20,6,"Jay Cutler pass complete short right to Brandon Marshall for 11 yards, touchdown",4.640,7.000
2,0:24,,,ARI 2,21,6,Olindo Mare kicks extra point good,0.000,0.000
2,0:19,,,CHI 35,21,6,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
2,0:19,1,10,ARI 20,21,6,Ryan Lindley pass complete short right to Michael Floyd for 12 yards (tackle by Nick Roach),0.280,0.000
2,0:13,,,,21,6,Timeout #1 by Arizona Cardinals,0.000,1.070
2,0:13,1,10,ARI 32,21,6,Ryan Lindley pass complete short middle to Alfonso Smith for 8 yards (tackle by Lance Briggs),1.070,0.000
2,0:06,,,,21,6,Timeout #2 by Arizona Cardinals,0.000,1.610
2,0:06,2,2,ARI 40,21,6,Ryan Lindley pass complete short left to LaRon Byrd for 8 yards (tackle by Charles Tillman),1.610,0.000
2,0:01,,,,21,6,Timeout #3 by Arizona Cardinals,0.000,2.130
2,0:01,1,10,ARI 48,21,6,Ryan Lindley pass incomplete short middle intended for Alfonso Smith,2.130,1.580
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,21,6,"Jay Feely kicks off 64 yards, returned by Devin Hester for 40 yards (tackle by Stewart Bradley)",0.000,1.660
3,14:53,1,10,CHI 41,21,6,Jay Cutler pass complete short left to Kellen Davis for 12 yards (tackle by William Gay),1.660,2.460
3,14:16,1,10,ARI 47,21,6,Matt Forte up the middle for 3 yards (tackle by Sam Acho),2.460,2.320
3,13:43,2,7,ARI 44,21,6,Armando Allen left end for -2 yards (tackle by Daryl Washington),2.320,1.350
3,13:06,3,9,ARI 46,21,6,Jay Cutler pass incomplete short left intended for Armando Allen (defended by Calais Campbell),1.350,0.200
3,13:01,4,9,ARI 46,21,6,"Adam Podlesh punts 36 yards, fair catch by Patrick Peterson",0.200,0.380
3,12:54,1,10,ARI 10,21,6,"Ryan Lindley pass incomplete short middle intended for Anthony Sherman. Penalty on Bobby Massie: Offensive Holding, 5 yards (no play)",-0.380,-0.570
3,12:49,1,15,ARI 5,21,6,Ryan Lindley pass incomplete short right intended for Andre Roberts (defended by Major Wright),-0.570,-1.150
3,12:46,2,15,ARI 5,27,6,"Ryan Lindley pass incomplete short left intended for Andre Roberts is intercepted by Charles Tillman at ARI-10 and returned for 10 yards, touchdown",-1.150,-7.000
3,,,,ARI 2,28,6,Olindo Mare kicks extra point good,0.000,0.000
3,12:39,,,CHI 35,28,6,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,12:39,1,10,ARI 20,28,6,LaRod Stephens-Howling up the middle for 3 yards (tackle by Nick Roach),0.280,0.140
3,12:05,2,7,ARI 23,28,6,Brian Hoyer pass complete short middle to Andre Roberts for 15 yards (tackle by Lance Briggs),0.140,1.470
3,11:26,1,10,ARI 38,28,6,William Powell up the middle for 7 yards (tackle by Kelvin Hayden),1.470,1.870
3,10:50,2,3,ARI 45,28,6,Brian Hoyer pass incomplete short left intended for Michael Floyd,1.870,1.160
3,10:42,3,3,ARI 45,28,6,Brian Hoyer pass incomplete short middle intended for Andre Roberts,1.160,-0.390
3,10:42,4,3,ARI 45,28,6,"Dave Zastudil punts 41 yards, muffed catch by Zackary Bowman, recovered by Eric Weems and returned for no gain",-0.390,0.380
3,10:26,1,10,CHI 9,28,6,Armando Allen up the middle for 17 yards (tackle by Daryl Washington),-0.380,0.670
3,9:41,1,10,CHI 26,28,6,Armando Allen left end for 4 yards (tackle by Calais Campbell),0.670,0.670
3,9:01,2,6,CHI 30,28,6,Jay Cutler pass complete short left to Armando Allen for 1 yard (tackle by Daryl Washington),0.670,0.100
3,8:19,3,5,CHI 31,28,6,Jay Cutler pass complete short left to Brandon Marshall for 6 yards (tackle by Patrick Peterson),0.100,1.400
3,7:50,1,10,CHI 37,28,6,Jay Cutler pass complete short left to Brandon Marshall for 9 yards (tackle by Patrick Peterson),1.400,2.070
3,7:14,2,1,CHI 46,28,6,Kahlil Bell up the middle for 2 yards (tackle by Kerry Rhodes),2.070,2.130
3,6:31,1,10,CHI 48,28,6,Jay Cutler pass complete short middle to Kellen Davis for 7 yards (tackle by Daryl Washington),2.130,2.530
3,5:51,2,3,ARI 45,28,6,Kahlil Bell up the middle for no gain (tackle by Vonnie Holliday and Daryl Washington),2.530,1.820
3,5:13,3,3,ARI 45,28,6,Jay Cutler pass incomplete short left intended for Alshon Jeffery. Penalty on Kahlil Bell: Offensive Holding (Declined),1.820,0.270
3,5:08,4,3,ARI 45,28,6,"Adam Podlesh punts 45 yards, touchback",0.270,-0.280
3,4:59,1,10,ARI 20,28,6,LaRod Stephens-Howling right end for 2 yards (tackle by Lance Briggs),0.280,0.000
3,4:24,2,8,ARI 22,28,6,Brian Hoyer pass complete short left to Andre Roberts for 12 yards (tackle by Anthony Walters),0.000,1.200
3,3:43,1,10,ARI 34,28,6,"Penalty on Brian Hoyer: False Start, 5 yards (no play)",1.200,0.870
3,3:22,1,15,ARI 29,28,6,Brian Hoyer pass complete deep middle to Larry Fitzgerald for 24 yards (tackle by Anthony Walters),0.870,2.460
3,2:50,1,10,CHI 47,28,6,LaRod Stephens-Howling left end for 3 yards (tackle by Israel Idonije),2.460,2.320
3,2:18,2,7,CHI 44,28,6,Brian Hoyer pass incomplete short left intended for Jeff King,2.320,1.620
3,2:14,3,7,CHI 44,28,6,Brian Hoyer sacked by Julius Peppers for -6 yards,1.620,-0.060
3,1:54,4,13,,28,6,Dave Zastudil punts 49 yards,-0.060,0.380
3,1:43,1,10,CHI 1,28,6,Armando Allen up the middle for no gain (tackle by Dan Williams),-0.380,-0.780
3,1:12,2,10,CHI 1,28,6,Armando Allen up the middle for 5 yards (tackle by Paris Lenon),-0.780,-0.840
3,0:39,3,5,CHI 6,28,6,Jay Cutler pass incomplete deep left intended for Brandon Marshall,-0.840,-2.490
3,0:32,4,5,CHI 6,28,6,"Adam Podlesh punts 44 yards, fair catch by Patrick Peterson",-2.490,-2.260
3,0:25,1,10,,28,6,Brian Hoyer pass complete short right to Andre Roberts for 6 yards (tackle by Kelvin Hayden),2.260,2.520
Quarter,Time,Down,ToGo,Location,CHI,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CHI 44,28,6,William Powell up the middle for -3 yards (tackle by Nick Roach),2.520,1.420
4,14:24,3,7,CHI 47,28,6,Brian Hoyer pass complete short left to Larry Fitzgerald for 10 yards (tackle by Charles Tillman),1.420,3.120
4,14:08,1,10,CHI 37,28,6,Brian Hoyer pass complete short middle to William Powell for 3 yards (tackle by Lance Briggs),3.120,2.980
4,13:29,2,7,CHI 34,28,6,Brian Hoyer pass incomplete deep right intended for Larry Fitzgerald,2.980,2.280
4,13:24,3,7,CHI 34,28,6,"Brian Hoyer sacked by Julius Peppers for -6 yards. Brian Hoyer fumbles (forced by Julius Peppers), recovered by Brian Hoyer at CHI-40",2.280,0.590
4,12:56,4,13,CHI 40,28,6,Dave Zastudil punts 33 yards,0.590,0.380
4,12:50,1,10,CHI 7,28,6,Kahlil Bell up the middle for 1 yard (tackle by Calais Campbell),-0.380,-0.710
4,12:07,2,9,CHI 8,28,6,Jay Cutler for 10 yards (tackle by Patrick Peterson),-0.710,0.040
4,11:36,1,10,CHI 18,28,6,Kahlil Bell left tackle for 5 yards (tackle by Paris Lenon),0.040,0.280
4,10:54,2,5,CHI 23,28,6,Kahlil Bell right tackle for 2 yards (tackle by Calais Campbell),0.280,-0.270
4,10:13,3,3,CHI 25,28,6,Jay Cutler pass incomplete deep right intended for Alshon Jeffery,-0.270,-1.700
4,10:07,4,3,CHI 25,28,6,"Adam Podlesh punts 43 yards, returned by Patrick Peterson for -2 yards (tackle by Evan Rodriguez)",-1.700,-0.940
4,9:54,1,10,ARI 30,28,6,Brian Hoyer pass incomplete deep right intended for Larry Fitzgerald,0.940,0.390
4,9:49,2,10,ARI 30,28,6,Brian Hoyer pass complete short middle to Andre Roberts for 7 yards (tackle by Nick Roach),0.390,0.630
4,9:07,3,3,ARI 37,28,6,Brian Hoyer pass complete short middle to Larry Fitzgerald for 2 yards (tackle by Nick Roach),0.630,-0.780
4,8:26,4,1,ARI 39,28,6,Brian Hoyer pass complete short left to Larry Fitzgerald for 14 yards (tackle by Charles Tillman),-0.780,2.460
4,7:49,1,10,CHI 47,28,6,Brian Hoyer pass complete short left to Jim Dray for 3 yards (tackle by Major Wright),2.460,2.320
4,7:14,2,7,CHI 44,28,6,Brian Hoyer pass incomplete short left intended for Michael Floyd,2.320,1.620
4,7:11,3,7,CHI 44,28,6,Brian Hoyer pass incomplete short right intended for Andre Roberts (defended by Kelvin Hayden),1.620,0.330
4,7:07,4,7,CHI 44,28,6,"Dave Zastudil punts 34 yards, returned by Devin Hester for 8 yards (tackle by Justin Bethel)",0.330,-0.040
4,6:57,1,10,CHI 18,28,6,Kahlil Bell up the middle for 4 yards (tackle by Darnell Dockett),0.040,0.140
4,6:12,2,6,CHI 22,28,6,Jay Cutler pass complete short right to Brandon Marshall for 5 yards (tackle by Paris Lenon),0.140,-0.020
4,5:26,3,1,CHI 27,28,6,Kahlil Bell up the middle for -1 yards (tackle by William Gay),-0.020,-1.630
4,4:40,4,2,CHI 26,28,6,"Adam Podlesh punts 45 yards, fair catch by Patrick Peterson",-1.630,-0.870
4,4:33,1,10,ARI 29,28,6,Brian Hoyer pass complete short right to Michael Floyd for 9 yards (tackle by Kelvin Hayden),0.870,1.540
4,4:05,2,1,ARI 38,28,6,Brian Hoyer pass incomplete short middle intended for Larry Fitzgerald is intercepted by Kelvin Hayden at ARI-49 and returned for 39 yards (tackle by Adam Snyder),1.540,-4.910
4,3:54,1,10,ARI 10,28,6,Kahlil Bell up the middle for 1 yard (tackle by Paris Lenon),4.910,4.380
4,3:08,2,9,ARI 9,28,6,Kahlil Bell up the middle for 3 yards (tackle by Adrian Wilson),4.380,4.040
4,2:24,3,6,ARI 6,28,6,Kahlil Bell right end for 4 yards (tackle by Daryl Washington),4.040,3.250
4,2:00,4,2,ARI 2,28,12,"Olindo Mare 20 yard field goal no good, blocked by Adrian Wilson, recovered by Justin Bethel and returned for 82 yards, touchdown",3.250,-7.000
4,,,,CHI 2,28,13,,0.000,0.000
4,1:46,,,ARI 35,28,13,"Jay Feely kicks onside 10 yards, recovered by Alshon Jeffery",0.000,2.590
4,1:45,1,10,ARI 45,28,13,Kahlil Bell up the middle for 3 yards (tackle by Dan Williams),2.590,0.000
4,1:40,,,,28,13,Timeout #1 by Arizona Cardinals,0.000,2.450
4,1:35,2,7,ARI 42,28,13,Kahlil Bell up the middle for 3 yards (tackle by Sam Acho and Paris Lenon),2.450,0.000
4,1:35,,,,28,13,Timeout #2 by Arizona Cardinals,0.000,2.150
4,1:35,3,4,ARI 39,28,13,Kahlil Bell right end for 5 yards (tackle by Kerry Rhodes),2.150,3.310
4,0:48,1,10,ARI 34,28,13,Jay Cutler kneels for -1 yards,3.310,2.640
4,0:39,2,11,ARI 35,28,13,Jay Cutler kneels for -1 yards,2.640,1.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
