Quarter,Time,Tm,Detail,NWE,SEA
1.0,5:25,Seahawks,Deion Branch 14 yard pass from Seneca Wallace (Olindo Mare kick),0,7
,0:48,Patriots,Stephen Gostkowski 50 yard field goal,3,7
2.0,12:30,Seahawks,John Carlson 10 yard pass from Seneca Wallace (Olindo Mare kick),3,14
,9:09,Patriots,Ben Watson 2 yard pass from Matt Cassel (Stephen Gostkowski kick),10,14
3.0,2:40,Patriots,Stephen Gostkowski 42 yard field goal,13,14
,0:41,Seahawks,Deion Branch 4 yard pass from Seneca Wallace (Olindo Mare kick),13,21
4.0,12:19,Patriots,Stephen Gostkowski 27 yard field goal,16,21
,2:44,Patriots,Sammy Morris 1 yard rush (Wes Welker pass from Matt Cassel),24,21
