Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,HOU,6,24,0,1,13,2.2,11,1.8,0,
David Johnson,HOU,5,21,0,0,9,1.8,12,2.4,1,5.0
Phillip Lindsay,HOU,4,-1,0,,-3,-0.8,2,0.5,0,
Jordan Akins,HOU,1,3,0,1,0,0.0,3,3.0,0,
Rex Burkhead,HOU,1,-1,0,,-1,-1.0,0,0.0,0,
Davis Mills,HOU,1,2,0,0,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zack Moss,BUF,14,61,1,3,16,1.1,45,3.2,0,
Devin Singletary,BUF,14,79,0,4,29,2.1,50,3.6,1,14.0
Josh Allen,BUF,6,41,0,2,25,4.2,16,2.7,0,
Mitchell Trubisky,BUF,4,10,1,2,10,2.5,0,0.0,0,
Reggie Gilliam,BUF,1,1,0,,0,0.0,1,1.0,0,
Emmanuel Sanders,BUF,1,7,0,1,3,3.0,4,4.0,0,
