Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 66 yards, returned by Damian Williams for 16 yards (tackle by Winston Guy)",0.000,0.220
1,14:54,1,10,TEN 15,0,0,"Chris Johnson right tackle for 4 yards (tackle by Paul Posluszny). Chris Johnson fumbles (forced by Paul Posluszny), recovered by Paul Posluszny at TEN-19 (tackle by Brian Schwenke)",-0.220,-4.310
1,14:44,1,10,TEN 19,0,0,Maurice Jones-Drew left tackle for 1 yard (tackle by Jurrell Casey),4.310,3.880
1,14:10,2,9,TEN 18,0,0,Maurice Jones-Drew left guard for 12 yards (tackle by Michael Griffin),3.880,5.830
1,13:34,1,6,TEN 6,6,0,"Maurice Jones-Drew left guard for 6 yards, touchdown",5.830,7.000
1,13:34,,,TEN 2,7,0,Josh Scobee kicks extra point good,0.000,0.000
1,13:34,,,JAX 35,7,0,"Josh Scobee kicks off 71 yards, returned by Damian Williams for 18 yards (tackle by LaRoy Reynolds)",0.000,0.350
1,13:23,1,10,TEN 12,7,0,Chris Johnson right tackle for 1 yard (tackle by Dwayne Gratz),-0.350,-0.700
1,12:52,2,9,TEN 13,7,0,Jake Locker pass incomplete short right intended for Chris Johnson,-0.700,-1.300
1,12:47,3,9,TEN 13,7,0,Jake Locker pass incomplete deep left intended for Delanie Walker,-1.300,-2.490
1,12:42,4,9,TEN 13,7,0,Brett Kern punts 35 yards,-2.490,-2.390
1,12:32,1,10,TEN 48,7,0,Maurice Jones-Drew left tackle for 2 yards (tackle by Ropati Pitoitua),2.390,2.120
1,11:58,2,8,TEN 46,7,0,Maurice Jones-Drew left end for 2 yards (tackle by Akeem Ayers),2.120,1.690
1,11:27,3,6,TEN 44,7,0,Chad Henne pass incomplete short right intended for Ace Sanders (defended by Coty Sensabaugh),1.690,0.330
1,11:23,4,6,TEN 44,7,0,"Bryan Anger punts 33 yards, fair catch by Damian Williams",0.330,0.370
1,11:15,1,10,TEN 11,7,0,Chris Johnson right guard for 3 yards (tackle by Roy Miller and Jeremy Mincey),-0.370,-0.530
1,10:41,2,7,TEN 14,7,0,Jake Locker pass incomplete short right intended for Nate Washington (defended by Geno Hayes),-0.530,-1.070
1,10:38,3,7,TEN 14,7,0,Jake Locker pass complete short middle to Nate Washington for 6 yards (tackle by Dwayne Gratz),-1.070,-2.030
1,10:00,4,1,TEN 20,7,0,"Brett Kern punts 44 yards, fair catch by Ace Sanders",-2.030,-1.330
1,9:51,1,10,JAX 36,7,0,Chad Henne pass complete short left to Jordan Todman for 2 yards (tackle by Zach Brown),1.330,1.060
1,9:13,2,8,JAX 38,7,0,Chad Henne pass complete short left to Marcedes Lewis for 27 yards (tackle by Bernard Pollard),1.060,3.250
1,8:31,1,10,TEN 35,7,0,Denard Robinson right guard for 2 yards (tackle by Derrick Morgan),3.250,2.970
1,7:51,2,8,TEN 33,7,0,Chad Henne pass complete deep right to Cecil Shorts for 22 yards (tackle by Jason McCourty),2.970,4.840
1,7:34,1,10,TEN 11,7,0,Maurice Jones-Drew right tackle for -1 yards (tackle by Zach Brown),4.840,3.980
1,7:15,2,11,TEN 12,7,0,Chad Henne pass incomplete short right intended for Marcedes Lewis (defended by Akeem Ayers),3.980,3.110
1,7:11,3,11,TEN 12,7,0,"Chad Henne for no gain. Brad Meester fumbles, recovered by Jordan Todman at TEN-14",3.110,2.510
1,6:35,4,13,TEN 14,10,0,Josh Scobee 32 yard field goal good,2.510,3.000
1,6:35,,,JAX 35,10,0,"Josh Scobee kicks off 65 yards, touchback",0.000,-0.280
1,6:31,1,10,TEN 20,10,0,Jake Locker pass complete short right to Shonn Greene for 1 yard (tackle by Josh Evans),0.280,-0.130
1,5:55,2,9,TEN 21,10,0,Shonn Greene right end for 6 yards (tackle by Jonathan Cyprien and Jason Babin),-0.130,-0.030
1,5:13,3,3,TEN 27,10,0,Jake Locker pass complete short middle to Shonn Greene for 2 yards (tackle by Geno Hayes),-0.030,-1.440
1,4:33,4,1,TEN 29,10,0,"Penalty on Daimion Stafford: False Start, 4 yards (no play)",-1.440,-1.700
1,4:19,4,5,TEN 25,10,0,"Brett Kern punts 42 yards, returned by Ace Sanders for -2 yards (tackle by Daimion Stafford)",-1.700,-1.000
1,4:07,1,10,JAX 31,10,0,Maurice Jones-Drew up the middle for no gain (tackle by Jurrell Casey),1.000,0.460
1,3:32,2,10,JAX 31,10,0,Chad Henne pass complete short left to Clay Harbor for 13 yards (tackle by Bernard Pollard),0.460,1.860
1,3:07,1,10,JAX 44,10,0,Chad Henne pass complete short left to Maurice Jones-Drew for 6 yards (tackle by Zach Brown),1.860,2.130
1,2:47,2,4,,10,0,Denard Robinson up the middle for 2 yards (tackle by Michael Griffin),2.130,1.690
1,2:11,3,2,TEN 48,10,0,"Denard Robinson left tackle for -1 yards (tackle by Colin McCarthy). Denard Robinson fumbles (forced by Colin McCarthy), recovered by Denard Robinson at JAX-49",1.690,-0.130
1,1:51,4,5,JAX 49,10,0,"Bryan Anger punts 37 yards, fair catch by Damian Williams",-0.130,0.280
1,1:43,1,10,TEN 14,10,0,Shonn Greene right tackle for 5 yards (tackle by Russell Allen),-0.280,-0.040
1,1:09,2,5,TEN 19,10,0,Shonn Greene right end for 3 yards (tackle by Josh Evans),-0.040,-0.440
1,0:22,3,2,TEN 22,10,0,Jake Locker pass complete short middle to Nate Washington for 15 yards (tackle by Dwayne Gratz),-0.440,1.400
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TEN 37,10,0,Shonn Greene left tackle for -3 yards (tackle by Russell Allen),1.400,0.450
2,14:17,2,13,TEN 34,10,0,Jake Locker pass incomplete deep right intended for Nate Washington is intercepted by Dwayne Gratz at JAX-38 and returned for 17 yards (tackle by Michael Otto),0.450,-2.590
2,14:05,1,10,TEN 45,10,0,Maurice Jones-Drew up the middle for no gain (tackle by Derrick Morgan),2.590,2.040
2,13:29,2,10,TEN 45,10,0,Chad Henne pass complete short right to Maurice Jones-Drew for 6 yards (tackle by Akeem Ayers),2.040,2.150
2,12:53,3,4,TEN 39,10,0,Maurice Jones-Drew left guard for 6 yards (tackle by Michael Griffin),2.150,3.380
2,12:32,1,10,TEN 33,10,0,Chad Henne pass complete short left to Maurice Jones-Drew for 4 yards (tackle by Alterraun Verner and Colin McCarthy),3.380,3.380
2,11:59,2,6,TEN 29,10,0,Jordan Todman left end for 5 yards (tackle by Alterraun Verner),3.380,3.380
2,11:36,2,6,TEN 29,10,0,Timeout #1 by Tennessee Titans,3.380,3.340
2,11:36,3,1,TEN 24,10,0,Maurice Jones-Drew left tackle for -2 yards (tackle by Derrick Morgan and Sammie Lee Hill),3.340,1.840
2,10:52,4,3,TEN 26,13,0,Josh Scobee 44 yard field goal good,1.840,3.000
2,10:52,,,JAX 35,13,0,"Josh Scobee kicks off 70 yards, returned by Damian Williams for 30 yards (tackle by Jonathan Cyprien)",0.000,-0.610
2,10:42,1,10,TEN 25,13,0,Chris Johnson left guard for -2 yards (tackle by Dwayne Gratz and Geno Hayes),0.610,-0.210
2,10:06,2,12,TEN 23,13,0,Jake Locker up the middle for 10 yards (tackle by Winston Guy),-0.210,0.430
2,9:22,3,2,TEN 33,13,0,Jake Locker pass incomplete short middle intended for Kendall Wright,0.430,-1.180
2,9:16,4,2,TEN 33,13,0,"Brett Kern punts 45 yards, returned by Ace Sanders for 8 yards (tackle by Taylor Thompson)",-1.180,-0.940
2,9:03,1,10,JAX 30,13,0,Chad Henne pass incomplete short right intended for Marcedes Lewis is intercepted by Colin McCarthy at JAX-35 and returned for 1 yard (tackle by Marcedes Lewis),0.940,-3.310
2,8:57,1,10,JAX 34,13,0,Chris Johnson right guard for 5 yards (tackle by Winston Guy),3.310,3.450
2,8:27,2,5,JAX 29,13,0,Chris Johnson left tackle for 4 yards (tackle by Andre Branch),3.450,3.270
2,7:53,3,1,JAX 25,13,0,Shonn Greene up the middle for 1 yard (tackle by Tyson Alualu),3.270,3.970
2,7:12,1,10,JAX 24,13,0,Jake Locker right end for 8 yards (tackle by Russell Allen and Chad Henne),3.970,4.650
2,6:33,2,2,JAX 16,13,0,"Jake Locker for no gain. Jake Locker fumbles, recovered by Russell Allen at JAX-17 (tackle by Michael Roos)",4.650,0.060
2,6:22,1,10,JAX 17,13,0,Maurice Jones-Drew right tackle for 7 yards (tackle by Colin McCarthy and Zach Brown),-0.060,0.480
2,5:50,2,3,JAX 24,13,0,Maurice Jones-Drew left tackle for -5 yards (tackle by Jurrell Casey),0.480,-1.000
2,5:11,3,8,JAX 19,13,0,Chad Henne sacked by Jurrell Casey for -8 yards,-1.000,-2.490
2,4:38,4,16,JAX 11,13,0,", returned by Damian Williams for 4 yards (tackle by Demetrius McCray). Bryan Anger fumbles, recovered by Bryan Anger at JAX-1",-2.490,-2.130
2,4:25,1,10,TEN 48,13,0,"Ryan Fitzpatrick pass complete short middle to Chris Johnson for 10 yards (tackle by Alan Ball). Penalty on Kendall Wright: Illegal Block Above the Waist, 10 yards",2.130,2.130
