Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
1,5:16,3,5,KAN 31,14,0,Ben Roethlisberger pass incomplete short middle intended for James Washington,2.610,1.350
1,5:09,4,5,KAN 31,14,0,Chris Boswell 49 yard field goal no good,1.350,-1.530
1,5:04,1,10,KAN 39,14,0,Patrick Mahomes pass complete short left to Sammy Watkins for 17 yards (tackle by Artie Burns),1.530,2.650
1,4:29,1,10,PIT 44,14,0,Kareem Hunt up the middle for 6 yards (tackle by Terrell Edmunds),2.650,2.920
1,3:52,2,4,PIT 38,14,0,Sammy Watkins left end for 31 yards (tackle by Vince Williams),2.920,5.600
1,3:13,1,7,PIT 7,14,0,Kareem Hunt left guard for 2 yards (tackle by Stephon Tuitt),5.600,5.150
1,2:33,2,5,PIT 5,14,0,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,5.150,4.260
1,2:29,3,5,PIT 5,20,0,"Patrick Mahomes pass complete short left to Kareem Hunt for 5 yards, touchdown",4.260,7.000
1,2:24,,,PIT 15,21,0,Harrison Butker kicks extra point good,0.000,0.000
1,2:24,,,KAN 35,21,0,"Harrison Butker kicks off 61 yards, returned by Ryan Switzer for 15 yards",0.000,0.150
1,2:21,1,10,PIT 19,21,0,Ryan Switzer right guard for -1 yards (tackle by Anthony Hitchens),0.150,-0.560
1,1:50,2,11,PIT 18,21,0,Ben Roethlisberger pass complete short middle to Antonio Brown for 6 yards (tackle by Ron Parker),-0.560,-0.420
1,1:13,3,5,PIT 24,21,0,"Penalty on Antonio Brown: False Start, 5 yards (no play)",-0.420,-1.070
1,0:54,3,10,PIT 19,21,0,"Ben Roethlisberger sacked by Justin Houston for no gain. Ben Roethlisberger fumbles (forced by Justin Houston), recovered by Chris Jones at PIT-5. Penalty on Orlando Scandrick: Defensive Holding, 5 yards (no play)",-1.070,0.540
1,0:40,1,10,PIT 24,21,0,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 19 yards (tackle by Reggie Ragland),0.540,1.800
1,0:21,1,10,PIT 43,21,0,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 12 yards (tackle by Eric Murray),1.800,2.590
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 45,21,0,"Penalty on Derrick Nnadi: Encroachment, 5 yards (no play)",2.590,3.320
2,15:00,1,5,KAN 40,21,0,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 14 yards (tackle by Kendall Fuller),3.320,3.840
2,14:30,1,10,KAN 26,21,6,"Ben Roethlisberger pass complete deep left to Jesse James for 26 yards, touchdown",3.840,7.000
2,14:20,,,KAN 15,21,7,Chris Boswell kicks extra point good,0.000,0.000
2,14:20,,,PIT 35,21,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,14:20,1,10,KAN 25,21,7,Patrick Mahomes pass complete short left to Sammy Watkins for 4 yards (tackle by Stephon Tuitt and Anthony Chickillo),0.610,0.600
2,13:43,2,6,KAN 29,21,7,Patrick Mahomes sacked by Daniel McCullers for -4 yards,0.600,-0.620
2,12:55,,,,,,Timeout #1 by Kansas City Chiefs,,
2,12:55,3,10,KAN 25,21,7,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",-0.620,-1.290
2,12:55,3,15,KAN 20,21,7,Patrick Mahomes right end for 10 yards,-1.290,-1.370
2,12:16,4,5,KAN 30,21,7,Dustin Colquitt punts 55 yards out of bounds,-1.370,0.220
2,12:08,1,10,PIT 15,21,7,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Kendall Fuller),-0.220,-0.110
2,11:29,2,6,PIT 19,21,7,Ben Roethlisberger pass complete short right to Ryan Switzer for 14 yards,-0.110,1.140
2,10:58,1,10,PIT 33,21,7,Ryan Switzer right tackle for 6 yards (tackle by Anthony Hitchens),1.140,1.400
2,10:13,2,4,PIT 39,21,7,Ben Roethlisberger pass complete short middle to Jesse James for 20 yards (tackle by Justin Houston),1.400,2.850
2,9:30,1,10,KAN 41,21,7,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 9 yards (tackle by Xavier Williams),2.850,3.520
2,8:47,2,1,KAN 32,21,7,Ben Roethlisberger pass incomplete deep right intended for James Washington,3.520,2.810
2,8:42,3,1,KAN 32,21,7,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Reggie Ragland),2.810,3.840
2,8:03,1,10,KAN 26,21,7,Ben Roethlisberger pass complete short right to Vance McDonald for 11 yards (tackle by Terrance Smith),3.840,4.580
2,7:22,1,10,KAN 15,21,7,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.580,3.950
2,7:17,2,10,KAN 15,21,7,Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 11 yards (tackle by Kendall Fuller),3.950,6.280
2,6:39,1,4,KAN 4,21,7,"Ben Roethlisberger pass incomplete short middle intended for Jesse James (defended by Xavier Williams). Penalty on Steven Nelson: Defensive Holding, 2 yards (no play)",6.280,6.740
2,6:31,1,2,KAN 2,21,13,"Ben Roethlisberger pass complete short left to JuJu Smith-Schuster for 2 yards, touchdown",6.740,7.000
2,6:27,,,KAN 15,21,13,Chris Boswell kicks extra point no good wide right,0.000,-1.000
2,6:27,,,PIT 35,21,13,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,6:27,1,10,KAN 25,21,13,Kareem Hunt up the middle for 9 yards (tackle by Morgan Burnett),0.610,1.280
2,5:51,2,1,KAN 34,21,13,Patrick Mahomes pass complete short middle to Travis Kelce for 9 yards (tackle by Terrell Edmunds),1.280,1.800
2,5:10,1,10,KAN 43,21,13,Kareem Hunt right guard for 4 yards (tackle by T.J. Watt and Jonathan Bostic),1.800,1.790
2,4:30,2,6,KAN 47,21,13,Kareem Hunt right tackle for -1 yards (tackle by Jonathan Bostic),1.790,0.960
2,3:46,3,7,KAN 46,21,13,"Penalty on Eric Fisher: False Start, 5 yards (no play)",0.960,0.300
2,3:26,3,12,KAN 41,21,13,Patrick Mahomes pass incomplete short right intended for Travis Kelce,0.300,-0.650
2,3:10,4,12,KAN 41,21,13,"Dustin Colquitt punts 45 yards, returned by Ryan Switzer for 6 yards. Penalty on Tyler Matakevich: Illegal Blindside Block, 10 yards",-0.650,0.380
2,3:06,1,10,PIT 10,21,13,James Conner right end for 3 yards (tackle by Ron Parker),-0.380,-0.560
2,2:38,2,7,PIT 13,21,13,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Xavier Williams),-0.560,0.280
2,2:01,1,10,PIT 20,21,13,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster,0.280,-0.270
2,1:58,2,10,PIT 20,21,13,Ben Roethlisberger pass complete deep middle to Jesse James for 32 yards (tackle by Steven Nelson),-0.270,2.390
2,1:43,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:43,1,10,KAN 48,21,13,Ben Roethlisberger up the middle for 6 yards (tackle by Terrance Smith),2.390,2.660
2,1:14,2,4,KAN 42,21,13,"Ben Roethlisberger pass incomplete short left intended for James Conner. Penalty on Terrance Smith: Defensive Pass Interference, 15 yards (no play)",2.660,3.780
2,1:06,1,10,KAN 27,21,13,Ben Roethlisberger pass complete short left to James Conner for 3 yards (tackle by Dee Ford),3.780,3.640
2,0:42,2,7,KAN 24,21,13,Ben Roethlisberger pass complete short middle to Antonio Brown for 10 yards (tackle by Anthony Hitchens),3.640,4.650
2,0:34,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,0:34,1,10,KAN 14,21,13,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster,4.650,4.000
2,0:30,2,10,KAN 14,21,13,Ben Roethlisberger pass incomplete short left intended for Vance McDonald,4.000,3.110
2,0:24,3,10,KAN 14,21,19,"Ben Roethlisberger pass complete short middle to James Washington for 14 yards, touchdown",3.110,7.000
2,0:18,,,KAN 2,21,21,"Two Point Attempt: Ben Roethlisberger pass complete to James Conner, conversion succeeds",0.000,1.000
2,0:18,,,PIT 35,21,21,"Chris Boswell kicks off no gain, touchback.. Penalty on Matthew Thomas: Illegal Formation, 5 yards (no play)",0.000,0.000
2,0:18,,,PIT 30,21,21,"Chris Boswell kicks off 70 yards, touchback.",0.000,0.610
2,0:18,1,10,KAN 25,21,21,Patrick Mahomes kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,21,21,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,KAN 25,21,21,Patrick Mahomes pass complete short left to Tyreek Hill for 36 yards (tackle by Artie Burns),0.610,2.980
3,14:16,1,10,PIT 39,21,21,Patrick Mahomes pass incomplete deep left intended for Sammy Watkins,2.980,2.440
3,14:11,2,10,PIT 39,21,21,Patrick Mahomes pass complete short right to Travis Kelce for 13 yards (tackle by Bud Dupree and Mike Hilton),2.440,3.840
3,13:29,1,10,PIT 26,21,21,Kareem Hunt up the middle for 1 yard (tackle by Bud Dupree),3.840,3.430
3,12:47,,,,,,Timeout #1 by Kansas City Chiefs,,
3,12:47,2,9,PIT 25,27,21,"Patrick Mahomes pass complete deep middle to Travis Kelce for 25 yards, touchdown",3.430,7.000
3,12:42,,,PIT 15,28,21,Harrison Butker kicks extra point good,0.000,0.000
3,12:42,,,KAN 35,28,21,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,12:42,1,10,PIT 25,28,21,James Conner left guard for 3 yards (tackle by Xavier Williams and Anthony Hitchens),0.610,0.470
3,12:02,2,7,PIT 28,28,21,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 15 yards (tackle by Kendall Fuller),0.470,1.800
3,11:25,1,10,PIT 43,28,21,James Conner left guard for 1 yard (tackle by Allen Bailey and Eric Murray),1.800,1.390
3,10:45,2,9,PIT 44,28,21,Ben Roethlisberger pass complete deep left to JuJu Smith-Schuster for 21 yards (tackle by Terrance Smith),1.390,3.250
3,10:07,1,10,KAN 35,28,21,James Conner up the middle for 9 yards (tackle by Justin Houston),3.250,3.920
3,9:44,2,1,KAN 26,28,21,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,3.920,3.200
3,9:40,3,1,KAN 26,28,21,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 2 yards (tackle by Tanoh Kpassagnon and Anthony Hitchens),3.200,3.970
3,8:58,1,10,KAN 24,28,21,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,3.970,3.430
3,8:52,2,10,KAN 24,28,21,Ben Roethlisberger pass complete short right to Roosevelt Nix for 19 yards (tackle by Terrance Smith and Reggie Ragland),3.430,6.060
3,8:09,1,5,KAN 5,28,21,"Ben Roethlisberger pass incomplete short left intended for Jesse James (defended by Anthony Hitchens). Penalty on Anthony Hitchens: Defensive Holding, 3 yards (no play)",6.060,6.740
3,8:01,1,2,KAN 2,28,21,"Ben Roethlisberger aborted snap, recovered by Ben Roethlisberger at KC-9 Ben Roethlisberger pass is intercepted by Steven Nelson at KC-0 and returned for 21 yards. Penalty on Steven Nelson: Defensive Pass Interference, 1 yard (no play)",6.740,6.970
3,7:55,1,1,KAN 1,28,21,James Conner up the middle for no gain (tackle by Reggie Ragland),6.970,5.910
3,7:18,2,1,KAN 1,28,27,"James Conner left tackle for 1 yard, touchdown",5.910,7.000
3,7:12,,,KAN 15,28,28,Chris Boswell kicks extra point good,0.000,0.000
3,7:12,,,PIT 35,28,28,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,7:12,1,10,KAN 25,28,28,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Morgan Burnett),0.610,0.470
3,6:32,2,7,KAN 28,28,28,"Patrick Mahomes right end for 10 yards. Penalty on Mike Hilton: Defensive Holding, 5 yards",0.470,1.800
3,6:06,1,10,KAN 43,28,28,Patrick Mahomes pass complete short middle to Tyreek Hill for 6 yards (tackle by Coty Sensabaugh),1.800,2.060
3,5:26,2,4,KAN 49,28,28,Patrick Mahomes pass complete short right to Tyreek Hill for 8 yards (tackle by Coty Sensabaugh),2.060,2.720
3,4:44,1,10,PIT 43,28,28,Patrick Mahomes pass complete deep middle to Travis Kelce for 31 yards (tackle by Jonathan Bostic),2.720,4.780
3,3:58,1,10,PIT 12,28,28,Patrick Mahomes pass complete short right to Travis Kelce for 9 yards (tackle by Sean Davis and Mike Hilton),4.780,5.790
3,3:19,2,1,PIT 3,34,28,"Patrick Mahomes pass complete short right to Demarcus Robinson for 3 yards, touchdown",5.790,7.000
3,3:15,,,PIT 15,35,28,Harrison Butker kicks extra point good,0.000,0.000
3,3:15,,,KAN 35,35,28,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,3:15,1,10,PIT 25,35,28,Ben Roethlisberger pass complete short middle to Stevan Ridley for 5 yards (tackle by Anthony Hitchens),0.610,0.740
3,2:40,2,5,PIT 30,35,28,Stevan Ridley right guard for 2 yards (tackle by Anthony Hitchens),0.740,0.300
3,1:57,3,3,PIT 32,35,28,Ben Roethlisberger pass incomplete short right intended for Ryan Switzer,0.300,-1.240
3,1:54,4,3,PIT 32,35,28,Jordan Berry punts 33 yards out of bounds,-1.240,-1.270
3,1:46,1,10,KAN 35,35,28,Patrick Mahomes pass complete short right to Sammy Watkins for 25 yards (tackle by Terrell Edmunds),1.270,2.920
3,1:10,1,10,PIT 40,35,28,Kareem Hunt up the middle for 6 yards (tackle by Leterrius Walton and Morgan Burnett),2.920,3.180
3,0:31,2,4,PIT 34,35,28,Kareem Hunt up the middle for 3 yards (tackle by Cameron Heyward),3.180,2.870
Quarter,Time,Down,ToGo,Location,KAN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,PIT 31,35,28,"Spencer Ware pass complete short middle to Travis Kelce for 3 yards (tackle by Morgan Burnett). Penalty on Mike Hilton: Defensive Offside, 5 yards (no play)",2.870,3.840
4,14:54,1,10,PIT 26,35,28,"Patrick Mahomes pass incomplete deep left intended for Sammy Watkins. Penalty on Laurent Duvernay-Tardif: Illegal Use of Hands, 10 yards (no play)",3.840,3.180
4,14:49,1,20,PIT 36,35,28,Patrick Mahomes pass complete short left to Damien Williams for 2 yards (tackle by Morgan Burnett),3.180,2.220
4,14:06,2,18,PIT 34,35,28,"Penalty on Bud Dupree: Neutral Zone Infraction, 5 yards (no play)",2.220,2.890
4,13:47,2,13,PIT 29,41,28,"Patrick Mahomes pass complete deep left to Tyreek Hill for 29 yards, touchdown, touchdown. Penalty on Morgan Burnett: Defensive Holding (Declined)",2.890,7.000
4,13:42,,,PIT 15,42,28,Harrison Butker kicks extra point good,0.000,0.000
4,13:42,,,KAN 35,42,28,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,13:42,1,10,PIT 25,42,28,Ben Roethlisberger pass complete short middle to Vance McDonald for 13 yards (tackle by Anthony Hitchens),0.610,1.470
4,13:06,1,10,PIT 38,42,28,Ben Roethlisberger pass complete short middle to Vance McDonald for 2 yards (tackle by Anthony Hitchens),1.470,1.190
4,12:33,2,8,PIT 40,42,28,Ben Roethlisberger pass incomplete deep right intended for James Washington,1.190,0.500
4,12:28,3,8,PIT 40,42,28,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster (defended by Kendall Fuller),0.500,-0.720
4,12:23,4,8,PIT 40,42,28,Jordan Berry punts 59 yards out of bounds,-0.720,0.380
4,12:14,1,10,KAN 1,42,28,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,-0.380,-0.780
4,12:09,2,10,KAN 1,42,30,"Kareem Hunt up the middle for -1 yards (tackle by Artie Burns and Morgan Burnett), safety.",-0.780,2.000
4,12:02,,,KAN 20,42,30,"Dustin Colquitt kicks off no gain, returned by Antonio Brown for 20 yards (tackle by De'Anthony Thomas). Penalty on Stevan Ridley: Illegal Formation, 5 yards (no play)",0.000,0.000
4,11:54,,,KAN 25,42,30,"Dustin Colquitt kicks off 60 yards, returned by Ryan Switzer for 15 yards (tackle by De'Anthony Thomas)",0.000,0.940
4,11:50,1,10,PIT 30,42,30,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.940,0.390
4,11:46,2,10,PIT 30,42,30,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Ron Parker),0.390,1.660
4,11:16,1,10,PIT 41,42,30,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,1.660,1.120
4,11:12,2,10,PIT 41,42,30,Ben Roethlisberger sacked by Allen Bailey for -10 yards,1.120,-0.890
4,10:33,3,20,PIT 31,42,30,"Ben Roethlisberger pass complete short middle to Antonio Brown for 5 yards (tackle by Eric Murray). Penalty on Vance McDonald: Illegal Block Above the Waist, 10 yards",-0.890,-1.550
4,10:02,3,25,PIT 26,42,30,Ben Roethlisberger pass complete short left to James Conner for 18 yards (tackle by Kendall Fuller and Anthony Hitchens),-1.550,-0.460
4,9:24,4,7,PIT 44,42,30,"Jordan Berry punts 56 yards, touchback.",-0.460,-0.280
4,9:16,1,10,KAN 20,42,30,Patrick Mahomes pass incomplete deep middle intended for Travis Kelce (defended by Stephon Tuitt),0.280,-0.270
4,9:12,2,10,KAN 20,42,30,Kareem Hunt left tackle for 8 yards (tackle by Stephon Tuitt and Jonathan Bostic),-0.270,0.100
4,8:26,3,2,KAN 28,42,30,Patrick Mahomes pass complete short right to Sammy Watkins for 4 yards,0.100,1.070
4,7:48,1,10,KAN 32,42,30,Kareem Hunt up the middle for no gain (tackle by T.J. Watt),1.070,0.530
4,7:05,2,10,KAN 32,42,30,"Patrick Mahomes right end for no gain (tackle by Leterrius Walton). Penalty on Bud Dupree: Defensive Offside, 5 yards (no play)",0.530,1.200
4,6:39,2,5,KAN 37,42,30,Patrick Mahomes pass complete short right to Tyreek Hill for 11 yards (tackle by Cameron Sutton),1.200,2.130
4,5:57,1,10,KAN 48,42,30,Kareem Hunt right guard for 16 yards (tackle by Cameron Sutton and Sean Davis),2.130,3.180
4,5:10,1,10,PIT 36,42,30,"Patrick Mahomes pass complete short left to Chris Conley for 2 yards (tackle by Cameron Heyward). Chris Conley fumbles (forced by Cameron Heyward), recovered by Anthony Chickillo at PIT-34",3.180,-1.200
4,5:03,1,10,PIT 34,42,30,Ben Roethlisberger pass complete deep left to Jesse James for 46 yards (tackle by Eric Murray),1.200,4.240
4,4:52,1,10,KAN 20,42,30,Ben Roethlisberger pass incomplete short right intended for Antonio Brown (defended by Kendall Fuller),4.240,3.690
4,4:49,2,10,KAN 20,42,30,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for 7 yards (tackle by Kendall Fuller and Anthony Hitchens),3.690,4.100
4,4:07,3,3,KAN 13,42,30,Ben Roethlisberger pass incomplete short left intended for JuJu Smith-Schuster,4.100,2.670
4,4:02,4,3,KAN 13,42,30,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 7 yards (tackle by Steven Nelson),2.670,5.830
4,3:28,1,6,KAN 6,42,30,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,5.830,4.950
4,3:24,2,6,KAN 6,42,30,Ben Roethlisberger pass complete short middle to James Conner for 5 yards (tackle by Dee Ford and Justin Houston),4.950,5.170
4,2:46,3,1,KAN 1,42,30,Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for -2 yards (tackle by Justin Houston and Anthony Hitchens),5.170,3.040
4,2:08,4,3,KAN 3,42,36,"Ben Roethlisberger right end for 3 yards, touchdown",3.040,7.000
4,1:59,,,KAN 15,42,37,Chris Boswell kicks extra point good,0.000,0.000
4,1:59,,,PIT 35,42,37,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,1:59,1,10,KAN 25,42,37,Kareem Hunt left tackle for 9 yards (tackle by Vince Williams and Artie Burns),0.610,1.280
4,1:51,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:48,2,1,KAN 34,42,37,Kareem Hunt up the middle for 3 yards (tackle by Vince Williams and Coty Sensabaugh),1.280,1.400
4,1:44,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:44,1,10,KAN 37,42,37,"Patrick Mahomes aborted snap, recovered by Patrick Mahomes at KC-35 and returned for -2 yards",1.400,0.590
4,1:02,2,12,KAN 35,42,37,Kareem Hunt up the middle for 3 yards (tackle by Stephon Tuitt),0.590,0.300
4,0:57,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,0:57,3,9,KAN 38,42,37,Spencer Ware left guard for 3 yards (tackle by Mike Hilton),0.300,-0.650
4,0:12,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:11,4,6,KAN 41,42,37,"Dustin Colquitt punts 33 yards, fair catch by Ryan Switzer at PIT-26. Penalty on Tyler Matakevich: Roughing the Kicker, 15 yards (no play)",-0.650,2.650
4,0:05,1,10,PIT 44,42,37,Patrick Mahomes kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
