0,1
Game Info,Game Info
Won Toss,Vikings
Roof,outdoors
Surface,grass
Duration,3:21
Attendance,70505
Weather,"71 degrees, relative humidity 78%, wind 4 mph, wind chill 0"
Vegas Line,Green Bay Packers -4.0
Over/Under,47.0 (over)
