Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 63 yards, returned by Quintin Demps for 16 yards (tackle by Seyi Ajirotutu)",0.000,-0.040
1,14:55,1,10,KAN 18,0,0,"Alex Smith pass incomplete deep right intended for Dwayne Bowe. Penalty on Shareece Wright: Defensive Pass Interference, 21 yards (no play)",0.040,1.530
1,14:49,1,10,KAN 39,0,0,Alex Smith up the middle for -2 yards (tackle by Manti Te'o),1.530,0.720
1,14:07,2,12,KAN 37,0,0,Alex Smith pass complete short right to Dexter McCluster for 2 yards (tackle by Shareece Wright),0.720,0.300
1,13:35,3,10,KAN 39,0,0,Alex Smith sacked by Thomas Keiser for -3 yards,0.300,-0.980
1,12:58,4,13,KAN 36,0,0,Dustin Colquitt punts 41 yards,-0.980,-0.480
1,12:46,1,10,SDG 23,0,0,Philip Rivers pass complete short right to Ryan Mathews for 1 yard (tackle by Dontari Poe),0.480,0.070
1,12:07,2,9,SDG 24,0,0,Philip Rivers pass incomplete short middle intended for John Phillips (defended by Allen Bailey),0.070,-0.630
1,12:03,3,9,SDG 24,0,0,Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Sean Smith),-0.630,-1.240
,,,,,,,"SDG challenged the first down ruling, and the play was upheld.",,
1,11:15,4,1,SDG 32,0,0,"Mike Scifres punts 48 yards, returned by Dexter McCluster for 2 yards (tackle by Bront Bird). Penalty on Cyrus Gray: Illegal Block Above the Waist, 10 yards",-1.240,0.350
1,11:01,1,10,KAN 12,0,0,Jamaal Charles up the middle for 3 yards (tackle by Corey Liuget),-0.350,-0.500
1,10:21,2,7,KAN 15,0,0,Alex Smith pass incomplete short left intended for Anthony Sherman,-0.500,-1.070
1,10:16,3,7,KAN 15,0,0,Alex Smith sacked by Reggie Walker for -7 yards,-1.070,-2.490
1,9:38,4,14,KAN 8,0,0,"Dustin Colquitt punts 47 yards, fair catch by Keenan Allen",-2.490,-1.930
1,9:29,1,10,SDG 45,0,0,Ryan Mathews left tackle for no gain (tackle by Akeem Jordan),1.930,1.380
1,8:54,2,10,SDG 45,0,0,Danny Woodhead up the middle for 6 yards (tackle by Kendrick Lewis and Tamba Hali),1.380,1.490
1,8:10,3,4,KAN 49,0,0,Philip Rivers pass complete short right to Keenan Allen for 29 yards,1.490,4.240
1,7:40,1,10,KAN 20,0,0,Ryan Mathews up the middle for 4 yards (tackle by Akeem Jordan),4.240,4.280
1,6:57,2,6,KAN 16,0,0,Philip Rivers pass incomplete deep right intended for Keenan Allen,4.280,3.520
1,6:51,3,6,KAN 16,0,0,Philip Rivers pass complete short middle to Keenan Allen for 4 yards (tackle by Derrick Johnson),3.520,2.760
1,6:15,4,2,KAN 12,3,0,Nick Novak 30 yard field goal good,2.760,3.000
1,6:15,,,SDG 35,3,0,"Nick Novak kicks off 60 yards, returned by Quintin Demps for 21 yards (tackle by Ladarius Green)",0.000,-0.670
1,6:06,1,10,KAN 26,3,0,Alex Smith pass complete deep left to Dexter McCluster for 17 yards (tackle by Shareece Wright),0.670,1.800
1,6:06,1,10,KAN 43,3,0,"Penalty on Branden Albert: False Start, 5 yards (no play)",1.800,1.470
1,4:59,1,15,KAN 38,3,0,Alex Smith pass complete short left to Jamaal Charles for 7 yards,1.470,1.520
1,4:28,2,8,KAN 45,3,0,Alex Smith pass complete short left to Jamaal Charles for 10 yards (tackle by Marcus Gilchrist),1.520,2.590
1,3:48,1,10,SDG 45,3,0,Jamaal Charles right tackle for 1 yard (tackle by Donald Butler),2.590,2.180
1,3:12,2,9,SDG 44,3,0,Alex Smith pass complete short right to Dwayne Bowe for 13 yards (tackle by Shareece Wright),2.180,3.510
1,2:32,1,10,SDG 31,3,0,Alex Smith pass incomplete,3.510,2.970
1,2:25,2,10,SDG 31,3,0,Dexter McCluster right end for -1 yards (tackle by Shareece Wright),2.970,2.150
1,1:43,3,11,SDG 32,3,6,"Alex Smith pass complete deep left to Donnie Avery for 32 yards, touchdown",2.150,7.000
1,1:43,,,SDG 2,3,7,Ryan Succop kicks extra point good,0.000,0.000
1,1:43,,,KAN 35,3,7,"Ryan Succop kicks off 61 yards, returned by Danny Woodhead for 26 yards (tackle by Husain Abdullah)",0.000,-0.940
1,1:32,1,10,SDG 30,3,7,Philip Rivers pass complete short right to Ryan Mathews for 9 yards (tackle by Marcus Cooper),0.940,1.610
1,1:03,2,1,SDG 39,3,7,"Ryan Mathews right end for -3 yards (tackle by Akeem Jordan). Ryan Mathews fumbles (forced by Akeem Jordan), recovered by Ryan Mathews at SDG-36",1.610,0.500
