Quarter,Time,Tm,Detail,NYJ,NWE
1.0,7:55,Patriots,Sony Michel 5 yard rush (Stephen Gostkowski kick failed),0,6
,4:25,Patriots,Phillip Dorsett 25 yard pass from Tom Brady (Stephen Gostkowski kick),0,13
2.0,13:34,Patriots,Julian Edelman 3 yard pass from Tom Brady (Stephen Gostkowski kick),0,20
3.0,8:49,Patriots,Stephen Gostkowski 37 yard field goal,0,23
,3:07,Patriots,Rex Burkhead 2 yard rush (Stephen Gostkowski kick),0,30
,0:21,Jets,Arthur Maulet fumble recovery in end zone (Sam Ficken kick),7,30
4.0,6:23,Jets,Jamal Adams 61 yard interception return (Sam Ficken kick),14,30
