#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:30,SFO 19,7,2:09,55,Missed FG
2,1,10:14,SFO 41,3,2:38,-2,Punt
3,1,4:08,SFO 24,9,4:46,57,Field Goal
4,2,12:08,SFO 13,3,1:34,4,Punt
5,2,7:03,SFO 4,3,1:03,4,Punt
6,2,1:52,SFO 28,1,0:20,-2,Fumble
7,2,0:38,SFO 20,4,0:38,22,End of Half
8,3,15:00,SFO 26,5,3:16,47,Blocked FG
9,3,9:30,SFO 20,4,2:10,80,Touchdown
10,3,5:30,SFO 23,5,2:32,77,Touchdown
11,4,13:57,SFO 29,6,2:12,3,Punt
12,4,6:28,SFO 23,8,3:28,77,Touchdown
13,4,2:06,SFO 31,6,2:06,25,End of Game
