Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Gus Edwards,BAL,16,52,1,6,28,1.8,24,1.5,0,
Lamar Jackson,BAL,14,89,0,5,73,5.2,16,1.1,1,14.0
Kenyan Drake,BAL,2,2,0,1,-3,-1.5,5,2.5,0,
Devin Duvernay,BAL,2,16,0,1,9,4.5,7,3.5,0,
Justice Hill,BAL,1,3,0,,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamycal Hasty,JAX,12,28,0,1,8,0.7,20,1.7,4,3.0
Snoop Conner,JAX,3,11,0,,8,2.7,3,1.0,0,
Travis Etienne,JAX,2,3,0,,3,1.5,0,0.0,0,
Trevor Lawrence,JAX,2,1,0,0,1,0.5,0,0.0,0,
Christian Kirk,JAX,1,-5,0,0,-5,-5.0,0,0.0,0,
