Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
2,9:57,,,JAX 35,6,7,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
2,9:57,1,10,BAL 25,6,7,Lamar Jackson scrambles left end for 8 yards (tackle by Foyesade Oluokun),0.610,1.140
2,9:23,2,2,BAL 33,6,7,Kenyan Drake up the middle for 6 yards (tackle by Foyesade Oluokun),1.140,1.530
2,8:46,1,10,BAL 39,6,7,Lamar Jackson pass incomplete short right,1.530,0.990
2,8:38,2,10,BAL 39,6,7,Lamar Jackson pass incomplete short middle intended for DeSean Jackson (defended by Andre Cisco),0.990,0.300
2,8:30,3,10,BAL 39,6,7,Lamar Jackson scrambles right end for 10 yards (tackle by Darious Williams),0.300,2.190
2,8:02,1,10,BAL 49,6,7,Gus Edwards up the middle for 2 yards (tackle by Folorunso Fatukasi),2.190,1.920
2,7:22,2,8,JAX 49,6,7,Lamar Jackson pass incomplete deep right intended for Mark Andrews,1.920,1.220
2,7:10,3,8,JAX 49,6,7,Lamar Jackson pass complete short left to DeSean Jackson for 12 yards (tackle by Tevaughn Campbell),1.220,3.120
2,6:34,1,10,JAX 37,6,7,Kenyan Drake up the middle for -4 yards (tackle by Josh Allen),3.120,2.030
2,5:50,2,14,JAX 41,6,7,Lamar Jackson pass complete short left to Patrick Ricard for 4 yards (tackle by Corey Peters and Adam Gotsis),2.030,1.880
2,5:03,3,10,JAX 37,6,7,Lamar Jackson pass incomplete short right intended for Patrick Ricard,1.880,0.790
2,4:56,4,10,JAX 37,9,7,Justin Tucker 55 yard field goal good,0.790,3.000
2,4:51,,,BAL 35,9,7,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,4:51,1,10,JAX 25,9,7,Trevor Lawrence pass complete short right to Christian Kirk for 11 yards (tackle by Justin Houston and Chuck Clark),0.610,1.330
2,4:15,1,10,JAX 36,9,7,Jamycal Hasty right end for 4 yards (tackle by Marcus Peters and Travis Jones),1.330,1.330
2,3:40,2,6,JAX 40,9,7,Trevor Lawrence pass complete short right to Zay Jones for 13 yards (tackle by Marcus Peters),1.330,2.460
2,3:02,1,10,BAL 47,9,7,Jamycal Hasty right guard for 4 yards (tackle by Marcus Peters),2.460,2.450
2,2:25,2,6,BAL 43,9,7,Trevor Lawrence pass complete short left to Zay Jones for 6 yards (tackle by Brandon Stephens),2.450,3.120
2,2:00,1,10,BAL 37,9,7,Trevor Lawrence pass complete short right to Jamal Agnew for 6 yards (tackle by Marlon Humphrey and Roquan Smith),3.120,3.380
2,1:21,2,4,BAL 31,9,7,Jamycal Hasty left guard for 1 yard (tackle by Broderick Washington and Tyus Bowser),3.380,2.810
2,1:17,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:17,3,3,BAL 30,9,7,Trevor Lawrence pass complete short left to Jamycal Hasty for 24 yards (tackle by Chuck Clark),2.810,5.830
2,1:03,,,,,,Timeout #2 by Baltimore Ravens,,
2,1:03,1,6,BAL 6,9,7,Jamycal Hasty up the middle for 4 yards (tackle by Chuck Clark),5.830,5.720
2,0:59,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:59,2,2,BAL 2,9,7,Jamycal Hasty left guard for -2 yards (tackle by Tyus Bowser),5.720,4.490
2,0:18,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:18,3,4,BAL 4,9,7,Trevor Lawrence pass incomplete short right intended for Christian Kirk,4.490,3.030
2,0:14,4,4,BAL 4,9,10,Riley Patterson 22 yard field goal good,3.030,3.000
2,0:09,,,JAX 35,9,10,"Riley Patterson kicks off 50 yards, returned by Nick Boyle for 14 yards (tackle by Adam Gotsis)",0.000,0.870
2,0:04,1,10,BAL 29,9,10,Lamar Jackson kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,9,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,9,10,Trevor Lawrence pass incomplete short right intended for Christian Kirk,0.610,0.060
3,14:54,2,10,JAX 25,9,10,Trevor Lawrence pass complete short right to Jamycal Hasty for 5 yards (tackle by Marlon Humphrey and Marcus Peters),0.060,0.040
3,14:06,3,5,JAX 30,9,10,Trevor Lawrence pass complete short left to Marvin Jones for 2 yards (tackle by Brandon Stephens and Marlon Humphrey),0.040,-1.240
3,13:31,4,3,JAX 32,9,10,"Logan Cooke punts 68 yards, touchback.",-1.240,-0.280
3,13:20,1,10,BAL 20,9,10,Lamar Jackson pass complete to Josh Oliver for 40 yards (tackle by Josh Allen),0.280,2.920
3,12:49,1,10,JAX 40,9,10,Lamar Jackson pass complete short middle to Devin Duvernay for 11 yards (tackle by Tyson Campbell),2.920,3.640
3,12:14,1,10,JAX 29,9,10,Lamar Jackson scrambles up the middle for 11 yards (tackle by Chad Muma),3.640,4.370
3,11:35,1,10,JAX 18,9,10,Lamar Jackson pass incomplete deep middle intended for Josh Oliver,4.370,3.800
3,11:28,2,10,JAX 18,9,10,Lamar Jackson up the middle for 8 yards (tackle by Rayshawn Jenkins),3.800,4.510
3,10:53,3,2,JAX 10,9,10,Gus Edwards right end for 3 yards (tackle by Andrew Wingard and Chad Muma),4.510,5.600
3,10:10,1,7,JAX 7,9,10,Lamar Jackson left end for -1 yards (tackle by Foyesade Oluokun),5.600,4.570
3,9:24,2,8,JAX 8,9,10,Justice Hill up the middle for 3 yards (tackle by DaVon Hamilton and Chad Muma),4.570,4.260
3,8:42,3,5,JAX 5,9,10,Lamar Jackson sacked by DaVon Hamilton for -1 yards,4.260,2.990
3,7:56,4,6,JAX 6,12,10,Justin Tucker 24 yard field goal good,2.990,3.000
3,7:51,,,BAL 35,12,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,7:51,1,10,JAX 25,12,10,Snoop Conner left guard for 5 yards (tackle by Roquan Smith),0.610,0.740
3,7:20,2,5,JAX 30,12,10,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Patrick Queen),0.740,0.040
3,7:15,3,5,JAX 30,12,10,Trevor Lawrence pass complete short left to Evan Engram for 4 yards (tackle by Brandon Stephens),0.040,-1.110
3,6:22,4,1,JAX 34,12,10,"Penalty on JAX: Delay of Game, 4 yards (accepted) (no play)",-1.110,-1.370
3,6:22,4,5,JAX 30,12,10,Logan Cooke punts 68 yards downed by Chris Claybrooks,-1.370,0.380
3,6:09,1,10,BAL 2,12,10,Lamar Jackson pass complete short middle to Mark Andrews for 17 yards (tackle by Andre Cisco),-0.380,0.150
3,5:46,1,10,BAL 19,12,10,Lamar Jackson pass incomplete deep left intended for Mark Andrews (defended by Arden Key),0.150,-0.390
3,5:40,2,10,BAL 19,12,10,"Lamar Jackson right end for no gain (tackle by Tevaughn Campbell and Chad Muma). Penalty on Folorunso Fatukasi: Defensive Holding, 5 yards (accepted) (no play)",-0.390,0.540
3,5:12,1,10,BAL 24,12,10,Lamar Jackson pass complete short middle to Josh Oliver for 12 yards (tackle by Foyesade Oluokun),0.540,1.330
3,4:37,1,10,BAL 36,12,10,Lamar Jackson right guard for 8 yards (tackle by Chad Muma),1.330,1.870
3,3:59,2,2,BAL 44,12,10,Gus Edwards right guard for 3 yards (tackle by Devin Lloyd),1.870,2.060
3,3:17,1,10,BAL 47,12,10,Lamar Jackson pass incomplete short right intended for Demarcus Robinson,2.060,1.520
3,3:03,2,10,BAL 47,12,10,Lamar Jackson pass incomplete short right intended for Devin Duvernay,1.520,0.830
3,2:57,3,10,BAL 47,12,10,Lamar Jackson pass incomplete deep middle intended for Devin Duvernay,0.830,-0.260
3,2:54,4,10,BAL 47,12,10,"Jordan Stout punts 53 yards, touchback.",-0.260,-0.280
3,2:44,1,10,JAX 20,12,10,Snoop Conner up the middle for 2 yards (tackle by Justin Madubuike and Patrick Queen),0.280,0.000
3,2:11,2,8,JAX 22,12,10,"Trevor Lawrence pass incomplete short left intended for Marvin Jones. Penalty on Brandon Stephens: Defensive Holding, 5 yards (accepted) (no play)",0.000,0.740
3,2:05,1,10,JAX 27,12,10,Snoop Conner left guard for 4 yards (tackle by Justin Madubuike),0.740,0.740
3,1:31,2,6,JAX 31,12,10,Trevor Lawrence pass complete short right to Christian Kirk for 2 yards,0.740,0.300
3,0:52,3,4,JAX 33,12,10,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",0.300,-0.360
3,0:28,3,9,JAX 28,12,10,"Trevor Lawrence sacked by Tyus Bowser for -3 yards. Trevor Lawrence fumbles (forced by Tyus Bowser), recovered by Marcus Peters at JAC-25",-0.360,-3.910
3,0:19,1,10,JAX 25,12,10,Lamar Jackson pass incomplete short right intended for Gus Edwards,3.910,3.360
3,0:12,2,10,JAX 25,12,10,Lamar Jackson scrambles up the middle for 12 yards (tackle by Andre Cisco),3.360,4.710
Quarter,Time,Down,ToGo,Location,BAL,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 13,12,10,Devin Duvernay left end for 7 yards (tackle by Foyesade Oluokun and Devin Lloyd),4.710,5.340
4,14:20,2,3,JAX 6,12,10,Gus Edwards up the middle for no gain (tackle by Foyesade Oluokun),5.340,4.560
4,13:23,3,3,JAX 6,12,10,"Lamar Jackson for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Lamar Jackson up the middle for 5 yards (tackle by Andre Cisco and Travon Walker)",4.560,6.970
4,13:17,1,1,JAX 1,12,10,Lamar Jackson pass incomplete short left intended for Mark Andrews (defended by Andre Cisco),6.970,5.910
4,13:13,2,1,JAX 1,18,10,"Gus Edwards up the middle for 1 yard, touchdown",5.910,7.000
4,13:07,,,JAX 15,19,10,Justin Tucker kicks extra point good,0.000,0.000
4,13:07,,,BAL 35,19,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,13:07,1,10,JAX 25,19,10,Trevor Lawrence sacked by Marlon Humphrey for -5 yards,0.610,-0.610
4,12:33,2,15,JAX 20,19,10,Trevor Lawrence pass complete short middle to Jamal Agnew for 17 yards (tackle by Patrick Queen),-0.610,1.400
4,11:58,1,10,JAX 37,19,10,Jamycal Hasty up the middle for 2 yards (tackle by Broderick Washington),1.400,1.130
4,11:24,2,8,JAX 39,19,10,Jamycal Hasty right end for 6 yards (tackle by Roquan Smith),1.130,1.220
4,10:51,3,2,JAX 45,19,10,Trevor Lawrence pass complete short middle to Zay Jones for 8 yards (tackle by Patrick Queen),1.220,2.460
4,10:14,1,10,BAL 47,19,10,Christian Kirk left end for -5 yards (tackle by Marlon Humphrey),2.460,1.240
4,9:36,2,15,JAX 48,19,10,Trevor Lawrence pass complete short right to Zay Jones for 7 yards (tackle by Marcus Peters),1.240,1.490
4,8:57,3,8,BAL 45,19,10,Trevor Lawrence pass incomplete deep left intended for Christian Kirk,1.490,0.270
4,8:44,4,8,BAL 45,19,10,Trevor Lawrence pass complete deep right to Zay Jones for 27 yards (tackle by Geno Stone),0.270,4.370
4,8:14,1,10,BAL 18,19,10,Trevor Lawrence pass incomplete short right intended for Zay Jones,4.370,3.800
4,8:09,2,10,BAL 18,19,10,Trevor Lawrence pass complete short left to Jamal Agnew for 8 yards (tackle by Brandon Stephens),3.800,4.510
4,7:28,3,2,BAL 10,19,10,Trevor Lawrence pass complete short right to Jamycal Hasty for 9 yards (tackle by Roquan Smith),4.510,6.970
4,6:47,1,1,BAL 1,19,10,Jamycal Hasty left guard for no gain (tackle by Roquan Smith and Patrick Queen),6.970,5.910
4,5:59,2,1,BAL 1,19,16,"Trevor Lawrence pass complete short right to Jamal Agnew for 1 yard, touchdown",5.910,7.000
4,5:55,,,BAL 15,19,17,Riley Patterson kicks extra point good,0.000,0.000
4,5:55,,,JAX 35,19,17,"Riley Patterson kicks off 65 yards, returned by Devin Duvernay for 6 yards (tackle by Caleb Johnson and Tim Jones)",0.000,-0.380
4,5:49,1,10,BAL 6,19,17,"Gus Edwards right guard for 4 yards. Gus Edwards fumbles (forced by Andrew Wingard), recovered by Tyson Campbell at BAL-16",-0.380,-4.510
4,5:42,1,10,BAL 16,19,17,Jamycal Hasty up the middle for -1 yards (tackle by Marcus Peters and Broderick Washington),4.510,3.770
4,5:07,2,11,BAL 17,19,17,Trevor Lawrence scrambles right end for 1 yard (tackle by Roquan Smith),3.770,3.080
4,4:57,3,10,BAL 16,19,17,Trevor Lawrence pass complete short left to Jamal Agnew for 5 yards (tackle by Roquan Smith),3.080,2.750
4,4:22,4,5,BAL 11,19,20,Riley Patterson 29 yard field goal good,2.750,3.000
4,4:19,,,JAX 35,19,20,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
4,4:19,1,10,BAL 25,19,20,Lamar Jackson pass incomplete short right intended for Kenyan Drake,0.610,0.060
4,4:16,2,10,BAL 25,19,20,"Lamar Jackson pass complete deep right to James Proche for no gain. Penalty on Patrick Mekari: Offensive Holding, 10 yards (accepted) (no play)",0.060,-1.430
4,4:03,2,20,BAL 15,19,20,Lamar Jackson pass complete to DeSean Jackson for 62 yards (tackle by Rayshawn Jenkins),-1.430,4.040
4,3:11,1,10,JAX 23,19,20,Lamar Jackson right end for 9 yards (tackle by Chad Muma and Darious Williams),4.040,4.950
4,2:22,2,1,JAX 14,19,20,Gus Edwards right guard for 3 yards (tackle by Rayshawn Jenkins and Josh Allen),4.950,4.840
4,2:16,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,2:16,1,10,JAX 11,19,20,Gus Edwards up the middle for -1 yards (tackle by Corey Peters and Foyesade Oluokun),4.840,3.980
4,2:10,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,2:10,2,11,JAX 12,25,20,"Lamar Jackson pass complete short left to Josh Oliver for 12 yards, touchdown",3.980,7.000
4,2:02,,,JAX 2,27,20,Two Point Attempt: Lamar Jackson pass complete to to Mark Andrews for no gain,1.000,1.000
4,2:02,,,BAL 35,27,20,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,2:02,1,10,JAX 25,27,20,Trevor Lawrence pass incomplete short right intended for Zay Jones,0.610,0.060
4,1:59,2,10,JAX 25,27,20,"Trevor Lawrence sacked by Calais Campbell for -11 yards. Trevor Lawrence fumbles (forced by Calais Campbell), recovered by Luke Fortner at JAC-14",0.060,-2.550
4,1:51,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:51,3,21,JAX 14,27,20,Trevor Lawrence pass complete short middle to Christian Kirk for 16 yards (tackle by Patrick Queen),-2.550,-1.370
4,1:30,4,5,JAX 30,27,20,Trevor Lawrence pass complete short left to Marvin Jones for 10 yards (tackle by Brandon Stephens),-1.370,1.600
4,1:08,1,10,JAX 40,27,20,Trevor Lawrence pass incomplete short right intended for Zay Jones,1.600,1.050
4,1:04,2,10,JAX 40,27,20,Trevor Lawrence pass complete short middle to Christian Kirk for 17 yards (tackle by Chuck Clark),1.050,2.720
4,0:41,1,10,BAL 43,27,20,Trevor Lawrence pass complete short right to Zay Jones for 8 yards (tackle by Marcus Peters),2.720,3.260
4,0:38,2,2,BAL 35,27,20,"Penalty on Jamycal Hasty: False Start, 5 yards (accepted) (no play)",3.260,2.580
4,0:38,2,7,BAL 40,27,20,Trevor Lawrence pass complete short right to Jamycal Hasty for 1 yard (tackle by Marcus Peters),2.580,2.010
4,0:35,3,6,BAL 39,27,20,Trevor Lawrence pass complete deep left to Zay Jones for 29 yards (tackle by Geno Stone),2.010,4.910
4,0:18,1,10,BAL 10,27,26,"Trevor Lawrence pass complete short right to Marvin Jones for 10 yards, touchdown Replay Assistant challenged the runner was in bounds ruling, and the play was upheld.",4.910,7.000
4,0:14,,,,,,Timeout #1 by Baltimore Ravens,,
4,0:14,,,BAL 2,27,28,Two Point Attempt: Trevor Lawrence pass complete to to Zay Jones for no gain,1.000,1.000
4,0:14,,,JAX 35,27,28,"Riley Patterson kicks off 41 yards, returned by Patrick Ricard for 15 yards (tackle by Andrew Wingard and Caleb Johnson)",0.000,1.530
4,0:10,1,10,BAL 39,27,28,Lamar Jackson pass complete short right to Josh Oliver for 12 yards (tackle by Chris Claybrooks),1.530,2.320
4,0:02,1,10,JAX 49,27,28,Justin Tucker 67 yard field goal no good,2.320,2.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
