Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
1,,,,TEN 30,7,3,"Rob Bironas kicks off 65 yards, returned by Antonio Brown for 18 yards (tackle by Alterraun Verner)",0.000,0.480
1,10:40,1,10,PIT 23,7,3,Rashard Mendenhall middle for 3 yards (tackle by Sen'Derrick Marks),0.480,0.340
1,9:58,2,7,PIT 26,7,3,Dennis Dixon pass complete short right to Heath Miller for 5 yards (tackle by Cortland Finnegan and Derrick Morgan),0.340,0.300
1,9:10,3,2,PIT 31,7,3,Dennis Dixon pass complete short right to Mewelde Moore for no gain,0.300,-1.310
1,8:34,4,2,PIT 31,7,3,"Daniel Sepulveda punts 47 yards, returned by Marc Mariani for 38 yards (tackle by Daniel Sepulveda)",-1.310,-2.920
1,8:19,1,10,PIT 40,7,3,Vince Young pass complete short left to Ahmard Hall for 13 yards (tackle by Ryan Clark and Brett Keisel),2.920,3.780
1,7:46,1,10,PIT 27,7,3,Chris Johnson left guard for 8 yards (tackle by Lawrence Timmons and Ike Taylor),3.780,4.350
1,7:03,2,2,PIT 19,7,3,Chris Johnson right guard for 1 yard (tackle by Lawrence Timmons and James Harrison),4.350,3.840
1,6:28,3,1,PIT 18,7,3,Chris Johnson middle for 2 yards (tackle by LaMarr Woodley),3.840,4.510
1,5:53,1,10,PIT 16,7,3,Vince Young pass incomplete deep middle intended for Nate Washington is intercepted by Troy Polamalu,4.510,-0.280
1,5:45,1,10,PIT 20,7,3,Rashard Mendenhall right tackle for no gain (tackle by Stephen Tulloch and Cortland Finnegan),0.280,-0.270
1,5:07,2,10,PIT 20,7,3,Rashard Mendenhall right tackle for 10 yards (tackle by Michael Griffin and Dave Ball),-0.270,0.940
1,4:23,1,10,PIT 30,7,3,Dennis Dixon pass incomplete short middle intended for Hines Ward,0.940,0.390
1,4:17,2,10,PIT 30,7,3,Rashard Mendenhall right guard for 20 yards (tackle by Chris Hope),0.390,2.260
1,3:48,1,10,,7,3,"Penalty on Chris Kemoeatu: False Start, 5 yards (no play)",2.260,1.930
1,3:20,,,,7,3,Timeout #1 by Pittsburgh Steelers,0.000,1.930
1,3:20,1,15,PIT 45,7,3,Dennis Dixon pass complete short left to Isaac Redman for 3 yards (tackle by Derrick Morgan and Will Witherspoon),1.930,1.440
1,2:31,2,12,PIT 48,7,3,Dennis Dixon pass complete short right to Mike Wallace for 10 yards (tackle by Chris Hope),1.440,2.080
1,1:46,3,2,TEN 42,7,3,Dennis Dixon left end for 21 yards (tackle by Chris Hope),2.080,4.170
1,1:05,1,10,TEN 21,7,3,"Dennis Dixon for no gain. Dennis Dixon fumbles, recovered by Mike Wallace at TEN-25",4.170,3.090
1,0:18,2,14,TEN 25,7,3,Dennis Dixon sacked by Jason Babin for 0 yards,3.090,2.410
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,14,TEN 25,7,3,Dennis Dixon left end for 7 yards (tackle by Jason McCourty and Will Witherspoon),2.410,2.250
2,14:16,4,7,TEN 18,10,3,Jeff Reed 36 yard field goal good,2.250,3.000
2,,,,PIT 30,10,3,"Jeff Reed kicks off 70 yards, touchback",0.000,0.280
2,14:12,1,10,TEN 20,10,3,Chris Johnson middle for -1 yards (tackle by Troy Polamalu),0.280,-0.460
2,13:33,2,11,TEN 19,10,3,Chris Johnson left tackle for 6 yards (tackle by Ryan Clark and LaMarr Woodley),-0.460,-0.300
2,12:54,3,5,TEN 25,10,3,Vince Young pass complete short left to Kenny Britt for 3 yards (tackle by Troy Polamalu and William Gay),-0.300,-1.500
2,12:15,4,2,TEN 28,10,3,"Brett Kern punts 56 yards, returned by Antwaan Randle El for 5 yards (tackle by Tim Shaw)",-1.500,-0.340
2,12:02,1,10,PIT 21,10,3,"Charlie Batch for no gain. Charlie Batch fumbles, recovered by Mewelde Moore at PIT-18",0.340,-0.700
2,11:28,2,13,PIT 18,10,3,Charlie Batch pass complete short left to Antwaan Randle El for no gain,-0.700,-1.410
2,10:43,3,13,PIT 18,10,3,Charlie Batch pass incomplete short middle intended for Heath Miller (defended by Stephen Tulloch),-1.410,-2.240
2,10:36,4,13,PIT 18,10,3,"Daniel Sepulveda punts 45 yards, fair catch by Marc Mariani",-2.240,-1.400
2,10:28,1,10,TEN 37,10,3,Vince Young pass complete deep right to Chris Johnson for 17 yards (tackle by Lawrence Timmons),1.400,2.520
,,,,,,,"PIT challenged the pass completion ruling, and the play was upheld.",,
2,9:56,1,10,PIT 46,10,3,Chris Johnson right tackle for 4 yards (tackle by Steve McLendon and Lawrence Timmons),2.520,2.520
2,9:19,2,6,PIT 42,10,3,Vince Young pass complete short left to Chris Johnson for no gain,2.520,1.820
2,8:35,3,6,PIT 42,10,3,Vince Young pass incomplete short middle intended for Justin Gage is intercepted by LaMarr Woodley at PIT-37 and returned for 8 yards,1.820,-1.930
2,8:27,1,10,PIT 45,10,3,Charlie Batch pass complete short right to Hines Ward for 9 yards (tackle by Jason Babin and Will Witherspoon),1.930,2.600
2,7:45,2,1,TEN 46,10,3,Rashard Mendenhall left tackle for 2 yards (tackle by Jason Babin),2.600,2.650
2,7:03,1,10,TEN 44,10,3,Rashard Mendenhall left end for -1 yards (tackle by Chris Hope),2.650,1.980
2,6:21,2,11,TEN 45,10,3,"Charlie Batch pass incomplete short left intended for Rashard Mendenhall. Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",1.980,2.650
2,6:15,2,6,TEN 40,10,3,Mewelde Moore right tackle for 2 yards (tackle by Will Witherspoon and Cortland Finnegan),2.650,2.210
2,5:30,3,4,TEN 38,10,3,Charlie Batch pass incomplete short left intended for Mike Wallace,2.210,0.720
2,5:25,4,4,TEN 38,10,3,"Daniel Sepulveda punts 38 yards, touchback",0.720,-0.280
2,5:16,1,10,TEN 20,10,3,Chris Johnson right end for no gain (tackle by James Farrior),0.280,-0.270
2,4:37,2,10,TEN 20,10,3,"Penalty on David Stewart: False Start, 5 yards (no play)",-0.270,-1.070
2,4:11,2,15,TEN 15,10,3,"Chris Johnson right tackle for 85 yards. Penalty on Eugene Amano: Offensive Holding, 7 yards (no play)",-1.070,-1.660
2,3:57,2,22,TEN 8,10,3,Javon Ringer left guard for 1 yard (tackle by Chris Hoke and Aaron Smith),-1.660,-2.710
2,3:21,3,21,TEN 9,10,3,Javon Ringer right tackle for no gain (tackle by James Harrison),-2.710,-2.490
2,2:43,4,21,TEN 9,10,3,"Brett Kern punts 57 yards, returned by Antonio Brown for 21 yards (tackle by Alterraun Verner)",-2.490,-2.590
2,2:30,1,10,TEN 45,10,3,Charlie Batch pass incomplete deep right intended for Heath Miller (defended by Michael Griffin),2.590,2.040
2,2:22,2,10,TEN 45,10,3,Mewelde Moore right tackle for -1 yards (tackle by Jason Babin and Jamie Winborn),2.040,1.220
2,2:00,3,11,TEN 46,10,3,Charlie Batch pass incomplete deep middle intended for Mike Wallace (defended by Chris Hope),1.220,0.200
2,1:55,4,11,TEN 46,10,3,"Daniel Sepulveda punts 25 yards, returned by Marc Mariani for 2 yards (tackle by Stevenson Sylvester)",0.200,-0.480
2,1:45,1,10,TEN 23,10,3,"Chris Johnson middle for no gain (tackle by Lawrence Timmons). Chris Johnson fumbles (forced by Lawrence Timmons), recovered by James Harrison at TEN-23 (tackle by Michael Roos)",0.480,-4.040
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:36,1,10,TEN 23,10,3,Rashard Mendenhall left guard for 7 yards (tackle by Cortland Finnegan and Michael Griffin),4.040,4.560
2,0:54,2,3,TEN 16,10,3,"Charlie Batch pass complete deep left to Mike Wallace for 16 yards. Penalty on Jonathan Scott: Offensive Holding, 10 yards (no play)",4.560,3.090
2,0:47,2,13,TEN 26,10,3,Rashard Mendenhall middle for -5 yards (tackle by Jason Jones). Penalty on Flozell Adams: Illegal Formation (Declined),3.090,1.750
2,0:39,3,18,TEN 31,10,3,Charlie Batch pass complete short right to Mike Wallace for 15 yards (tackle by Michael Griffin),1.750,2.480
2,0:04,,,,10,3,Timeout #3 by Pittsburgh Steelers,0.000,2.480
2,0:03,4,3,TEN 16,13,3,Jeff Reed 34 yard field goal good,2.480,3.000
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,13,3,"Jeff Reed kicks off 72 yards, returned by Marc Mariani for 26 yards (tackle by Keyaron Fox)",0.000,0.540
3,14:55,1,10,TEN 24,13,3,Chris Johnson left guard for 11 yards (tackle by Bryant McFadden and Ryan Clark),0.540,1.270
3,14:15,1,10,TEN 35,13,3,"Penalty on Bo Scaife: Offensive 12 On-field, 5 yards (no play)",1.270,0.940
3,13:53,1,15,TEN 30,13,3,Chris Johnson right end for -3 yards (tackle by Lawrence Timmons),0.940,-0.360
3,13:16,2,18,TEN 27,13,3,"Vince Young left end for 6 yards (tackle by James Harrison). Vince Young fumbles (forced by James Harrison), ball out of bounds at TEN-33",-0.360,-0.230
3,12:15,3,12,TEN 33,13,3,Vince Young middle for 6 yards (tackle by James Harrison and Lawrence Timmons),-0.230,-0.780
3,12:13,4,6,TEN 39,13,3,Brett Kern punts 47 yards,-0.780,0.280
3,12:07,1,10,PIT 14,13,3,Rashard Mendenhall middle for 2 yards (tackle by Jason Babin and Tony Brown),-0.280,-0.510
3,11:22,2,8,PIT 16,13,3,Rashard Mendenhall left guard for -3 yards (tackle by Tony Brown),-0.510,-1.530
3,10:42,3,11,PIT 13,13,3,Charlie Batch pass incomplete short left intended for Antwaan Randle El,-1.530,-2.490
3,10:36,4,11,PIT 13,13,3,"Daniel Sepulveda punts 40 yards, fair catch by Marc Mariani",-2.490,-2.060
3,10:27,1,10,TEN 47,13,3,Vince Young pass incomplete short right intended for Chris Johnson,2.060,1.520
3,10:23,2,10,TEN 47,13,3,Chris Johnson middle for -1 yards (tackle by James Farrior and Troy Polamalu),1.520,0.700
3,9:47,3,11,TEN 46,13,3,Vince Young sacked by James Harrison for -11 yards,0.700,-1.040
3,9:22,4,22,TEN 35,13,3,"Brett Kern punts 42 yards, returned by Antwaan Randle El for 3 yards (tackle by Tim Shaw). Penalty on Will Allen: Offensive Holding, 10 yards",-1.040,0.350
3,9:13,1,10,PIT 12,13,3,Rashard Mendenhall right tackle for 5 yards (tackle by Sen'Derrick Marks),-0.350,-0.230
3,8:32,2,5,PIT 17,13,3,Rashard Mendenhall left guard for 10 yards (tackle by Chris Hope). Penalty on Jacob Ford: Defensive Offside (Declined),-0.230,0.740
3,8:06,1,10,PIT 27,13,3,"Penalty on Trai Essex: False Start, 5 yards (no play)",0.740,0.410
3,7:43,1,15,PIT 22,13,3,Isaac Redman middle for -2 yards (tackle by Jacob Ford),0.410,-0.750
3,7:02,2,17,PIT 20,13,3,Rashard Mendenhall left guard for 2 yards (tackle by Jacob Ford and Stephen Tulloch),-0.750,-1.150
3,6:16,3,15,PIT 22,13,3,Charlie Batch sacked by Derrick Morgan and Tony Brown for -5 yards,-1.150,-2.320
3,5:50,4,20,PIT 17,13,3,"Daniel Sepulveda punts 44 yards, returned by Marc Mariani for 3 yards (tackle by Will Allen)",-2.320,-1.730
3,5:40,1,10,TEN 42,13,3,Chris Johnson left end for no gain (tackle by James Harrison),1.730,1.190
3,5:00,2,10,TEN 42,13,3,"Vince Young sacked by James Harrison for -5 yards. Vince Young fumbles (forced by James Harrison), recovered by Steve McLendon at TEN-35",1.190,-3.250
3,4:49,1,10,TEN 35,13,3,Rashard Mendenhall right tackle for 7 yards (tackle by Jason Babin and Cortland Finnegan),3.250,3.650
3,4:03,,,,13,3,Timeout #1 by Pittsburgh Steelers,0.000,3.650
3,4:03,2,3,TEN 28,13,3,Rashard Mendenhall left guard for 2 yards (tackle by Jovan Haye and Dave Ball),3.650,3.200
3,3:18,3,1,TEN 26,13,3,Isaac Redman left guard for 6 yards (tackle by Jamie Winborn),3.200,4.240
3,2:32,1,10,TEN 20,13,3,"Rashard Mendenhall left tackle for -4 yards (tackle by Michael Griffin and Jason Babin). Penalty on Cortland Finnegan: Personal Foul, 12 yards",4.240,4.780
3,2:01,1,10,TEN 12,13,3,"Penalty on Tony Brown: Encroachment, 5 yards (no play)",4.780,5.930
3,1:42,1,5,TEN 7,13,3,"Rashard Mendenhall for -1 yards (tackle by Stephen Tulloch). Charlie Batch fumbles, recovered by Charlie Batch at TEN-10",5.930,4.830
3,0:59,2,6,TEN 8,13,3,Rashard Mendenhall right guard for -2 yards (tackle by Jason Jones and Will Witherspoon),4.830,3.480
3,0:11,3,8,TEN 10,13,3,Charlie Batch pass complete short middle to Rashard Mendenhall for 3 yards (tackle by Chris Hope),3.480,2.980
Quarter,Time,Down,ToGo,Location,PIT,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,TEN 7,16,3,Jeff Reed 25 yard field goal good,2.980,3.000
4,,,,PIT 30,16,3,"Jeff Reed kicks off 64 yards, returned by Marc Mariani for 23 yards (tackle by Antonio Brown)",0.000,0.870
4,14:49,1,10,TEN 29,16,3,Kerry Collins pass complete short middle to Chris Johnson for 1 yard (tackle by Keyaron Fox),0.870,0.460
4,14:17,2,9,TEN 30,16,3,Kerry Collins pass complete short left to Craig Stevens for 9 yards (tackle by Larry Foote),0.460,1.530
4,13:44,1,10,TEN 39,16,3,Kerry Collins pass incomplete deep right intended for Nate Washington,1.530,0.990
4,13:39,2,10,TEN 39,16,3,"Kerry Collins for no gain. Kerry Collins fumbles, recovered by Kerry Collins at TEN-TEN",0.990,-1.020
4,13:05,3,20,TEN 29,16,3,Kerry Collins pass incomplete deep right intended for Nate Washington is intercepted by Bryant McFadden at PIT-46,-1.020,-1.990
4,12:57,1,10,PIT 46,16,3,Rashard Mendenhall left guard for 3 yards (tackle by Jovan Haye),1.990,1.860
4,12:11,2,7,PIT 49,16,3,Rashard Mendenhall middle for 2 yards (tackle by Jason Babin),1.860,1.420
4,11:28,3,5,TEN 49,16,3,Charlie Batch sacked by Dave Ball for -1 yards,1.420,-0.060
4,10:57,4,6,PIT 50,16,3,"Daniel Sepulveda punts 50 yards, touchback",-0.060,-0.280
4,10:47,1,10,TEN 20,16,3,Chris Johnson right end for 1 yard (tackle by James Harrison),0.280,-0.130
4,10:08,2,9,TEN 21,16,3,"Kerry Collins pass incomplete. Penalty on Kerry Collins: Intentional Grounding, 15 yards",-0.130,-3.060
4,10:03,3,24,TEN 6,16,3,"Penalty on Kenny Britt: False Start, 3 yards (no play)",-3.060,-3.410
4,10:03,3,27,TEN 3,16,3,Kerry Collins pass complete short left to Justin Gage for 18 yards (tackle by Ryan Clark),-3.410,-1.960
4,9:24,4,9,TEN 21,16,3,"Brett Kern punts 42 yards, returned by Antwaan Randle El for 7 yards (tackle by Ken Amato)",-1.960,-1.860
4,9:14,1,10,PIT 44,16,3,Isaac Redman right tackle for 3 yards (tackle by Tony Brown),1.860,1.720
4,8:28,2,7,PIT 47,16,3,Rashard Mendenhall right tackle for 1 yard (tackle by Cortland Finnegan and Stephen Tulloch),1.720,1.160
4,7:40,3,6,PIT 48,16,3,"Penalty on Charlie Batch: Delay of Game, 5 yards (no play)",1.160,0.500
4,7:20,3,11,PIT 43,16,3,Charlie Batch pass complete short left to Heath Miller for -2 yards (tackle by Stephen Tulloch),0.500,-0.650
4,6:48,4,13,PIT 41,16,3,"Daniel Sepulveda punts 59 yards, touchback",-0.650,-0.280
4,6:42,1,10,TEN 20,16,3,"Kerry Collins sacked by LaMarr Woodley for -5 yards. Kerry Collins fumbles (forced by LaMarr Woodley), recovered by Chris Hoke at TEN-15 (tackle by Jake Scott)",0.280,-4.580
,,,,,,,"TEN challenged the fumble ruling, and the play was upheld.",,
4,6:32,1,10,TEN 15,16,3,Rashard Mendenhall left end for 5 yards (tackle by Jason McCourty and Sen'Derrick Marks),4.580,4.840
4,5:51,2,5,TEN 10,16,3,Isaac Redman middle for 1 yard (tackle by Colin Allred),4.840,4.220
4,5:10,3,4,TEN 9,16,3,Charlie Batch pass incomplete short right intended for Hines Ward,4.220,2.900
4,5:04,4,4,TEN 9,19,3,Jeff Reed 27 yard field goal good,2.900,3.000
4,,,,PIT 30,19,3,"Jeff Reed kicks off 69 yards, returned by Marc Mariani for 14 yards (tackle by Anthony Madison)",0.000,-0.220
4,4:51,1,10,TEN 15,19,3,Kerry Collins pass complete short right to Nate Washington for 7 yards (tackle by Lawrence Timmons and Troy Polamalu),-0.220,0.350
4,4:32,2,3,TEN 22,19,3,"Kerry Collins sacked by Brett Keisel for -9 yards. Kerry Collins fumbles (forced by Brett Keisel), recovered by Jared Cook at TEN-16 and returned for 8 yards",0.350,-0.270
4,4:03,3,1,TEN 24,19,3,Kerry Collins pass complete short middle to Chris Johnson for 1 yard (tackle by James Harrison),-0.270,0.610
4,3:40,1,10,TEN 25,19,3,Kerry Collins pass complete deep right to Nate Washington for 20 yards (tackle by Ryan Clark),0.610,1.930
4,3:15,1,10,TEN 45,19,3,Kerry Collins pass complete short right to Jared Cook for 5 yards (tackle by Lawrence Timmons),1.930,2.060
4,2:44,2,5,,19,3,Kerry Collins pass complete short left to Kenny Britt for 11 yards (tackle by Ike Taylor). Penalty on PIT: Defensive 12 On-field (Declined),2.060,2.980
4,2:39,1,10,PIT 39,19,3,Kerry Collins pass incomplete short right intended for Nate Washington,2.980,2.440
4,2:36,2,10,PIT 39,19,3,Kerry Collins pass complete short left to Kenny Britt for 9 yards (tackle by Ike Taylor),2.440,2.940
4,2:31,3,1,PIT 30,19,3,Kerry Collins pass incomplete short left intended for Kenny Britt,2.940,1.520
4,2:26,4,1,PIT 30,19,3,Kerry Collins pass complete short right to Nate Washington for 5 yards (tackle by Bryant McFadden),1.520,3.910
4,2:03,1,10,PIT 25,19,3,Kerry Collins pass complete short left to Kenny Britt for 11 yards (tackle by Lawrence Timmons),3.910,4.650
4,1:59,1,10,PIT 14,19,3,Kerry Collins pass complete short middle to Kenny Britt for 7 yards (tackle by LaMarr Woodley and Ike Taylor),4.650,5.280
4,1:36,2,3,PIT 7,19,3,Kerry Collins pass incomplete short left intended for Kenny Britt,5.280,4.500
4,1:32,3,3,PIT 7,19,3,Kerry Collins pass complete short right to Bo Scaife for 6 yards (tackle by Ryan Clark),4.500,6.970
4,1:13,1,1,PIT 1,19,3,Kerry Collins middle for -1 yards (tackle by Troy Polamalu),6.970,5.720
4,1:09,,,,19,3,Timeout #2 by Tennessee Titans,0.000,5.720
4,1:09,2,2,PIT 2,19,3,Chris Johnson left end for no gain (tackle by Lawrence Timmons),5.720,4.950
4,1:03,,,,19,3,Timeout #3 by Tennessee Titans,0.000,4.950
4,1:03,3,2,PIT 2,19,9,"Kerry Collins pass complete short right to Nate Washington for 2 yards, touchdown",4.950,7.000
4,,,,,19,11,"Two Point Attempt: Kerry Collins pass complete to Kenny Britt, conversion succeeds",1.000,1.000
4,,,,TEN 30,19,11,Rob Bironas kicks onside 2 yards (onside kick successful),0.000,1.070
4,0:56,1,10,TEN 32,19,11,Kerry Collins pass complete short right to Bo Scaife for 7 yards (tackle by James Harrison and Lawrence Timmons),1.070,1.470
4,0:37,2,3,TEN 39,19,11,Kerry Collins pass complete deep left to Justin Gage for 30 yards (tackle by Ike Taylor),1.470,3.510
4,0:20,1,10,PIT 31,19,11,Kerry Collins spiked the ball,3.510,2.970
4,0:20,2,10,PIT 31,19,11,Kerry Collins pass incomplete deep right intended for Nate Washington (defended by Bryant McFadden),2.970,2.280
4,0:13,3,10,PIT 31,19,11,"Penalty on Leroy Harris: False Start, 5 yards (no play)",2.280,1.620
4,0:13,3,15,PIT 36,19,11,"Penalty on Bo Scaife: False Start, 5 yards (no play)",1.620,0.960
4,0:13,3,20,PIT 41,19,11,Kerry Collins pass complete short middle to Chris Johnson for no gain,0.960,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
