Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,6:00,1,10,SFO 40,3,0,"Penalty on Aaron Banks: False Start, 5 yards (accepted) (no play)",1.600,1.270
1,5:41,1,15,SFO 35,3,0,Brock Purdy pass incomplete short right intended for Brandon Aiyuk (defended by Darnell Savage),1.270,0.380
1,5:35,2,15,SFO 35,3,0,Brock Purdy pass complete short middle to Deebo Samuel for 9 yards (tackle by Quay Walker and De'Vondre Campbell),0.380,0.890
1,4:51,3,6,SFO 44,3,0,Brock Purdy sacked by and Preston Smith for -7 yards and Kenny Clark for -7 yards,0.890,-0.910
1,4:20,4,13,SFO 37,3,0,"Mitch Wishnowsky punts 57 yards, returned by Jayden Reed for 12 yards (tackle by Darrell Luter)",-0.910,-0.040
1,4:09,1,10,GNB 18,3,0,Jordan Love pass incomplete deep left intended for Luke Musgrave,0.040,-0.490
1,4:05,2,10,GNB 18,3,0,"Jordan Love pass incomplete intended for Christian Watson. Penalty on Tashaun Gipson: Defensive Pass Interference, 7 yards (accepted) (no play)",-0.490,0.610
1,4:02,1,10,GNB 25,3,0,Jordan Love pass complete short middle to Jayden Reed for no gain (tackle by Fred Warner),0.610,0.060
1,3:23,2,10,GNB 25,3,0,Jordan Love pass complete short middle to Aaron Jones for 4 yards (tackle by Fred Warner and Dre Greenlaw),0.060,-0.100
1,2:44,3,6,GNB 29,3,0,Jordan Love pass complete deep right to Romeo Doubs for 38 yards (tackle by Logan Ryan),-0.100,3.380
1,2:03,1,10,SFO 33,3,0,"Jordan Love pass incomplete intended for Aaron Jones. Penalty on Sean Rhyan: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.380,3.050
1,1:59,1,15,SFO 38,3,0,Emanuel Wilson left end for 4 yards (tackle by Logan Ryan),3.050,2.700
1,1:16,2,11,SFO 34,3,0,Jordan Love pass complete short right to Emanuel Wilson for 11 yards (tackle by Dre Greenlaw),2.700,4.040
1,0:52,1,10,SFO 23,3,0,Jordan Love pass incomplete short right,4.040,3.500
1,0:44,2,10,SFO 23,3,0,Aaron Jones right end for 9 yards (tackle by Sebastian Joseph-Day),3.500,4.280
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,SFO 14,3,0,Aaron Jones up the middle for no gain (tackle by Chase Young),4.280,2.660
2,14:38,4,1,SFO 14,3,0,Jordan Love up the middle for no gain (tackle by Dre Greenlaw and Arik Armstead),2.660,0.280
2,14:30,1,10,SFO 14,3,0,Brock Purdy pass complete short right to George Kittle for 9 yards (tackle by De'Vondre Campbell),-0.280,0.550
2,13:53,2,1,SFO 23,3,0,Brock Purdy pass incomplete short left intended for Christian McCaffrey,0.550,-0.320
2,13:48,3,1,SFO 23,3,0,Brock Purdy up the middle for 2 yards (tackle by Tedarrell Slaton),-0.320,0.610
2,13:11,1,10,SFO 25,3,0,Christian McCaffrey right tackle for 3 yards (tackle by Devonte Wyatt),0.610,0.470
2,12:30,2,7,SFO 28,3,0,Christian McCaffrey left tackle for 6 yards (tackle by De'Vondre Campbell),0.470,0.560
2,11:46,3,1,SFO 34,3,0,Christian McCaffrey left tackle for 3 yards (tackle by Jonathan Owens and De'Vondre Campbell),0.560,1.400
2,11:05,1,10,SFO 37,3,0,Brock Purdy pass incomplete short middle intended for Christian McCaffrey,1.400,0.860
2,11:02,2,10,SFO 37,3,0,Brock Purdy pass complete deep middle to Jauan Jennings for 16 yards (tackle by Darnell Savage),0.860,2.460
2,10:21,1,10,GNB 47,3,0,Brock Purdy pass complete short right to Brandon Aiyuk for 10 yards (tackle by Carrington Valentine),2.460,3.120
2,9:39,1,10,GNB 37,3,0,Brock Purdy pass incomplete deep right,3.120,2.570
2,9:33,2,10,GNB 37,3,0,Christian McCaffrey right guard for 5 yards (tackle by Rashan Gary and Quay Walker),2.570,2.540
2,8:48,3,5,GNB 32,3,6,"Brock Purdy pass complete deep right to George Kittle for 32 yards, touchdown",2.540,7.000
2,8:42,,,GNB 15,3,7,Jake Moody kicks extra point good,0.000,0.000
2,8:42,,,SFO 35,3,7,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
2,8:42,1,10,GNB 25,3,7,Jordan Love pass complete deep right to Jayden Reed for 27 yards (tackle by Charvarius Ward),0.610,2.390
2,8:02,1,10,SFO 48,3,7,Aaron Jones left end for 9 yards (tackle by Tashaun Gipson),2.390,3.060
2,7:26,2,1,SFO 39,3,7,Aaron Jones up the middle for 5 yards (tackle by Dre Greenlaw and Randy Gregory),3.060,3.310
2,6:49,1,10,SFO 34,3,7,"Jordan Love scrambles right end for 3 yards (tackle by Deommodore Lenoir). Penalty on Randy Gregory: Unnecessary Roughness / Defense, 15 yards (offset) . Penalty on Josh Myers: Unnecessary Roughness / Offense, 15 yards (offset)",3.310,3.180
2,6:22,2,7,SFO 31,3,7,Jordan Love pass incomplete short left intended for Dontayvion Wicks,3.180,2.480
2,6:18,3,7,SFO 31,3,7,Jordan Love pass complete deep left to Romeo Doubs for 22 yards,2.480,5.140
2,5:44,1,9,SFO 9,3,7,Aaron Jones right guard for no gain (tackle by Deommodore Lenoir),5.140,4.380
2,5:05,2,9,SFO 9,3,7,Jordan Love pass complete short right to Aaron Jones for -2 yards (tackle by Dre Greenlaw),4.380,3.120
2,4:18,3,11,SFO 11,3,7,Jordan Love pass incomplete short right intended for Tucker Kraft,3.120,2.700
2,4:13,4,11,SFO 11,6,7,Anders Carlson 29 yard field goal good,2.700,3.000
2,4:09,,,GNB 35,6,7,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
2,4:09,1,10,SFO 25,6,7,Christian McCaffrey left end for 1 yard (tackle by De'Vondre Campbell and Keisean Nixon),0.610,0.200
2,3:27,2,9,SFO 26,6,7,Brock Purdy pass complete short left to Jauan Jennings for 12 yards (tackle by De'Vondre Campbell and Darnell Savage),0.200,1.470
2,2:45,1,10,SFO 38,6,7,Christian McCaffrey left tackle for 2 yards (tackle by Kenny Clark),1.470,1.190
2,2:00,2,8,SFO 40,6,7,Brock Purdy pass complete short left to Christian McCaffrey for 9 yards (tackle by Jaire Alexander and Quay Walker),1.190,2.190
2,1:26,1,10,SFO 49,6,7,Christian McCaffrey right end for 5 yards (tackle by Quay Walker),2.190,2.320
2,1:19,2,5,GNB 46,6,7,Christian McCaffrey up the middle for 3 yards (tackle by Keisean Nixon and Kenny Clark),2.320,2.010
2,0:34,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:34,3,2,GNB 43,6,7,Brock Purdy pass complete short left to Jauan Jennings for 5 yards (tackle by Jaire Alexander),2.010,3.050
2,0:28,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:28,1,10,GNB 38,6,7,Brock Purdy pass complete short left to Christian McCaffrey for 8 yards (tackle by Quay Walker),3.050,3.590
2,0:15,2,2,GNB 30,6,7,Brock Purdy spiked the ball,3.590,2.870
2,0:14,,,,,,Timeout #1 by Green Bay Packers,,
2,0:14,3,2,GNB 30,6,7,Brock Purdy pass incomplete short left,2.870,1.500
2,0:10,,,,,,Timeout #2 by Green Bay Packers,,
2,0:10,4,2,GNB 30,6,7,Jake Moody 48 yard field goal no good blocked by Colby Wooden,1.500,-1.470
2,0:05,1,10,GNB 38,6,7,Jordan Love kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,6,7,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,6,7,Jauan Jennings left tackle for -1 yards (tackle by Quay Walker and Jonathan Owens),0.610,-0.070
3,14:21,2,11,SFO 24,6,7,Brock Purdy pass complete short middle to Ray-Ray McCloud for 7 yards (tackle by De'Vondre Campbell),-0.070,0.170
3,13:40,3,4,SFO 31,6,7,Brock Purdy pass incomplete deep right intended for Brandon Aiyuk,0.170,-1.310
3,13:35,4,4,SFO 31,6,7,"Mitch Wishnowsky punts 44 yards, fair catch by Jayden Reed at GB-25",-1.310,-0.610
3,13:28,1,10,GNB 25,6,7,Jordan Love pass complete short middle to Tucker Kraft for 7 yards (tackle by Fred Warner),0.610,1.010
3,12:52,2,3,GNB 32,6,7,Aaron Jones left tackle for 2 yards (tackle by Arik Armstead),1.010,0.560
3,12:11,3,1,GNB 34,6,7,Aaron Jones up the middle for 1 yard (tackle by Nick Bosa),0.560,1.270
3,11:34,1,10,GNB 35,6,7,Jayden Reed left end for 9 yards (tackle by Ambry Thomas),1.270,1.940
3,10:52,2,1,GNB 44,6,7,Jordan Love pass incomplete short left intended for Aaron Jones,1.940,1.220
3,10:46,3,1,GNB 44,6,7,"Jordan Love for no gain (tackle by Javon Kinlaw) GNB challenged the runner was down by contact ruling, and the original play was overturned. Jordan Love up the middle for 1 yard (tackle by Javon Kinlaw)",1.220,1.930
3,10:36,1,10,GNB 45,6,7,"Jordan Love for -11 yards. Jordan Love fumbles (tackle by Randy Gregory), recovered by Aaron Jones at GB-34. Penalty on Rasheed Walker: Offensive Holding, 10 yards (declined)",1.930,-0.100
3,10:17,2,21,GNB 34,6,7,Jordan Love pass complete short left to Aaron Jones for 6 yards (tackle by Dre Greenlaw),-0.100,0.040
3,9:40,3,15,GNB 40,6,7,"Jordan Love pass incomplete intended for Bo Melton. Penalty on Ambry Thomas: Defensive Pass Interference, 41 yards (accepted) (no play)",0.040,4.310
3,9:33,1,10,SFO 19,12,7,"Jordan Love pass complete deep right to Bo Melton for 19 yards, touchdown",4.310,7.000
3,9:27,,,SFO 15,13,7,Anders Carlson kicks extra point good,0.000,0.000
3,9:27,,,GNB 35,13,7,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,9:27,1,10,SFO 25,13,7,Brock Purdy pass complete short middle to Christian McCaffrey for 4 yards (tackle by Quay Walker),0.610,0.600
3,8:43,2,6,SFO 29,13,7,Brock Purdy pass incomplete short middle intended for Christian McCaffrey,0.600,-0.100
3,8:39,3,6,SFO 29,13,7,Brock Purdy pass complete short left to George Kittle for 32 yards (tackle by Jaire Alexander),-0.100,2.980
3,7:47,1,10,GNB 39,13,13,"Christian McCaffrey right guard for 39 yards, touchdown",2.980,7.000
3,7:39,,,GNB 15,13,14,Jake Moody kicks extra point good,0.000,0.000
3,7:39,,,SFO 35,13,14,"Jake Moody kicks off 65 yards, returned by Keisean Nixon for 73 yards. Keisean Nixon fumbles (forced by Demetrius Flannigan-Fowles), recovered by Eric Wilson at SF-20",0.000,4.240
3,7:23,1,10,SFO 20,13,14,Aaron Jones left tackle for no gain (tackle by Nick Bosa and Fred Warner),4.240,3.690
3,6:48,2,10,SFO 20,13,14,Jordan Love pass complete short middle to Romeo Doubs for 15 yards (tackle by Charvarius Ward),3.690,6.060
3,6:06,1,5,SFO 5,13,14,Aaron Jones up the middle for 3 yards (tackle by Javon Kinlaw),6.060,5.720
3,5:26,2,2,SFO 2,19,14,"Jordan Love pass complete short right to Tucker Kraft for 2 yards, touchdown",5.720,7.000
3,5:23,,,SFO 2,21,14,Two Point Attempt: Jordan Love pass complete to to Aaron Jones for no gain,1.000,1.000
3,5:23,,,GNB 35,21,14,"Anders Carlson kicks off 63 yards, returned by Ray-Ray McCloud for 23 yards (tackle by Anthony Johnson)",0.000,0.610
3,5:15,1,10,SFO 25,21,14,"Penalty on Trent Williams: Unnecessary Roughness / Offense, 12 yards (accepted) (no play)",0.610,-0.320
3,5:15,1,10,SFO 13,21,14,Christian McCaffrey up the middle for 1 yard (tackle by Rashan Gary and Tedarrell Slaton),-0.320,-0.680
3,4:37,2,9,SFO 14,21,14,Brock Purdy pass complete short left to Christian McCaffrey for 4 yards (tackle by Rashan Gary and Kenny Clark),-0.680,-0.830
3,3:59,3,5,SFO 18,21,14,Brock Purdy pass incomplete short right intended for Jauan Jennings,-0.830,-2.240
3,3:54,4,5,SFO 18,21,14,"Mitch Wishnowsky punts 48 yards, returned by Jayden Reed for 4 yards (tackle by Dee Winters)",-2.240,-1.470
3,3:43,1,10,GNB 38,21,14,Jordan Love pass complete short left to Christian Watson for 11 yards (tackle by Tashaun Gipson),1.470,2.190
3,3:03,1,10,GNB 49,21,14,Aaron Jones right tackle for -1 yards (tackle by Fred Warner),2.190,1.510
3,2:21,2,11,GNB 48,21,14,Jordan Love pass incomplete short right intended for Tucker Kraft,1.510,0.830
3,2:18,3,11,GNB 48,21,14,Jordan Love pass short middle intended for Tucker Kraft is intercepted by Dre Greenlaw at SF-45 and returned for 7 yards (tackle by Patrick Taylor),0.830,-2.390
3,2:02,1,10,GNB 48,21,14,Brock Purdy right end for 1 yard (tackle by Carrington Valentine),2.390,1.980
3,1:27,2,9,GNB 47,21,14,Brock Purdy pass incomplete short left intended for Brandon Aiyuk (defended by De'Vondre Campbell),1.980,1.290
3,1:24,3,9,GNB 47,21,14,Brock Purdy pass complete short left to Brandon Aiyuk for 12 yards (tackle by Jaire Alexander),1.290,3.250
3,0:41,1,10,GNB 35,21,14,Brock Purdy pass incomplete short left intended for Christian McCaffrey,3.250,2.700
3,0:36,2,10,GNB 35,21,14,Brock Purdy pass incomplete short middle intended for George Kittle,2.700,2.010
3,0:33,3,10,GNB 35,21,14,Brock Purdy scrambles left guard for 1 yard (tackle by Karl Brooks and Rashan Gary),2.010,1.060
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,9,GNB 34,21,17,Jake Moody 52 yard field goal good,1.060,3.000
4,14:56,,,SFO 35,21,17,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,14:56,1,10,GNB 25,21,17,Jordan Love pass complete short middle to Jayden Reed for 2 yards (tackle by Charvarius Ward),0.610,0.330
4,14:20,2,8,GNB 27,21,17,Jordan Love pass complete short left to Jayden Reed for 6 yards (tackle by Ambry Thomas),0.330,0.430
4,13:35,3,2,GNB 33,21,17,Jordan Love pass incomplete short left intended for Aaron Jones,0.430,-1.180
4,13:29,4,2,GNB 33,21,17,"Daniel Whelan punts 42 yards, fair catch by Ray-Ray McCloud at SF-25",-1.180,-0.610
4,13:22,1,10,SFO 25,21,17,Christian McCaffrey up the middle for 4 yards (tackle by Tedarrell Slaton),0.610,0.600
4,12:44,2,6,SFO 29,21,17,Christian McCaffrey up the middle for 10 yards (tackle by Quay Walker and Darnell Savage),0.600,1.530
4,12:03,1,10,SFO 39,21,17,Christian McCaffrey left guard for no gain (tackle by Jonathan Owens),1.530,0.990
4,11:26,2,10,SFO 39,21,17,Brock Purdy pass incomplete short left intended for Christian McCaffrey,0.990,0.300
4,11:23,3,10,SFO 39,21,17,Brock Purdy pass complete deep middle to Jauan Jennings for 21 yards (tackle by Anthony Johnson),0.300,2.920
4,10:39,1,10,GNB 40,21,17,Brock Purdy pass complete short right to Christian McCaffrey for no gain (tackle by Darnell Savage),2.920,2.370
4,9:54,2,10,GNB 40,21,17,Brock Purdy pass incomplete deep left intended for George Kittle,2.370,1.680
4,9:49,3,10,GNB 40,21,17,Brock Purdy pass incomplete deep left intended for Ray-Ray McCloud,1.680,0.590
4,9:43,4,10,GNB 40,21,17,"Mitch Wishnowsky punts 30 yards, fair catch by Jayden Reed at GB-10",0.590,0.380
4,9:37,1,10,GNB 10,21,17,Aaron Jones left tackle for 53 yards (tackle by Deommodore Lenoir and Charvarius Ward),-0.380,3.120
4,8:50,1,10,SFO 37,21,17,"Penalty on Arik Armstead: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.120,3.850
4,8:32,1,5,SFO 32,21,17,Emanuel Wilson right end for 8 yards (tackle by Tashaun Gipson),3.850,3.970
4,7:51,1,10,SFO 24,21,17,Jordan Love pass complete short left to Tucker Kraft for no gain (tackle by Fred Warner),3.970,3.430
4,7:08,2,10,SFO 24,21,17,Aaron Jones left guard for 1 yard (tackle by Dre Greenlaw),3.430,2.870
4,6:25,3,9,SFO 23,21,17,Jordan Love pass incomplete short left intended for Dontayvion Wicks,2.870,1.930
4,6:21,4,9,SFO 23,21,17,Anders Carlson 41 yard field goal no good,1.930,-1.000
4,6:18,1,10,SFO 31,21,17,Brock Purdy pass complete short left to Jauan Jennings for 7 yards (tackle by Jaire Alexander),1.000,1.410
4,5:41,2,3,SFO 38,21,17,Christian McCaffrey up the middle for 2 yards (tackle by Lukas Van Ness),1.410,0.960
4,5:03,3,1,SFO 40,21,17,Brock Purdy up the middle for 2 yards (tackle by Lukas Van Ness),0.960,1.730
4,4:26,1,10,SFO 42,21,17,Brock Purdy pass complete short middle to Christian McCaffrey for 5 yards (tackle by De'Vondre Campbell),1.730,1.860
4,3:42,2,5,SFO 47,21,17,Brock Purdy pass incomplete short left intended for George Kittle,1.860,1.160
4,3:38,3,5,SFO 47,21,17,Brock Purdy pass complete short middle to Brandon Aiyuk for 10 yards (tackle by Keisean Nixon),1.160,2.720
4,3:03,1,10,GNB 43,21,17,Brock Purdy pass complete deep right to Chris Conley for 17 yards (tackle by Carrington Valentine),2.720,3.840
4,3:00,1,10,GNB 26,21,17,Brock Purdy pass complete short left to George Kittle for 8 yards (tackle by Keisean Nixon),3.840,4.450
4,2:21,2,2,GNB 18,21,17,Christian McCaffrey left tackle for 3 yards (tackle by Kenny Clark),4.450,4.580
4,2:00,1,10,GNB 15,21,17,Brock Purdy pass complete short right to Christian McCaffrey for no gain (tackle by Quay Walker and Carrington Valentine),4.580,3.950
4,1:55,2,10,GNB 15,21,17,Brock Purdy scrambles left end for 9 yards (tackle by Keisean Nixon),3.950,4.900
4,1:11,3,1,GNB 6,21,23,"Christian McCaffrey right guard for 6 yards, touchdown",4.900,7.000
4,1:07,,,GNB 15,21,24,Jake Moody kicks extra point good,0.000,0.000
4,1:07,,,SFO 35,21,24,"Jake Moody kicks off 65 yards, touchback.",0.000,0.610
4,1:07,1,10,GNB 25,21,24,Jordan Love pass complete short left to Romeo Doubs for 8 yards (tackle by Ambry Thomas),0.610,1.140
4,1:02,2,2,GNB 33,21,24,Jordan Love pass incomplete short left intended for Romeo Doubs,1.140,0.430
4,0:59,3,2,GNB 33,21,24,Jordan Love pass complete short left to Luke Musgrave for 3 yards (tackle by Dre Greenlaw and Ambry Thomas),0.430,1.330
4,0:52,,,,,,Timeout #1 by Green Bay Packers,,
4,0:52,1,10,GNB 36,21,24,Jordan Love pass deep middle intended for Christian Watson is intercepted by Dre Greenlaw at SF-42 and returned for 18 yards (tackle by Jayden Reed),1.330,-2.920
4,0:34,1,10,GNB 40,21,24,Brock Purdy kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
