Quarter,Time,Down,ToGo,Location,DET,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 24,3,7,"Kevin Smith left end for no gain (tackle by Clint Session). Kevin Smith fumbles (forced by Clint Session), recovered by Antoine Bethea at IND-24 (tackle by Kevin Smith)",3.970,-0.540
2,14:55,1,10,IND 24,3,7,Dominic Rhodes right end for 8 yards (tackle by Leigh Bodden and Ryan Nece),0.540,1.080
2,14:11,2,2,IND 32,3,7,Peyton Manning pass complete short left to Reggie Wayne for 10 yards,1.080,1.730
2,13:36,1,10,IND 42,3,7,Peyton Manning left end for 4 yards (tackle by Ernie Sims),1.730,1.730
2,12:56,2,6,IND 46,3,7,Dominic Rhodes right tackle for -4 yards (tackle by Landon Cohen and Ikaika Alama-Francis),1.730,0.500
2,12:15,3,10,IND 42,3,7,Peyton Manning sacked by Ernie Sims and Ikaika Alama-Francis for -3 yards,0.500,-0.780
,,,,,,,"DET challenged the runner was down by contact ruling, and the play was upheld.",,
2,11:53,4,13,IND 39,3,7,"Hunter Smith punts 54 yards, returned by Aveion Cason for 1 yard (tackle by Melvin Bullitt)",-0.780,0.380
2,11:41,1,10,DET 8,3,7,Kevin Smith up the middle for 9 yards (tackle by Kelvin Hayden),-0.380,0.050
2,11:03,2,1,DET 17,3,7,Kevin Smith left tackle for -3 yards (tackle by Clint Session),0.050,-0.720
2,10:21,3,4,DET 14,3,7,"Dan Orlovsky pass incomplete deep middle intended for Calvin Johnson. Penalty on Keiwan Ratliff: Illegal Contact, 5 yards (no play)",-0.720,0.150
2,10:16,1,10,DET 19,3,7,Dan Orlovsky pass incomplete deep left intended for Calvin Johnson (defended by Antoine Bethea),0.150,-0.390
2,10:09,2,10,DET 19,3,7,Kevin Smith up the middle for -4 yards (tackle by Melvin Bullitt),-0.390,-1.760
2,9:27,3,14,DET 15,3,7,Kevin Smith up the middle for 9 yards (tackle by Raheem Brock),-1.760,-1.770
2,8:54,4,5,DET 24,3,7,"Nick Harris punts 51 yards, returned by Keiwan Ratliff for 19 yards (tackle by Keith Smith). Keiwan Ratliff fumbles, ball out of bounds at IND-44",-1.770,-1.860
2,8:42,1,10,IND 44,3,7,Dominic Rhodes left end for -3 yards (tackle by Paris Lenon),1.860,0.910
2,8:11,2,13,IND 41,3,7,Peyton Manning pass complete short left to Gijon Robinson for 8 yards (tackle by Travis Fisher),0.910,1.290
2,7:43,3,5,IND 49,3,7,"Peyton Manning pass complete short right to Dominic Rhodes for 2 yards (tackle by Paris Lenon). Penalty on Dewayne White: Unnecessary Roughness, 15 yards",1.290,3.310
2,7:22,1,10,DET 34,3,7,Peyton Manning pass complete short right to Chad Simpson for 6 yards (tackle by Leigh Bodden),3.310,3.580
2,6:45,2,4,DET 28,3,7,Peyton Manning pass complete short left to Anthony Gonzalez for 6 yards (tackle by Kalvin Pearson),3.580,4.110
2,6:16,1,10,DET 22,3,7,Peyton Manning pass incomplete short left intended for Reggie Wayne,4.110,3.560
2,6:11,2,10,DET 22,3,7,Peyton Manning pass incomplete short left intended for Dallas Clark,3.560,2.870
2,6:07,3,10,DET 22,3,7,Peyton Manning pass complete short left to Dominic Rhodes for 17 yards (tackle by Daniel Bullocks),2.870,6.060
2,5:34,,,,3,7,Timeout #2 by Indianapolis Colts,0.000,6.060
2,5:34,1,5,DET 5,3,7,"Penalty on Dewayne White: Neutral Zone Infraction, 3 yards (no play)",6.060,6.740
2,5:34,1,2,DET 2,3,13,"Chad Simpson left tackle for 2 yards, touchdown",6.740,7.000
2,,,,DET 2,3,14,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,3,14,"Adam Vinatieri kicks off 72 yards, returned by Aveion Cason for 33 yards (tackle by Keiwan Ratliff)",0.000,1.000
2,5:24,1,10,DET 31,3,14,Dan Orlovsky pass complete short right to Calvin Johnson for 8 yards (tackle by Freddie Keiaho),1.000,1.540
2,4:47,2,2,DET 39,3,14,Dan Orlovsky pass complete deep right to Michael Gaines for 33 yards (tackle by Melvin Bullitt),1.540,3.710
2,4:01,1,10,IND 28,3,14,"Penalty on Edwin Mulitalo: False Start, 5 yards (no play)",3.710,3.380
2,3:42,1,15,IND 33,9,14,"Dan Orlovsky pass complete short right to Calvin Johnson for 33 yards, touchdown",3.380,7.000
2,,,,IND 2,10,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,14,"Jason Hanson kicks off 71 yards, returned by Najeh Davenport for 23 yards (tackle by Corey Smith)",0.000,0.410
2,3:30,1,10,IND 22,10,14,Peyton Manning pass complete short right to Dallas Clark for 12 yards (tackle by Daniel Bullocks),0.410,1.200
2,3:03,1,10,IND 34,10,14,Peyton Manning pass complete short left to Reggie Wayne for 9 yards,1.200,1.870
2,2:44,2,1,IND 43,10,14,Dominic Rhodes left tackle for 5 yards (tackle by Paris Lenon),1.870,2.130
2,2:09,1,10,IND 48,10,14,Peyton Manning pass complete short left to Dallas Clark for 18 yards (tackle by Paris Lenon),2.130,3.310
2,2:00,1,10,DET 34,10,14,Dominic Rhodes up the middle for 7 yards (tackle by Kalvin Pearson),3.310,3.720
2,1:40,2,3,DET 27,10,14,Peyton Manning pass complete short left to Dallas Clark for 24 yards (tackle by Daniel Bullocks),3.720,6.510
2,0:57,1,3,DET 3,10,14,Peyton Manning pass incomplete short right intended for Marvin Harrison (defended by Stuart Schweigert),6.510,5.530
2,0:53,2,3,DET 3,10,20,"Peyton Manning pass complete short middle to Dallas Clark for 3 yards, touchdown",5.530,7.000
2,,,,DET 2,10,21,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,10,21,"Adam Vinatieri kicks off 70 yards, returned by Aveion Cason for 31 yards (tackle by Jordan Senn)",0.000,1.000
2,0:40,1,10,DET 31,10,21,Kevin Smith left tackle for -1 yards (tackle by Clint Session),1.000,0.320
2,0:33,,,,10,21,Timeout #2 by Detroit Lions,0.000,0.320
2,0:33,2,11,DET 30,10,21,Dan Orlovsky pass complete short middle to John Standeford for 9 yards (tackle by Freddie Keiaho),0.320,0.830
2,0:16,3,2,DET 39,10,21,Dan Orlovsky pass complete short left to Kevin Smith for 5 yards (tackle by Freddie Keiaho),0.830,1.860
2,0:09,,,,10,21,Timeout #3 by Detroit Lions,0.000,1.860
2,0:09,1,10,DET 44,10,21,Dan Orlovsky pass complete short left to Kevin Smith for 6 yards (tackle by Tim Jennings),1.860,2.130
Quarter,Time,Down,ToGo,Location,DET,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,21,"Adam Vinatieri kicks off 73 yards, returned by Aveion Cason for 25 yards (tackle by Darrell Reid)",0.000,0.410
3,14:55,1,10,DET 22,10,21,Kevin Smith up the middle for 7 yards (tackle by Kelvin Hayden),0.410,0.810
3,14:19,2,3,DET 29,10,21,Dan Orlovsky pass complete short right to Kevin Smith for 7 yards,0.810,1.330
3,13:54,1,10,DET 36,10,21,Dan Orlovsky pass complete short left to John Standeford for 4 yards (tackle by Tim Jennings),1.330,1.330
3,13:18,2,6,DET 40,10,21,Kevin Smith left tackle for -1 yards (tackle by Marcus Howard and Buster Davis),1.330,0.500
3,12:35,3,7,DET 39,10,21,Dan Orlovsky pass incomplete deep left intended for Calvin Johnson (defended by Melvin Bullitt),0.500,-0.780
3,12:29,4,7,DET 39,10,21,"Nick Harris punts 53 yards, returned by Keiwan Ratliff for 11 yards (tackle by Casey Fitzsimmons). Keiwan Ratliff fumbles, recovered by Corey Smith at IND-21",-0.780,4.170
3,12:15,1,10,IND 21,10,21,Kevin Smith right tackle for 2 yards (tackle by Daniel Muir),4.170,3.900
3,11:39,2,8,IND 19,10,21,Dan Orlovsky pass complete short right to Calvin Johnson for 9 yards (tackle by Melvin Bullitt),3.900,4.910
3,10:57,1,10,IND 10,10,21,Kevin Smith up the middle for -1 yards (tackle by Freddie Keiaho and Tim Jennings),4.910,4.020
3,10:13,2,11,IND 11,10,21,Dan Orlovsky pass incomplete short middle intended for Calvin Johnson (defended by Keiwan Ratliff),4.020,3.120
3,10:08,3,11,IND 11,10,21,Dan Orlovsky pass incomplete short middle intended for Calvin Johnson (defended by Matt Giordano),3.120,2.700
3,10:04,4,11,IND 11,13,21,Jason Hanson 30 yard field goal good,2.700,3.000
3,,,,DET 30,13,21,"Jason Hanson kicks off 70 yards, returned by Najeh Davenport for 23 yards (tackle by Stuart Schweigert)",0.000,0.480
3,9:53,1,10,IND 23,13,21,"Peyton Manning pass complete short right to Marvin Harrison for 5 yards (tackle by Leigh Bodden). Marvin Harrison fumbles (forced by Leigh Bodden), recovered by Marvin Harrison at IND-28. Penalty on Marvin Harrison: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
3,9:23,1,20,IND 13,13,21,Dominic Rhodes for 10 yards (tackle by Paris Lenon and Leigh Bodden),-0.590,-0.070
3,8:55,2,10,IND 23,13,21,Peyton Manning pass complete short middle to Dallas Clark for 8 yards (tackle by Ernie Sims),-0.070,0.300
3,8:11,3,2,IND 31,13,21,"Peyton Manning pass complete short left to Reggie Wayne for 5 yards (tackle by Travis Fisher). Penalty on Cliff Avril: Roughing the Passer, 15 yards",0.300,2.320
3,7:38,1,10,DET 49,13,21,Peyton Manning pass complete short left to Reggie Wayne for 17 yards (tackle by Daniel Bullocks),2.320,3.450
3,6:55,1,10,DET 32,13,21,Peyton Manning pass complete short left to Reggie Wayne for 4 yards,3.450,3.440
3,6:28,2,6,DET 28,13,21,"Chad Simpson left tackle for 7 yards (tackle by Kalvin Pearson). Penalty on Mike Pollak: Offensive Holding, 10 yards (no play)",3.440,2.090
3,6:09,2,16,DET 38,13,21,Dominic Rhodes up the middle for -3 yards (tackle by Chartric Darby and Cliff Avril),2.090,1.030
3,5:49,3,19,DET 41,13,21,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.030,0.530
3,5:44,4,19,DET 41,13,21,"Hunter Smith punts 33 yards, returned by John Standeford for 1 yard (tackle by Jamie Silva)",0.530,0.380
3,5:31,1,10,DET 9,13,21,Dan Orlovsky pass complete short left to Casey Fitzsimmons for 8 yards (tackle by Melvin Bullitt),-0.380,-0.020
3,5:04,2,2,DET 17,13,21,Kevin Smith left tackle for 3 yards (tackle by Buster Davis and Melvin Bullitt),-0.020,0.280
3,4:21,1,10,DET 20,13,21,Dan Orlovsky pass complete short left to Calvin Johnson for 8 yards (tackle by Freddie Keiaho),0.280,0.810
3,3:43,2,2,DET 28,13,21,Kevin Smith right tackle for 3 yards (tackle by Buster Davis),0.810,1.000
3,3:05,1,10,DET 31,13,21,Dan Orlovsky pass complete short right to Calvin Johnson for 4 yards (tackle by Kelvin Hayden),1.000,1.000
3,2:30,2,6,DET 35,13,21,Dan Orlovsky pass complete short middle to Kevin Smith for 3 yards (tackle by Buster Davis),1.000,0.700
3,1:46,3,3,DET 38,13,21,Kevin Smith up the middle for 4 yards (tackle by Freddie Keiaho),0.700,1.730
3,1:08,1,10,DET 42,13,21,Dan Orlovsky pass complete deep right to Calvin Johnson for 33 yards (tackle by Kelvin Hayden),1.730,3.910
3,0:34,1,10,IND 25,13,21,Kevin Smith up the middle for no gain (tackle by Buster Davis),3.910,3.360
Quarter,Time,Down,ToGo,Location,DET,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 25,13,21,Dan Orlovsky pass complete short left to Kevin Smith for 9 yards (tackle by Freddie Keiaho),3.360,4.060
4,14:13,3,1,IND 16,13,21,Kevin Smith right end for 12 yards (tackle by Clint Session and Antoine Bethea),4.060,6.280
4,13:43,1,4,IND 4,13,21,Rudi Johnson up the middle for 2 yards (tackle by Clint Session),6.280,5.720
4,13:02,2,2,IND 2,13,21,"Dan Orlovsky pass incomplete short right intended for Calvin Johnson (defended by Kelvin Hayden). Penalty on Kelvin Hayden: Defensive Pass Interference, 1 yards (no play)",5.720,6.970
4,12:58,1,1,IND 1,19,21,"Kevin Smith left end for 1 yard, touchdown",6.970,7.000
4,,,,,21,21,"Two Point Attempt: Dan Orlovsky pass complete to Casey Fitzsimmons, conversion succeeds",1.000,1.000
4,,,,DET 30,21,21,"Jason Hanson kicks off 73 yards, returned by Najeh Davenport for 15 yards (tackle by Ryan Nece)",0.000,-0.350
4,12:45,1,10,IND 12,21,21,Peyton Manning pass complete short middle to Dominic Rhodes for 8 yards (tackle by Kalvin Pearson),-0.350,0.290
4,12:06,2,2,IND 20,21,21,Peyton Manning pass complete short right to Marvin Harrison for 16 yards (tackle by Leigh Bodden),0.290,1.330
4,11:37,1,10,IND 36,21,21,Peyton Manning pass complete short left to Dallas Clark for 11 yards (tackle by Keith Smith),1.330,2.060
4,10:52,1,10,IND 47,21,21,Dominic Rhodes left end for 9 yards (tackle by Daniel Bullocks and Paris Lenon),2.060,2.730
4,10:07,2,1,DET 44,21,21,Dominic Rhodes left tackle for 4 yards (tackle by Paris Lenon),2.730,2.920
4,9:32,1,10,DET 40,21,21,Peyton Manning pass complete deep left to Reggie Wayne for 39 yards (tackle by Ramzee Robinson),2.920,6.970
4,8:43,1,1,DET 1,21,27,"Dominic Rhodes right guard for 1 yard, touchdown",6.970,7.000
4,,,,DET 2,21,28,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,21,28,"Adam Vinatieri kicks off 71 yards, returned by Aveion Cason for 22 yards (tackle by Roy Hall)",0.000,0.340
4,8:34,1,10,DET 21,21,28,Dan Orlovsky pass complete short left to Calvin Johnson for 5 yards (tackle by Tim Jennings),0.340,0.480
4,7:58,2,5,DET 26,21,28,Dan Orlovsky pass complete short middle to Michael Gaines for 6 yards (tackle by Freddie Keiaho),0.480,1.070
4,7:19,1,10,DET 32,21,28,Dan Orlovsky pass complete short left to Keary Colbert for 9 yards (tackle by Tim Jennings),1.070,1.740
4,6:48,2,1,DET 41,21,28,Kevin Smith right tackle for 4 yards (tackle by Buster Davis),1.740,1.930
4,6:08,1,10,DET 45,21,28,Dan Orlovsky pass incomplete short right intended for Calvin Johnson,1.930,1.380
4,6:04,2,10,DET 45,21,28,Dan Orlovsky pass incomplete short right intended for Keary Colbert,1.380,0.700
4,6:01,3,10,DET 45,21,28,Dan Orlovsky pass complete short right to Kevin Smith for 1 yard (tackle by Kelvin Hayden),0.700,-0.320
4,5:30,4,9,DET 46,21,28,"Nick Harris punts 54 yards, touchback",-0.320,-0.280
4,5:21,1,10,IND 20,21,28,Dominic Rhodes up the middle for 5 yards (tackle by Ryan Nece and Paris Lenon),0.280,0.410
4,4:42,2,5,IND 25,21,28,Peyton Manning pass complete short middle to Dallas Clark for 9 yards (tackle by Ryan Nece),0.410,1.200
4,4:00,1,10,IND 34,21,28,Dominic Rhodes up the middle for 4 yards (tackle by Paris Lenon and Ernie Sims),1.200,1.200
4,3:14,2,6,IND 38,21,28,Peyton Manning pass complete deep left to Dallas Clark for 31 yards (tackle by Daniel Bullocks),1.200,3.510
4,3:06,1,10,DET 31,21,28,Dominic Rhodes left end for 9 yards (tackle by Paris Lenon and Ernie Sims),3.510,4.180
4,2:57,,,,21,28,Timeout #1 by Detroit Lions,0.000,4.180
4,2:57,2,1,DET 22,21,28,Chad Simpson up the middle for -1 yards (tackle by Corey Smith and Ikaika Alama-Francis),4.180,3.340
4,2:52,,,,21,28,Timeout #2 by Detroit Lions,0.000,3.340
4,2:52,3,2,DET 23,21,28,Chad Simpson left tackle for 5 yards (tackle by Paris Lenon and Daniel Bullocks),3.340,4.370
4,2:42,,,,21,28,Timeout #3 by Detroit Lions,0.000,4.370
4,2:42,1,10,DET 18,21,28,Chad Simpson left tackle for 1 yard (tackle by Landon Cohen and Ryan Nece),4.370,3.940
4,2:00,2,9,DET 17,21,28,Chad Simpson up the middle for 3 yards (tackle by Kalvin Pearson),3.940,3.630
4,1:16,3,6,DET 14,21,28,"Chad Simpson right end for 1 yard (tackle by Kalvin Pearson). Chad Simpson fumbles (forced by Kalvin Pearson), recovered by Chad Simpson at DET-13",3.630,2.620
4,0:44,4,5,DET 13,21,31,Adam Vinatieri 31 yard field goal good,2.620,3.000
4,,,,IND 30,21,31,"Adam Vinatieri kicks off 44 yards, returned by Corey Smith for 17 yards (tackle by Dante Hughes)",0.000,1.800
4,0:31,1,10,DET 43,21,31,"Dan Orlovsky pass complete short right to Calvin Johnson for 11 yards (tackle by Kelvin Hayden). Calvin Johnson fumbles (forced by Kelvin Hayden), recovered by Freddie Keiaho at IND-46 and returned for 2 yards (tackle by Jerome Felton)",1.800,-2.130
4,0:23,1,10,IND 48,21,31,Peyton Manning kneels for -1 yards,2.130,1.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
