Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
1,8:14,1,10,CAR 34,0,0,Kyler Murray pass incomplete short right intended for Christian Kirk,3.310,2.770
1,8:09,2,10,CAR 34,0,0,Kyler Murray up the middle for 9 yards (tackle by Shaq Thompson),2.770,3.270
1,7:30,3,1,CAR 25,0,0,Kyler Murray pass complete short right to Larry Fitzgerald for 2 yards (tackle by Ross Cockrell),3.270,4.040
1,6:51,1,10,CAR 23,0,0,Kyler Murray pass complete short right to Michael Crabtree for 6 yards (tackle by James Bradberry),4.040,4.380
1,6:22,2,4,CAR 17,0,0,Kyler Murray pass complete short left to Charles Clay for 9 yards (tackle by Dontari Poe and Luke Kuechly),4.380,5.370
1,5:45,1,8,CAR 8,0,0,Kyler Murray pass complete short right to Christian Kirk for 4 yards (tackle by Tre Boston),5.370,5.340
1,5:10,2,4,CAR 4,0,0,David Johnson up the middle for 3 yards (tackle by Brian Burns),5.340,5.170
1,4:34,3,1,CAR 1,0,6,"Kyler Murray pass complete short right to Larry Fitzgerald for 1 yard, touchdown",5.170,7.000
1,4:30,,,CAR 15,0,7,Zane Gonzalez kicks extra point good,0.000,0.000
1,4:30,,,ARI 35,0,7,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,4:30,1,10,CAR 25,0,7,Christian McCaffrey up the middle for 4 yards (tackle by Tramaine Brock and Haason Reddick),0.610,0.600
1,3:53,2,6,CAR 29,0,7,Kyle Allen pass complete short right to Curtis Samuel for 12 yards (tackle by Byron Murphy),0.600,1.660
1,3:12,1,10,CAR 41,0,7,Kyle Allen pass complete short middle to Christian McCaffrey for 3 yards (tackle by Jordan Hicks),1.660,1.530
1,2:32,2,7,CAR 44,0,7,Kyle Allen pass complete short right to Alex Armah for 2 yards (tackle by Chandler Jones),1.530,1.090
1,1:49,3,5,CAR 46,0,7,Kyle Allen pass complete short middle to Greg Olsen for 13 yards (tackle by Jordan Hicks),1.090,2.850
1,1:09,1,10,ARI 41,0,7,Kyle Allen up the middle for 1 yard (tackle by Cassius Marsh),2.850,2.440
1,0:24,2,9,ARI 40,0,7,"Kyle Allen pass complete short right to Chris Hogan for 6 yards (tackle by Chandler Jones). Penalty on Chandler Jones: Horse Collar Tackle, 15 yards",2.440,4.310
1,0:01,1,10,ARI 19,0,7,D.J. Moore right end for 12 yards (tackle by Haason Reddick and Clinton McDonald),4.310,5.600
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,7,ARI 7,0,7,Christian McCaffrey up the middle for 2 yards (tackle by Haason Reddick),5.600,5.150
2,14:21,2,5,ARI 5,0,7,Kyle Allen pass incomplete short right,5.150,4.260
2,14:15,3,5,ARI 5,6,7,"Kyle Allen pass complete short right to Curtis Samuel for 5 yards, touchdown, touchdown",4.260,7.000
2,14:09,,,ARI 15,7,7,Joey Slye kicks extra point good,0.000,0.000
2,14:09,,,CAR 35,7,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,14:09,1,10,ARI 25,7,7,Kyler Murray pass complete short right to David Johnson for 17 yards (tackle by Luke Kuechly),0.610,1.730
2,13:53,1,10,ARI 42,7,7,David Johnson right tackle for no gain (tackle by Luke Kuechly),1.730,1.190
2,13:22,2,10,ARI 42,7,7,Chase Edmonds up the middle for 2 yards (tackle by Efe Obada),1.190,0.760
2,12:51,3,8,ARI 44,7,7,Kyler Murray pass complete short middle to Chase Edmonds for 10 yards (tackle by Shaq Thompson),0.760,2.520
2,12:30,1,10,CAR 46,7,7,Kyler Murray up the middle for 1 yard (tackle by Brian Burns),2.520,2.110
2,12:05,2,9,CAR 45,7,7,Kyler Murray sacked by Mario Addison for -12 yards,2.110,-0.160
2,11:23,3,21,ARI 43,7,7,Kyler Murray pass complete short middle to David Johnson for 6 yards (tackle by Shaq Thompson),-0.160,-0.130
2,10:46,4,15,ARI 49,7,7,"Andy Lee punts 40 yards, fair catch by Ray-Ray McCloud at CAR-11",-0.130,0.370
2,10:39,1,10,CAR 11,7,7,Christian McCaffrey up the middle for 3 yards (tackle by Tramaine Brock),-0.370,-0.530
2,9:59,2,7,CAR 14,7,7,Kyle Allen pass complete short right to Greg Olsen for 19 yards (tackle by D.J. Swearinger),-0.530,1.140
2,9:17,1,10,CAR 33,7,7,Christian McCaffrey up the middle for 2 yards (tackle by Corey Peters),1.140,0.860
2,8:33,2,8,CAR 35,7,7,Christian McCaffrey up the middle for 4 yards (tackle by Corey Peters and Haason Reddick),0.860,0.700
2,7:50,3,4,CAR 39,7,7,Kyle Allen pass incomplete short left intended for Christian McCaffrey (defended by Haason Reddick),0.700,-0.780
2,7:46,4,4,CAR 39,7,7,"Michael Palardy punts 50 yards, returned by Christian Kirk for 20 yards (tackle by Alex Armah)",-0.780,-1.000
2,7:34,1,10,ARI 31,7,7,Kyler Murray pass complete short left to David Johnson for -2 yards (tackle by Dontari Poe),1.000,0.190
2,7:03,2,12,ARI 29,7,7,Kyler Murray pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Shaq Thompson),0.190,0.430
2,6:31,3,5,ARI 36,7,7,Kyler Murray pass complete short middle to Christian Kirk for 6 yards (tackle by Shaq Thompson),0.430,1.730
2,6:11,1,10,ARI 42,7,7,Kyler Murray pass complete short right to Michael Crabtree for 3 yards (tackle by Ross Cockrell),1.730,1.590
2,5:42,2,7,ARI 45,7,7,Kyler Murray pass complete short middle to Christian Kirk for 6 yards (tackle by Luke Kuechly and Shaq Thompson),1.590,1.690
2,5:03,3,1,CAR 49,7,7,David Johnson up the middle for 1 yard (tackle by Marquis Haynes),1.690,2.390
2,4:45,1,10,CAR 48,7,7,Kyler Murray pass incomplete short right intended for Chase Edmonds,2.390,1.850
2,4:24,2,10,CAR 48,7,7,"Chase Edmonds left tackle for 8 yards (tackle by Donte Jackson). Penalty on Tre Boston: Face Mask (15 Yards), 15 yards",1.850,3.910
2,4:07,1,10,CAR 25,7,7,Kyler Murray left end for 2 yards (tackle by Donte Jackson),3.910,3.630
2,3:37,2,8,CAR 23,7,7,Kyler Murray pass complete short left to Christian Kirk for 7 yards (tackle by Luke Kuechly),3.630,4.060
2,2:59,3,1,CAR 16,7,7,Kyler Murray left end for 1 yard (tackle by Eric Reid),4.060,4.580
2,2:17,1,10,CAR 15,7,7,Kyler Murray sacked by Mario Addison for -2 yards,4.580,3.680
2,2:00,2,12,CAR 17,7,7,Kyler Murray sacked by Christian Miller for -1 yards,3.680,2.890
2,1:48,,,,,,Timeout #1 by Carolina Panthers,,
2,1:48,3,13,CAR 18,7,7,Kyler Murray pass complete short left to David Johnson for 2 yards (tackle by Donte Jackson),2.890,2.380
2,1:40,,,,,,Timeout #2 by Carolina Panthers,,
2,1:40,4,11,CAR 16,7,10,Zane Gonzalez 34 yard field goal good,2.380,3.000
2,1:36,,,ARI 35,7,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,1:36,1,10,CAR 25,7,10,Kyle Allen pass complete short right to Jarius Wright for 5 yards (tackle by Jordan Hicks),0.610,0.740
2,1:17,2,5,CAR 30,7,10,Kyle Allen pass complete short middle to Christian McCaffrey for 18 yards (tackle by D.J. Swearinger),0.740,2.130
2,0:59,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:58,1,10,CAR 48,13,10,"Kyle Allen pass complete deep middle to D.J. Moore for 52 yards, touchdown",2.130,7.000
2,0:49,,,ARI 15,14,10,Joey Slye kicks extra point good,0.000,0.000
2,0:49,,,CAR 35,14,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,0:49,1,10,ARI 25,14,10,Kyler Murray pass incomplete deep middle intended for Christian Kirk (defended by Tre Boston),0.610,0.060
2,0:42,2,10,ARI 25,14,10,Kyler Murray pass incomplete short left intended for David Johnson,0.060,-0.620
2,0:38,3,10,ARI 25,14,10,Kyler Murray pass complete short right to KeeSean Johnson for 5 yards (tackle by Luke Kuechly),-0.620,-1.370
2,0:31,4,5,ARI 30,14,10,Andy Lee punts 35 yards downed by Aaron Brewer,-1.370,-1.270
2,0:19,1,10,CAR 35,14,10,Kyle Allen pass incomplete deep left intended for Chris Hogan,1.270,0.720
2,0:14,2,10,CAR 35,14,10,Kyle Allen pass incomplete short left intended for D.J. Moore,0.720,0.040
2,0:05,3,10,CAR 35,14,10,Christian McCaffrey up the middle for 3 yards (tackle by Clinton McDonald and Jordan Hicks),0.040,-0.850
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,14,10,"Kyler Murray pass complete short middle to Christian Kirk for 5 yards (tackle by Ross Cockrell). Penalty on Ross Cockrell: Lowering the Head to Initiate Contact, 15 yards",0.610,1.930
3,14:43,1,10,ARI 45,14,10,"David Johnson left end for 6 yards (tackle by Donte Jackson). Penalty on A.Q. Shipley: Offensive Holding, 10 yards (no play)",1.930,1.270
3,14:21,1,20,ARI 35,14,10,Kyler Murray pass incomplete short right intended for KeeSean Johnson (defended by James Bradberry),1.270,0.030
3,14:17,2,20,ARI 35,14,10,Kyler Murray pass complete deep middle to Larry Fitzgerald for 23 yards (tackle by Eric Reid and Tre Boston),0.030,2.790
3,13:41,1,10,CAR 42,14,10,Kyler Murray pass incomplete deep left intended for Damiere Byrd,2.790,2.240
3,13:35,2,10,CAR 42,14,10,Kyler Murray pass complete short right to Christian Kirk for 13 yards (tackle by Luke Kuechly),2.240,3.640
3,13:16,1,10,CAR 29,14,10,Kyler Murray pass complete short left to Damiere Byrd for -2 yards (tackle by Donte Jackson),3.640,2.830
3,12:41,2,12,CAR 31,14,10,Kyler Murray pass complete short left to Damiere Byrd for 11 yards (tackle by Shaq Thompson),2.830,3.600
3,12:03,3,1,CAR 20,14,10,Kyler Murray left end for 17 yards (tackle by Tre Boston),3.600,6.510
3,11:31,1,3,CAR 3,14,16,"Kyler Murray pass complete short left to David Johnson for 3 yards, touchdown",6.510,7.000
3,11:20,,,CAR 15,14,17,Zane Gonzalez kicks extra point good,0.000,0.000
3,11:20,,,ARI 35,14,17,"Zane Gonzalez kicks off 60 yards, returned by Ray-Ray McCloud for 20 yards (tackle by Charles Washington)",0.000,0.610
3,11:16,1,10,CAR 25,14,17,Kyle Allen pass complete short right to Greg Olsen for 20 yards (tackle by D.J. Swearinger),0.610,1.930
3,10:36,1,10,CAR 45,14,17,Christian McCaffrey up the middle for 9 yards (tackle by Budda Baker and D.J. Swearinger),1.930,2.600
3,9:56,2,1,ARI 46,14,17,Christian McCaffrey up the middle for 5 yards (tackle by Haason Reddick),2.600,2.850
3,9:16,1,10,ARI 41,14,17,Christian McCaffrey right tackle for 2 yards (tackle by Rodney Gunter and Terrell Suggs),2.850,2.580
3,8:56,2,8,ARI 39,14,17,Kyle Allen pass complete deep left to Jarius Wright for 33 yards (tackle by Budda Baker) Penalty on ARI: Defensive Too Many Men on Field (Declined),2.580,5.830
3,8:28,1,6,ARI 6,14,17,Christian McCaffrey up the middle for 3 yards (tackle by Zach Allen),5.830,5.530
3,7:47,2,3,ARI 3,20,17,"Kyle Allen pass complete short left to Greg Olsen for 3 yards, touchdown",5.530,7.000
3,7:44,,,ARI 15,21,17,Joey Slye kicks extra point good,0.000,0.000
3,7:44,,,CAR 35,21,17,"Joey Slye kicks off 66 yards, muffed catch by Andy Isabella returned by Andy Isabella for 19 yards (tackle by Colin Jones)",0.000,0.340
3,7:37,1,10,ARI 21,21,17,David Johnson right tackle for 4 yards (tackle by Gerald McCoy),0.340,0.340
3,7:12,2,6,ARI 25,21,17,Kyler Murray pass complete short right to KeeSean Johnson for 5 yards (tackle by Shaq Thompson),0.340,0.300
3,6:41,3,1,ARI 30,21,17,David Johnson up the middle for 4 yards (tackle by Gerald McCoy),0.300,1.200
3,6:13,1,10,ARI 34,21,17,Kyler Murray up the middle for 20 yards (tackle by Tre Boston),1.200,2.520
3,5:43,1,10,CAR 46,21,17,Chase Edmonds up the middle for 5 yards (tackle by Marquis Haynes),2.520,2.650
3,5:23,2,5,CAR 41,21,17,Kyler Murray pass incomplete deep right,2.650,1.950
3,5:13,3,5,CAR 41,21,17,Kyler Murray pass complete short middle to Christian Kirk for 4 yards (tackle by Ross Cockrell and Shaq Thompson),1.950,0.790
3,4:34,4,1,CAR 37,21,17,David Johnson up the middle for 2 yards (tackle by Eric Reid),0.790,3.250
3,3:57,1,10,CAR 35,21,17,Kyler Murray pass incomplete deep left intended for Trent Sherfield,3.250,2.700
3,3:51,2,10,CAR 35,21,17,Kyler Murray pass complete short right to KeeSean Johnson for 3 yards (tackle by Shaq Thompson),2.700,2.410
3,3:21,3,7,CAR 32,21,17,Kyler Murray pass complete short right to David Johnson for 2 yards (tackle by Luke Kuechly),2.410,1.450
3,2:52,4,5,CAR 30,21,20,Zane Gonzalez 47 yard field goal good,1.450,3.000
3,2:47,,,ARI 35,21,20,"Zane Gonzalez kicks off 65 yards, returned by Ray-Ray McCloud for 16 yards (tackle by Brooks Reed)",0.000,-0.140
3,2:42,1,10,CAR 16,21,20,Christian McCaffrey up the middle for 8 yards (tackle by Byron Murphy),-0.140,0.550
3,2:05,2,2,CAR 24,27,20,"Christian McCaffrey up the middle for 76 yards, touchdown",0.550,7.000
3,1:53,,,ARI 15,28,20,Joey Slye kicks extra point good,0.000,0.000
3,1:53,,,CAR 35,28,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,1:53,1,10,ARI 25,28,20,David Johnson up the middle for 1 yard (tackle by Brian Burns),0.610,0.200
3,1:26,2,9,ARI 26,28,20,Kyler Murray pass deep left intended for Larry Fitzgerald is intercepted by Donte Jackson at ARI-47 and returned for 25 yards,0.200,-4.110
3,1:14,1,10,ARI 22,28,20,Christian McCaffrey up the middle for 5 yards (tackle by Haason Reddick and Jordan Hicks),4.110,4.290
3,0:39,2,5,ARI 17,28,20,Christian McCaffrey up the middle for no gain (tackle by Jordan Hicks),4.290,3.560
Quarter,Time,Down,ToGo,Location,CAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,ARI 17,28,20,Kyle Allen pass complete short right to Curtis Samuel for 14 yards,3.560,6.510
4,14:45,1,3,ARI 3,28,20,Christian McCaffrey up the middle for -3 yards (tackle by D.J. Swearinger and Jordan Hicks),6.510,4.950
4,14:03,2,6,ARI 6,28,20,"Penalty on Terrell Suggs: Neutral Zone Infraction, 3 yards (no play)",4.950,5.530
4,13:41,2,3,ARI 3,28,20,Kyle Allen pass incomplete short middle intended for Curtis Samuel (defended by Haason Reddick),5.530,4.720
4,13:37,3,3,ARI 3,34,20,"Kyle Allen pass complete short left to Greg Olsen for 3 yards, touchdown",4.720,7.000
4,13:32,,,ARI 15,35,20,Joey Slye kicks extra point good,0.000,0.000
4,13:32,,,CAR 35,35,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,13:32,1,10,ARI 25,35,20,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Luke Kuechly),0.610,1.140
4,13:15,2,2,ARI 33,35,20,David Johnson up the middle for 2 yards (tackle by Tre Boston),1.140,1.270
4,12:49,1,10,ARI 35,35,20,Kyler Murray sacked by Shaq Thompson for -4 yards,1.270,0.180
4,12:10,2,14,ARI 31,35,20,Kyler Murray sacked by Eric Reid for -1 yards,0.180,-0.630
4,11:31,3,15,ARI 30,35,20,Kyler Murray pass incomplete short right intended for Larry Fitzgerald,-0.630,-1.370
4,11:27,4,15,ARI 30,35,20,"Andy Lee punts 53 yards, returned by Ray-Ray McCloud for no gain (tackle by Andy Lee). Penalty on Ross Cockrell: Offensive Holding (Offsetting)",-1.370,0.060
4,11:11,1,10,CAR 17,35,20,Kyle Allen pass complete short right to Curtis Samuel for 15 yards (tackle by Tramaine Brock),-0.060,1.070
4,10:28,1,10,CAR 32,35,20,Christian McCaffrey up the middle for 1 yard (tackle by Zach Allen and Jordan Hicks),1.070,0.660
4,9:47,2,9,CAR 33,35,20,Alex Armah up the middle for 4 yards (tackle by Cassius Marsh),0.660,0.500
4,9:03,3,5,CAR 37,35,20,"Kyle Allen sacked by Chandler Jones for -10 yards. Kyle Allen fumbles (forced by Chandler Jones), recovered by Kyle Allen at CAR-27. Penalty on Christian McCaffrey: Chop Block (Declined)",0.500,-1.570
4,8:33,4,15,CAR 27,35,20,"Michael Palardy punts 53 yards, returned by Christian Kirk for no gain (tackle by Andre Smith). Penalty on Trent Sherfield: Offensive Holding, 10 yards",-1.570,0.380
4,8:21,1,10,ARI 10,35,20,Kyler Murray pass incomplete short right intended for David Johnson,-0.380,-0.780
4,8:16,2,10,ARI 10,35,20,Kyler Murray pass complete short left to Larry Fitzgerald for 3 yards (tackle by Luke Kuechly),-0.780,-1.070
4,7:36,3,7,ARI 13,35,20,Kyler Murray sacked by Mario Addison for -3 yards,-1.070,-2.490
4,7:07,4,10,ARI 10,35,20,"Zane Gonzalez punts 44 yards, fair catch by Ray-Ray McCloud at CAR-46",-2.490,-1.990
4,7:01,1,10,CAR 46,35,20,Christian McCaffrey up the middle for 3 yards (tackle by Rodney Gunter),1.990,1.860
4,6:17,2,7,CAR 49,35,20,Christian McCaffrey up the middle for no gain (tackle by Budda Baker),1.860,1.160
4,5:35,3,7,CAR 49,35,20,Kyle Allen pass incomplete short right intended for Curtis Samuel,1.160,-0.130
4,5:31,4,7,CAR 49,35,20,Michael Palardy punts 42 yards out of bounds,-0.130,0.380
4,5:23,1,10,ARI 9,35,20,Kyler Murray pass incomplete short left intended for David Johnson,-0.380,-0.780
4,5:19,2,10,ARI 9,35,20,"Kyler Murray up the middle for 2 yards (tackle by Brian Burns). Penalty on J.R. Sweezy: Offensive Holding, 4 yards (no play)",-0.780,-1.070
4,4:51,2,14,ARI 5,35,20,Kyler Murray pass deep left intended for Damiere Byrd is intercepted by Donte Jackson at ARI-22 and returned for no gain,-1.070,-4.110
4,4:45,1,10,ARI 22,35,20,"Penalty on Tyler Larsen: False Start, 5 yards (no play)",4.110,3.780
4,4:45,1,15,ARI 27,35,20,Christian McCaffrey up the middle for 6 yards (tackle by Jordan Hicks and Budda Baker),3.780,3.700
4,4:40,,,,,,Timeout #1 by Arizona Cardinals,,
4,4:40,2,9,ARI 21,35,20,Christian McCaffrey up the middle for 2 yards (tackle by Cassius Marsh and Deionte Thompson),3.700,3.260
4,4:35,,,,,,Timeout #2 by Arizona Cardinals,,
4,4:35,3,7,ARI 19,35,20,Christian McCaffrey up the middle for 1 yard (tackle by Zach Allen),3.260,2.270
4,4:31,,,,,,Timeout #3 by Arizona Cardinals,,
4,4:31,4,6,ARI 18,38,20,Joey Slye 36 yard field goal good,2.270,3.000
4,4:27,,,CAR 35,38,20,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,4:27,1,10,ARI 25,38,20,Kyler Murray sacked by Brian Burns for -11 yards,0.610,-1.540
4,3:51,2,21,ARI 14,38,20,David Johnson up the middle for 5 yards (tackle by Dontari Poe),-1.540,-1.510
4,3:15,3,16,ARI 19,38,20,Kyler Murray sacked by Christian Miller for -12 yards,-1.510,-2.490
4,2:42,4,28,ARI 7,38,20,Zane Gonzalez punts 40 yards downed by Dennis Gardeck,-2.490,-2.460
4,2:33,1,10,ARI 47,38,20,Reggie Bonnafon up the middle for 1 yard (tackle by Haason Reddick),2.460,2.050
4,2:00,2,9,ARI 46,38,20,Reggie Bonnafon up the middle for 4 yards (tackle by Rodney Gunter),2.050,1.880
4,1:18,3,5,ARI 42,38,20,"Penalty on Zach Allen: Neutral Zone Infraction, 5 yards (no play)",1.880,3.120
4,1:18,1,10,ARI 37,38,20,Kyle Allen kneels for -1 yards,3.120,2.440
4,0:38,2,11,ARI 38,38,20,Kyle Allen kneels for -1 yards,2.440,1.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
