Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Lamar Jackson,BAL,12,86,0,4,36,3.0,50,4.2,3,4.0
Latavius Murray,BAL,10,28,1,1,4,0.4,24,2.4,1,10.0
Ty'Son Williams,BAL,9,65,1,2,14,1.6,51,5.7,0,
Trenton Cannon,BAL,2,5,0,,3,1.5,2,1.0,0,
Marquise Brown,BAL,1,5,0,1,2,2.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,10,34,2,4,14,1.4,20,2.0,2,5.0
Kenyan Drake,LVR,6,11,0,1,4,0.7,7,1.2,1,6.0
Derek Carr,LVR,4,6,0,0,5,1.3,1,0.3,0,
Marcus Mariota,LVR,1,31,0,1,28,28.0,3,3.0,0,
