Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1,10:26,4,2,NOR 31,3,7,Thomas Morstead punts 63 yards,-1.310,0.380
1,10:10,1,10,ATL 6,3,7,Matt Ryan pass complete short left to Levine Toilolo for 8 yards (tackle by David Hawthorne),-0.380,-0.170
1,9:51,2,2,ATL 14,3,7,Steven Jackson left guard for -2 yards (tackle by David Hawthorne),-0.170,-0.720
1,9:09,3,4,ATL 12,3,7,Matt Ryan pass complete short right to Levine Toilolo for 3 yards (tackle by Patrick Robinson),-0.720,-2.440
1,8:29,4,1,ATL 15,3,7,"Matthew Bosher punts 55 yards, returned by Jalen Saunders for no gain",-2.440,-0.940
1,8:17,1,10,NOR 30,3,7,Drew Brees pass complete short middle to Jalen Saunders for 7 yards (tackle by Kroy Biermann and Paul Worrilow),0.940,1.340
1,7:43,2,3,NOR 37,3,7,Mark Ingram right tackle for 1 yard (tackle by Jonathan Babineaux),1.340,0.760
1,7:01,3,2,NOR 38,3,7,Drew Brees right guard for 9 yards,0.760,2.060
1,6:30,1,10,NOR 47,3,7,"Penalty on NOR: Illegal Substitution, 5 yards (no play)",2.060,1.730
1,6:07,1,15,NOR 42,3,7,Drew Brees pass incomplete short left intended for Kenny Stills (defended by Robert McClain),1.730,0.840
1,6:01,2,15,NOR 42,3,7,Drew Brees pass complete short right to Pierre Thomas for 16 yards (tackle by William Moore),0.840,2.790
1,5:24,1,10,ATL 42,3,7,Mark Ingram right end for 8 yards (tackle by Desmond Trufant and Paul Worrilow),2.790,3.320
1,4:48,2,2,ATL 34,3,7,Mark Ingram left guard for no gain (tackle by Ra'Shede Hageman and Robert McClain),3.320,2.610
1,4:09,3,2,ATL 34,3,7,Drew Brees pass incomplete deep left intended for Jimmy Graham,2.610,2.610
1,4:04,3,2,ATL 34,3,7,Timeout #1 by New Orleans Saints,2.610,1.100
1,4:04,4,2,ATL 34,3,7,"Penalty on Bryce Harris: False Start, 5 yards (no play)",1.100,0.660
1,4:04,4,7,ATL 39,3,7,"Drew Brees pass incomplete short middle intended for Marques Colston is intercepted by Desmond Trufant at ATL-30. Penalty on Kenny Stills: Unnecessary Roughness, 15 yards",0.660,-1.930
1,3:56,1,10,ATL 45,3,7,Matt Ryan pass incomplete short right intended for Harry Douglas,1.930,1.380
1,3:53,2,10,ATL 45,3,7,Matt Ryan pass complete short left to Devin Hester for 9 yards (tackle by Junior Galette),1.380,1.880
1,3:27,3,1,NOR 46,3,7,"Matt Ryan for -15 yards. Matt Ryan fumbles, recovered by Jacquizz Rodgers at NOR-49. Penalty on Roddy White: Unnecessary Roughness, 15 yards",1.880,-0.980
1,2:56,4,19,ATL 36,3,7,"Matthew Bosher punts 54 yards, out of bounds",-0.980,0.380
1,2:47,1,10,NOR 10,3,7,Mark Ingram for 2 yards (tackle by Paul Worrilow),-0.380,-0.630
1,2:17,2,8,NOR 12,3,7,Khiry Robinson right tackle for 3 yards (tackle by Paul Worrilow),-0.630,-0.840
1,1:43,3,5,NOR 15,3,7,Drew Brees sacked by Jonathan Babineaux for -7 yards,-0.840,-2.490
1,1:04,4,12,NOR 8,3,7,"Thomas Morstead punts 48 yards, returned by Devin Hester for 10 yards (tackle by Marcus Ball). Penalty on Josh Wilson: Offensive Holding, 10 yards",-2.490,-1.330
1,0:51,1,10,ATL 36,3,7,Steven Jackson right guard for 4 yards (tackle by Curtis Lofton),1.330,1.330
1,0:16,2,6,ATL 40,3,7,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Keenan Lewis). Penalty on Parys Haralson: Illegal Use of Hands (Declined),1.330,2.590
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 45,3,7,Matt Ryan pass complete short middle to Steven Jackson for 14 yards (tackle by Ramon Humber),2.590,3.510
2,14:18,1,10,NOR 31,3,7,Matt Ryan pass incomplete deep left intended for Roddy White,3.510,2.970
2,14:12,2,10,NOR 31,3,7,"Matt Ryan pass complete short right to Devonta Freeman for 11 yards (tackle by David Hawthorne). Penalty on Eric Weems: Offensive Pass Interference, 10 yards (no play)",2.970,1.620
2,13:43,2,20,NOR 41,3,7,"Matt Ryan pass complete short middle to Devin Hester for 8 yards (tackle by Patrick Robinson). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",1.620,0.270
2,13:12,2,30,ATL 49,3,7,Matt Ryan pass complete short right to Harry Douglas for 8 yards (tackle by Ramon Humber),0.270,0.700
2,12:34,3,22,NOR 43,3,7,Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Keenan Lewis),0.700,1.240
2,11:53,4,11,NOR 32,6,7,Matt Bryant 50 yard field goal good,1.240,3.000
2,11:53,,,ATL 35,6,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,11:48,1,10,NOR 20,6,7,Mark Ingram right tackle for 4 yards (tackle by Paul Worrilow and Cliff Matthews),0.280,0.270
2,11:19,2,6,NOR 24,6,7,Drew Brees pass complete short left to Kenny Stills for 8 yards,0.270,1.070
2,10:51,1,10,NOR 32,6,7,Nick Toon left end for 4 yards (tackle by Robert McClain),1.070,1.070
2,10:13,2,6,NOR 36,6,7,Drew Brees pass incomplete deep middle intended for Jimmy Graham,1.070,0.370
2,10:07,3,6,NOR 36,6,7,Drew Brees pass complete short right to Kenny Stills for 11 yards (tackle by Josh Wilson),0.370,2.060
2,9:36,1,10,NOR 47,6,7,Drew Brees pass complete short right to Ben Watson for 2 yards (tackle by Desmond Trufant),2.060,1.790
2,9:00,2,8,NOR 49,6,7,Drew Brees sacked by Ra'Shede Hageman for -7 yards,1.790,0.170
2,8:15,3,15,NOR 42,6,7,Drew Brees pass complete deep middle to Kenny Stills for 22 yards (tackle by Paul Worrilow),0.170,3.180
2,7:38,1,10,ATL 36,6,7,Mark Ingram right guard for 3 yards (tackle by Tyson Jackson and Kroy Biermann),3.180,3.040
2,6:59,2,7,ATL 33,6,7,Mark Ingram left guard for 2 yards (tackle by Paul Worrilow),3.040,2.610
2,6:31,3,5,ATL 31,6,7,"Drew Brees sacked by Dwight Lowery for -8 yards. Drew Brees fumbles (forced by Dwight Lowery), recovered by Zach Strief at ATL-49",2.610,0.000
2,5:44,4,23,ATL 49,6,7,"Thomas Morstead punts 38 yards, fair catch by Devin Hester",0.000,0.370
2,5:36,1,10,ATL 11,6,7,Steven Jackson right end for 5 yards (tackle by Ramon Humber),-0.370,-0.300
2,4:58,2,5,ATL 16,6,7,Matt Ryan pass complete short right to Levine Toilolo for 4 yards (tackle by David Hawthorne),-0.300,-0.370
2,4:18,3,1,ATL 20,6,7,Jacquizz Rodgers left guard for 2 yards (tackle by John Jenkins and Brandon Deaderick),-0.370,0.410
2,3:37,1,10,ATL 22,6,7,Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by Curtis Lofton),0.410,0.410
2,3:01,2,6,ATL 26,6,7,Matt Ryan pass complete short left to Roddy White for 14 yards (tackle by Terrence Frederick),0.410,1.600
2,2:28,1,10,ATL 40,6,7,Matt Ryan pass complete short left to Harry Douglas for 9 yards (tackle by Keenan Lewis),1.600,2.270
2,2:00,2,1,ATL 49,6,7,Matt Ryan pass incomplete short right intended for Roddy White,2.270,1.550
2,1:56,3,1,ATL 49,6,7,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Keenan Lewis and Junior Galette),1.550,2.980
2,1:19,1,10,NOR 39,6,7,Devonta Freeman left guard for 3 yards (tackle by Akiem Hicks),2.980,2.850
2,0:47,2,7,NOR 36,6,7,Matt Ryan pass complete short right to Patrick DiMarco for 3 yards (tackle by Terrence Frederick),2.850,2.850
2,0:42,2,7,NOR 36,6,7,Timeout #1 by Atlanta Falcons,2.850,2.540
2,0:42,3,4,NOR 33,6,7,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Terrence Frederick),2.540,3.780
2,0:23,1,10,NOR 27,6,7,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers (defended by Akiem Hicks),3.780,3.230
2,0:18,2,10,NOR 27,6,7,Matt Ryan pass incomplete short right intended for Devonta Freeman,3.230,2.540
2,0:15,3,10,NOR 27,6,7,Matt Ryan pass complete deep middle to Julio Jones for 24 yards (tackle by Kenny Vaccaro),2.540,2.540
2,0:08,3,10,NOR 27,6,7,Timeout #2 by Atlanta Falcons,2.540,6.510
2,0:08,1,3,NOR 3,12,7,"Matt Ryan pass complete short middle to Eric Weems for 3 yards, touchdown",6.510,7.000
2,0:08,,,NOR 2,13,7,Matt Bryant kicks extra point good,0.000,0.000
2,0:08,,,ATL 35,13,7,Matthew Bosher kicks off 46 yards,0.000,-0.150
2,0:02,1,10,NOR 19,13,7,Drew Brees kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,13,7,"Thomas Morstead kicks off 67 yards, returned by Devin Hester for 24 yards (tackle by Marcus Ball)",0.000,-0.410
3,14:53,1,10,ATL 22,13,7,Matt Ryan pass complete short left to Julio Jones for 9 yards (tackle by Brian Dixon and Pierre Warren),0.410,1.080
3,14:19,2,1,ATL 31,13,7,Jacquizz Rodgers left guard for 5 yards (tackle by Kenny Vaccaro),1.080,1.330
3,13:43,1,10,ATL 36,13,7,Jacquizz Rodgers right tackle for 8 yards (tackle by Terrence Frederick and David Hawthorne),1.330,1.870
3,13:19,2,2,ATL 44,13,7,Jacquizz Rodgers left guard for 1 yard (tackle by John Jenkins),1.870,1.290
3,12:40,3,1,ATL 45,13,7,Devonta Freeman right tackle for no gain (tackle by Terrence Frederick),1.290,-0.390
3,11:44,4,1,ATL 45,13,7,"Matthew Bosher punts 46 yards, fair catch by Jalen Saunders",-0.390,0.380
3,11:35,1,10,NOR 9,13,7,Mark Ingram right tackle for 6 yards (tackle by William Moore),-0.380,-0.280
3,11:03,2,4,NOR 15,13,7,Drew Brees pass complete short left to Marques Colston for 6 yards (tackle by Robert McClain),-0.280,0.340
3,10:25,1,10,NOR 21,13,7,Drew Brees pass incomplete short right intended for Jimmy Graham,0.340,-0.200
3,10:20,2,10,NOR 21,13,7,Drew Brees pass complete short right to Kenny Stills for 4 yards (tackle by Robert McClain),-0.200,-0.360
3,9:42,3,6,NOR 25,13,7,Drew Brees pass incomplete short middle intended for Jimmy Graham,-0.360,-1.700
3,9:37,4,6,NOR 25,13,7,"Thomas Morstead punts 51 yards, returned by Devin Hester for no gain. Penalty on Josh Wilson: Offensive Holding, 10 yards",-1.700,0.280
3,9:22,1,10,ATL 14,13,7,Matt Ryan pass complete short right to Julio Jones for 23 yards (tackle by Pierre Warren),-0.280,1.400
3,8:38,1,10,ATL 37,13,7,Matt Ryan pass complete deep left to Julio Jones for 16 yards (tackle by Brian Dixon),1.400,2.460
3,7:56,1,10,NOR 47,13,7,Matt Ryan pass incomplete deep right intended for Harry Douglas,2.460,1.910
3,7:50,2,10,NOR 47,13,7,Jacquizz Rodgers right guard for 5 yards (tackle by Ramon Humber and David Hawthorne),1.910,1.880
3,7:10,3,5,NOR 42,13,7,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Patrick Robinson),1.880,3.180
3,6:28,1,10,NOR 36,13,7,Jacquizz Rodgers right end for 5 yards (tackle by Ramon Humber),3.180,3.310
3,5:51,2,5,NOR 31,19,7,"Devonta Freeman right tackle for 31 yards, touchdown",3.310,7.000
3,5:51,,,NOR 2,20,7,Matt Bryant kicks extra point good,0.000,0.000
3,5:51,,,ATL 35,20,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,5:42,1,10,NOR 20,20,7,Drew Brees sacked by Corey Peters for -7 yards,0.280,-1.280
3,4:58,2,17,NOR 13,20,7,Drew Brees pass complete deep left to Marques Colston for 27 yards (tackle by Desmond Trufant),-1.280,1.600
3,4:24,1,10,NOR 40,20,7,Mark Ingram right guard for no gain (tackle by Ra'Shede Hageman),1.600,1.050
3,3:45,2,10,NOR 40,20,7,Mark Ingram right end for 5 yards (tackle by Prince Shembo),1.050,1.030
3,3:08,3,5,NOR 45,20,7,Drew Brees pass complete short left to Jimmy Graham for 3 yards (tackle by Dwight Lowery),1.030,-0.190
3,2:27,4,2,NOR 48,20,7,Drew Brees pass complete short left to Kenny Stills for 8 yards (tackle by Prince Shembo),-0.190,2.650
3,1:51,1,10,ATL 44,20,7,Drew Brees pass incomplete deep middle intended for Nick Toon,2.650,2.110
3,1:43,2,10,ATL 44,20,7,Khiry Robinson right guard for 4 yards (tackle by Cliff Matthews),2.110,1.950
3,1:25,3,6,ATL 40,20,7,Drew Brees pass complete short left to Nick Toon for 7 yards (tackle by Robert McClain),1.950,3.380
3,1:09,1,10,ATL 33,20,7,Mark Ingram right guard for -1 yards (tackle by Paul Worrilow),3.380,2.700
3,0:30,2,11,ATL 34,20,7,Drew Brees pass complete short right to Khiry Robinson for 5 yards (tackle by Dwight Lowery and Kemal Ishmael),2.700,2.680
3,0:12,3,6,ATL 29,20,7,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Javier Arenas),2.680,4.650
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 14,20,7,"Drew Brees pass complete short middle to Jimmy Graham for 12 yards (tackle by Kemal Ishmael). Jimmy Graham fumbles (forced by Kemal Ishmael), recovered by Kemal Ishmael at ATL-2 and returned for 18 yards (tackle by Nick Toon)",4.650,-0.280
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,14:49,1,10,ATL 20,20,7,Jacquizz Rodgers left guard for 1 yard (tackle by Cameron Jordan and Curtis Lofton),0.280,-0.130
4,14:10,2,9,ATL 21,20,7,Matt Ryan up the middle for 7 yards,-0.130,0.100
4,13:29,3,2,ATL 28,20,7,Matt Ryan pass complete short left to Devin Hester for 16 yards (tackle by Pierre Warren),0.100,1.860
4,12:45,1,10,ATL 44,20,7,Matt Ryan pass incomplete deep right intended for Roddy White,1.860,1.320
4,12:39,2,10,ATL 44,20,7,Matt Ryan pass complete short middle to Jacquizz Rodgers for 3 yards (tackle by John Jenkins),1.320,1.030
4,11:56,3,7,ATL 47,20,7,Matt Ryan pass complete short right to Devonta Freeman for 8 yards (tackle by Junior Galette),1.030,2.590
4,11:14,1,10,NOR 45,20,7,Devonta Freeman left guard for 3 yards (tackle by John Jenkins),2.590,2.450
4,10:29,2,7,NOR 42,20,7,Devonta Freeman left end for -1 yards (tackle by Curtis Lofton),2.450,1.620
4,9:43,3,8,NOR 43,20,7,Matt Ryan pass incomplete short left intended for Devin Hester,1.620,0.400
4,9:38,4,8,NOR 43,20,7,Matthew Bosher punts 30 yards,0.400,0.320
4,9:28,1,10,NOR 13,20,7,Drew Brees pass complete short left to Mark Ingram for -1 yards (tackle by Joplo Bartu),-0.320,-0.850
4,8:59,2,11,NOR 12,20,7,Drew Brees pass complete deep middle to Nick Toon for 21 yards (tackle by Dezmen Southward),-0.850,1.140
4,8:30,1,10,NOR 33,20,7,Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Javier Arenas),1.140,1.930
4,8:06,1,10,NOR 45,20,7,Drew Brees pass incomplete short right intended for Kenny Stills,1.930,1.380
4,8:02,2,10,NOR 45,20,7,Drew Brees pass complete short left to Jimmy Graham for 15 yards,1.380,2.920
4,7:37,1,10,ATL 40,20,7,Drew Brees pass complete short left to Jimmy Graham for 9 yards (tackle by Dwight Lowery),2.920,3.590
4,7:09,2,1,ATL 31,20,7,Drew Brees pass complete short left to Robert Meachem for 13 yards (tackle by Desmond Trufant),3.590,4.370
4,6:52,1,10,ATL 18,20,7,Mark Ingram right guard for 7 yards (tackle by Kemal Ishmael),4.370,5.010
4,6:23,2,3,ATL 11,20,7,Drew Brees pass complete short left to Marques Colston for 7 yards (tackle by Joplo Bartu),5.010,6.280
4,6:01,1,4,ATL 4,20,7,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Paul Worrilow),6.280,5.340
4,5:56,2,4,ATL 4,20,7,Drew Brees pass incomplete short right intended for Ben Watson,5.340,4.490
4,5:52,3,4,ATL 4,20,13,"Drew Brees pass complete short left to Jimmy Graham for 4 yards, touchdown",4.490,7.000
4,5:52,,,ATL 2,20,14,Shayne Graham kicks extra point good,0.000,0.000
4,5:52,,,NOR 35,20,14,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,5:48,1,10,ATL 20,20,14,Matt Ryan pass complete short right to Levine Toilolo for 2 yards (tackle by Terrence Frederick and David Hawthorne),0.280,0.000
4,5:06,2,8,ATL 22,20,14,Matt Ryan pass complete short right to Harry Douglas for 27 yards (tackle by David Hawthorne),0.000,2.190
4,4:19,1,10,ATL 49,20,14,Jacquizz Rodgers left guard for 2 yards (tackle by Parys Haralson and Akiem Hicks),2.190,2.190
4,4:11,1,10,ATL 49,20,14,Timeout #1 by New Orleans Saints,2.190,1.920
4,4:11,2,8,NOR 49,20,14,Matt Ryan pass complete short right to Julio Jones for no gain,1.920,1.220
4,3:29,3,8,NOR 49,20,14,Matt Ryan pass complete short left to Roddy White for 3 yards (tackle by Kenny Vaccaro),1.220,0.200
4,2:47,4,5,NOR 46,20,14,"Matthew Bosher punts 36 yards, fair catch by Jalen Saunders",0.200,0.380
4,2:40,1,10,NOR 10,20,14,Drew Brees pass incomplete short right intended for Marques Colston,-0.380,-0.780
4,2:35,2,10,NOR 10,20,14,Drew Brees pass incomplete short right intended for Nick Toon is intercepted by Robert McClain at NOR-18 and returned for 5 yards,-0.780,-4.710
4,2:28,1,10,NOR 13,20,14,Jacquizz Rodgers left tackle for no gain (tackle by Parys Haralson),4.710,4.710
4,2:24,1,10,NOR 13,20,14,Timeout #2 by New Orleans Saints,4.710,4.050
4,2:24,2,10,NOR 13,20,14,Jacquizz Rodgers right tackle for -1 yards (tackle by John Jenkins),4.050,4.050
4,2:20,2,10,NOR 13,20,14,Timeout #3 by New Orleans Saints,4.050,3.080
4,2:20,3,11,NOR 14,20,14,Jacquizz Rodgers left tackle for 1 yard (tackle by Parys Haralson),3.080,2.570
4,2:00,4,10,NOR 13,23,14,Matt Bryant 32 yard field goal good,2.570,3.000
4,2:00,,,ATL 35,23,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,1:56,1,10,NOR 20,23,14,Drew Brees pass complete short right to Mark Ingram for 14 yards (tackle by Paul Worrilow),0.280,1.200
4,1:38,1,10,NOR 34,23,14,Drew Brees pass complete short middle to Jimmy Graham for 10 yards (tackle by Dezmen Southward),1.200,1.860
4,1:22,1,10,NOR 44,23,14,Drew Brees pass complete short left to Kenny Stills for 15 yards (tackle by Kemal Ishmael),1.860,2.850
4,1:05,1,10,ATL 41,23,14,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Javier Arenas),2.850,3.710
4,1:05,1,10,ATL 28,23,14,Drew Brees spiked the ball,3.710,3.170
4,0:55,2,10,ATL 28,23,14,Drew Brees pass incomplete deep left intended for Nick Toon,3.170,2.480
4,0:50,3,10,ATL 28,23,14,Drew Brees pass complete deep right to Nick Toon for 16 yards (tackle by Desmond Trufant),2.480,4.780
4,0:35,1,10,ATL 12,23,14,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Javier Arenas),4.780,4.100
4,0:30,2,10,ATL 12,23,14,Drew Brees pass complete short middle to Mark Ingram for 4 yards (tackle by Dwight Lowery),4.100,3.930
4,0:13,3,6,ATL 8,29,14,"Drew Brees sacked by Kroy Biermann for -3 yards. Drew Brees fumbles (forced by Kroy Biermann), recovered by Osi Umenyiora at ATL-14 and returned for 86 yards, touchdown",3.930,-7.000
4,0:00,,,NOR 2,30,14,Matt Bryant kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
