Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
1,8:30,,,GNB 2,7,7,Garrett Hartley kicks extra point good,0.000,0.000
1,8:17,,,NOR 30,7,7,"Garrett Hartley kicks off 70 yards, returned by Will Blackmon for 22 yards (tackle by Troy Evans)",0.000,0.410
1,8:11,1,10,GNB 22,7,7,Ryan Grant left guard for -5 yards (tackle by Bobby McCray),0.410,-0.940
1,7:32,2,15,GNB 17,7,7,Aaron Rodgers pass incomplete (defended by Sedrick Ellis),-0.940,-1.680
1,7:28,3,15,GNB 17,7,7,Aaron Rodgers pass incomplete deep middle intended for Donald Lee (defended by Roman Harper),-1.680,-2.320
1,7:24,4,15,GNB 17,7,7,"Derrick Frost punts 24 yards, out of bounds",-2.320,-2.850
1,7:17,1,10,GNB 41,7,7,Drew Brees pass complete short right to Pierre Thomas for 14 yards (tackle by Nick Collins),2.850,3.780
1,6:55,1,10,GNB 27,7,7,Drew Brees pass complete short right to Jeremy Shockey for 3 yards (tackle by Atari Bigby),3.780,3.640
1,6:18,2,7,GNB 24,7,7,Drew Brees pass complete short left to Pierre Thomas for 11 yards (tackle by Brandon Chillar),3.640,4.710
1,5:31,1,10,GNB 13,7,7,Drew Brees pass complete short middle to Devery Henderson for 9 yards (tackle by Brandon Chillar and Atari Bigby),4.710,5.730
1,4:48,2,1,GNB 4,7,13,"Pierre Thomas left guard for 4 yards, touchdown",5.730,7.000
1,4:48,,,GNB 2,7,14,Garrett Hartley kicks extra point good,0.000,0.000
1,4:44,,,NOR 30,7,14,"Garrett Hartley kicks off 58 yards, returned by Will Blackmon for 16 yards (tackle by Chris Reis)",0.000,0.810
1,4:36,1,10,GNB 28,7,14,Aaron Rodgers right end for 7 yards (tackle by Jonathan Vilma),0.810,1.210
1,3:59,2,3,GNB 35,7,14,Ryan Grant right end for 2 yards (tackle by Will Smith),1.210,0.760
1,3:15,3,1,GNB 37,7,14,Aaron Rodgers up the middle for 2 yards (tackle by Will Smith and Kendrick Clancy),0.760,1.530
1,2:40,1,10,GNB 39,7,14,Ryan Grant for 6 yards (tackle by Randall Gay),1.530,1.800
1,2:17,2,4,GNB 45,7,14,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,1.800,1.090
1,2:10,3,4,GNB 45,7,14,Aaron Rodgers pass complete short middle to Donald Driver for 24 yards (tackle by Randall Gay and Kevin Kaesviharn),1.090,3.510
1,1:22,1,10,NOR 31,7,14,Ryan Grant right end for 1 yard (tackle by Kendrick Clancy and Scott Shanle),3.510,3.100
1,0:47,2,9,NOR 30,7,14,Aaron Rodgers pass complete short right to Ryan Grant for 8 yards (tackle by Jonathan Vilma and Scott Fujita),3.100,3.470
1,0:11,,,,7,14,Timeout #1 by New Orleans Saints,0.000,3.470
1,0:11,3,1,NOR 22,7,14,Ryan Grant left guard for 2 yards (tackle by Will Smith),3.470,4.240
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 20,7,14,Aaron Rodgers pass complete short right to Donald Driver for 9 yards (tackle by Usama Young),4.240,5.260
2,14:23,2,1,NOR 11,7,14,Ryan Grant left tackle for 4 yards (tackle by Jonathan Vilma and Will Smith),5.260,5.600
2,13:47,1,7,NOR 7,13,14,"Aaron Rodgers pass complete short right to Greg Jennings for 7 yards, touchdown",5.600,7.000
2,13:47,,,NOR 2,14,14,Mason Crosby kicks extra point good,0.000,0.000
2,13:43,,,GNB 30,14,14,"Mason Crosby kicks off 58 yards, returned by Courtney Roby for 12 yards (tackle by Will Blackmon)",0.000,0.540
2,13:37,1,10,NOR 24,14,14,Pierre Thomas right guard for 5 yards (tackle by Mike Montgomery and Ryan Pickett),0.540,0.670
2,13:02,2,5,NOR 29,14,14,Drew Brees pass complete short right to Lance Moore for 11 yards (tackle by Charles Woodson),0.670,1.600
2,12:19,1,10,NOR 40,14,14,Drew Brees pass complete deep left to Jeremy Shockey for 19 yards (tackle by Charles Woodson),1.600,2.850
2,11:34,1,10,GNB 41,14,14,Pierre Thomas left tackle for 2 yards (tackle by Brandon Chillar and Jason Hunter),2.850,2.580
2,10:53,2,8,GNB 39,14,14,Drew Brees pass complete short right to Jeremy Shockey for 7 yards (tackle by Brandon Chillar),2.580,2.810
2,10:10,3,1,GNB 32,14,14,Deuce McAllister left end for 2 yards (tackle by Charles Woodson),2.810,3.580
2,9:30,1,10,GNB 30,14,14,Drew Brees pass complete short left to Billy Miller for 7 yards (tackle by Brandon Chillar),3.580,3.980
2,8:56,2,3,GNB 23,14,14,Drew Brees pass complete short left to Pierre Thomas for 9 yards (tackle by Brady Poppinga),3.980,4.650
2,8:27,1,10,GNB 14,14,20,"Drew Brees pass complete short middle to Lance Moore for 14 yards, touchdown",4.650,7.000
2,8:27,,,GNB 2,14,21,Garrett Hartley kicks extra point good,0.000,0.000
2,8:19,,,NOR 30,14,21,"Garrett Hartley kicks off 70 yards, returned by Will Blackmon for 17 yards (tackle by Darian Barnes)",0.000,-0.060
2,8:13,1,10,GNB 17,14,21,Ryan Grant right tackle for 4 yards (tackle by Kendrick Clancy and Sedrick Ellis),-0.060,0.080
2,7:38,2,6,GNB 21,14,21,Ryan Grant right end for 4 yards (tackle by Scott Shanle),0.080,-0.240
2,7:12,3,2,GNB 25,14,21,Aaron Rodgers pass complete short left to Donald Driver for 4 yards (tackle by Randall Gay),-0.240,0.870
2,6:37,1,10,GNB 29,14,21,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,0.870,0.330
2,6:29,2,10,GNB 29,14,21,Aaron Rodgers pass complete short middle to Greg Jennings for 9 yards (tackle by Leigh Torrence),0.330,0.830
2,5:46,3,1,GNB 38,14,21,Ryan Grant left guard for 10 yards (tackle by Roman Harper and Kevin Kaesviharn),0.830,2.130
2,5:12,1,10,GNB 48,14,21,Ryan Grant left tackle for 4 yards (tackle by Will Smith),2.130,2.120
2,4:33,2,6,NOR 48,14,21,Aaron Rodgers pass complete short right to Greg Jennings for 22 yards (tackle by Roman Harper),2.120,3.840
2,4:08,1,10,NOR 26,14,21,Ryan Grant right end for 1 yard (tackle by Usama Young),3.840,3.430
2,3:39,2,9,NOR 25,14,21,Aaron Rodgers pass complete short left to Donald Lee for 8 yards (tackle by Jonathan Vilma),3.430,3.950
2,2:59,3,1,NOR 17,14,21,Brandon Jackson right guard for 3 yards (tackle by Jonathan Vilma and Kevin Kaesviharn),3.950,4.650
2,2:19,1,10,NOR 14,14,21,Ryan Grant right guard for 1 yard (tackle by Bobby McCray and Scott Shanle),4.650,4.160
2,2:00,2,9,NOR 13,14,21,Aaron Rodgers pass complete short right to Ryan Grant for 3 yards (tackle by Jonathan Vilma),4.160,3.820
2,1:52,,,,14,21,Timeout #2 by New Orleans Saints,0.000,3.820
2,1:52,3,6,NOR 10,20,21,"Aaron Rodgers right end for 10 yards, touchdown",3.820,7.000
2,1:52,,,NOR 2,21,21,Mason Crosby kicks extra point good,0.000,0.000
2,1:44,,,GNB 30,21,21,"Mason Crosby kicks off 64 yards, returned by Courtney Roby for 62 yards (tackle by Will Blackmon)",0.000,3.450
2,1:33,1,10,GNB 32,21,21,Drew Brees pass complete short left to Jeremy Shockey for 14 yards (tackle by Nick Collins),3.450,4.370
2,1:10,1,10,GNB 18,21,21,Drew Brees pass complete short middle to Lance Moore for 6 yards (tackle by Brandon Chillar),4.370,4.810
2,0:48,2,4,GNB 12,21,21,Pierre Thomas left tackle for 5 yards (tackle by Brandon Chillar),4.810,5.600
2,0:22,1,7,GNB 7,21,21,"Penalty on Jammal Brown: False Start, 5 yards (no play)",5.600,4.640
2,0:21,,,,21,21,Timeout #3 by New Orleans Saints,0.000,4.640
2,0:21,1,12,GNB 12,21,21,Drew Brees pass incomplete,4.640,3.860
2,0:16,2,12,GNB 12,21,21,Drew Brees pass incomplete short right intended for Devery Henderson (defended by Nick Collins),3.860,3.100
2,0:06,3,12,GNB 12,21,24,Garrett Hartley 30 yard field goal good,3.100,3.000
2,0:02,,,NOR 30,21,24,"Garrett Hartley kicks off 65 yards, returned by Jordy Nelson for 21 yards (tackle by Jeff Charleston)",0.000,0.940
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,21,24,"Mason Crosby kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,21,24,Drew Brees pass incomplete short left intended for Billy Miller (defended by Al Harris),0.280,-0.270
3,14:54,2,10,NOR 20,21,24,Pierre Thomas right tackle for 2 yards (tackle by Charles Woodson),-0.270,-0.690
3,14:12,3,8,NOR 22,21,24,Drew Brees pass complete short middle to Jeremy Shockey for 14 yards (tackle by Brandon Chillar),-0.690,1.330
3,13:29,1,10,NOR 36,21,24,Drew Brees sacked by Brandon Chillar for -5 yards,1.330,0.120
3,12:58,2,15,NOR 31,21,24,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Colin Cole),0.120,-0.560
3,12:53,,,,21,24,Timeout #1 by New Orleans Saints,0.000,-0.560
3,12:53,3,15,NOR 31,21,24,Drew Brees pass complete short left to Lance Moore for 14 yards (tackle by Nick Collins),-0.560,-0.390
,,,,,,,"GNB challenged the first down ruling, and the original play was overturned.",,
3,12:29,4,1,NOR 45,21,24,Pierre Thomas right tackle for 4 yards (tackle by Mike Montgomery),-0.390,2.190
3,11:47,1,10,NOR 49,21,24,Drew Brees pass complete short right to Billy Miller for 7 yards (tackle by A.J. Hawk),2.190,2.590
3,11:15,2,3,GNB 44,21,24,Pierre Thomas right end for 9 yards (tackle by Aaron Rouse and Brady Poppinga),2.590,3.250
3,10:33,1,10,GNB 35,21,24,Pierre Thomas right tackle for 1 yard (tackle by A.J. Hawk and Justin Harrell),3.250,2.840
3,9:55,2,9,GNB 34,21,24,"Drew Brees pass incomplete deep left intended for Marques Colston. Penalty on Nick Collins: Illegal Contact, 5 yards (no play)",2.840,3.640
3,9:47,1,10,GNB 29,21,24,Pierre Thomas right end for 9 yards (tackle by Aaron Rouse),3.640,4.320
3,9:22,2,1,GNB 20,21,24,Pierre Thomas right guard for 4 yards (tackle by Mike Montgomery),4.320,4.510
3,8:39,1,10,GNB 16,21,30,"Drew Brees pass complete deep right to Billy Miller for 16 yards, touchdown",4.510,7.000
3,8:39,,,GNB 2,21,31,Garrett Hartley kicks extra point good,0.000,0.000
3,8:34,,,NOR 30,21,31,"Garrett Hartley kicks off 63 yards, returned by Will Blackmon for 20 yards (tackle by Troy Evans)",0.000,0.740
3,8:27,1,10,GNB 27,21,31,Ryan Grant right end for 5 yards (tackle by Kendrick Clancy and Scott Fujita),0.740,0.870
3,7:52,2,5,GNB 32,21,31,Aaron Rodgers pass incomplete short left intended for Greg Jennings is intercepted by Jason David at GNB-45 and returned for 42 yards (tackle by Aaron Rodgers),0.870,-6.510
3,7:40,1,3,GNB 3,21,31,Drew Brees pass incomplete short right intended for Lance Moore,6.510,5.530
3,7:37,2,3,GNB 3,21,37,"Deuce McAllister left guard for 3 yards, touchdown",5.530,7.000
3,7:37,,,GNB 2,21,38,Garrett Hartley kicks extra point good,0.000,0.000
3,7:32,,,NOR 30,21,38,"Garrett Hartley kicks off 73 yards, returned by Will Blackmon for 23 yards (tackle by Jeff Charleston)",0.000,0.280
3,7:27,1,10,GNB 20,21,38,Aaron Rodgers pass complete short middle to Greg Jennings for 4 yards (tackle by Scott Shanle),0.280,0.270
3,6:51,2,6,GNB 24,21,38,Aaron Rodgers for 2 yards (tackle by Antwan Lake),0.270,-0.160
3,6:23,3,4,GNB 26,21,38,Aaron Rodgers pass incomplete short left intended for Jordy Nelson is intercepted by Jason David at GNB-29,-0.160,-3.640
3,6:16,1,10,GNB 29,21,38,Drew Brees pass complete short right to Billy Miller for 6 yards (tackle by Charles Woodson),3.640,3.910
3,5:49,2,4,GNB 23,21,38,Lance Moore pass incomplete deep right intended for Pierre Thomas is intercepted by Aaron Rouse at GNB-6 and returned for 37 yards (tackle by Lance Moore),3.910,-1.800
3,5:35,1,10,GNB 43,21,38,Ryan Grant left end for -2 yards (tackle by Scott Shanle),1.800,0.980
3,4:54,2,12,GNB 41,21,38,Aaron Rodgers pass complete short right to Jordy Nelson for 7 yards (tackle by Scott Shanle and Usama Young),0.980,1.220
3,4:11,3,5,GNB 48,21,38,Aaron Rodgers pass incomplete deep right intended for Greg Jennings (defended by Roman Harper),1.220,-0.190
3,4:04,4,5,GNB 48,21,38,"Derrick Frost punts 36 yards, returned by Lance Moore for 11 yards (tackle by Brandon Chillar)",-0.190,-0.740
3,3:54,1,10,NOR 27,21,38,Deuce McAllister left guard for 1 yard (tackle by Justin Harrell),0.740,0.330
3,3:20,2,9,NOR 28,21,38,Drew Brees pass complete short left to Deuce McAllister for 2 yards (tackle by Justin Harrell),0.330,-0.100
3,2:37,3,7,NOR 30,21,44,"Drew Brees pass complete deep left to Marques Colston for 70 yards, touchdown",-0.100,7.000
3,2:37,,,GNB 2,21,45,Garrett Hartley kicks extra point good,0.000,0.000
3,2:26,,,NOR 30,21,45,"Garrett Hartley kicks off 63 yards, returned by Will Blackmon for 17 yards (tackle by Courtney Roby). Penalty on Kenneth Pettway: Offensive Holding, 10 yards",0.000,-0.280
3,2:19,1,10,GNB 14,21,45,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Usama Young),-0.280,0.150
3,1:52,2,4,GNB 20,21,45,Aaron Rodgers up the middle for 2 yards (tackle by Bobby McCray),0.150,-0.440
3,1:12,3,2,GNB 22,21,45,Aaron Rodgers pass complete short middle to Donald Driver for 6 yards (tackle by Scott Shanle),-0.440,0.810
3,0:47,1,10,GNB 28,21,45,Aaron Rodgers pass incomplete short left intended for Greg Jennings,0.810,0.260
3,0:44,2,10,GNB 28,21,45,Aaron Rodgers pass incomplete short left intended for Donald Driver (defended by Randall Gay),0.260,-0.430
3,0:40,3,10,GNB 28,21,45,Aaron Rodgers pass complete deep right to Tory Humphrey for 29 yards (tackle by Roman Harper),-0.430,2.720
3,0:13,1,10,NOR 43,21,45,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Scott Shanle and Usama Young),2.720,3.260
Quarter,Time,Down,ToGo,Location,GNB,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NOR 35,21,45,Aaron Rodgers pass incomplete short left intended for Donald Driver (defended by Randall Gay),3.260,2.540
4,14:58,3,2,NOR 35,21,45,Aaron Rodgers pass incomplete deep right intended for Ruvell Martin,2.540,0.990
4,14:52,4,2,NOR 35,21,45,Brandon Jackson right guard for 2 yards (tackle by Jonathan Vilma),0.990,3.380
4,14:15,,,,21,45,Timeout #2 by New Orleans Saints,0.000,3.380
4,14:15,1,10,NOR 33,21,45,Aaron Rodgers sacked by Sedrick Ellis for -8 yards,3.380,1.760
4,13:43,2,18,NOR 41,21,45,Aaron Rodgers pass complete deep middle to Greg Jennings for 24 yards (tackle by Roman Harper),1.760,4.440
4,13:14,1,10,NOR 17,21,45,Aaron Rodgers up the middle for 5 yards (tackle by Scott Fujita),4.440,4.690
4,12:31,2,5,NOR 12,21,45,Aaron Rodgers up the middle for 8 yards (tackle by Jeff Charleston),4.690,6.280
4,11:50,1,4,NOR 4,27,45,"Aaron Rodgers pass complete short left to Ruvell Martin for 4 yards, touchdown",6.280,7.000
4,11:50,,,,29,45,"Two Point Attempt: Aaron Rodgers pass complete to Ruvell Martin, conversion succeeds",1.000,1.000
4,11:45,,,GNB 30,29,45,"Mason Crosby kicks onside 12 yards, recovered by Lance Moore",0.000,2.790
4,11:44,1,10,GNB 42,29,45,Pierre Thomas left tackle for 7 yards (tackle by A.J. Hawk and Johnny Jolly),2.790,3.190
4,11:06,2,3,GNB 35,29,45,Pierre Thomas left tackle for 2 yards (tackle by Mike Montgomery and Colin Cole),3.190,2.740
4,10:21,3,1,GNB 33,29,45,Pierre Thomas left end for no gain (tackle by Mike Montgomery and Brady Poppinga),2.740,1.210
4,9:39,4,1,GNB 33,29,45,Pierre Thomas right guard for 2 yards (tackle by Ryan Pickett),1.210,3.510
4,8:54,1,10,GNB 31,29,51,"Pierre Thomas right guard for 31 yards, touchdown",3.510,7.000
4,8:54,,,,29,51,"Two Point Attempt: Deuce McAllister left guard, conversion fails",1.000,-1.000
4,8:47,,,NOR 30,29,51,"Garrett Hartley kicks off 66 yards, returned by Will Blackmon for 25 yards (tackle by Jeff Charleston)",0.000,0.870
4,8:39,1,10,GNB 29,29,51,Aaron Rodgers pass complete deep right to Greg Jennings for 19 yards (tackle by Kevin Kaesviharn),0.870,2.130
4,8:10,1,10,GNB 48,29,51,"Penalty on Chad Clifton: False Start, 5 yards (no play)",2.130,1.800
4,7:57,1,15,GNB 43,29,51,Aaron Rodgers pass complete short right to Ruvell Martin for 10 yards (tackle by Usama Young),1.800,2.260
4,7:31,2,5,NOR 47,29,51,Aaron Rodgers pass complete short right to Greg Jennings for 10 yards (tackle by Usama Young),2.260,3.120
4,7:06,1,10,NOR 37,29,51,Aaron Rodgers pass complete short right to Brandon Jackson for 13 yards (tackle by Usama Young),3.120,3.970
4,6:51,1,10,NOR 24,29,51,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,3.970,3.430
4,6:45,2,10,NOR 24,29,51,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.430,2.740
4,6:41,3,10,NOR 24,29,51,Aaron Rodgers sacked by Randall Gay and Will Smith for -6 yards,2.740,1.410
4,6:08,4,16,NOR 30,29,51,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson is intercepted by Kevin Kaesviharn at NOR-0,1.410,-0.280
4,5:56,1,10,NOR 20,29,51,Mike Bell right tackle for 1 yard (tackle by A.J. Hawk),0.280,-0.130
4,5:15,2,9,NOR 21,29,51,Mike Bell right guard for 3 yards (tackle by Colin Cole),-0.130,-0.430
4,4:31,3,6,NOR 24,29,51,Mike Bell right end for 3 yards (tackle by A.J. Hawk),-0.430,-1.570
4,3:45,,,,29,51,Timeout #3 by New Orleans Saints,0.000,-1.570
4,3:45,4,3,NOR 27,29,51,"Glenn Pakulak punts 43 yards, returned by Will Blackmon for 14 yards (tackle by Leigh Torrence)",-1.570,-1.860
4,3:31,1,10,GNB 44,29,51,Aaron Rodgers pass incomplete short right intended for Donald Driver (defended by Usama Young),1.860,1.320
4,3:27,2,10,GNB 44,29,51,"Aaron Rodgers for no gain. Aaron Rodgers fumbles, recovered by Aaron Rodgers at GNB-35",1.320,-0.560
4,2:45,3,19,GNB 35,29,51,Aaron Rodgers pass incomplete short right intended for Ruvell Martin (defended by Usama Young),-0.560,-1.040
4,2:38,4,19,GNB 35,29,51,"Derrick Frost punts 26 yards, out of bounds",-1.040,-1.530
4,2:29,1,10,NOR 39,29,51,Mike Bell left tackle for -2 yards (tackle by Colin Cole and Justin Harrell),1.530,0.720
4,2:00,2,12,NOR 37,29,51,Mike Bell right tackle for 1 yard (tackle by Charles Woodson),0.720,0.170
4,1:17,3,11,NOR 38,29,51,Mike Bell left end for no gain (tackle by Al Harris),0.170,-0.850
4,0:28,4,11,NOR 38,29,51,"Glenn Pakulak punts 47 yards, muffed catch by Will Blackmon, recovered by Will Blackmon and returned for 9 yards (tackle by Jeff Charleston)",-0.850,-0.540
4,0:15,1,10,GNB 24,29,51,"Matt Flynn for no gain. Matt Flynn fumbles, recovered by John Kuhn at GNB-24",0.540,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
