Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
T.Y. Hilton,IND,4,4,37,0,3,23,5.8,14,3.5,5.8,1,4.0,0,0.0,0,105.2
Nyheim Hines,IND,5,4,46,0,2,3,0.8,43,10.8,0.8,1,4.0,0,0.0,0,105.0
Jack Doyle,IND,3,3,19,0,1,3,1.0,16,5.3,1.0,0,,0,0.0,0,93.1
Marlon Mack,IND,3,3,16,0,0,-4,-1.3,20,6.7,-1.3,0,,0,0.0,0,88.9
Mo Alie-Cox,IND,2,1,10,0,1,1,1.0,9,9.0,2.0,0,,0,0.0,0,64.6
Deon Cain,IND,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
Eric Ebron,IND,4,1,8,0,,6,6.0,2,2.0,11.3,0,,0,0.0,1,0.0
Zach Pascal,IND,2,1,8,0,0,6,6.0,2,2.0,6.5,0,,0,0.0,0,60.4
Chester Rogers,IND,2,0,0,0,,0,,0,,12.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Byron Pringle,KAN,8,6,103,1,4,74,12.3,29,4.8,13.1,1,6.0,1,12.5,0,156.2
Mecole Hardman,KAN,6,4,79,0,3,69,17.3,10,2.5,11.8,0,,0,0.0,0,109.7
Travis Kelce,KAN,10,4,70,0,4,48,12.0,22,5.5,12.4,0,,1,10.0,0,64.6
Demarcus Robinson,KAN,6,3,31,0,1,27,9.0,4,1.3,14.3,1,3.0,0,0.0,0,65.3
Damien Williams,KAN,4,3,15,0,0,3,1.0,12,4.0,5.5,0,,1,25.0,0,80.2
LeSean McCoy,KAN,2,2,23,0,,-9,-4.5,32,16.0,-4.5,0,,0,0.0,0,114.6
Anthony Sherman,KAN,1,0,0,0,0,0,,0,,11.0,0,,1,100.0,0,39.6
