Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
1,8:55,1,10,IND 30,0,3,Jacoby Brissett pass complete short right to Zach Pascal for 8 yards (tackle by Damien Wilson and Charvarius Ward),0.940,1.470
1,8:19,2,2,IND 38,0,3,Marlon Mack left tackle for 4 yards (tackle by Chris Jones),1.470,1.730
1,7:35,1,10,IND 42,0,3,Marlon Mack left end for 2 yards (tackle by Tyrann Mathieu),1.730,1.460
1,6:58,2,8,IND 44,0,3,Jacoby Brissett pass complete short right to T.Y. Hilton for 9 yards (tackle by Bashaud Breeland),1.460,2.460
1,6:18,1,10,KAN 47,0,3,Jacoby Brissett pass complete short right to Jack Doyle for 9 yards (tackle by Damien Wilson),2.460,3.130
1,5:47,2,1,KAN 38,0,3,Marlon Mack up the middle for 2 yards (tackle by Emmanuel Ogbah),3.130,3.180
1,5:04,1,10,KAN 36,0,3,Marlon Mack up the middle for 30 yards (tackle by Charvarius Ward),3.180,5.830
1,4:30,1,6,KAN 6,0,3,"Marlon Mack right guard for 2 yards (tackle by Emmanuel Ogbah and Charvarius Ward). Penalty on Xavier Williams: Defensive Holding, 2 yards",5.830,6.740
1,4:18,1,2,KAN 2,0,3,"Jordan Wilkins up the middle for 1 yard. Penalty on T.Y. Hilton: Illegal Block Above the Waist, 10 yards",6.740,4.770
1,4:13,1,11,KAN 11,0,3,Jordan Wilkins left tackle for 10 yards (tackle by Anthony Hitchens),4.770,5.910
1,3:47,2,1,KAN 1,6,3,"Jacoby Brissett right end for 1 yard, touchdown",5.910,7.000
1,3:44,,,KAN 15,7,3,Adam Vinatieri kicks extra point good,0.000,0.000
1,3:44,,,IND 35,7,3,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,3:44,1,10,KAN 25,7,3,Patrick Mahomes pass complete short left to Byron Pringle for 12 yards (tackle by Rock Ya-Sin),0.610,1.400
1,3:00,1,10,KAN 37,7,3,Patrick Mahomes pass incomplete deep right intended for Travis Kelce (defended by Shakial Taylor),1.400,0.860
1,2:53,2,10,KAN 37,7,3,Patrick Mahomes pass complete short middle to Demarcus Robinson for 12 yards (tackle by Rock Ya-Sin),0.860,2.190
1,2:16,1,10,KAN 49,7,3,Damien Williams up the middle for 3 yards (tackle by Kemoko Turay and Denico Autry),2.190,2.050
1,1:42,2,7,IND 48,7,3,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Pierre Desir),2.050,1.360
1,1:37,3,7,IND 48,7,3,Patrick Mahomes pass complete short right to Travis Kelce for 17 yards (tackle by Quincy Wilson),1.360,3.510
1,1:02,1,10,IND 31,7,3,Mecole Hardman right end for -6 yards (tackle by Anthony Walker),3.510,2.160
1,0:20,2,16,IND 37,7,3,Patrick Mahomes pass complete deep middle to Travis Kelce for 18 yards (tackle by George Odum),2.160,4.310
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 19,7,3,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,4.310,3.750
2,14:57,2,10,IND 19,7,3,Patrick Mahomes sacked by Justin Houston for -8 yards,3.750,2.020
2,14:19,3,18,IND 27,7,9,"Patrick Mahomes pass complete deep right to Byron Pringle for 27 yards, touchdown",2.020,7.000
2,14:08,,,IND 15,7,10,Harrison Butker kicks extra point good,0.000,0.000
2,14:08,,,KAN 35,7,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,14:08,1,10,IND 25,7,10,Jacoby Brissett pass complete short left to Jack Doyle for 5 yards (tackle by Darron Lee),0.610,0.740
2,13:27,2,5,IND 30,7,10,Marlon Mack left end for 4 yards (tackle by Tyrann Mathieu),0.740,0.560
2,13:05,3,1,IND 34,7,10,Marlon Mack left guard for 1 yard (tackle by Tanoh Kpassagnon),0.560,1.270
2,12:23,1,10,IND 35,7,10,"Jacoby Brissett pass incomplete deep middle intended for Deon Cain. Penalty on Bashaud Breeland: Defensive Pass Interference, 53 yards (no play)",1.270,4.780
2,12:15,1,10,KAN 12,7,10,Marlon Mack left end for -2 yards (tackle by Tanoh Kpassagnon),4.780,3.790
2,11:31,2,12,KAN 14,7,10,Jacoby Brissett pass incomplete short right,3.790,3.060
2,11:23,3,12,KAN 14,7,10,Jacoby Brissett pass incomplete short right,3.060,2.510
2,11:16,4,12,KAN 14,10,10,Adam Vinatieri 32 yard field goal good,2.510,3.000
2,11:12,,,IND 35,10,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,11:12,1,10,KAN 25,10,10,Patrick Mahomes pass incomplete short right,0.610,0.060
2,11:07,2,10,KAN 25,10,10,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,0.060,-0.620
2,11:04,3,10,KAN 25,10,10,Patrick Mahomes pass incomplete deep middle,-0.620,-1.700
2,10:55,4,10,KAN 25,10,10,"Dustin Colquitt punts 42 yards, fair catch by Chester Rogers at IND-33",-1.700,-1.140
2,10:48,1,10,IND 33,10,10,Marlon Mack up the middle for 11 yards (tackle by Ben Niemann),1.140,1.860
2,10:12,1,10,IND 44,10,10,Marlon Mack left guard for 5 yards (tackle by Xavier Williams),1.860,1.990
2,9:31,2,5,IND 49,10,10,Jacoby Brissett pass complete short right to Mo Alie-Cox for 10 yards (tackle by Damien Wilson),1.990,2.850
2,8:56,1,10,KAN 41,10,10,Jacoby Brissett pass complete short left to T.Y. Hilton for 13 yards (tackle by Damien Wilson),2.850,3.710
2,8:13,1,10,KAN 28,10,10,"Jacoby Brissett pass incomplete deep left intended for Jack Doyle. Penalty on Bashaud Breeland: Defensive Holding, 5 yards (no play)",3.710,4.040
2,8:06,1,10,KAN 23,10,10,Marlon Mack left guard for 1 yard (tackle by Derrick Nnadi),4.040,3.630
2,7:27,2,9,KAN 22,10,10,Jacoby Brissett pass short left intended for Eric Ebron is intercepted by Tyrann Mathieu at KC-7 and returned for 30 yards,3.630,-1.400
2,7:15,1,10,KAN 37,10,10,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,1.400,0.860
2,7:10,2,10,KAN 37,10,10,Damien Williams right end for 1 yard (tackle by Grover Stewart),0.860,0.300
2,6:28,3,9,KAN 38,10,10,Patrick Mahomes pass complete short middle to Mecole Hardman for 16 yards (tackle by Quincy Wilson),0.300,2.520
2,6:11,1,10,IND 46,10,10,"Patrick Mahomes pass complete short right to LeSean McCoy for 21 yards (tackle by George Odum). LeSean McCoy fumbles (forced by George Odum), recovered by Bobby Okereke at IND-14 (tackle by Travis Kelce)",2.520,0.280
2,5:57,1,10,IND 14,10,10,Marlon Mack left end for 2 yards (tackle by Emmanuel Ogbah and Morris Claiborne),-0.280,-0.510
2,5:20,2,8,IND 16,10,10,Nyheim Hines right end for -4 yards (tackle by Frank Clark),-0.510,-1.650
2,4:49,3,12,IND 12,10,10,Jacoby Brissett pass incomplete short left intended for Eric Ebron,-1.650,-2.490
2,4:43,4,12,IND 12,10,10,"Rigoberto Sanchez punts 49 yards, returned by De'Anthony Thomas for -1 yards (tackle by Ashton Dulin)",-2.490,-1.470
2,4:34,1,10,KAN 38,10,10,Patrick Mahomes sacked by Kenny Moore for -5 yards,1.470,0.250
2,3:57,2,15,KAN 33,10,10,Patrick Mahomes pass incomplete short right intended for Byron Pringle,0.250,-0.430
2,3:52,3,15,KAN 33,10,10,Patrick Mahomes pass complete short middle to Demarcus Robinson for 14 yards (tackle by Rock Ya-Sin),-0.430,-0.260
2,3:06,4,1,KAN 47,10,10,Anthony Sherman up the middle for 2 yards (tackle by Justin Houston),-0.260,2.190
2,2:20,1,10,KAN 49,10,10,Patrick Mahomes pass incomplete deep left intended for Byron Pringle,2.190,1.650
2,2:14,2,10,KAN 49,10,10,"Patrick Mahomes pass incomplete deep left intended for Byron Pringle. Penalty on Rock Ya-Sin: Illegal Contact, 5 yards (no play)",1.650,2.520
2,2:09,1,10,IND 46,10,10,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,2.520,1.980
2,2:04,2,10,IND 46,10,10,Patrick Mahomes right end for 4 yards (tackle by Denico Autry),1.980,1.820
2,1:55,3,6,IND 42,10,10,Patrick Mahomes pass incomplete short right intended for Travis Kelce. Penalty on Travis Kelce: Offensive Pass Interference (Declined),1.820,0.460
2,1:51,4,6,IND 42,10,10,"Dustin Colquitt punts 30 yards, fair catch by Chester Rogers at IND-12",0.460,0.350
2,1:44,1,10,IND 12,10,10,Jacoby Brissett pass complete short middle to Eric Ebron for 8 yards (tackle by Damien Wilson and Ben Niemann),-0.350,0.290
2,1:23,2,2,IND 20,10,10,Jacoby Brissett pass complete short middle to Nyheim Hines for 13 yards (tackle by Damien Wilson),0.290,1.140
2,1:14,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:14,1,10,IND 33,10,10,Jacoby Brissett pass complete short right to T.Y. Hilton for 14 yards (tackle by Bashaud Breeland),1.140,2.060
2,1:09,1,10,IND 47,10,10,Jacoby Brissett right end for 7 yards (tackle by Emmanuel Ogbah),2.060,2.460
2,1:00,2,3,KAN 46,10,10,Jacoby Brissett pass incomplete short right intended for Nyheim Hines,2.460,1.750
2,0:55,3,3,KAN 46,10,10,"Jacoby Brissett pass complete short left to Nyheim Hines for 3 yards (tackle by Kendall Fuller). Penalty on Bashaud Breeland: Defensive Holding, 5 yards (no play)",1.750,2.850
2,0:46,1,10,KAN 41,10,10,Jacoby Brissett pass incomplete deep right,2.850,2.310
2,0:41,2,10,KAN 41,10,10,Jacoby Brissett pass complete short right to Nyheim Hines for 18 yards (tackle by Juan Thornhill),2.310,4.040
2,0:33,1,10,KAN 23,10,10,Jacoby Brissett pass complete short left to Deon Cain for 7 yards (tackle by Charvarius Ward),4.040,4.560
2,0:27,2,3,KAN 16,10,10,Jacoby Brissett pass complete short right to Marlon Mack for 2 yards (tackle by Ben Niemann),4.560,4.280
2,0:18,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:18,3,1,KAN 14,10,10,Jacoby Brissett pass incomplete short left intended for Chester Rogers,4.280,2.660
2,0:13,4,1,KAN 14,13,10,Adam Vinatieri 32 yard field goal good,2.660,3.000
2,0:10,,,IND 35,13,10,"Rigoberto Sanchez kicks off 61 yards, returned by Mecole Hardman for 22 yards (tackle by Zach Pascal)",0.000,0.670
2,0:04,1,10,KAN 26,13,10,Patrick Mahomes kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,13,10,"Harrison Butker kicks off 61 yards, returned by Zach Pascal for 18 yards (tackle by Reggie Ragland and Rashad Fenton)",0.000,0.410
3,14:54,1,10,IND 22,13,10,"Nyheim Hines left end for 14 yards (tackle by Juan Thornhill and Damien Wilson) Penalty on IND: Offensive Too Many Men on Field, 5 yards (no play)",0.410,-0.120
3,14:45,1,15,IND 17,13,10,Jacoby Brissett pass complete short right to Marlon Mack for 3 yards (tackle by Damien Wilson),-0.120,-0.400
3,14:06,2,12,IND 20,13,10,Marlon Mack up the middle for 11 yards (tackle by Ben Niemann),-0.400,0.370
3,13:45,3,1,IND 31,13,10,Jacoby Brissett up the middle for 1 yard (tackle by Damien Wilson and Ben Niemann),0.370,1.070
3,12:54,1,10,IND 32,13,10,"Jacoby Brissett pass incomplete short right intended for Marlon Mack. Penalty on Bashaud Breeland: Defensive Holding, 5 yards (no play)",1.070,1.400
3,12:46,1,10,IND 37,13,10,Jacoby Brissett pass complete short right to T.Y. Hilton for 1 yard (tackle by Darron Lee),1.400,0.990
3,12:02,2,9,IND 38,13,10,Marlon Mack left end for 6 yards (tackle by Charvarius Ward),0.990,1.090
3,11:18,3,3,IND 44,13,10,Jacoby Brissett pass incomplete short left intended for Zach Pascal (defended by Charvarius Ward),1.090,-0.460
3,11:13,4,3,IND 44,13,10,"Rigoberto Sanchez punts 38 yards, returned by De'Anthony Thomas for 2 yards (tackle by Zaire Franklin and George Odum)",-0.460,-0.280
3,11:04,1,10,KAN 20,13,10,Damien Williams right end for 4 yards (tackle by Justin Houston and Anthony Walker),0.280,0.270
3,10:32,2,6,KAN 24,13,10,Patrick Mahomes pass complete deep right to Mecole Hardman for 31 yards (tackle by George Odum). Penalty on Pierre Desir: Defensive Pass Interference (Declined),0.270,2.590
3,10:09,1,10,IND 45,13,10,Damien Williams right guard for 6 yards (tackle by Bobby Okereke),2.590,2.850
3,9:38,2,4,IND 39,13,10,"Penalty on Laurent Duvernay-Tardif: False Start, 5 yards (no play)",2.850,2.180
3,9:21,2,9,IND 44,13,10,Patrick Mahomes pass complete short left to Damien Williams for 7 yards (tackle by Rock Ya-Sin),2.180,2.410
3,8:43,3,2,IND 37,13,10,"Patrick Mahomes pass incomplete short middle intended for Anthony Sherman. Penalty on Andrew Wylie: Unnecessary Roughness, 15 yards",2.410,-0.190
3,8:39,4,17,KAN 48,13,10,"Dustin Colquitt punts 40 yards, fair catch by Chester Rogers at IND-12",-0.190,0.350
3,8:32,1,10,IND 12,13,10,Marlon Mack up the middle for 3 yards (tackle by Tanoh Kpassagnon),-0.350,-0.500
3,8:01,2,7,IND 15,13,10,Marlon Mack up the middle for 3 yards (tackle by Damien Wilson and Bashaud Breeland),-0.500,-0.720
3,7:15,3,4,IND 18,13,10,Jacoby Brissett pass complete short right to Jack Doyle for 5 yards,-0.720,0.480
3,6:37,1,10,IND 23,13,10,Marlon Mack right end for 7 yards (tackle by Ben Niemann and Juan Thornhill),0.480,0.880
3,5:57,2,3,IND 30,13,10,"Jacoby Brissett pass incomplete short right intended for Mo Alie-Cox. Penalty on Tyrann Mathieu: Defensive Offside, 5 yards (no play)",0.880,1.270
3,5:51,1,10,IND 35,13,10,Jacoby Brissett pass incomplete short right intended for Mo Alie-Cox,1.270,0.720
3,5:45,2,10,IND 35,13,10,Jordan Wilkins left guard for 9 yards (tackle by Daniel Sorensen),0.720,1.220
3,5:07,,,,,,Timeout #1 by Indianapolis Colts,,
3,5:07,3,1,IND 44,13,10,Zach Pascal right end for 12 yards (tackle by Bashaud Breeland),1.220,2.650
3,4:30,1,10,KAN 44,13,10,"Jacoby Brissett pass complete short left to Nyheim Hines for 8 yards (tackle by Damien Wilson). Penalty on Chester Rogers: Offensive Holding, 10 yards",2.650,2.520
3,4:05,1,12,KAN 46,13,10,Marlon Mack left end for -2 yards (tackle by Tanoh Kpassagnon),2.520,1.570
3,3:18,2,14,KAN 48,13,10,Jacoby Brissett pass complete short left to Nyheim Hines for 7 yards (tackle by Tyrann Mathieu),1.570,1.820
3,2:35,3,7,KAN 41,13,10,Jacoby Brissett pass incomplete short right intended for Chester Rogers,1.820,0.530
3,2:30,4,7,KAN 41,13,10,"Rigoberto Sanchez punts 36 yards, fair catch by De'Anthony Thomas at KC-5",0.530,0.380
3,2:22,1,10,KAN 5,13,10,Patrick Mahomes pass incomplete short right intended for Travis Kelce,-0.380,-0.780
3,2:16,2,10,KAN 5,13,10,Damien Williams up the middle for no gain (tackle by Khari Willis),-0.780,-1.420
3,1:33,3,10,KAN 5,13,10,Patrick Mahomes pass incomplete deep left intended for Travis Kelce,-1.420,-2.490
3,1:27,4,10,KAN 5,13,10,Dustin Colquitt punts 43 yards downed by James Winchester,-2.490,-2.390
3,1:14,1,10,KAN 48,13,10,Marlon Mack up the middle for 4 yards (tackle by Damien Wilson),2.390,2.390
3,0:44,2,6,KAN 44,13,10,Marlon Mack left guard for 4 yards (tackle by Derrick Nnadi),2.390,2.210
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,KAN 40,13,10,"Jacoby Brissett pass complete short left to Jack Doyle for 12 yards (tackle by Morris Claiborne). Penalty on T.Y. Hilton: Offensive Pass Interference, 10 yards (no play)",2.210,0.890
4,14:39,3,12,IND 50,13,10,Jacoby Brissett pass complete short middle to Marlon Mack for 11 yards (tackle by Tanoh Kpassagnon and Daniel Sorensen),0.890,0.660
4,13:52,4,1,KAN 39,13,10,Marlon Mack right end for 3 yards (tackle by Ben Niemann),0.660,3.180
4,13:23,1,10,KAN 36,13,10,Jordan Wilkins up the middle for 5 yards (tackle by Ben Niemann and Kendall Fuller),3.180,3.310
4,12:47,2,5,KAN 31,13,10,Jordan Wilkins up the middle for 3 yards (tackle by Khalen Saunders),3.310,3.010
4,12:02,3,2,KAN 28,13,10,Marlon Mack up the middle for 1 yard (tackle by Emmanuel Ogbah and Derrick Nnadi),3.010,1.820
4,11:15,,,,,,Timeout #3 by Indianapolis Colts,,
4,11:15,4,1,KAN 27,13,10,Jacoby Brissett up the middle for 2 yards (tackle by Emmanuel Ogbah and Derrick Nnadi),1.820,3.910
4,10:33,1,10,KAN 25,13,10,Marlon Mack right end for 9 yards (tackle by Juan Thornhill),3.910,4.750
4,9:57,2,1,KAN 16,13,10,Nyheim Hines up the middle for 3 yards (tackle by Damien Wilson and Derrick Nnadi),4.750,4.710
4,9:16,1,10,KAN 13,13,10,Jordan Wilkins up the middle for 8 yards (tackle by Ben Niemann),4.710,5.540
4,8:32,2,2,KAN 5,13,10,Jordan Wilkins left end for -8 yards (tackle by Tyrann Mathieu),5.540,3.120
4,7:49,3,10,KAN 13,13,10,Jacoby Brissett pass incomplete short right intended for Eric Ebron,3.120,2.570
4,7:44,4,10,KAN 13,16,10,Adam Vinatieri 31 yard field goal good,2.570,3.000
4,7:40,,,IND 35,16,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,7:40,1,10,KAN 25,16,10,"Patrick Mahomes pass complete short left to Demarcus Robinson for 5 yards (tackle by George Odum). Penalty on Demarcus Robinson: Face Mask (15 Yards), 15 yards",0.610,-0.410
4,7:16,1,20,KAN 15,16,10,Patrick Mahomes sacked by Grover Stewart for -10 yards,-0.410,-2.240
4,6:37,2,30,KAN 5,16,10,Damien Williams left end for 2 yards (tackle by Bobby Okereke),-2.240,-3.530
4,5:57,3,28,KAN 7,16,10,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman. Penalty on Ryan Hunter: Offensive Holding (Offsetting) (no play),-3.530,-3.530
4,5:48,3,28,KAN 7,16,10,Patrick Mahomes pass complete deep middle to Byron Pringle for 27 yards (tackle by George Odum),-3.530,-1.110
4,5:06,4,1,KAN 34,16,10,Damien Williams up the middle for -1 yards (tackle by Justin Houston),-1.110,-3.380
4,5:02,1,10,KAN 33,16,10,Marlon Mack right end for 6 yards (tackle by Darron Lee),3.380,3.650
4,4:23,2,4,KAN 27,16,10,Marlon Mack up the middle for 2 yards (tackle by Ben Niemann),3.650,3.200
4,4:17,,,,,,Timeout #1 by Kansas City Chiefs,,
4,4:17,3,2,KAN 25,16,10,Marlon Mack up the middle for 4 yards (tackle by Charvarius Ward),3.200,4.170
4,4:10,,,,,,Timeout #2 by Kansas City Chiefs,,
4,4:10,1,10,KAN 21,16,10,Marlon Mack right guard for 6 yards (tackle by Darron Lee and Derrick Nnadi),4.170,4.550
4,4:03,,,,,,Timeout #3 by Kansas City Chiefs,,
4,4:03,2,4,KAN 15,16,10,Marlon Mack up the middle for 3 yards (tackle by Darron Lee),4.550,4.490
4,3:15,3,1,KAN 12,16,10,Marlon Mack right end for no gain (tackle by Frank Clark),4.490,2.780
4,2:30,4,1,KAN 12,19,10,Adam Vinatieri 29 yard field goal good,2.780,3.000
4,2:27,,,IND 35,19,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,2:27,1,10,KAN 25,19,10,"Patrick Mahomes up the middle for 14 yards (tackle by Khari Willis). Penalty on Rock Ya-Sin: Defensive Holding, 5 yards",0.610,1.860
4,2:19,1,10,KAN 44,19,10,"Patrick Mahomes pass incomplete deep right intended for Travis Kelce. Penalty on Pierre Desir: Defensive Holding, 5 yards (no play)",1.860,2.190
4,2:13,1,10,KAN 49,19,10,Patrick Mahomes pass complete deep middle to Mecole Hardman for 19 yards (tackle by Pierre Desir),2.190,3.450
4,2:00,1,10,IND 32,19,10,Patrick Mahomes pass complete short left to Travis Kelce for 24 yards (tackle by Rock Ya-Sin),3.450,5.370
4,1:39,1,8,IND 8,19,10,Patrick Mahomes pass incomplete short right intended for Mecole Hardman,5.370,4.570
4,1:36,2,8,IND 8,19,10,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,4.570,3.580
4,1:33,3,8,IND 8,19,10,Patrick Mahomes sacked by and Kemoko Turay for -10 yards,3.580,2.250
4,1:19,4,18,IND 18,19,13,Harrison Butker 36 yard field goal good,2.250,3.000
4,1:16,,,KAN 35,19,13,"Harrison Butker kicks onside 12 yards, returned by Jack Doyle for no gain",0.000,2.460
4,1:15,1,10,KAN 47,19,13,Jacoby Brissett kneels for -1 yards,2.460,1.780
4,0:39,2,11,KAN 48,19,13,Jacoby Brissett kneels for -1 yards,1.780,0.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
