Quarter,Time,Down,ToGo,Location,KAN,ATL,Detail,EPB,EPA
1,8:00,,,ATL 15,6,7,"Cairo Santos kicks extra point no good, blocked by Ra'Shede Hageman",0.000,-1.000
1,8:00,,,KAN 35,6,7,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
1,8:00,1,10,ATL 25,6,7,Tevin Coleman left tackle for 8 yards (tackle by Derrick Johnson),0.610,1.140
1,7:35,2,2,ATL 33,6,7,"Penalty on Rakeem Nunez-Roches: Neutral Zone Infraction, 5 yards (no play)",1.140,1.470
1,7:30,1,10,ATL 38,6,7,"Matt Ryan pass incomplete deep right intended for Julio Jones. Penalty on Eric Berry: Defensive Pass Interference, 40 yards (no play)",1.470,4.110
1,7:22,1,10,KAN 22,6,7,"Matt Ryan pass incomplete deep left intended for Mohamed Sanu. Penalty on Chris Jones: Roughing the Passer, 11 yards, Penalty on Steven Nelson: Defensive Holding (Declined) (no play)",4.110,4.840
1,7:14,1,10,KAN 11,6,7,Tevin Coleman right guard for 4 yards (tackle by Derrick Johnson),4.840,4.890
1,6:36,2,6,KAN 7,6,7,Tevin Coleman right tackle for 3 yards (tackle by Derrick Johnson),4.890,4.670
1,5:53,3,3,KAN 4,6,7,Matt Ryan sacked by Justin Houston for 0 yards,4.670,3.030
1,5:15,4,3,KAN 4,6,10,Matt Bryant 22 yard field goal good,3.030,3.000
1,5:11,,,ATL 35,6,10,"Matthew Bosher kicks off 64 yards, returned by De'Anthony Thomas for 22 yards (tackle by Eric Weems)",0.000,-0.480
1,5:05,1,10,KAN 23,6,10,Spencer Ware left end for 8 yards (tackle by Keanu Neal and Ricardo Allen),0.480,1.010
1,4:25,2,2,KAN 31,6,10,De'Anthony Thomas left end for 23 yards (tackle by Ricardo Allen),1.010,2.520
1,3:51,1,10,ATL 46,6,10,Alex Smith pass incomplete deep right intended for Tyreek Hill,2.520,1.980
1,3:47,2,10,ATL 46,6,10,Spencer Ware right end for 7 yards (tackle by Jonathan Babineaux and Deion Jones),1.980,2.210
1,3:06,3,3,ATL 39,6,10,"Alex Smith sacked by Vic Beasley for -4 yards. Alex Smith fumbles (forced by Vic Beasley), recovered by Grady Jarrett at ATL-43 (tackle by Albert Wilson). Penalty on Mitchell Schwartz: Offensive Holding (Declined)",2.210,-1.800
1,2:51,1,10,ATL 43,6,10,Matt Ryan pass incomplete deep right intended for Julio Jones,1.800,1.250
1,2:45,2,10,ATL 43,6,10,Matt Ryan pass complete short right to Devonta Freeman for 16 yards (tackle by Ron Parker),1.250,2.850
1,2:14,1,10,KAN 41,6,10,Matt Ryan pass complete short left to Aldrick Robinson for 13 yards (tackle by Steven Nelson),2.850,3.710
1,1:47,1,10,KAN 28,6,10,Matt Ryan pass complete short middle to Devonta Freeman for 7 yards (tackle by Ramik Wilson),3.710,4.110
1,1:22,2,3,KAN 21,6,10,"Devonta Freeman left guard for 3 yards (tackle by T.J. Barnes). Penalty on Jarvis Jenkins: Illegal Use of Hands, 5 yards",4.110,4.710
1,0:58,1,10,KAN 13,6,10,Devonta Freeman left guard for 4 yards (tackle by Ramik Wilson),4.710,4.770
1,0:52,2,6,KAN 9,6,10,"Penalty on Ramik Wilson: Defensive 12 On-field, 5 yards (no play)",4.770,5.730
Quarter,Time,Down,ToGo,Location,KAN,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,KAN 4,6,10,Devonta Freeman right tackle for 2 yards (tackle by Dontari Poe),5.730,6.740
2,14:22,1,2,KAN 2,6,10,Matt Ryan pass incomplete short middle intended for Mohamed Sanu,6.740,5.720
2,14:14,2,2,KAN 2,6,10,Devonta Freeman left guard for -2 yards (tackle by Tamba Hali),5.720,4.490
2,13:33,3,4,KAN 4,6,10,Matt Ryan pass incomplete short middle intended for Justin Hardy,4.490,3.030
2,13:29,4,4,KAN 4,6,13,Matt Bryant 22 yard field goal good,3.030,3.000
2,13:25,,,ATL 35,6,13,"Matthew Bosher kicks off 68 yards, returned by De'Anthony Thomas for 19 yards (tackle by C.J. Goodwin). Penalty on D.J. Alexander: Offensive Holding, 8 yards",0.000,0.380
2,13:17,1,10,KAN 8,6,13,Alex Smith pass complete short left to Tyreek Hill for 13 yards (tackle by Keanu Neal),-0.380,0.340
2,12:38,1,10,KAN 21,6,13,Spencer Ware left end for -1 yards (tackle by De'Vondre Campbell),0.340,-0.340
2,11:57,2,11,KAN 20,6,13,Alex Smith pass incomplete deep right intended for Chris Conley,-0.340,-1.020
2,11:52,3,11,KAN 20,6,13,Alex Smith pass complete deep middle to Albert Wilson for 21 yards (tackle by Brian Poole),-1.020,1.660
2,11:07,1,10,KAN 41,6,13,Alex Smith pass complete short middle to Travis Kelce for 16 yards (tackle by LaRoy Reynolds),1.660,2.720
2,10:28,1,10,ATL 43,6,13,Spencer Ware right guard for 4 yards (tackle by Tyson Jackson),2.720,2.720
2,9:52,2,6,ATL 39,6,13,Alex Smith pass complete short left to Travis Kelce for 27 yards (tackle by Ricardo Allen),2.720,4.780
2,9:20,1,10,ATL 12,6,13,Spencer Ware left guard for no gain (tackle by Ra'Shede Hageman and De'Vondre Campbell),4.780,4.100
2,8:40,2,10,ATL 12,6,13,Tyreek Hill left end for 6 yards (tackle by De'Vondre Campbell and Keanu Neal),4.100,4.380
2,7:54,3,4,ATL 6,6,13,Alex Smith pass complete short right to Tyreek Hill for 3 yards (tackle by Kemal Ishmael and Ricardo Allen),4.380,0.000
2,7:10,,,,6,13,Timeout #1 by Kansas City Chiefs,0.000,-3.060
2,7:10,4,1,ATL 3,12,13,"Alex Smith pass complete short left to Spencer Ware for 3 yards, touchdown",3.060,7.000
2,7:05,,,ATL 15,13,13,Cairo Santos kicks extra point good,0.000,0.000
2,7:05,,,KAN 35,13,13,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
2,7:05,1,10,ATL 25,13,13,"Penalty on Patrick DiMarco: False Start, 5 yards (no play)",0.610,0.280
2,7:05,1,15,ATL 20,13,13,Matt Ryan pass complete short right to Mohamed Sanu for 8 yards (tackle by Steven Nelson),0.280,0.470
2,6:27,2,7,ATL 28,13,13,"Matt Ryan pass complete short left to Tevin Coleman for 6 yards (tackle by Derrick Johnson). Penalty on Ryan Schraeder: Ineligible Downfield Pass, 5 yards (no play)",0.470,-0.210
2,6:05,2,12,ATL 23,13,13,Matt Ryan pass complete short right to Taylor Gabriel for 9 yards (tackle by Marcus Peters),-0.210,0.300
2,5:19,3,3,ATL 32,13,13,Matt Ryan pass complete short middle to Justin Hardy for 5 yards (tackle by Terrance Mitchell),0.300,1.400
2,4:51,1,10,ATL 37,13,13,Devonta Freeman right end for 2 yards (tackle by Derrick Johnson),1.400,1.130
2,4:14,2,8,ATL 39,13,13,Devonta Freeman left end for 3 yards (tackle by Ramik Wilson),1.130,0.830
2,3:32,3,5,ATL 42,13,13,Matt Ryan pass incomplete short right intended for Julio Jones,0.830,-0.590
2,3:26,4,5,ATL 42,13,13,"Matthew Bosher punts 46 yards, returned by Tyreek Hill for -1 yards (tackle by C.J. Goodwin)",-0.590,0.370
2,3:17,1,10,KAN 11,13,13,Alex Smith pass complete short middle to Spencer Ware for 14 yards (tackle by Robert Alford),-0.370,0.610
2,2:37,1,10,KAN 25,13,13,Charcandrick West left guard for no gain (tackle by Ben Garland),0.610,0.060
2,2:00,2,10,KAN 25,13,13,"Alex Smith pass incomplete short right intended for Travis Kelce. Penalty on Demetrius Harris: Offensive Pass Interference, 10 yards (no play)",0.060,-1.430
2,1:56,2,20,KAN 15,13,13,Alex Smith pass complete short right to Demetrius Harris for 6 yards (tackle by Brian Poole),-1.430,0.000
2,1:07,,,,13,13,Timeout #2 by Kansas City Chiefs,0.000,1.150
2,1:07,3,14,KAN 21,13,13,Alex Smith pass complete short left to Albert Wilson for 9 yards (tackle by Robenson Therezie),-1.150,0.000
2,1:00,,,,13,13,Timeout #1 by Atlanta Falcons,0.000,1.370
2,1:00,4,5,KAN 30,13,13,"Dustin Colquitt punts 44 yards, returned by Eric Weems for -1 yards (tackle by D.J. Alexander)",-1.370,-0.610
2,0:48,1,10,ATL 25,19,13,"Matt Ryan pass incomplete short right intended for Taylor Gabriel is intercepted by Eric Berry at ATL-37 and returned for 37 yards, touchdown",0.610,-7.000
2,,,,ATL 15,20,13,Cairo Santos kicks extra point good,,
2,0:37,,,KAN 35,20,13,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
2,0:37,1,10,ATL 25,20,13,Matt Ryan pass complete short right to Devonta Freeman for 14 yards (tackle by Daniel Sorensen),0.610,1.530
2,0:17,1,10,ATL 39,20,13,Matt Ryan pass incomplete short right intended for Austin Hooper (defended by Daniel Sorensen),1.530,0.990
2,0:13,2,10,ATL 39,20,13,Matt Ryan for 10 yards (tackle by Derrick Johnson),0.990,0.000
2,0:06,,,,20,13,Timeout #3 by Kansas City Chiefs,0.000,-2.190
2,0:06,1,10,ATL 49,20,13,Matt Ryan pass complete short middle to Taylor Gabriel for 9 yards (tackle by Derrick Johnson),2.190,0.000
2,0:02,,,,20,13,Timeout #2 by Atlanta Falcons,0.000,-2.860
2,0:02,2,1,KAN 42,20,16,Matt Bryant 59 yard field goal good,2.860,3.000
Quarter,Time,Down,ToGo,Location,KAN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,20,16,"Matthew Bosher kicks off 59 yards, returned by De'Anthony Thomas for 30 yards (tackle by Matthew Bosher)",0.000,-1.330
3,14:54,1,10,KAN 36,20,16,Spencer Ware left end for -4 yards (tackle by Philip Wheeler),1.330,0.250
3,14:12,2,14,KAN 32,20,16,Alex Smith pass complete short left to Spencer Ware for 6 yards (tackle by Brian Poole),0.250,0.370
3,13:27,3,8,KAN 38,20,16,Alex Smith pass complete short right to Tyreek Hill for 7 yards (tackle by Robert Alford),0.370,0.000
3,13:02,,,,20,16,Timeout #1 by Atlanta Falcons,0.000,0.390
3,13:02,4,1,KAN 45,26,16,"Albert Wilson right guard for 55 yards, touchdown",-0.390,7.000
3,12:52,,,ATL 15,27,16,Cairo Santos kicks extra point good,0.000,0.000
3,12:52,,,KAN 35,27,16,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
3,12:52,1,10,ATL 25,27,16,Matt Ryan pass incomplete,0.610,0.060
3,12:45,2,10,ATL 25,27,16,Devonta Freeman right tackle for 14 yards (tackle by Ramik Wilson),0.060,1.530
3,12:16,1,10,ATL 39,27,16,Matt Ryan pass complete short left to Mohamed Sanu for 18 yards (tackle by Steven Nelson),1.530,2.720
3,11:51,1,10,KAN 43,27,16,Devonta Freeman right end for -5 yards (tackle by Kendall Reyes),2.720,1.500
3,11:06,2,15,KAN 48,27,16,Tevin Coleman right guard for 9 yards (tackle by Jarvis Jenkins),1.500,2.010
3,10:30,3,6,KAN 39,27,16,Matt Ryan pass complete deep left to Julio Jones for 20 yards (tackle by Steven Nelson),2.010,4.310
3,9:58,1,10,KAN 19,27,16,Matt Ryan pass incomplete short right intended for Tevin Coleman,4.310,3.750
3,9:54,2,10,KAN 19,27,16,Matt Ryan pass incomplete short middle intended for Tevin Coleman (defended by Steven Nelson),3.750,3.030
3,9:48,3,10,KAN 19,27,16,Matt Ryan pass complete short right to Taylor Gabriel for 9 yards (tackle by Steven Nelson),3.030,2.910
3,9:00,4,1,KAN 10,27,16,Matt Ryan pass incomplete short right intended for Devonta Freeman (defended by Frank Zombo),2.910,0.380
3,8:54,1,10,KAN 10,27,16,Alex Smith pass complete short right to Travis Kelce for 19 yards (tackle by Ricardo Allen and Keanu Neal),-0.380,0.870
3,8:09,1,10,KAN 29,27,16,Spencer Ware left end for -2 yards (tackle by Brian Poole),0.870,0.060
3,7:29,2,12,KAN 27,27,16,Spencer Ware left guard for 2 yards (tackle by Deion Jones). Penalty on Laurent Duvernay-Tardif: Offensive Holding (Declined),0.060,-0.360
3,7:02,3,10,KAN 29,27,16,Alex Smith pass complete short right to Tyreek Hill for 25 yards (tackle by Keanu Neal),-0.360,2.520
3,6:16,1,10,ATL 46,27,16,Alex Smith pass complete short middle to Travis Kelce for 5 yards (tackle by Deion Jones),2.520,2.650
3,5:37,2,5,ATL 41,27,16,Spencer Ware right tackle for 3 yards (tackle by Deion Jones and Grady Jarrett),2.650,2.350
3,4:57,3,2,ATL 38,27,16,"Charcandrick West right guard for 1 yard (tackle by Vic Beasley). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",2.350,1.030
3,4:53,3,12,ATL 48,27,16,"Penalty on Eric Fisher: False Start, 5 yards (no play)",1.030,0.370
3,4:16,3,17,KAN 47,27,16,"Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",0.370,1.030
3,3:58,3,12,ATL 48,27,16,Alex Smith pass complete short middle to Travis Kelce for 3 yards (tackle by Grady Jarrett),1.030,0.270
3,3:18,4,9,ATL 45,27,16,"Dustin Colquitt punts 45 yards, touchback",0.270,-0.280
3,3:09,1,10,ATL 20,27,16,Matt Ryan sacked by Tamba Hali for -7 yards,0.280,-1.280
3,2:27,2,17,ATL 13,27,16,"Matt Ryan pass complete short left to Tevin Coleman for 3 yards (tackle by Steven Nelson). Penalty on Chris Jones: Illegal Use of Hands, 5 yards (no play)",-1.280,0.040
3,2:08,1,10,ATL 18,27,16,Matt Ryan pass complete deep left to Julio Jones for 21 yards (tackle by Eric Berry),0.040,1.530
3,1:30,1,10,ATL 39,27,16,"Penalty on Justin Hardy: False Start, 5 yards (no play)",1.530,1.200
3,1:08,1,15,ATL 34,27,16,Matt Ryan pass complete deep right to Julio Jones for 20 yards,1.200,2.520
3,0:37,1,10,KAN 46,27,16,Tevin Coleman right guard for 6 yards (tackle by Kendall Reyes),2.520,2.790
3,0:20,2,4,KAN 40,27,16,Tevin Coleman left tackle for 2 yards (tackle by Ramik Wilson),2.790,2.350
Quarter,Time,Down,ToGo,Location,KAN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,KAN 38,27,16,Devonta Freeman left tackle for 4 yards (tackle by Frank Zombo),2.350,3.310
4,14:38,1,10,KAN 34,27,16,Devonta Freeman left end for 13 yards (tackle by Ramik Wilson),3.310,4.170
4,14:12,1,10,KAN 21,27,16,Devonta Freeman left guard for 2 yards (tackle by Ramik Wilson),4.170,3.900
4,13:32,2,8,KAN 19,27,16,Tevin Coleman right end for -1 yards (tackle by Derrick Johnson and Dee Ford),3.900,3.070
4,12:46,3,9,KAN 20,27,16,"Penalty on Dee Ford: Defensive Offside, 5 yards (no play)",3.070,3.810
4,12:33,3,4,KAN 15,27,16,Matt Ryan pass complete short left to Taylor Gabriel for 14 yards (tackle by Terrance Mitchell),3.810,6.970
4,12:01,1,1,KAN 1,27,22,"Devonta Freeman right guard for 1 yard, touchdown",6.970,7.000
4,11:57,,,KAN 2,27,22,"Two Point Attempt: Matt Ryan pass incomplete intended for Devonta Freeman, conversion fails",0.000,-1.000
4,11:57,,,ATL 35,27,22,"Matthew Bosher kicks off 63 yards, returned by De'Anthony Thomas for 19 yards (tackle by Brooks Reed)",0.000,-0.340
4,11:51,1,10,KAN 21,27,22,Spencer Ware right end for 5 yards (tackle by Tyson Jackson),0.340,0.480
4,11:10,2,5,KAN 26,27,22,Alex Smith pass complete short middle to Tyreek Hill for 5 yards (tackle by Deion Jones and Keanu Neal),0.480,1.000
4,10:26,1,10,KAN 31,27,22,Alex Smith pass incomplete deep left intended for Chris Conley (defended by Jalen Collins),1.000,0.460
4,10:21,2,10,KAN 31,27,22,Alex Smith pass complete short middle to Albert Wilson for 8 yards (tackle by Ricardo Allen and Deion Jones),0.460,0.830
4,9:40,3,2,KAN 39,27,22,Alex Smith pass incomplete deep left intended for Spencer Ware,0.830,-0.780
4,9:34,4,2,KAN 39,27,22,"Dustin Colquitt punts 61 yards, touchback",-0.780,-0.280
4,9:25,1,10,ATL 20,27,22,Tevin Coleman right guard for 7 yards (tackle by Ramik Wilson),0.280,0.680
4,8:52,2,3,ATL 27,27,22,Tevin Coleman left tackle for 4 yards (tackle by Daniel Sorensen),0.680,1.000
4,8:20,1,10,ATL 31,27,22,Tevin Coleman right tackle for 5 yards (tackle by Justin Houston),1.000,1.140
4,7:43,2,5,ATL 36,27,22,Tevin Coleman right end for 4 yards (tackle by Derrick Johnson),1.140,0.000
4,6:57,,,,27,22,Timeout #2 by Atlanta Falcons,0.000,-0.960
4,6:57,3,1,ATL 40,27,22,Matt Ryan pass complete short middle to Levine Toilolo for 42 yards (tackle by Frank Zombo),0.960,4.370
4,6:13,1,10,KAN 18,27,22,Matt Ryan left end for 1 yard (tackle by Jarvis Jenkins),4.370,3.940
4,5:29,2,9,KAN 17,27,22,Matt Ryan pass incomplete deep middle intended for Aldrick Robinson (defended by Marcus Peters),3.940,3.170
4,5:24,3,9,KAN 17,27,22,Matt Ryan for 12 yards (tackle by Daniel Sorensen),3.170,6.060
4,4:46,1,5,KAN 5,27,22,Matt Ryan pass incomplete short middle intended for Justin Hardy,6.060,5.150
4,4:37,2,5,KAN 5,27,28,"Matt Ryan pass complete short middle to Aldrick Robinson for 5 yards, touchdown",5.150,7.000
4,4:32,,,KAN 2,29,28,"Two Point Attempt: Matt Ryan pass incomplete intended for Austin Hooper is intercepted by Eric Berry, and returned for defensive two point conversion",0.000,1.000
4,4:32,,,ATL 35,29,28,"Matthew Bosher kicks off 64 yards, returned by De'Anthony Thomas for 18 yards (tackle by Kemal Ishmael). Penalty on Terrance Smith: Illegal Block Above the Waist, 8 yards",0.000,0.380
4,4:24,1,10,KAN 8,29,28,Spencer Ware right end for no gain (tackle by De'Vondre Campbell),-0.380,-0.780
4,3:42,2,10,KAN 8,29,28,Alex Smith pass complete short left to Travis Kelce for 14 yards (tackle by Jalen Collins),-0.780,0.410
4,2:56,1,10,KAN 22,29,28,Spencer Ware right tackle for no gain (tackle by Jonathan Babineaux),0.410,-0.130
4,2:14,2,10,KAN 22,29,28,Spencer Ware left tackle for 4 yards (tackle by Deion Jones),-0.130,-0.290
4,2:00,3,6,KAN 26,29,28,Alex Smith pass complete short middle to Albert Wilson for 10 yards (tackle by Ricardo Allen),-0.290,0.000
4,1:53,,,,29,28,Timeout #3 by Atlanta Falcons,0.000,-1.330
4,1:53,1,10,KAN 36,29,28,Alex Smith kneels for -1 yards,1.330,0.660
4,1:12,2,11,KAN 35,29,28,Alex Smith kneels for -1 yards,0.660,-0.160
4,0:38,3,12,KAN 34,29,28,Alex Smith kneels for -1 yards,-0.160,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
