Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,19,68,2,4,42,2.2,26,1.4,0,
Chase Brown,CIN,9,61,0,2,11,1.2,50,5.6,1,9.0
Jake Browning,CIN,2,22,1,2,4,2.0,18,9.0,0,
Tyler Boyd,CIN,1,5,0,0,5,5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Travis Etienne,JAX,11,45,1,4,37,3.4,8,0.7,0,
D'Ernest Johnson,JAX,5,4,0,1,-1,-0.2,5,1.0,0,
Trevor Lawrence,JAX,5,8,1,3,3,0.6,5,1.0,0,
Calvin Ridley,JAX,3,7,0,1,7,2.3,0,0.0,0,
C.J. Beathard,JAX,1,7,0,0,0,0.0,7,7.0,0,
