Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
1,6:51,,,CIN 15,0,7,Brandon McManus kicks extra point good,0.000,0.000
1,6:51,,,JAX 35,0,7,"Brandon McManus kicks off 59 yards, returned by Trayveon Williams for 20 yards (tackle by Brandon McManus). Penalty on Joe Bachie: Offensive Holding, 10 yards (accepted)",0.000,-0.140
1,6:44,1,10,CIN 16,0,7,Jake Browning pass complete short right to Ja'Marr Chase for 2 yards (tackle by Gregory Junior),-0.140,-0.350
1,5:58,2,8,CIN 18,0,7,Jake Browning pass complete short right to Joe Mixon for 28 yards (tackle by Andre Cisco),-0.350,1.990
1,5:12,1,10,CIN 46,0,7,Chase Brown up the middle for 15 yards (tackle by Tyson Campbell),1.990,2.980
1,4:31,1,10,JAX 39,0,7,Jake Browning pass complete short left to Ja'Marr Chase for 4 yards (tackle by Darious Williams),2.980,2.980
1,3:50,2,6,JAX 35,0,7,Ja'Marr Chase pass complete short left to Jake Browning for -7 yards (tackle by K'Lavon Chaisson),2.980,1.360
1,3:04,3,13,JAX 42,0,7,Jake Browning pass complete short right to Ja'Marr Chase for 4 yards (tackle by Rayshawn Jenkins),1.360,0.720
1,2:17,4,9,JAX 38,0,7,Evan McPherson 57 yard field goal no good,0.720,-2.060
1,2:13,1,10,JAX 47,0,7,Trevor Lawrence pass incomplete deep left intended for Calvin Ridley (defended by Jordan Battle),2.060,1.520
1,2:06,2,10,JAX 47,0,7,Trevor Lawrence pass complete short right to Parker Washington for 6 yards (tackle by Daxton Hill),1.520,1.620
1,1:26,3,4,CIN 47,0,7,Trevor Lawrence pass incomplete short middle intended for Zay Jones (defended by B.J. Hill),1.620,0.130
1,1:23,4,3,CIN 47,0,7,"Logan Cooke punts 39 yards, fair catch by Charlie Jones at CIN-8",0.130,0.380
1,1:16,1,10,CIN 8,0,7,Chase Brown left end for 8 yards (tackle by Foyesade Oluokun),-0.380,-0.090
1,0:36,2,2,CIN 16,0,7,Chase Brown up the middle for -2 yards (tackle by Gregory Junior and Josh Allen),-0.090,-0.720
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,CIN 14,0,7,Jake Browning pass complete deep right to Ja'Marr Chase for 17 yards (tackle by Andre Cisco),-0.720,1.000
2,14:23,1,10,CIN 31,0,7,Jake Browning pass complete deep right to Trenton Irwin for 25 yards (tackle by Tyson Campbell),1.000,2.650
2,13:45,1,10,JAX 44,0,7,Jake Browning pass incomplete short left intended for Tyler Boyd,2.650,2.110
2,13:40,2,10,JAX 44,0,7,Jake Browning pass complete short middle to Tanner Hudson for 24 yards (tackle by Andre Cisco),2.110,4.240
2,13:09,1,10,JAX 20,0,7,Jake Browning pass complete short middle to Tee Higgins for 14 yards (tackle by Andrew Wingard),4.240,5.830
2,12:29,1,6,JAX 6,6,7,"Joe Mixon left guard for 6 yards, touchdown",5.830,7.000
2,12:24,,,JAX 15,7,7,Evan McPherson kicks extra point good,0.000,0.000
2,12:24,,,CIN 35,7,7,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,12:24,1,10,JAX 25,7,7,Trevor Lawrence pass complete short right to Luke Farrell for 9 yards (tackle by Chidobe Awuzie),0.610,1.280
2,11:44,2,1,JAX 34,7,7,Travis Etienne left guard for 2 yards (tackle by Josh Tupou and Jordan Battle),1.280,1.330
2,11:03,1,10,JAX 36,7,7,D'Ernest Johnson left end for 4 yards (tackle by Zachary Carter and Germaine Pratt),1.330,1.330
2,10:22,2,6,JAX 40,7,7,"Trevor Lawrence pass complete short right to Evan Engram for 2 yards (tackle by Logan Wilson). Penalty on Calvin Ridley: Offensive Holding, 10 yards (accepted)",1.330,0.250
2,9:53,2,14,JAX 32,7,7,Trevor Lawrence pass complete short middle to Evan Engram for 8 yards (tackle by Germaine Pratt and Daxton Hill),0.250,0.630
2,9:18,3,6,JAX 40,7,7,"Penalty on Trey Hendrickson: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.630,1.290
2,8:58,3,1,JAX 45,7,7,Trevor Lawrence up the middle for 1 yard (tackle by Logan Wilson),1.290,1.990
2,8:22,1,10,JAX 46,7,7,Travis Etienne right end for 11 yards (tackle by Daxton Hill and D.J. Reader),1.990,2.720
2,7:41,1,10,CIN 43,7,7,Travis Etienne up the middle for no gain (tackle by D.J. Reader and Germaine Pratt),2.720,2.180
2,7:08,2,10,CIN 43,7,7,Trevor Lawrence pass complete deep right to Calvin Ridley for 21 yards,2.180,4.110
2,6:30,1,10,CIN 22,7,13,"Trevor Lawrence pass complete short left to Evan Engram for 22 yards, touchdown",4.110,7.000
2,6:24,,,CIN 15,7,14,Brandon McManus kicks extra point good,0.000,0.000
2,6:24,,,JAX 35,7,14,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,6:24,1,10,CIN 25,7,14,Jake Browning pass complete short right to Tee Higgins for 11 yards (tackle by Devin Lloyd and Tyson Campbell),0.610,1.330
2,5:47,1,10,CIN 36,7,14,Jake Browning pass complete short left to Mitchell Wilcox for 12 yards (tackle by Devin Lloyd),1.330,2.130
2,5:02,1,10,CIN 48,7,14,Joe Mixon up the middle for 7 yards (tackle by Foyesade Oluokun),2.130,2.530
2,4:23,2,3,JAX 45,7,14,Joe Mixon up the middle for 2 yards (tackle by Foyesade Oluokun and Devin Lloyd),2.530,2.080
2,3:39,3,1,JAX 43,7,14,Jake Browning pass complete short left to Joe Mixon for 9 yards (tackle by Andre Cisco),2.080,3.310
2,3:05,1,10,JAX 34,7,14,Tyler Boyd right end for 5 yards (tackle by Devin Lloyd),3.310,3.450
2,2:26,2,5,JAX 29,7,14,Jake Browning pass incomplete short middle intended for Tyler Boyd (defended by Gregory Junior),3.450,2.740
2,2:23,3,5,JAX 29,7,14,Jake Browning pass complete short left to Tyler Boyd for 10 yards (tackle by Gregory Junior),2.740,4.310
2,2:00,1,10,JAX 19,7,14,Joe Mixon up the middle for 3 yards (tackle by Devin Lloyd and Travon Walker),4.310,4.180
2,1:20,2,7,JAX 16,7,14,Jake Browning pass complete short right to Drew Sample for 11 yards (tackle by Darious Williams),4.180,6.060
2,1:11,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:11,1,5,JAX 5,7,14,Joe Mixon up the middle for 3 yards (tackle by Foyesade Oluokun),6.060,5.720
2,1:06,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,1:06,2,2,JAX 2,13,14,"Joe Mixon up the middle for 2 yards, touchdown",5.720,7.000
2,1:04,,,JAX 15,14,14,Evan McPherson kicks extra point good,0.000,0.000
2,1:04,,,CIN 35,14,14,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,1:04,1,10,JAX 25,14,14,Trevor Lawrence pass complete short middle to Travis Etienne for 12 yards (tackle by Logan Wilson),0.610,1.400
2,0:44,1,10,JAX 37,14,14,Trevor Lawrence pass complete short right to Zay Jones for 8 yards (tackle by DJ Turner),1.400,1.940
2,0:41,2,2,JAX 45,14,14,Trevor Lawrence sacked by Sam Hubbard for -7 yards,1.940,0.300
2,0:35,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:35,3,9,JAX 38,14,14,"Trevor Lawrence fumbles, recovered by Trevor Lawrence at JAC-38 Trevor Lawrence pass incomplete deep right intended for Calvin Ridley",0.300,-0.850
2,0:29,4,9,JAX 38,14,14,"Logan Cooke punts 37 yards, fair catch by Charlie Jones at CIN-25",-0.850,-0.610
2,0:22,1,10,CIN 25,14,14,Joe Mixon up the middle for 5 yards (tackle by Folorunso Fatukasi and Travon Walker),0.610,0.740
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,14,14,"Evan McPherson kicks off 66 yards, returned by Parker Washington for 33 yards (tackle by Jalen Davis)",0.000,1.070
3,14:54,1,10,JAX 32,14,14,Trevor Lawrence pass incomplete short right intended for Tim Jones (defended by Chidobe Awuzie) (defended by Daxton Hill),1.070,0.530
3,14:48,2,10,JAX 32,14,14,Trevor Lawrence pass complete short right to Parker Washington for 9 yards (tackle by Daxton Hill),0.530,1.030
3,14:08,3,1,JAX 41,14,14,Travis Etienne up the middle for no gain (tackle by B.J. Hill),1.030,-0.650
3,13:24,4,1,JAX 41,14,14,"Logan Cooke punts 43 yards, fair catch by Charlie Jones at CIN-16",-0.650,0.140
3,13:21,1,10,CIN 16,14,14,Joe Mixon left guard for 1 yard (tackle by Foyesade Oluokun),-0.140,-0.510
3,12:46,2,9,CIN 17,14,14,Jake Browning pass complete short middle to Tanner Hudson for 7 yards (tackle by Gregory Junior and Foyesade Oluokun),-0.510,-0.320
3,12:01,3,2,CIN 24,20,14,"Jake Browning pass complete deep left to Ja'Marr Chase for 76 yards, touchdown",-0.320,7.000
3,11:50,,,JAX 15,21,14,Evan McPherson kicks extra point good,0.000,0.000
3,11:50,,,CIN 35,21,14,"Evan McPherson kicks off 67 yards, returned by Parker Washington for 18 yards (tackle by Andrei Iosivas)",0.000,-0.140
3,11:45,1,10,JAX 16,21,14,Trevor Lawrence pass complete deep left to Zay Jones for 23 yards (tackle by Logan Wilson),-0.140,1.530
3,11:04,1,10,JAX 39,21,14,Trevor Lawrence pass complete short right to Evan Engram for -2 yards (tackle by Mike Hilton),1.530,0.720
3,10:22,2,12,JAX 37,21,14,Trevor Lawrence pass incomplete deep right intended for Calvin Ridley,0.720,0.040
3,10:16,3,12,JAX 37,21,14,"Penalty on Chidobe Awuzie: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.040,0.700
3,10:16,3,7,JAX 42,21,14,Trevor Lawrence pass complete short left to Zay Jones for 16 yards (tackle by Nick Scott),0.700,2.790
3,9:39,1,10,CIN 42,21,14,Travis Etienne left end for 3 yards (tackle by Jordan Battle and Chidobe Awuzie),2.790,2.650
3,9:04,2,7,CIN 39,21,14,Travis Etienne left end for 6 yards (tackle by Myles Murphy),2.650,2.740
3,8:24,3,1,CIN 33,21,14,D'Ernest Johnson right end for 3 yards (tackle by Cameron Sample),2.740,3.580
3,7:43,1,10,CIN 30,21,14,Calvin Ridley right end for -3 yards (tackle by Germaine Pratt and Jordan Battle),3.580,2.630
3,7:06,2,13,CIN 33,21,14,Trevor Lawrence pass complete deep left to Parker Washington for 18 yards (tackle by DJ Turner),2.630,4.580
3,6:22,1,10,CIN 15,21,14,Trevor Lawrence pass complete short left to Travis Etienne for 1 yard (tackle by Akeem Davis-Gaither),4.580,4.110
3,5:40,2,9,CIN 14,21,14,Trevor Lawrence pass incomplete short right intended for Calvin Ridley (defended by Mike Hilton),4.110,3.240
3,5:33,,,,,,Timeout #1 by Jacksonville Jaguars,,
3,5:33,3,9,CIN 14,21,20,"Trevor Lawrence pass complete short middle to Parker Washington for 14 yards, touchdown",3.240,7.000
3,5:26,,,CIN 15,21,21,Brandon McManus kicks extra point good,0.000,0.000
3,5:26,,,JAX 35,21,21,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,5:26,1,10,CIN 25,21,21,Tyler Boyd pass short right intended for Joe Mixon is intercepted by Josh Allen at CIN-17 and returned for 8 yards (tackle by Irv Smith),0.610,-5.140
3,5:16,1,9,CIN 9,21,21,Travis Etienne right guard for 2 yards (tackle by D.J. Reader),5.140,4.760
3,4:33,2,7,CIN 7,21,21,Trevor Lawrence pass complete short left to Calvin Ridley for 6 yards (tackle by DJ Turner),4.760,5.170
3,3:50,3,1,CIN 1,21,21,Travis Etienne up the middle for no gain (tackle by D.J. Reader and Mike Hilton),5.170,3.550
3,3:13,4,1,CIN 1,21,27,"Trevor Lawrence up the middle for 1 yard, touchdown",3.550,7.000
3,3:10,,,CIN 15,21,28,Brandon McManus kicks extra point good,0.000,0.000
3,3:10,,,JAX 35,21,28,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,3:10,1,10,CIN 25,21,28,Chase Brown up the middle for 31 yards (tackle by Tyson Campbell),0.610,2.650
3,2:28,1,10,JAX 44,21,28,Chase Brown up the middle for 3 yards (tackle by Josh Allen and Foyesade Oluokun),2.650,2.520
3,1:48,2,7,JAX 41,21,28,Jake Browning pass complete short left to Joe Mixon for -1 yards (tackle by Gregory Junior and Darious Williams),2.520,1.690
3,1:03,3,8,JAX 42,21,28,"Jake Browning pass incomplete short left. Penalty on Jonah Williams: Ineligible Downfield Pass, 5 yards (declined)",1.690,0.460
3,0:59,4,8,JAX 42,21,28,"Brad Robbins punts 33 yards, recovered by Parker Washington at JAC-9",0.460,0.380
3,0:50,1,10,JAX 9,21,28,D'Ernest Johnson right end for 1 yard (tackle by Cameron Sample and Germaine Pratt),-0.380,-0.710
3,0:05,2,9,JAX 10,21,28,Trevor Lawrence pass complete short right to Parker Washington for 6 yards (tackle by Chidobe Awuzie and Mike Hilton),-0.710,-0.600
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,JAX 16,21,28,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",-0.600,-1.190
4,15:00,3,8,JAX 11,21,28,"Penalty on JAX: Delay of Game, 5 yards (accepted) (no play)",-1.190,-1.770
4,15:00,3,13,JAX 6,21,28,Trevor Lawrence pass incomplete deep left intended for Zay Jones,-1.770,-2.490
4,14:54,4,13,JAX 6,21,28,"Logan Cooke punts 42 yards, returned by Charlie Jones for no gain (tackle by Ross Matiscik)",-2.490,-2.390
4,14:43,1,10,JAX 48,21,28,Joe Mixon up the middle for 2 yards (tackle by Andre Cisco and Gregory Junior),2.390,2.120
4,14:04,2,8,JAX 46,21,28,"Jake Browning pass incomplete short left. Penalty on Devin Lloyd: Illegal Contact, 5 yards (accepted) (no play)",2.120,2.850
4,13:54,1,10,JAX 41,21,28,Jake Browning pass complete short right to Ja'Marr Chase for 14 yards (tackle by Rayshawn Jenkins),2.850,3.780
4,13:07,1,10,JAX 27,21,28,Jake Browning pass complete short left to Joe Mixon for 10 yards (tackle by Dawuane Smoot and Foyesade Oluokun),3.780,4.440
4,12:28,1,10,JAX 17,21,28,Chase Brown right end for -3 yards (tackle by K'Lavon Chaisson and Adam Gotsis),4.440,3.490
4,11:44,2,13,JAX 20,21,28,Jake Browning pass complete short middle to Tyler Boyd for 10 yards (tackle by Devin Lloyd and Rayshawn Jenkins),3.490,4.340
4,11:02,3,3,JAX 10,21,28,Jake Browning pass incomplete short left intended for Ja'Marr Chase,4.340,2.860
4,10:58,4,3,JAX 10,21,28,Jake Browning pass complete short middle to Ja'Marr Chase for 6 yards (tackle by Devin Lloyd),2.860,6.280
4,10:14,1,4,JAX 4,21,28,Joe Mixon up the middle for 3 yards (tackle by Antonio Johnson and Andre Cisco),6.280,5.910
4,9:28,2,1,JAX 1,27,28,"Jake Browning up the middle for 1 yard, touchdown",5.910,7.000
4,9:27,,,JAX 15,28,28,Evan McPherson kicks extra point good,0.000,0.000
4,9:27,,,CIN 35,28,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,9:27,1,10,JAX 25,28,28,Trevor Lawrence pass complete deep left to Evan Engram for 21 yards (tackle by DJ Turner),0.610,1.990
4,8:52,1,10,JAX 46,28,28,D'Ernest Johnson left guard for no gain (tackle by B.J. Hill and Sam Hubbard),1.990,1.450
4,8:12,2,10,JAX 46,28,28,"Trevor Lawrence scrambles up the middle for 2 yards (tackle by D.J. Reader and Sam Hubbard). Penalty on DJ Turner: Illegal Contact, 5 yards (accepted)",1.450,2.460
4,7:48,1,10,CIN 47,28,28,Trevor Lawrence pass complete deep right to Zay Jones for 24 yards (tackle by Chidobe Awuzie),2.460,4.040
4,7:08,1,10,CIN 23,28,28,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",4.040,3.710
4,7:08,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,7:08,1,15,CIN 28,28,28,Calvin Ridley left end for no gain (tackle by DJ Turner),3.710,2.750
4,6:26,2,16,CIN 28,28,28,Trevor Lawrence pass complete short right to D'Ernest Johnson for 5 yards (tackle by Chidobe Awuzie and Germaine Pratt),2.750,2.740
4,5:44,3,11,CIN 23,28,28,Trevor Lawrence sacked by Trey Hendrickson for -7 yards,2.740,1.410
4,5:03,4,15,CIN 30,28,28,Brandon McManus 48 yard field goal no good,1.410,-1.470
4,4:59,1,10,CIN 38,28,28,Jake Browning pass complete short left to Tyler Boyd for 7 yards (tackle by Antonio Johnson),1.470,1.870
4,4:53,2,3,CIN 45,28,28,Joe Mixon up the middle for 2 yards (tackle by Devin Lloyd and DaVon Hamilton),1.870,1.420
4,4:11,3,1,CIN 47,28,28,Jake Browning scrambles up the middle for 21 yards (tackle by Andre Cisco),1.420,3.450
4,4:00,1,10,JAX 32,28,28,"Penalty on Jake Browning: False Start, 5 yards (accepted) (no play)",3.450,3.120
4,4:00,1,15,JAX 37,28,28,Joe Mixon up the middle for 5 yards (tackle by Rayshawn Jenkins),3.120,2.900
4,3:17,2,10,JAX 32,28,28,"Penalty on Jake Browning: False Start, 5 yards (accepted) (no play)",2.900,2.230
4,3:17,2,15,JAX 37,28,28,Jake Browning sacked by Josh Allen for -7 yards,2.230,0.630
4,2:37,,,,,,Timeout #1 by Cincinnati Bengals,,
4,2:37,3,22,JAX 44,28,28,Jake Browning pass complete short left to Tyler Boyd for 8 yards (tackle by Antonio Johnson),0.630,0.880
4,2:33,4,14,JAX 36,31,28,Evan McPherson 54 yard field goal good,0.880,3.000
4,2:28,,,CIN 35,31,28,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,2:28,1,10,JAX 25,31,28,"C.J. Beathard scrambles up the middle for 7 yards. C.J. Beathard fumbles (forced by Logan Wilson), recovered by Parker Washington at JAC-35 and returned for -1 yards (tackle by DJ Turner)",0.610,1.280
4,2:00,2,1,JAX 34,31,28,C.J. Beathard pass incomplete deep left intended for Zay Jones,1.280,0.560
4,1:54,3,1,JAX 34,31,28,C.J. Beathard pass complete short middle to Evan Engram for 14 yards (tackle by Jordan Battle and Germaine Pratt),0.560,2.130
4,1:33,1,10,JAX 48,31,28,C.J. Beathard pass complete short middle to Evan Engram for 5 yards (tackle by Daxton Hill),2.130,2.260
4,1:10,2,5,CIN 47,31,28,C.J. Beathard pass complete short left to Travis Etienne for 19 yards (tackle by Daxton Hill),2.260,3.710
4,1:04,1,10,CIN 28,31,28,C.J. Beathard pass complete short right to Parker Washington for 8 yards (tackle by Logan Wilson and Germaine Pratt),3.710,4.250
4,0:42,2,2,CIN 20,31,28,C.J. Beathard sacked by Joseph Ossai for no gain,4.250,3.530
4,0:37,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,0:37,3,2,CIN 20,31,28,C.J. Beathard sacked by Jordan Battle for -2 yards,3.530,2.070
4,0:30,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:30,4,4,CIN 22,31,31,Brandon McManus 40 yard field goal good,2.070,3.000
4,0:26,,,JAX 35,31,31,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,0:26,1,10,CIN 25,31,31,Joe Mixon up the middle for 18 yards (tackle by Andrew Wingard and Rayshawn Jenkins),0.610,1.800
4,0:20,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:20,1,10,CIN 43,31,31,Jake Browning pass complete short left to Joe Mixon for 3 yards (tackle by Rayshawn Jenkins),1.800,1.660
4,0:12,2,7,CIN 46,31,31,Jake Browning pass complete short right to Tanner Hudson for no gain (tackle by Antonio Johnson),1.660,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the overtime kickoff.",,
OT,10:00,,,CIN 35,31,31,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,JAX 25,31,31,C.J. Beathard pass complete short right to Evan Engram for 2 yards (tackle by Logan Wilson),0.610,0.330
OT,9:29,2,8,JAX 27,31,31,C.J. Beathard pass complete short right to Travis Etienne for 2 yards (tackle by Chidobe Awuzie and Germaine Pratt),0.330,-0.100
OT,8:48,3,6,JAX 29,31,31,C.J. Beathard pass complete short right to Evan Engram for 10 yards (tackle by DJ Turner),-0.100,1.530
OT,8:10,1,10,JAX 39,31,31,Travis Etienne right end for 13 yards (tackle by Germaine Pratt),1.530,2.390
OT,7:35,1,10,CIN 48,31,31,D'Ernest Johnson up the middle for -4 yards (tackle by Mike Hilton),2.390,1.310
OT,6:59,2,14,JAX 48,31,31,C.J. Beathard pass complete short left to Zay Jones for 7 yards (tackle by DJ Turner),1.310,1.550
OT,6:19,3,7,CIN 45,31,31,"C.J. Beathard pass complete deep right to Calvin Ridley for no gain (tackle by Chidobe Awuzie). Penalty on Anton Harrison: Offensive Holding, 10 yards (accepted) (no play)",1.550,0.230
OT,5:52,3,17,JAX 45,31,31,C.J. Beathard pass complete short middle to Calvin Ridley for -4 yards (tackle by Germaine Pratt),0.230,-0.650
OT,5:08,4,21,JAX 41,31,31,"Logan Cooke punts 42 yards, returned by Charlie Jones for 11 yards (tackle by Ross Matiscik)",-0.650,-0.810
OT,5:02,1,10,CIN 28,31,31,Joe Mixon left end for 2 yards (tackle by Devin Lloyd and Tyson Campbell),0.810,0.530
OT,4:55,2,8,CIN 30,31,31,Jake Browning pass complete deep middle to Ja'Marr Chase for 17 yards (tackle by Darious Williams),0.530,2.060
OT,4:14,1,10,CIN 47,31,31,Jake Browning pass incomplete short right,2.060,1.520
OT,4:08,2,10,CIN 47,31,31,Jake Browning pass complete short left to Joe Mixon for no gain (tackle by Jeremiah Ledbetter and Josh Allen),1.520,0.830
OT,3:22,3,10,CIN 47,31,31,Jake Browning pass complete short left to Tee Higgins for 11 yards (tackle by Tyson Campbell),0.830,2.790
OT,3:16,1,10,JAX 42,31,31,Chase Brown left end for 1 yard (tackle by Foyesade Oluokun),2.790,2.380
OT,3:12,2,9,JAX 41,31,31,"Jake Browning pass complete short right to Ja'Marr Chase for 7 yards (tackle by Antonio Johnson) Replay Assistant challenged the short of the line to gain ruling, and the original play was overturned. Jake Browning pass complete short right to Ja'Marr Chase for 8 yards and Antonio Johnson and Darious Williams)",2.380,2.740
OT,3:05,,,,,,Timeout #1 by Cincinnati Bengals,,
OT,3:05,3,1,JAX 33,31,31,Joe Mixon left guard for 2 yards (tackle by Devin Lloyd and Josh Allen),2.740,3.510
OT,2:20,1,10,JAX 31,31,31,Joe Mixon left guard for no gain (tackle by Josh Allen),3.510,2.970
OT,2:00,2,10,JAX 31,31,31,Joe Mixon left end for 2 yards (tackle by Adam Gotsis and Devin Lloyd),2.970,2.540
OT,1:55,,,,,,Timeout #1 by Jacksonville Jaguars,,
OT,1:55,3,8,JAX 29,31,31,Joe Mixon right guard for -1 yards (tackle by Rayshawn Jenkins),2.540,1.410
OT,1:50,,,,,,Timeout #2 by Jacksonville Jaguars,,
OT,1:50,4,9,JAX 30,34,31,"Evan McPherson 48 yard field goal good. Penalty on Rayshawn Jenkins: Leaping, 15 yards (declined)",1.410,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
