#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,GNB 16,3,2:11,4,Punt
2,1,9:24,GNB 27,3,1:26,-3,Punt
3,1,6:20,OAK 17,4,1:12,17,Touchdown
4,2,14:53,GNB 22,4,2:20,-1,Punt
5,2,8:36,GNB 23,5,2:23,22,Punt
6,2,4:58,GNB 2,10,3:36,77,Fumble
7,2,0:20,GNB 35,2,0:20,8,End of Half
8,3,13:15,,7,2:57,44,Field Goal
9,3,6:48,GNB 47,3,1:02,53,Touchdown
10,3,3:12,GNB 5,19,8:11,92,Field Goal
11,4,6:54,OAK 36,6,2:29,21,Field Goal
12,4,3:26,OAK 16,2,0:50,1,Interception
13,4,1:31,OAK 35,4,0:26,4,Blocked FG
14,4,0:03,OAK 44,1,0:03,-1,End of Game
