Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
1,5:18,1,5,OAK 5,0,0,Aaron Rodgers pass incomplete short left intended for Jeff Janis,6.060,5.150
1,5:12,2,5,OAK 5,6,0,"John Kuhn middle for 5 yards, touchdown",5.150,7.000
1,5:12,,,OAK 5,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,5:12,,,GNB 35,7,0,"Mason Crosby kicks off 64 yards, returned by Taiwan Jones for 33 yards (tackle by Quinten Rollins)",0.000,-1.200
1,5:03,1,10,OAK 34,13,0,"Derek Carr pass incomplete short right intended for Seth Roberts is intercepted by Damarious Randall at OAK-43 and returned for 43 yards, touchdown",1.200,-7.000
1,4:53,,,OAK 34,14,0,Mason Crosby kicks extra point good,0.000,0.000
1,4:53,,,GNB 35,14,0,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
1,4:53,1,10,OAK 20,14,0,Derek Carr pass incomplete short right intended for Clive Walford (defended by Micah Hyde),0.280,-0.270
1,4:48,2,10,OAK 20,14,0,"Derek Carr pass incomplete deep right intended for Amari Cooper. Penalty on Damarious Randall: Defensive Pass Interference, 25 yards (no play)",-0.270,1.930
1,4:42,1,10,OAK 45,14,0,Derek Carr pass complete short right to Michael Crabtree for 6 yards (tackle by Quinten Rollins),1.930,2.190
1,4:12,2,4,GNB 49,14,0,Derek Carr pass complete short middle to Amari Cooper for 26 yards (tackle by Damarious Randall),2.190,4.040
1,3:24,1,10,GNB 23,14,0,Latavius Murray right end for -3 yards (tackle by Morgan Burnett),4.040,3.090
1,2:42,2,13,GNB 26,14,0,Derek Carr pass complete short right to Andre Holmes for 11 yards (tackle by Casey Hayward),3.090,4.050
1,2:08,3,2,GNB 15,14,0,Derek Carr middle for 4 yards (tackle by Julius Peppers),4.050,4.840
1,1:27,1,10,GNB 11,14,0,"Derek Carr pass incomplete short right intended for Seth Roberts. Penalty on Micah Hyde: Defensive Holding, 5 yards (no play)",4.840,5.830
1,1:21,1,6,GNB 6,14,0,Latavius Murray left end for no gain (tackle by Mike Neal),5.830,4.950
1,0:34,2,6,GNB 6,14,0,Latavius Murray left guard for 1 yard (tackle by Letroy Guion),4.950,4.260
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,GNB 5,14,0,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Quinten Rollins),4.260,3.010
2,14:56,4,5,GNB 5,14,3,Sebastian Janikowski 23 yard field goal good,3.010,3.000
2,14:56,,,OAK 35,14,3,"Sebastian Janikowski kicks off 60 yards, returned by Jeff Janis for 17 yards (tackle by Jamize Olawale)",0.000,-0.410
2,14:48,1,10,GNB 22,14,3,Eddie Lacy right tackle for -1 yards (tackle by Dan Williams),0.410,-0.270
2,14:24,2,11,GNB 21,14,3,"Aaron Rodgers pass complete short left to James Jones for 3 yards (tackle by D.J. Hayden). Penalty on David Amerson: Illegal Use of Hands, 5 yards (no play)",-0.270,0.670
2,14:08,1,10,GNB 26,14,3,Eddie Lacy right tackle for 4 yards (tackle by Stacy McGee),0.670,0.670
2,13:35,2,6,GNB 30,14,3,Aaron Rodgers sacked by Ben Heeney for -9 yards,0.670,-1.220
2,12:53,3,15,GNB 21,14,3,Aaron Rodgers pass incomplete deep left intended for Davante Adams,-1.220,-1.960
2,12:46,4,15,GNB 21,14,3,Tim Masthay punts 57 yards,-1.960,-0.410
2,12:33,1,10,OAK 22,14,3,Latavius Murray middle for 10 yards (tackle by Morgan Burnett),0.410,1.070
2,11:51,1,10,OAK 32,14,3,Latavius Murray left end for 2 yards (tackle by Jake Ryan),1.070,0.800
2,11:36,2,8,OAK 34,14,3,Derek Carr pass complete short left to Michael Crabtree for 5 yards (tackle by Quinten Rollins),0.800,0.760
2,11:08,3,3,OAK 39,14,3,Latavius Murray middle for 22 yards (tackle by Morgan Burnett),0.760,2.980
2,10:30,1,10,GNB 39,14,3,Latavius Murray right guard for 5 yards (tackle by Jake Ryan),2.980,3.120
2,10:07,2,5,GNB 34,14,3,Derek Carr pass complete short right to Michael Crabtree for 23 yards (tackle by Ha Ha Clinton-Dix),3.120,4.840
2,9:39,1,10,GNB 11,14,3,Derek Carr pass incomplete short right intended for Clive Walford (defended by Morgan Burnett),4.840,4.140
2,9:34,2,10,GNB 11,14,3,Latavius Murray left end for -1 yards (tackle by Datone Jones and Mike Daniels),4.140,3.110
2,8:49,3,11,GNB 12,14,3,Derek Carr pass incomplete short right intended for Andre Holmes,3.110,2.630
2,8:40,4,11,GNB 12,14,6,Sebastian Janikowski 30 yard field goal good,2.630,3.000
2,8:40,,,OAK 35,14,6,"Sebastian Janikowski kicks off 64 yards, returned by Jeff Janis for 22 yards (tackle by Lorenzo Alexander)",0.000,-0.480
2,8:31,1,10,GNB 23,14,6,Aaron Rodgers pass complete short middle to Davante Adams for 6 yards (tackle by David Amerson),0.480,0.740
2,8:04,2,4,GNB 29,14,6,Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by D.J. Hayden),0.740,1.330
2,7:42,1,10,GNB 36,14,6,Aaron Rodgers pass incomplete,1.330,0.790
2,7:36,2,10,GNB 36,14,6,James Starks left tackle for 2 yards (tackle by Denico Autry),0.790,0.370
2,7:09,3,8,GNB 38,14,6,Aaron Rodgers pass complete short left to Richard Rodgers for 7 yards (tackle by Malcolm Smith),0.370,0.370
2,6:21,3,8,GNB 38,14,6,Timeout #1 by Green Bay Packers,0.370,-0.390
2,6:20,4,1,GNB 45,14,6,"Tim Masthay punts 55 yards, touchback. Penalty on Jake Ryan: Offensive Holding, 10 yards",-0.390,-0.940
2,6:13,1,10,OAK 30,14,6,Derek Carr pass incomplete deep right intended for Mychal Rivera,0.940,0.390
2,6:07,2,10,OAK 30,14,6,Latavius Murray middle for 3 yards (tackle by B.J. Raji),0.390,0.100
2,5:27,3,7,OAK 33,14,6,Derek Carr pass complete short left to Mychal Rivera for 5 yards (tackle by Damarious Randall),0.100,-0.850
2,5:11,4,2,OAK 38,14,6,Marquette King punts 60 yards,-0.850,0.380
2,4:58,1,10,GNB 2,14,6,Eddie Lacy left tackle for no gain (tackle by Justin Ellis),-0.380,-0.780
2,4:28,2,10,GNB 2,14,6,Aaron Rodgers pass incomplete deep right intended for James Jones (defended by David Amerson),-0.780,-1.420
2,4:17,3,10,GNB 2,14,6,"Aaron Rodgers pass incomplete deep right intended for James Jones. Penalty on OAK: Defensive 12 On-field, 5 yards (no play)",-1.420,-0.840
2,4:17,3,5,GNB 7,14,6,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on T.J. Carrie: Defensive Pass Interference, 17 yards (no play)",-0.840,0.540
2,4:12,1,10,GNB 24,14,6,James Starks left tackle for 3 yards (tackle by Dan Williams),0.540,0.400
2,3:43,2,7,GNB 27,14,6,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers,0.400,-0.300
2,3:38,3,7,GNB 27,14,6,Aaron Rodgers pass complete short middle to Randall Cobb for 23 yards (tackle by D.J. Hayden),-0.300,2.260
2,3:05,1,10,,14,6,Aaron Rodgers pass complete short left to James Starks for 5 yards (tackle by Malcolm Smith),2.260,2.390
2,2:26,2,5,OAK 45,14,6,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers,2.390,2.390
2,2:22,2,5,OAK 45,14,6,Timeout #2 by Oakland Raiders,2.390,1.690
2,2:22,3,5,OAK 45,14,6,Aaron Rodgers pass complete short left to Justin Perillo for 5 yards (tackle by Malcolm Smith),1.690,2.920
2,2:00,1,10,OAK 40,14,6,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by David Amerson),2.920,3.450
2,1:30,2,2,OAK 32,14,6,"James Starks left end for 11 yards (tackle by Benson Mayowa). James Starks fumbles (forced by Benson Mayowa), recovered by Benson Mayowa at OAK-21 (tackle by Richard Rodgers)",3.450,-0.340
2,1:22,1,10,OAK 21,14,6,Derek Carr pass complete short middle to Marcel Reece for 29 yards (tackle by Micah Hyde),0.340,2.260
2,0:55,1,10,,14,6,Derek Carr pass complete short left to Mychal Rivera for 14 yards (tackle by Ha Ha Clinton-Dix),2.260,3.180
2,0:33,1,10,GNB 36,14,6,Derek Carr for 17 yards (tackle by Mike Neal),3.180,4.310
2,0:25,1,10,GNB 19,14,12,"Derek Carr pass complete deep right to Amari Cooper for 19 yards, touchdown",4.310,7.000
2,0:25,,,GNB 19,14,13,Sebastian Janikowski kicks extra point good,0.000,0.000
2,0:25,,,OAK 35,14,13,"Sebastian Janikowski kicks off 39 yards, returned by John Kuhn for 9 yards (tackle by Taiwan Jones)",0.000,-1.270
2,0:14,1,10,GNB 35,14,13,Aaron Rodgers pass incomplete deep left intended for James Jones,1.270,0.720
2,0:06,2,10,GNB 35,14,13,Aaron Rodgers pass complete short right to Davante Adams for 8 yards (tackle by David Amerson),0.720,1.090
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,13,"Mason Crosby kicks off 64 yards, returned by Taiwan Jones for 19 yards (tackle by Aaron Ripkowski)",0.000,-0.280
3,14:54,1,10,OAK 20,14,13,Latavius Murray right guard for no gain (tackle by Mike Daniels),0.280,-0.270
3,14:19,2,10,OAK 20,14,13,Derek Carr sacked by Julius Peppers for -4 yards,-0.270,-1.690
3,13:39,3,14,OAK 16,14,13,Derek Carr pass complete short right to Clive Walford for 4 yards (tackle by Casey Hayward). Penalty on Jon Feliciano: Offensive Holding (Declined),-1.690,-2.030
3,13:23,4,10,OAK 20,14,13,"Marquette King punts 44 yards, returned by Micah Hyde for 14 yards (tackle by Larry Asante)",-2.030,-2.260
3,13:15,1,10,,14,13,Eddie Lacy right tackle for 1 yard (tackle by Denico Autry),2.260,1.850
3,12:38,2,9,OAK 49,14,13,Eddie Lacy left end for 7 yards (tackle by Benson Mayowa),1.850,2.080
3,12:02,3,2,OAK 42,14,13,Eddie Lacy left tackle for no gain (tackle by Shelby Harris),2.080,0.460
3,11:17,4,2,OAK 42,14,13,"Aaron Rodgers pass incomplete deep right intended for Randall Cobb. Penalty on T.J. Carrie: Defensive Pass Interference, 28 yards (no play)",0.460,4.650
3,11:08,1,10,OAK 14,14,13,Aaron Rodgers pass incomplete short left intended for Davante Adams,4.650,4.000
3,11:03,2,10,OAK 14,14,13,Eddie Lacy left end for 8 yards (tackle by Malcolm Smith),4.000,4.000
3,10:25,2,10,OAK 14,14,13,Timeout #1 by Green Bay Packers,4.000,4.730
3,10:25,3,2,OAK 6,14,13,Aaron Rodgers pass incomplete short right intended for Jeff Janis,4.730,3.010
3,10:22,4,2,OAK 6,17,13,Mason Crosby 24 yard field goal good,3.010,3.000
3,10:22,,,GNB 35,17,13,"Mason Crosby kicks off 68 yards, returned by Taiwan Jones for 22 yards (tackle by Nate Palmer)",0.000,-0.150
3,10:12,1,10,OAK 19,17,13,Derek Carr pass incomplete short right intended for Latavius Murray,0.150,-0.390
3,10:08,2,10,OAK 19,17,13,Derek Carr pass complete deep right to Amari Cooper for 41 yards (tackle by Morgan Burnett and Damarious Randall),-0.390,2.920
3,9:20,1,10,GNB 40,17,13,Derek Carr pass incomplete deep middle intended for Andre Holmes (defended by Morgan Burnett),2.920,2.370
3,9:14,2,10,GNB 40,17,13,Derek Carr pass incomplete deep left intended for Andre Holmes,2.370,1.680
3,9:06,3,10,GNB 40,17,13,Derek Carr pass complete short left to Marcel Reece for 9 yards (tackle by Damarious Randall),1.680,1.410
3,8:20,4,1,GNB 31,17,13,Latavius Murray middle for 3 yards (tackle by B.J. Raji),1.410,3.710
3,7:39,1,10,GNB 28,17,13,Latavius Murray right tackle for 2 yards (tackle by Jake Ryan),3.710,3.440
3,6:54,2,8,GNB 26,17,19,"Derek Carr pass complete deep right to Amari Cooper for 26 yards, touchdown",3.440,7.000
3,6:54,,,GNB 26,17,20,Sebastian Janikowski kicks extra point good,0.000,0.000
3,6:54,,,OAK 35,17,20,"Sebastian Janikowski kicks off 65 yards, returned by Jeff Janis for 47 yards (tackle by Korey Toomer)",0.000,-2.060
3,6:42,1,10,GNB 47,17,20,Aaron Rodgers pass complete short middle to Jared Abbrederis for 15 yards (tackle by Charles Woodson),2.060,3.050
3,6:12,1,10,OAK 38,17,20,Aaron Rodgers pass complete short right to James Jones for 8 yards (tackle by David Amerson),3.050,3.590
3,5:52,2,2,OAK 30,23,20,"Aaron Rodgers pass complete deep right to James Jones for 30 yards, touchdown",3.590,7.000
3,5:52,,,OAK 30,24,20,Mason Crosby kicks extra point good,0.000,0.000
3,5:52,,,GNB 35,24,20,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,5:46,1,10,OAK 20,24,20,Derek Carr pass complete short right to Amari Cooper for 6 yards (tackle by Morgan Burnett),0.280,0.540
3,5:11,2,4,OAK 26,24,20,Latavius Murray middle for -2 yards (tackle by Mike Neal),0.540,-0.430
3,4:31,3,6,OAK 24,24,20,Derek Carr middle for 19 yards (tackle by Casey Hayward),-0.430,1.800
3,3:40,1,10,OAK 43,24,20,Derek Carr pass incomplete deep left intended for Clive Walford,1.800,1.800
3,3:36,1,10,OAK 43,24,20,Timeout #1 by Oakland Raiders,1.800,1.250
3,3:36,2,10,OAK 43,24,20,Derek Carr pass incomplete short right intended for Mychal Rivera,1.250,0.560
3,3:30,3,10,OAK 43,24,20,Derek Carr pass incomplete deep middle intended for Amari Cooper,0.560,-0.520
3,3:25,4,10,OAK 43,24,20,Marquette King punts 52 yards,-0.520,0.380
3,3:12,1,10,GNB 5,24,20,Randall Cobb left tackle for 5 yards (tackle by Charles Woodson),-0.380,-0.420
3,2:29,2,5,GNB 10,24,20,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,-0.420,-0.840
3,2:25,3,5,GNB 10,24,20,Aaron Rodgers pass complete short right to Jared Abbrederis for 13 yards (tackle by Ben Heeney),-0.840,0.480
3,2:02,1,10,GNB 23,24,20,Randall Cobb right end for 3 yards (tackle by Denico Autry),0.480,0.340
3,1:29,2,7,GNB 26,24,20,Aaron Rodgers pass complete short left to James Jones for 9 yards,0.340,1.270
,,,,,,,"GNB challenged the incomplete pass ruling, and the original play was overturned.",,
3,0:54,1,10,GNB 35,24,20,Aaron Rodgers pass complete short middle to Randall Cobb for -3 yards (tackle by Charles Woodson),1.270,0.320
3,0:17,2,13,GNB 32,24,20,Aaron Rodgers pass complete short left to James Jones for 14 yards (tackle by Dewey McDonald),0.320,1.990
Quarter,Time,Down,ToGo,Location,GNB,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 46,24,20,Randall Cobb left end for 6 yards (tackle by Shelby Harris),1.990,2.260
4,14:34,2,4,OAK 48,24,20,John Kuhn middle for 3 yards (tackle by Benson Mayowa),2.260,1.950
4,13:57,3,1,OAK 45,24,20,Randall Cobb right end for 4 yards (tackle by David Amerson),1.950,2.850
4,13:32,1,10,OAK 41,24,20,Aaron Rodgers pass complete short left to James Jones for 14 yards (tackle by Dewey McDonald),2.850,3.780
4,13:17,1,10,OAK 27,24,20,"Aaron Rodgers pass complete short left to James Jones for 7 yards (tackle by Dewey McDonald). Penalty on James Jones: Offensive Pass Interference, 10 yards (no play)",3.780,3.780
4,12:43,1,10,OAK 27,24,20,Timeout #2 by Green Bay Packers,3.780,3.120
4,12:43,1,20,OAK 37,24,20,Aaron Rodgers pass complete short right to Davante Adams for 3 yards (tackle by Dewey McDonald),3.120,2.290
4,12:14,2,17,OAK 34,24,20,Aaron Rodgers pass complete short left to Randall Cobb for 19 yards (tackle by David Amerson),2.290,4.580
4,11:41,1,10,OAK 15,24,20,John Kuhn middle for 4 yards (tackle by Shelby Harris),4.580,4.640
4,11:07,2,6,OAK 11,24,20,Aaron Rodgers pass incomplete short right intended for Davante Adams,4.640,3.780
4,11:04,3,6,OAK 11,24,20,"Aaron Rodgers pass incomplete short right intended for Randall Cobb. Penalty on D.J. Hayden: Defensive Pass Interference, 10 yards (no play)",3.780,6.970
4,10:59,1,1,OAK 1,24,20,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers,6.970,5.910
4,10:56,2,1,OAK 1,24,20,Eddie Lacy left tackle for -2 yards (tackle by Malcolm Smith),5.910,4.720
4,10:08,3,3,OAK 3,24,20,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.720,3.040
4,10:04,4,3,OAK 3,27,20,Mason Crosby 21 yard field goal good,3.040,3.000
4,10:04,,,GNB 35,27,20,"Mason Crosby kicks off 67 yards, returned by Taiwan Jones for 18 yards (tackle by Ladarius Gunter)",0.000,0.140
4,9:57,1,10,OAK 16,27,20,Latavius Murray middle for 4 yards (tackle by Jake Ryan),-0.140,0.010
4,9:15,2,6,OAK 20,27,20,Derek Carr pass complete short middle to Clive Walford for 6 yards (tackle by Jake Ryan),0.010,0.670
4,8:33,1,10,OAK 26,27,20,"Penalty on Michael Crabtree: False Start, 5 yards (no play)",0.670,0.340
4,8:11,1,15,OAK 21,27,20,Latavius Murray right tackle for 7 yards (tackle by Damarious Randall),0.340,0.400
4,7:31,2,8,OAK 28,27,20,Derek Carr pass incomplete short right intended for Michael Crabtree,0.400,-0.300
4,7:27,3,8,OAK 28,27,20,Derek Carr sacked by Julius Peppers for -14 yards. Penalty on Gabe Jackson: Offensive Holding (Declined),-0.300,-2.470
4,7:02,4,22,OAK 14,27,20,"Marquette King punts 37 yards, returned by Micah Hyde for 10 yards (tackle by Dewey McDonald). Penalty on Lorenzo Alexander: Ineligible Downfield Kick, 5 yards",-2.470,-3.180
4,6:54,1,10,OAK 36,27,20,James Starks left end for 3 yards (tackle by Lorenzo Alexander),3.180,3.040
4,6:10,2,7,OAK 33,27,20,James Starks middle for 25 yards (tackle by D.J. Hayden),3.040,5.370
4,5:22,1,8,OAK 8,27,20,James Starks left tackle for 3 yards (tackle by Stacy McGee),5.370,5.150
4,4:40,2,5,OAK 5,27,20,Aaron Rodgers pass incomplete short middle intended for Jeff Janis (defended by David Amerson),5.150,4.260
4,4:35,3,5,OAK 5,27,20,"Aaron Rodgers pass complete short left to James Jones for 5 yards. Penalty on James Jones: Offensive Pass Interference, 10 yards (no play)",4.260,2.930
4,4:32,3,15,OAK 15,27,20,Aaron Rodgers pass incomplete short middle intended for John Kuhn,2.930,2.440
4,4:29,4,15,OAK 15,30,20,Mason Crosby 33 yard field goal good,2.440,3.000
4,4:29,,,GNB 35,30,20,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,4:25,1,10,OAK 20,30,20,Derek Carr pass complete short left to Latavius Murray for 2 yards (tackle by Ha Ha Clinton-Dix),0.280,0.000
4,4:21,2,8,OAK 22,30,20,Derek Carr pass incomplete short left intended for Andre Holmes (defended by Casey Hayward),0.000,-0.690
4,4:15,3,8,OAK 22,30,20,Derek Carr sacked by Mike Neal and Julius Peppers for -6 yards,-0.690,-2.390
4,3:33,4,14,OAK 16,30,20,Derek Carr pass incomplete deep right intended for Michael Crabtree (defended by Quinten Rollins),-2.390,-4.510
4,3:26,1,10,OAK 16,30,20,Eddie Lacy left tackle for 1 yard (tackle by Shelby Harris),4.510,4.050
4,2:44,2,9,OAK 15,30,20,Aaron Rodgers pass incomplete short right intended for Jeff Janis is intercepted by David Amerson at OAK-0 and returned for 1 yard,4.050,0.380
4,2:36,1,10,OAK 1,30,20,Derek Carr pass incomplete short right intended for Michael Crabtree,-0.380,-0.780
4,2:31,2,10,OAK 1,30,20,Derek Carr pass complete deep right to Michael Crabtree for 18 yards (tackle by Morgan Burnett),-0.780,0.150
4,2:25,1,10,OAK 19,30,20,Derek Carr pass incomplete short left intended for Amari Cooper,0.150,-0.390
4,2:19,2,10,OAK 19,30,20,Derek Carr pass incomplete deep left intended for Andre Holmes,-0.390,-1.070
4,2:10,3,10,OAK 19,30,20,Derek Carr pass complete short left to Michael Crabtree for 11 yards (tackle by Casey Hayward),-1.070,0.940
4,2:00,1,10,OAK 30,30,20,Derek Carr pass incomplete deep middle intended for Amari Cooper (defended by Morgan Burnett),0.940,0.390
4,1:52,2,10,OAK 30,30,20,Derek Carr pass complete short left to Andre Holmes for 6 yards (tackle by Damarious Randall),0.390,0.500
4,1:49,3,4,OAK 36,30,20,Derek Carr pass incomplete deep right intended for Michael Crabtree,0.500,-0.980
4,1:39,4,4,OAK 36,30,20,Derek Carr pass complete short left to Marcel Reece for -1 yards (tackle by Joe Thomas),-0.980,-0.980
4,1:31,4,4,OAK 36,30,20,Timeout #3 by Green Bay Packers,-0.980,-3.250
4,1:31,1,10,OAK 35,30,20,James Starks left tackle for 4 yards (tackle by Dan Williams),3.250,3.250
4,1:25,1,10,OAK 35,30,20,Timeout #2 by Oakland Raiders,3.250,3.240
4,1:25,2,6,OAK 31,30,20,James Starks right tackle for 2 yards (tackle by Shelby Harris),3.240,3.240
4,1:19,2,6,OAK 31,30,20,Timeout #3 by Oakland Raiders,3.240,2.810
4,1:19,3,4,OAK 29,30,20,James Starks right end for -2 yards (tackle by Benson Mayowa). Penalty on Jeff Janis: Offensive Holding (Declined),2.810,1.340
4,1:12,4,6,OAK 31,30,20,"Mason Crosby 49 yard field goal no good, blocked by Denico Autry, recovered by Curtis Lofton and returned for 12 yards",1.340,-1.530
4,1:05,1,10,OAK 39,30,20,Derek Carr pass complete short right to Mychal Rivera for 1 yard (tackle by Micah Hyde),1.530,1.120
4,0:44,2,9,OAK 40,30,20,"Penalty on Khalif Barnes: False Start, 5 yards (no play)",1.120,0.450
4,0:29,2,14,OAK 35,30,20,Derek Carr left end for 2 yards (tackle by Nate Palmer),0.450,0.040
4,0:23,3,12,OAK 37,30,20,Derek Carr pass complete short right to Michael Crabtree for 7 yards (tackle by Quinten Rollins),0.040,-0.460
4,0:06,4,5,OAK 44,30,20,Derek Carr pass incomplete short left intended for Andre Holmes. Penalty on Amari Cooper: Illegal Motion (Declined),-0.460,-2.650
4,0:03,1,10,OAK 44,30,20,Aaron Rodgers kneels for -1 yards,2.650,1.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
