Quarter,Time,Down,ToGo,Location,HOU,NYG,Detail,EPB,EPA
1,4:47,1,10,HOU 30,0,0,Eli Manning pass complete short right to Rueben Randle for 9 yards (tackle by Darryl Morris),3.580,4.250
1,4:20,2,1,HOU 21,0,0,Rashad Jennings left guard for 8 yards (tackle by D.J. Swearinger and Brian Cushing),4.250,4.710
1,3:45,1,10,HOU 13,0,0,Rashad Jennings left guard for 3 yards (tackle by Jared Crick and Brooks Reed),4.710,4.580
1,3:19,2,7,HOU 10,0,0,"Eli Manning pass complete short left to Larry Donnell for 6 yards (tackle by Kendrick Lewis). Larry Donnell fumbles (forced by Kendrick Lewis), recovered by Johnathan Joseph at HOU-3 and returned for 24 yards (tackle by Will Beatty)",4.580,-0.740
1,3:05,1,10,HOU 27,0,0,Ryan Fitzpatrick pass incomplete short right intended for Andre Johnson (defended by Cullen Jenkins),0.740,0.200
1,3:01,2,10,HOU 27,0,0,Alfred Blue right end for 4 yards (tackle by Jason Pierre-Paul and Prince Amukamara),0.200,0.040
1,2:17,3,6,HOU 31,0,0,Ryan Fitzpatrick left tackle for 5 yards (tackle by Cullen Jenkins),0.040,-0.980
1,1:36,4,1,HOU 36,0,0,"Shane Lechler punts 64 yards, touchback",-0.980,-0.280
1,1:28,1,10,NYG 20,0,0,Andre Williams left tackle for 4 yards (tackle by Brian Cushing and Whitney Mercilus),0.280,0.270
1,0:57,2,6,NYG 24,0,0,Eli Manning pass complete short middle to Victor Cruz for 61 yards (tackle by Darryl Morris),0.270,4.580
1,0:05,1,10,HOU 15,0,0,Andre Williams up the middle for no gain (tackle by J.J. Watt and Brian Cushing),4.580,3.950
Quarter,Time,Down,ToGo,Location,HOU,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,HOU 15,0,0,Eli Manning pass incomplete short right intended for Rueben Randle,3.950,3.100
2,14:56,3,10,HOU 15,0,0,Eli Manning pass complete short left to Larry Donnell for 3 yards (tackle by Kendrick Lewis),3.100,2.630
2,14:19,4,7,HOU 12,0,0,"Steve Weatherford for no gain. Zak DeOssie fumbles, recovered by Josh Brown at HOU-37",2.630,-1.660
2,14:07,1,10,HOU 41,0,0,Ryan Fitzpatrick pass complete deep left to DeAndre Hopkins for 17 yards (tackle by Prince Amukamara),1.660,2.790
2,13:35,1,10,NYG 42,0,0,Alfred Blue left tackle for 2 yards (tackle by Robert Ayers and Mike Patterson),2.790,2.510
2,13:06,2,8,NYG 40,0,0,Ryan Fitzpatrick pass incomplete short right intended for Jay Prosch,2.510,1.820
2,12:55,3,8,NYG 40,0,0,Ryan Fitzpatrick pass incomplete short left intended for DeAndre Hopkins,1.820,0.590
2,12:51,4,8,NYG 40,0,0,"Shane Lechler punts 31 yards, out of bounds",0.590,0.380
2,12:44,1,10,NYG 9,0,0,Rashad Jennings up the middle for 7 yards (tackle by Brian Cushing),-0.380,-0.160
2,12:12,2,3,NYG 16,0,0,Rashad Jennings left guard for 5 yards (tackle by Brian Cushing and Justin Tuggle),-0.160,0.340
2,11:27,1,10,NYG 21,0,0,Rashad Jennings left guard for 18 yards (tackle by Kendrick Lewis and A.J. Bouye),0.340,1.530
2,10:44,1,10,NYG 39,0,0,Eli Manning pass incomplete deep middle intended for Rueben Randle (defended by Kareem Jackson),1.530,0.990
2,10:35,2,10,NYG 39,0,0,"Penalty on Daniel Fells: False Start, 5 yards (no play)",0.990,0.310
2,10:35,2,15,NYG 34,0,0,Eli Manning pass complete short right to Victor Cruz for 7 yards (tackle by Danieal Manning),0.310,0.560
2,9:54,3,8,NYG 41,0,0,Eli Manning pass incomplete short middle intended for Preston Parker (defended by Danieal Manning),0.560,-0.650
2,9:47,4,8,NYG 41,0,0,"Steve Weatherford punts 43 yards, returned by Damaris Johnson for 3 yards (tackle by Zak DeOssie)",-0.650,-0.150
2,9:37,1,10,HOU 19,0,0,Ronnie Brown right tackle for 1 yard (tackle by Jameel McClain and Mark Herzlich),0.150,-0.200
2,9:08,2,9,HOU 20,0,0,Ronnie Brown right guard for no gain (tackle by Jason Pierre-Paul),-0.200,-0.940
2,8:30,3,9,HOU 20,0,0,Ryan Fitzpatrick pass complete short left to Andre Johnson for -1 yards (tackle by Jason Pierre-Paul and Damontre Moore),-0.940,-2.140
2,8:01,4,10,HOU 19,0,0,"Shane Lechler punts 54 yards, returned by Preston Parker for 12 yards (tackle by Akeem Dent). Penalty on Damontre Moore: Offensive Holding, 10 yards",-2.140,0.060
2,7:44,1,10,NYG 17,0,0,Eli Manning pass incomplete short left intended for Rueben Randle,-0.060,-0.580
2,7:41,2,10,NYG 17,0,0,Rashad Jennings right tackle for 11 yards (tackle by Mike Mohamed and Brooks Reed),-0.580,0.810
2,7:12,1,10,NYG 28,0,0,Rashad Jennings left guard for 3 yards (tackle by Whitney Mercilus and J.J. Watt),0.810,0.670
2,6:41,2,7,NYG 31,0,0,Eli Manning pass complete short right to Larry Donnell for 18 yards (tackle by Johnathan Joseph),0.670,2.190
2,6:07,1,10,NYG 49,0,0,Rashad Jennings left guard for -2 yards (tackle by Kareem Jackson),2.190,1.380
2,5:36,2,12,NYG 47,0,0,Eli Manning pass complete short left to Victor Cruz for 1 yard (tackle by A.J. Bouye),1.380,0.830
2,4:55,3,11,NYG 48,0,0,Eli Manning pass complete short right to Preston Parker for 13 yards (tackle by Darryl Morris),0.830,2.980
2,4:14,1,10,HOU 39,0,0,Eli Manning pass complete short right to Preston Parker for 13 yards (tackle by Darryl Morris),2.980,3.840
2,3:30,1,10,HOU 26,0,6,"Eli Manning pass complete short middle to Victor Cruz for 26 yards, touchdown",3.840,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,3:30,,,HOU 2,0,7,Josh Brown kicks extra point good,0.000,0.000
2,3:30,,,NYG 35,0,7,"Josh Brown kicks off 61 yards, returned by Damaris Johnson for 14 yards (tackle by Peyton Hillis)",0.000,-0.040
2,3:16,1,10,HOU 18,0,7,"Ryan Fitzpatrick pass complete deep middle to DeAndre Hopkins for 53 yards (tackle by Stevie Brown). Penalty on Tyson Clabo: Illegal Formation, 5 yards (no play)",0.040,-0.450
2,2:52,1,15,HOU 13,0,7,Ryan Fitzpatrick sacked by Jameel McClain and Johnathan Hankins for -6 yards,-0.450,-1.580
2,2:04,2,21,HOU 7,0,7,Alfred Blue up the middle for 2 yards (tackle by Robert Ayers and Trumaine McBride),-1.580,-2.470
2,2:00,3,19,HOU 9,0,7,Ryan Fitzpatrick pass incomplete deep left intended for Andre Johnson is intercepted by Antrel Rolle at HOU-27 and returned for 25 yards,-2.470,-6.740
2,1:48,1,2,HOU 2,0,7,Rashad Jennings up the middle for 1 yard (tackle by Brian Cushing and Mike Mohamed),6.740,5.910
2,1:19,2,1,HOU 1,0,7,Rashad Jennings left guard for no gain (tackle by Brian Cushing and Mike Mohamed),5.910,5.910
2,1:10,2,1,HOU 1,0,7,Timeout #1 by Houston Texans,5.910,5.170
2,1:10,3,1,HOU 1,0,13,"Rashad Jennings right guard for 1 yard, touchdown",5.170,7.000
2,1:10,,,HOU 2,0,14,Josh Brown kicks extra point good,0.000,0.000
2,1:10,,,NYG 35,0,14,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,1:07,1,10,HOU 20,0,14,Ryan Fitzpatrick pass incomplete deep left intended for Andre Johnson,0.280,-0.270
2,1:01,2,10,HOU 20,0,14,Ryan Fitzpatrick pass complete short right to Keshawn Martin for 16 yards (tackle by Stevie Brown),-0.270,1.330
2,0:42,1,10,HOU 36,0,14,Ryan Fitzpatrick sacked by Trumaine McBride for -1 yards,1.330,0.660
2,0:32,2,11,HOU 35,0,14,"Ryan Fitzpatrick pass incomplete short left intended for Garrett Graham. Ryan Fitzpatrick fumbles, recovered by Ryan Fitzpatrick at HOU-17",0.660,-0.030
2,0:27,3,11,HOU 35,0,14,Ryan Fitzpatrick pass incomplete short right intended for Keshawn Martin (defended by Dominique Rodgers-Cromartie),-0.030,-0.030
2,0:22,3,11,HOU 35,0,14,Timeout #2 by Houston Texans,-0.030,-1.040
2,0:22,4,11,HOU 35,0,14,"Shane Lechler punts 56 yards, returned by Preston Parker for 12 yards (tackle by Jon Weeks)",-1.040,-0.340
2,0:07,1,10,NYG 21,0,14,Eli Manning kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,HOU,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,0,14,"Josh Brown kicks off 61 yards, returned by Damaris Johnson for 22 yards (tackle by Quintin Demps)",0.000,-0.670
3,14:56,1,10,HOU 26,0,14,Ryan Fitzpatrick pass complete short middle to Garrett Graham for 11 yards (tackle by Mark Herzlich and Jameel McClain),0.670,1.400
3,14:36,1,10,HOU 37,0,14,Alfred Blue right end for -2 yards (tackle by Dominique Rodgers-Cromartie),1.400,0.590
3,14:09,2,12,HOU 35,0,14,Ryan Fitzpatrick pass complete short middle to Garrett Graham for 10 yards (tackle by Jameel McClain and Jacquian Williams),0.590,1.220
3,13:47,3,2,HOU 45,0,14,Alfred Blue right end for 1 yard (tackle by Jason Pierre-Paul and Cullen Jenkins),1.220,-0.320
3,13:17,4,1,HOU 46,0,14,Alfred Blue right tackle for -1 yards (tackle by Mark Herzlich and Johnathan Hankins),-0.320,-2.590
3,13:13,1,10,HOU 45,0,14,Rashad Jennings left tackle for 10 yards (tackle by Kendrick Lewis and D.J. Swearinger),2.590,3.250
3,12:46,1,10,HOU 35,0,14,Rashad Jennings left tackle for 13 yards (tackle by Kendrick Lewis and D.J. Swearinger),3.250,4.110
3,12:19,1,10,HOU 22,0,14,Rashad Jennings left tackle for 4 yards (tackle by Justin Tuggle and Brian Cushing),4.110,4.130
3,11:49,2,6,HOU 18,0,14,Rashad Jennings left guard for 3 yards (tackle by Brian Cushing and D.J. Swearinger),4.130,3.930
3,11:19,3,3,HOU 15,0,14,Rashad Jennings left tackle for -6 yards (tackle by J.J. Watt),3.930,2.060
3,10:50,4,9,HOU 21,0,17,Josh Brown 39 yard field goal good,2.060,3.000
3,10:50,,,NYG 35,0,17,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,10:39,1,10,HOU 20,0,17,Ryan Fitzpatrick pass complete short middle to DeAndre Hopkins for 21 yards (tackle by Antrel Rolle),0.280,1.660
3,10:00,1,10,HOU 41,0,17,Ryan Fitzpatrick pass complete short middle to DeAndre Hopkins for 12 yards (tackle by Mark Herzlich),1.660,2.460
3,9:24,1,10,NYG 47,0,17,Ryan Fitzpatrick up the middle for 3 yards (tackle by Mathias Kiwanuka),2.460,2.320
3,8:39,2,7,NYG 44,0,17,Ryan Fitzpatrick pass complete short left to Andre Johnson for 11 yards (tackle by Prince Amukamara),2.320,3.380
3,8:01,1,10,NYG 33,0,17,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 10 yards (tackle by Dominique Rodgers-Cromartie),3.380,4.040
3,7:31,1,10,NYG 23,0,17,"Ryan Fitzpatrick pass incomplete short middle intended for Andre Johnson (defended by Prince Amukamara). Penalty on Dominique Rodgers-Cromartie: Defensive Holding, 5 yards (no play)",4.040,4.370
3,7:23,1,10,NYG 18,0,17,Ryan Fitzpatrick pass complete short middle to Garrett Graham for 6 yards (tackle by Jameel McClain),4.370,4.810
3,6:48,2,4,NYG 12,0,17,Ryan Fitzpatrick up the middle for 3 yards (tackle by Cullen Jenkins),4.810,4.740
3,6:21,3,1,NYG 9,0,17,Ryan Fitzpatrick pass incomplete short right intended for Andre Johnson,4.740,2.980
3,6:13,4,1,NYG 9,3,17,Randy Bullock 27 yard field goal good,2.980,3.000
3,6:13,,,HOU 35,3,17,"Randy Bullock kicks off 65 yards, touchback",0.000,-0.280
3,6:09,1,10,NYG 20,3,17,"Eli Manning pass complete short right to Daniel Fells for 13 yards (tackle by Jared Crick). Penalty on Jared Crick: Face Mask (15 Yards), 15 yards",0.280,2.130
3,5:46,1,10,NYG 48,3,17,Andre Williams right end for 5 yards (tackle by Johnathan Joseph and Brian Cushing),2.130,2.260
3,5:13,2,5,HOU 47,3,17,Andre Williams right tackle for 3 yards (tackle by J.J. Watt and Tim Jamison),2.260,1.950
3,4:30,3,2,HOU 44,3,17,Eli Manning pass incomplete short left intended for Victor Cruz. Penalty on Larry Donnell: Offensive Pass Interference (Declined),1.950,0.330
3,4:23,4,2,HOU 44,3,17,"Steve Weatherford punts 37 yards, fair catch by Damaris Johnson",0.330,0.380
3,4:16,1,10,HOU 7,3,17,Alfred Blue left tackle for 2 yards (tackle by Jacquian Williams and Prince Amukamara),-0.380,-0.630
3,3:41,2,8,HOU 9,3,17,Alfred Blue left guard for 46 yards (tackle by Prince Amukamara),-0.630,2.590
3,3:01,1,10,NYG 45,3,17,Ronnie Brown left guard for 1 yard (tackle by Jason Pierre-Paul and Jacquian Williams),2.590,2.180
3,2:21,2,9,NYG 44,9,17,"Ryan Fitzpatrick pass complete deep middle to Damaris Johnson for 44 yards, touchdown",2.180,7.000
3,2:21,,,NYG 2,10,17,Randy Bullock kicks extra point good,0.000,0.000
3,2:21,,,HOU 35,10,17,"Randy Bullock kicks off 59 yards, returned by Quintin Demps for 17 yards (tackle by Jeff Tarpinian)",0.000,-0.480
3,2:06,1,10,NYG 23,10,17,Eli Manning pass complete short left to Larry Donnell for 10 yards (tackle by Whitney Mercilus),0.480,1.140
3,1:41,1,10,NYG 33,10,17,Rashad Jennings left tackle for 15 yards (tackle by Kendrick Lewis),1.140,2.130
3,1:16,1,10,NYG 48,10,17,Eli Manning pass complete short left to Preston Parker for 7 yards (tackle by Brooks Reed),2.130,2.530
3,0:48,2,3,HOU 45,10,17,Rashad Jennings right guard for 6 yards (tackle by Mike Mohamed and Whitney Mercilus),2.530,2.980
Quarter,Time,Down,ToGo,Location,HOU,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 39,10,17,Eli Manning pass complete short middle to Victor Cruz for 12 yards (tackle by Danieal Manning),2.980,3.780
4,14:23,1,10,HOU 27,10,17,Eli Manning pass complete short left to Larry Donnell for 3 yards (tackle by Brooks Reed and A.J. Bouye),3.780,3.640
4,13:41,2,7,HOU 24,10,17,"Eli Manning pass incomplete short right intended for Rashad Jennings (defended by Danieal Manning). Penalty on Danieal Manning: Defensive Holding, 5 yards (no play)",3.640,4.310
4,13:34,1,10,HOU 19,10,17,Rashad Jennings left end for 7 yards (tackle by Kendrick Lewis),4.310,4.920
4,13:04,2,3,HOU 12,10,17,Eli Manning pass complete short right to Rueben Randle for 1 yard (tackle by D.J. Swearinger),4.920,4.430
4,12:29,3,2,HOU 11,10,17,Eli Manning pass incomplete short middle intended for Rueben Randle (defended by J.J. Watt),4.430,2.820
4,12:22,4,2,HOU 11,10,20,Josh Brown 29 yard field goal good,2.820,3.000
4,12:22,,,NYG 35,10,20,"Josh Brown kicks off 69 yards, returned by Damaris Johnson for 31 yards (tackle by Spencer Paysinger)",0.000,-0.740
4,12:14,1,10,HOU 27,10,20,Alfred Blue left end for 2 yards (tackle by Jacquian Williams and Antrel Rolle),0.740,0.470
4,11:37,2,8,HOU 29,10,20,Damaris Johnson left end for no gain (tackle by Antrel Rolle),0.470,-0.230
4,10:57,3,8,HOU 29,10,20,Ryan Fitzpatrick right tackle for 7 yards (tackle by Trumaine McBride),-0.230,-0.980
,,,,,,,"NYG challenged the first down ruling, and the original play was overturned.",,
4,10:41,4,1,HOU 36,10,20,"Shane Lechler punts, blocked by Damontre Moore",-0.980,-3.640
4,10:31,1,10,HOU 29,10,20,Rashad Jennings for 5 yards (tackle by Kendrick Lewis),3.640,3.780
4,10:04,2,5,HOU 24,10,20,Rashad Jennings left end for 15 yards (tackle by Ricky Sapp and Brian Cushing),3.780,5.140
4,9:34,1,9,HOU 9,10,26,"Eli Manning pass complete short left to Daniel Fells for 9 yards, touchdown",5.140,7.000
4,9:34,,,HOU 2,10,27,Josh Brown kicks extra point good,0.000,0.000
4,9:34,,,NYG 35,10,27,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,9:25,1,10,HOU 20,10,27,Ryan Fitzpatrick pass incomplete deep middle intended for DeAndre Hopkins is intercepted by Dominique Rodgers-Cromartie at HOU-39 and returned for 10 yards,0.280,-3.640
4,9:12,1,10,HOU 29,10,27,Rashad Jennings right guard for 4 yards (tackle by Jerrell Powe),3.640,3.640
4,8:29,2,6,HOU 25,10,27,Rashad Jennings left end for 4 yards (tackle by Kendrick Lewis),3.640,3.470
4,7:50,3,2,HOU 21,10,27,Rashad Jennings up the middle for 2 yards (tackle by Brian Cushing),3.470,4.310
4,7:06,1,10,HOU 19,10,27,Andre Williams right end for 3 yards (tackle by Justin Tuggle),4.310,4.180
4,6:22,2,7,HOU 16,10,27,Andre Williams up the middle for 3 yards (tackle by Kendrick Lewis and Brian Cushing),4.180,3.960
4,5:43,3,4,HOU 13,10,27,Eli Manning pass incomplete short right intended for Rueben Randle (defended by Darryl Morris),3.960,2.640
4,5:37,4,4,HOU 13,10,30,Josh Brown 31 yard field goal good,2.640,3.000
4,5:37,,,NYG 35,10,30,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,5:33,1,10,HOU 20,10,30,Ryan Fitzpatrick pass incomplete short left intended for Andre Johnson (defended by Prince Amukamara),0.280,-0.270
4,5:27,2,10,HOU 20,10,30,Ryan Fitzpatrick pass complete short right to Ronnie Brown for 5 yards (tackle by Jameel McClain),-0.270,-0.300
4,4:50,3,5,HOU 25,10,30,Ryan Fitzpatrick left end for 7 yards (tackle by Jason Pierre-Paul),-0.300,1.070
4,4:20,1,10,HOU 32,10,30,Ryan Fitzpatrick pass complete deep left to DeAndre Hopkins for 49 yards (tackle by Prince Amukamara),1.070,4.310
4,3:45,1,10,NYG 19,10,30,Ryan Fitzpatrick pass complete short middle to Andre Johnson for 7 yards (tackle by Trumaine McBride and Damontre Moore),4.310,4.920
4,3:05,2,3,NYG 12,10,30,"Ryan Fitzpatrick pass incomplete short left intended for Andre Johnson (defended by Prince Amukamara). Penalty on Prince Amukamara: Defensive Pass Interference, 11 yards (no play)",4.920,6.970
4,2:56,1,1,NYG 1,10,30,Alfred Blue left tackle for no gain (tackle by Johnathan Hankins and Jameel McClain),6.970,5.910
4,2:15,2,1,NYG 1,10,30,Ryan Fitzpatrick pass incomplete short right intended for Andre Johnson,5.910,5.170
4,2:05,3,1,NYG 1,16,30,"Ryan Fitzpatrick up the middle for 1 yard, touchdown",5.170,7.000
4,2:05,,,NYG 2,17,30,Randy Bullock kicks extra point good,0.000,0.000
4,2:05,,,HOU 35,17,30,"Randy Bullock kicks onside 11 yards, recovered by Larry Donnell",0.000,-2.520
4,1:58,1,10,HOU 46,17,30,Rashad Jennings up the middle for 1 yard (tackle by J.J. Watt and Justin Tuggle),2.520,2.520
4,1:54,1,10,HOU 46,17,30,Timeout #1 by Houston Texans,2.520,2.110
4,1:54,2,9,HOU 45,17,30,Rashad Jennings left end for 3 yards (tackle by Tim Jamison and Brian Cushing),2.110,2.110
4,1:49,2,9,HOU 45,17,30,Timeout #2 by Houston Texans,2.110,1.820
4,1:49,3,6,HOU 42,17,30,Rashad Jennings left guard for 2 yards (tackle by Jerrell Powe),1.820,1.820
4,1:44,3,6,HOU 42,17,30,Timeout #3 by Houston Texans,1.820,0.590
4,1:44,4,4,HOU 40,17,30,"Steve Weatherford punts 31 yards, fair catch by Damaris Johnson",0.590,0.380
4,1:37,1,10,HOU 9,17,30,Ryan Fitzpatrick right end for 8 yards (tackle by Jacquian Williams),-0.380,-0.020
4,1:29,2,2,HOU 17,17,30,Ryan Fitzpatrick pass complete short left to DeAndre Hopkins for 7 yards (tackle by Trumaine McBride),-0.020,0.540
4,1:06,1,10,HOU 24,17,30,Ryan Fitzpatrick pass complete short middle to Garrett Graham for 11 yards (tackle by Antrel Rolle),0.540,0.540
4,0:55,1,10,HOU 24,17,30,Timeout #1 by New York Giants,0.540,1.270
4,0:55,1,10,HOU 35,17,30,Ryan Fitzpatrick pass complete short right to Garrett Graham for 3 yards (tackle by Trumaine McBride),1.270,1.130
4,0:31,2,7,HOU 38,17,30,Ryan Fitzpatrick pass complete short middle to Damaris Johnson for 12 yards (tackle by Jameel McClain),1.130,2.260
4,0:15,1,10,,17,30,Ryan Fitzpatrick spiked the ball,2.260,1.710
4,0:13,2,10,,17,30,Ryan Fitzpatrick pass complete short right to Jonathan Grimes for 31 yards (tackle by Jameel McClain and Nat Berhe),1.710,0.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
