Quarter,Time,Tm,Detail,HOU,NYG
2.0,3:21,Giants,Victor Cruz 26 yard pass from Eli Manning (Josh Brown kick),0,7
,1:07,Giants,Rashad Jennings 1 yard rush (Josh Brown kick),0,14
3.0,10:39,Giants,Josh Brown 39 yard field goal,0,17
,6:09,Texans,Randy Bullock 27 yard field goal,3,17
,2:13,Texans,Damaris Johnson 44 yard pass from Ryan Fitzpatrick (Randy Bullock kick),10,17
4.0,12:19,Giants,Josh Brown 29 yard field goal,10,20
,9:25,Giants,Daniel Fells 9 yard pass from Eli Manning (Josh Brown kick),10,27
,5:33,Giants,Josh Brown 31 yard field goal,10,30
,2:00,Texans,Ryan Fitzpatrick 1 yard rush (Randy Bullock kick),17,30
