Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss and deferred, Washington to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,WAS 25,0,0,Peyton Barber right tackle for 5 yards (tackle by DeMarcus Lawrence),0.610,0.740
1,14:22,2,5,WAS 30,0,0,"Penalty on Aldon Smith: Neutral Zone Infraction, 4 yards (no play)",0.740,1.280
1,14:03,2,1,WAS 34,0,0,Peyton Barber right end for 5 yards (tackle by Dorance Armstrong),1.280,1.530
1,13:21,1,10,WAS 39,0,0,Kyle Allen pass incomplete deep right,1.530,0.990
1,13:14,2,10,WAS 39,0,0,Antonio Gibson left guard for 8 yards (tackle by Neville Gallimore and Leighton Vander Esch),0.990,1.360
1,12:44,3,2,WAS 47,0,0,Kyle Allen pass complete short right to J.D. McKissic for 7 yards (tackle by Jourdan Lewis),1.360,2.520
1,12:14,1,10,DAL 46,0,0,Antonio Gibson left end for 1 yard (tackle by Everson Griffen),2.520,2.110
1,11:49,2,9,DAL 45,0,0,Antonio Gibson right end for 40 yards (tackle by Xavier Woods),2.110,6.060
1,10:59,1,5,DAL 5,0,0,Kyle Allen pass incomplete short left,6.060,5.150
1,10:52,2,5,DAL 5,0,0,Antonio Gibson right tackle for 3 yards (tackle by Jaylon Smith),5.150,4.950
1,10:11,3,2,DAL 2,0,0,Kyle Allen pass complete short left to Terry McLaurin for 1 yard (tackle by Jourdan Lewis),4.950,3.550
1,10:00,4,1,DAL 1,0,0,Kyle Allen right guard for no gain (tackle by DeMarcus Lawrence),3.550,0.380
1,9:53,1,10,DAL 1,0,0,"Andy Dalton left guard for 3 yards (tackle by Daron Payne). Penalty on Daron Payne: Encroachment, 5 yards (no play)",-0.380,-0.190
1,9:53,1,5,DAL 6,0,0,Ezekiel Elliott left end for 2 yards (tackle by Chase Young),-0.190,-0.270
1,9:17,2,3,DAL 8,0,0,Ezekiel Elliott right end for 6 yards (tackle by Landon Collins and Ronald Darby),-0.270,-0.280
1,8:39,1,10,DAL 14,0,0,Andy Dalton pass incomplete short left intended for CeeDee Lamb,-0.280,-0.750
1,8:34,2,10,DAL 14,0,0,Ezekiel Elliott right end for 2 yards (tackle by Kevin Pierre-Louis),-0.750,-1.160
1,7:54,3,8,DAL 16,0,2,"Andy Dalton sacked by Landon Collins for -16 yards. Andy Dalton fumbles (forced by Landon Collins), recovered by Dalton Schultz at DAL--1 (tackle by Jonathan Allen), safety.",-1.160,-2.000
1,7:45,,,DAL 20,0,2,"Chris Jones kicks off 57 yards, returned by Danny Johnson for 14 yards (tackle by Noah Brown)",0.000,1.400
1,7:40,1,10,WAS 37,0,2,Peyton Barber right tackle for 2 yards (tackle by Leighton Vander Esch),1.400,1.130
1,7:03,2,8,WAS 39,0,2,Antonio Gibson left guard for 2 yards (tackle by Aldon Smith and Jaylon Smith),1.130,0.700
1,6:20,3,6,WAS 41,0,2,Kyle Allen pass complete short left to J.D. McKissic for 9 yards (tackle by Jaylon Smith),0.700,2.260
1,5:46,1,10,WAS 50,0,2,Kyle Allen pass complete short right to Terry McLaurin for 5 yards (tackle by Leighton Vander Esch),2.260,2.390
1,5:04,2,5,DAL 45,0,2,Kyle Allen pass complete deep right to Logan Thomas for 26 yards (tackle by Donovan Wilson),2.390,4.310
1,4:28,1,10,DAL 19,0,2,J.D. McKissic right tackle for 7 yards (tackle by Everson Griffen),4.310,4.920
1,3:53,2,3,DAL 12,0,8,"Antonio Gibson left guard for 12 yards, touchdown",4.920,7.000
1,3:48,,,DAL 15,0,9,Dustin Hopkins kicks extra point good,0.000,0.000
1,3:48,,,WAS 35,0,9,"Dustin Hopkins kicks off 66 yards, returned by Tony Pollard for 67 yards (tackle by Troy Apke)",0.000,3.310
1,3:35,1,10,WAS 34,0,9,Amari Cooper right end for 5 yards (tackle by Ronald Darby),3.310,3.450
1,3:00,2,5,WAS 29,0,9,Ezekiel Elliott up the middle for 1 yard (tackle by Ryan Kerrigan and Cole Holcomb),3.450,2.870
1,2:24,3,4,WAS 28,0,9,CeeDee Lamb left end for 1 yard (tackle by Jimmy Moreland),2.870,1.770
1,1:58,4,3,WAS 27,3,9,Greg Zuerlein 45 yard field goal good,1.770,3.000
1,1:52,,,DAL 35,3,9,"Greg Zuerlein kicks off 66 yards, returned by Danny Johnson for 25 yards (tackle by Justin March-Lillard)",0.000,0.540
1,1:47,1,10,WAS 24,3,9,"Kyle Allen pass incomplete deep left intended for Logan Thomas (defended by Jaylon Smith). Penalty on Jaylon Smith: Defensive Pass Interference, 19 yards (no play)",0.540,1.800
1,1:41,1,10,WAS 43,3,9,Antonio Gibson right end for 6 yards (tackle by Jourdan Lewis and Jaylon Smith),1.800,2.060
1,1:01,2,4,WAS 49,3,9,Kyle Allen pass incomplete short right intended for Temarrick Hemingway,2.060,1.350
1,0:58,3,4,WAS 49,3,9,Kyle Allen sacked by Everson Griffen for -1 yards,1.350,-0.190
1,0:12,4,5,WAS 48,3,9,"Tress Way punts 38 yards, returned by CeeDee Lamb for no gain",-0.190,0.280
1,0:03,1,10,DAL 14,3,9,Andy Dalton pass complete short right to Amari Cooper for 5 yards (tackle by Ronald Darby),-0.280,-0.040
Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,DAL 19,3,9,Ezekiel Elliott left end for 4 yards (tackle by Chase Young and Landon Collins),-0.040,-0.320
2,14:15,3,1,DAL 23,3,9,Andy Dalton pass complete short middle to Amari Cooper for 4 yards (tackle by Kendall Fuller),-0.320,0.740
2,13:37,1,10,DAL 27,3,9,Ezekiel Elliott right guard for 5 yards (tackle by Landon Collins),0.740,0.870
2,12:53,2,5,DAL 32,3,9,Andy Dalton pass complete short right to Dalton Schultz for 14 yards (tackle by Deshazor Everett),0.870,1.990
2,12:09,1,10,DAL 46,3,9,Tony Pollard up the middle for no gain (tackle by Kevin Pierre-Louis),1.990,1.450
2,11:25,2,10,DAL 46,3,9,Andy Dalton pass incomplete short middle intended for CeeDee Lamb,1.450,0.760
2,11:21,3,10,DAL 46,3,9,"Andy Dalton pass incomplete short right. Penalty on Montez Sweat: Defensive Offside, 5 yards (no play)",0.760,1.420
2,11:16,3,5,WAS 49,3,9,Andy Dalton left end for 4 yards (tackle by Chase Young),1.420,0.270
2,10:48,4,1,WAS 45,3,9,Andy Dalton pass incomplete deep middle intended for Dalton Schultz,0.270,-1.930
2,10:40,1,10,WAS 45,3,9,Antonio Gibson left end for 3 yards (tackle by Leighton Vander Esch),1.930,1.790
2,10:02,2,7,WAS 48,3,15,"Kyle Allen pass complete deep left to Terry McLaurin for 52 yards, touchdown. Penalty on Trevon Diggs: Illegal Contact (Declined)",1.790,7.000
2,9:54,,,DAL 2,3,15,"Two Point Attempt: Kyle Allen pass incomplete intended for Logan Thomas, conversion fails",1.000,-1.000
2,9:54,,,WAS 35,3,15,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,9:54,1,10,DAL 25,3,15,Tony Pollard left end for no gain (tackle by Chase Young),0.610,0.060
2,9:20,2,10,DAL 25,3,15,Andy Dalton pass complete short right to Amari Cooper for 10 yards (tackle by Ronald Darby),0.060,1.270
2,8:46,1,10,DAL 35,3,15,Andy Dalton pass incomplete short right,1.270,0.720
2,8:39,2,10,DAL 35,3,15,Tony Pollard right end for 1 yard (tackle by Jonathan Allen),0.720,0.170
2,8:00,3,9,DAL 36,3,15,Andy Dalton sacked by Cole Holcomb for -8 yards,0.170,-1.500
2,7:20,4,17,DAL 28,3,15,"Chris Jones punts 32 yards, fair catch by Danny Johnson at WAS-40",-1.500,-1.600
