Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
2,1:42,1,10,DEN 46,14,7,Jake Plummer pass complete to Ashley Lelie for 32 yards,1.990,4.110
2,1:34,1,10,MIA 22,14,7,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by Arturo Freeman),4.110,4.840
2,1:25,,,,14,7,Timeout #2 by Denver Broncos,0.000,4.840
2,1:25,1,10,MIA 11,14,13,"Tatum Bell up the middle for 11 yards, touchdown",4.840,7.000
2,,,,MIA 2,14,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,14,14,"Jason Baker kicks off 68 yards, returned by Wes Welker for 23 yards (tackle by Charlie Adams)",0.000,0.610
2,1:15,1,10,MIA 25,14,14,A.J. Feeley pass incomplete intended for Marty Booker,0.610,0.060
2,1:10,2,10,MIA 25,14,14,A.J. Feeley up the middle for 2 yards (tackle by Kelly Herndon),0.060,-0.360
2,1:01,,,,14,14,Timeout #3 by Denver Broncos,0.000,-0.360
2,1:01,3,8,MIA 27,14,14,Sammy Morris up the middle for 6 yards (tackle by Patrick Chukwurah),-0.360,-1.180
2,0:16,,,,14,14,Timeout #1 by Miami Dolphins,0.000,-1.180
2,0:16,4,2,MIA 33,14,14,Matt Turk punts 49 yards,-1.180,-0.040
2,0:08,1,10,DEN 18,14,14,Jake Plummer kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,14,14,"Jason Baker kicks off 64 yards, returned by Wes Welker for 24 yards (tackle by Nick Ferguson)",0.000,0.940
3,14:55,1,10,MIA 30,14,14,A.J. Feeley pass incomplete intended for Chris Chambers is intercepted by Al Wilson at MIA-46 and returned for 10 yards (tackle by Travis Minor),0.940,-3.180
3,14:44,1,10,MIA 36,14,14,Tatum Bell for 29 yards,3.180,5.600
3,14:14,1,7,MIA 7,14,14,Tatum Bell up the middle for 6 yards (tackle by Sammy Knight and Jason Taylor),5.600,5.910
3,13:31,2,1,MIA 1,14,14,Tatum Bell right tackle for no gain (tackle by Derrick Pope),5.910,5.170
3,12:51,3,1,MIA 1,14,14,Jake Plummer pass incomplete intended for Tatum Bell,5.170,3.550
3,12:47,4,1,MIA 1,14,17,Jason Elam 20 yard field goal good,3.550,3.000
3,,,,DEN 30,14,17,Jason Baker kicks off 69 yards,0.000,1.600
3,12:44,1,10,MIA 40,14,17,Travis Minor right guard for -2 yards (tackle by D.J. Williams and Reggie Hayward),1.600,0.780
3,12:06,2,12,MIA 38,14,17,A.J. Feeley sacked by John Lynch for -6 yards,0.780,-0.690
3,11:37,3,18,MIA 32,14,17,A.J. Feeley pass complete to Randy McMichael for 11 yards (tackle by Willie Middlebrooks),-0.690,-0.520
3,11:01,4,7,MIA 43,14,17,"Matt Turk punts 49 yards, returned by Triandos Luke for 2 yards (tackle by Sammy Knight). Penalty on Nick Ferguson: Defensive Holding, 5 yards",-0.520,0.380
3,10:48,1,10,DEN 5,14,17,Tatum Bell left guard for 5 yards (tackle by Eddie Moore and Morlon Greenwood),-0.380,-0.420
3,10:10,2,5,DEN 10,14,17,Tatum Bell right guard for no gain (tackle by Derrick Pope and Jason Taylor),-0.420,-0.840
3,9:31,3,5,DEN 10,14,17,Tatum Bell up the middle for 2 yards (tackle by Jay Williams),-0.840,-2.490
3,8:51,4,3,DEN 12,14,17,Jason Baker punts 42 yards,-2.490,-1.990
3,8:42,1,10,MIA 46,14,17,A.J. Feeley pass complete to Chris Chambers for 3 yards (tackle by Champ Bailey),1.990,1.860
3,8:19,2,7,MIA 49,14,17,A.J. Feeley pass incomplete intended for Jamar Martin (defended by John Lynch),1.860,1.160
3,8:16,3,7,MIA 49,14,17,A.J. Feeley pass complete to Chris Chambers for 10 yards (tackle by Kenoy Kennedy),1.160,2.850
3,7:39,1,10,DEN 41,14,17,Travis Minor up the middle for no gain (tackle by John Lynch and D.J. Williams),2.850,2.310
3,7:02,2,10,DEN 41,14,17,A.J. Feeley pass incomplete intended for Randy McMichael,2.310,1.620
3,6:57,3,10,DEN 41,14,17,A.J. Feeley pass complete to Chris Chambers for 14 yards (tackle by Willie Middlebrooks),1.620,3.780
3,6:13,1,10,DEN 27,14,17,A.J. Feeley pass complete to Randy McMichael for 17 yards (tackle by John Lynch),3.780,4.910
3,5:47,,,,14,17,Timeout #1 by Miami Dolphins,0.000,4.910
3,5:47,1,10,DEN 10,14,17,A.J. Feeley pass incomplete intended for Bryan Gilmore (defended by Kenoy Kennedy),4.910,4.190
3,5:42,2,10,DEN 10,14,17,Travis Minor left guard for 2 yards (tackle by D.J. Williams),4.190,3.580
3,5:02,3,8,DEN 8,14,17,A.J. Feeley sacked by Ellis Johnson for -5 yards,3.580,2.570
3,4:39,4,13,DEN 13,17,17,Olindo Mare 32 yard field goal good,2.570,3.000
3,,,,MIA 30,17,17,"Olindo Mare kicks off 63 yards, returned by Reuben Droughns for 17 yards (tackle by Brendon Ayanbadejo)",0.000,0.540
3,4:28,1,10,DEN 24,17,17,Jake Plummer pass incomplete intended for Reuben Droughns (defended by Jason Taylor),0.540,0.000
3,4:22,2,10,DEN 24,17,17,Jake Plummer pass complete to Kyle Johnson for 8 yards (tackle by Eddie Moore),0.000,0.370
3,3:54,3,2,DEN 32,17,17,Jake Plummer pass incomplete intended for Rod Smith,0.370,-1.240
3,3:48,4,2,DEN 32,17,17,"Jason Baker punts 48 yards, returned by Wes Welker for 7 yards (tackle by Kenoy Kennedy)",-1.240,-0.740
3,3:34,1,10,MIA 27,17,17,Sammy Morris right guard for 9 yards (tackle by Anton Palepoi and Kenoy Kennedy),0.740,1.410
3,2:59,2,1,MIA 36,17,17,Sammy Morris left tackle for no gain (tackle by Anton Palepoi and Al Wilson),1.410,0.700
3,2:21,3,1,MIA 36,17,17,A.J. Feeley pass incomplete intended for Marty Booker,0.700,-0.980
3,2:18,4,1,MIA 36,17,17,"Matt Turk punts 38 yards, returned by Triandos Luke for 10 yards (tackle by Ed Perry)",-0.980,-1.330
3,2:07,1,10,DEN 36,17,17,Reuben Droughns up the middle for 1 yard (tackle by Jay Williams and Mario Monds),1.330,0.930
3,1:29,2,9,DEN 37,17,17,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Derrick Pope),0.930,1.290
3,0:55,3,1,DEN 45,17,17,Reuben Droughns right guard for 1 yard (tackle by Bryan Robinson),1.290,1.990
3,0:25,1,10,DEN 46,17,17,Reuben Droughns right tackle for 3 yards (tackle by Derrick Pope),1.990,1.860
Quarter,Time,Down,ToGo,Location,MIA,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DEN 49,17,17,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Derrick Pope),1.860,2.790
4,14:29,1,10,MIA 42,17,17,Reuben Droughns left tackle for 2 yards (tackle by Bryan Robinson and Jason Taylor),2.790,2.510
4,13:46,2,8,MIA 40,17,17,Reuben Droughns left tackle for 2 yards (tackle by Bryan Robinson and Jeff Zgonina),2.510,2.080
4,13:06,3,6,MIA 38,17,17,Jake Plummer pass incomplete intended for Darius Watts (defended by Patrick Surtain),2.080,0.720
4,13:05,4,6,MIA 38,17,17,"Jason Baker punts 24 yards, fair catch by Wes Welker",0.720,0.280
4,12:55,1,10,MIA 14,17,17,Sammy Morris right tackle for no gain (tackle by D.J. Williams),-0.280,-0.750
4,12:29,2,10,MIA 14,17,17,A.J. Feeley pass complete to Marty Booker for 19 yards,-0.750,1.140
4,12:15,1,10,MIA 33,17,17,A.J. Feeley pass incomplete (defended by Mario Fatafehi),1.140,0.590
4,12:11,,,,17,17,Timeout #2 by Miami Dolphins,0.000,0.590
4,12:11,2,10,MIA 33,17,17,A.J. Feeley pass incomplete intended for Donald Lee,0.590,-0.100
4,12:07,3,10,MIA 33,17,17,A.J. Feeley pass incomplete intended for Chris Chambers (defended by Champ Bailey),-0.100,-1.180
4,12:01,4,10,MIA 33,17,17,"Matt Turk punts 52 yards, returned by Triandos Luke for 5 yards (tackle by Morlon Greenwood)",-1.180,-0.280
4,11:48,1,10,DEN 20,17,17,Jake Plummer pass complete to Jeb Putzier for 11 yards (tackle by Eddie Moore),0.280,1.000
4,11:17,1,10,DEN 31,17,17,Reuben Droughns left tackle for 3 yards (tackle by Jeff Zgonina and Morlon Greenwood),1.000,0.870
4,10:31,,,,17,17,Timeout #1 by Denver Broncos,0.000,0.870
4,10:31,2,7,DEN 34,17,17,Jake Plummer pass complete to Ashley Lelie for 28 yards (tackle by Morlon Greenwood),0.870,3.050
4,9:53,1,10,MIA 38,17,17,Reuben Droughns right tackle for 2 yards (tackle by Sammy Knight and Derrick Pope),3.050,2.780
4,9:10,2,8,MIA 36,17,17,Jake Plummer up the middle for 2 yards (tackle by Derrick Pope and Jeff Zgonina),2.780,2.340
4,8:28,3,6,MIA 34,17,17,Jake Plummer pass incomplete intended for Ashley Lelie,2.340,1.070
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
4,8:19,4,6,MIA 34,17,17,Jake Plummer pass complete to Jeb Putzier for 19 yards (tackle by Will Poole),1.070,4.580
4,7:44,1,10,MIA 15,17,17,Reuben Droughns right guard for 3 yards (tackle by Jeff Zgonina),4.580,4.450
4,6:59,,,,17,17,Timeout #2 by Denver Broncos,0.000,4.450
4,6:59,2,7,MIA 12,17,17,Jake Plummer pass incomplete intended for Rod Smith is intercepted by Sammy Knight at MIA-3. Penalty on DEN: Illegal Formation (Declined),4.450,0.380
4,6:50,1,10,MIA 3,17,17,Travis Minor right guard for 2 yards (tackle by Mario Fatafehi),-0.380,-0.630
4,6:17,2,8,MIA 5,17,17,Travis Minor up the middle for 6 yards (tackle by Al Wilson),-0.630,-0.480
4,5:37,3,2,MIA 11,17,17,A.J. Feeley sacked by Kenoy Kennedy for -6 yards,-0.480,-2.490
4,5:11,4,8,MIA 5,17,17,"Matt Turk punts 55 yards, returned by Triandos Luke for 5 yards (tackle by Brendon Ayanbadejo)",-2.490,-1.930
4,4:59,1,10,DEN 45,17,17,Reuben Droughns right guard for 21 yards (tackle by Jay Williams and Patrick Surtain),1.930,3.310
4,4:20,1,10,MIA 34,17,17,Reuben Droughns right tackle for 2 yards (tackle by Jason Taylor),3.310,3.040
4,3:39,2,8,MIA 32,17,17,Reuben Droughns left tackle for no gain (tackle by Morlon Greenwood and Derrick Pope),3.040,2.350
4,3:03,3,8,MIA 32,17,17,Jake Plummer pass incomplete,2.350,1.240
4,2:55,4,8,MIA 32,17,20,Jason Elam 50 yard field goal good,1.240,3.000
4,,,,DEN 30,17,20,"Jason Baker kicks off 65 yards, returned by Wes Welker for 27 yards (tackle by Kyle Johnson)",0.000,1.070
4,2:44,1,10,MIA 32,17,20,A.J. Feeley pass complete to Chris Chambers for 7 yards (tackle by D.J. Williams),1.070,1.470
4,2:12,2,3,MIA 39,17,20,A.J. Feeley pass incomplete intended for Randy McMichael,1.470,0.760
4,2:06,3,3,MIA 39,17,20,A.J. Feeley pass incomplete intended for Chris Chambers (defended by Champ Bailey),0.760,-0.780
4,2:03,4,3,MIA 39,17,20,A.J. Feeley pass incomplete intended for Derrius Thompson (defended by Kelly Herndon),-0.780,-2.980
4,1:59,1,10,MIA 39,17,20,Reuben Droughns right end for 5 yards (tackle by Derrick Pope),2.980,3.120
4,1:51,,,,17,20,Timeout #3 by Miami Dolphins,0.000,3.120
4,1:51,2,5,MIA 34,17,20,Reuben Droughns right guard for 3 yards (tackle by Morlon Greenwood),3.120,2.810
4,1:07,,,,17,20,Timeout #3 by Denver Broncos,0.000,2.810
4,1:07,3,2,MIA 31,17,20,Reuben Droughns right guard for 5 yards (tackle by Jeff Zgonina),2.810,3.840
4,0:22,1,10,MIA 26,17,20,Jake Plummer kneels for -1 yards,3.840,3.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
